ko:K19504	seno:AU37_22215
ko:K04063	seno:AU37_07705
ko:K06044	seno:AU37_07725
ko:K14155	seno:AU37_07735
ko:K03315	seno:AU37_07740
ko:K02529	seno:AU37_07745
ko:K06282	seno:AU37_07815
ko:K06281	seno:AU37_07820
ko:K03620	seno:AU37_07825
ko:K03605	seno:AU37_07830
ko:K04653	seno:AU37_07835
ko:K03619	seno:AU37_07840
ko:K03618	seno:AU37_07845
ko:K04651	seno:AU37_07855
ko:K01425	seno:AU37_07880
ko:K08324	seno:AU37_07885
ko:K08159	seno:AU37_07895
ko:K05595	seno:AU37_07900
ko:K03712	seno:AU37_07905
ko:K13632	seno:AU37_07910
ko:K13630	seno:AU37_07915
ko:K15268	seno:AU37_07920
ko:K01284	seno:AU37_07950
ko:K16066	seno:AU37_07955
ko:K00040	seno:AU37_07970
ko:K08173	seno:AU37_07975
ko:K08322	seno:AU37_07980
ko:K08323	seno:AU37_07985
ko:K09771	seno:AU37_07990
ko:K03439	seno:AU37_15010
ko:K03575	seno:AU37_15015
ko:K08306	seno:AU37_15025
ko:K01581	seno:AU37_15035
ko:K07150	seno:AU37_15045
ko:K18288	seno:AU37_15060
ko:K18290	seno:AU37_15065
ko:K18292	seno:AU37_15070
ko:K01130	seno:AU37_15080
ko:K06871	seno:AU37_15085
ko:K06995	seno:AU37_15105
ko:K09471	seno:AU37_15110
ko:K11903	seno:AU37_15130
ko:K08191	seno:AU37_15145
ko:K01686	seno:AU37_15150
ko:K00040	seno:AU37_15155
ko:K01812	seno:AU37_15160
ko:K01460	seno:AU37_15170
ko:K11209	seno:AU37_15175
ko:K02020	seno:AU37_15180
ko:K02016	seno:AU37_15185
ko:K04653	seno:AU37_15190
ko:K04651	seno:AU37_15195
ko:K03605	seno:AU37_15205
ko:K06281	seno:AU37_15210
ko:K06282	seno:AU37_15225
ko:K03406	seno:AU37_15235
ko:K03559	seno:AU37_15265
ko:K03561	seno:AU37_15270
ko:K01760	seno:AU37_15280
ko:K01571	seno:AU37_16430
ko:K01573	seno:AU37_16435
ko:K03780	seno:AU37_16440
ko:K03779	seno:AU37_16445
ko:K00024	seno:AU37_16465
ko:K03402	seno:AU37_16470
ko:K03623	seno:AU37_16485
ko:K03468	seno:AU37_16490
ko:K15548	seno:AU37_16495
ko:K03568	seno:AU37_16510
ko:K08301	seno:AU37_16520
ko:K06287	seno:AU37_16525
ko:K03571	seno:AU37_16530
ko:K03570	seno:AU37_16535
ko:K03569	seno:AU37_16540
ko:K18765	seno:AU37_16545
ko:K17247	seno:AU37_16560
ko:K02160	seno:AU37_16565
ko:K01961	seno:AU37_16570
ko:K14392	seno:AU37_16580
ko:K02687	seno:AU37_16585
ko:K05540	seno:AU37_16590
ko:K03557	seno:AU37_16595
ko:K07319	seno:AU37_16600
ko:K18140	seno:AU37_16615
ko:K18141	seno:AU37_16620
ko:K18142	seno:AU37_16625
ko:K00014	seno:AU37_16680
ko:K07566	seno:AU37_16685
ko:K07479	seno:AU37_16690
ko:K03747	seno:AU37_16695
ko:K04096	seno:AU37_16700
ko:K01462	seno:AU37_16705
ko:K00604	seno:AU37_16710
ko:K02798	seno:AU37_18105
ko:K02799	seno:AU37_18105
ko:K02800	seno:AU37_18105
ko:K00009	seno:AU37_18110
ko:K02562	seno:AU37_18115
ko:K14762	seno:AU37_18125
ko:K00427	seno:AU37_18140
ko:K14348	seno:AU37_18145
ko:K00101	seno:AU37_18150
ko:K03216	seno:AU37_18155
ko:K06145	seno:AU37_18160
ko:K03535	seno:AU37_18170
ko:K00640	seno:AU37_18175
ko:K00057	seno:AU37_18180
ko:K03071	seno:AU37_18185
ko:K15633	seno:AU37_18200
ko:K09798	seno:AU37_18210
ko:K00060	seno:AU37_18220
ko:K00639	seno:AU37_18225
ko:K03274	seno:AU37_18230
ko:K02843	seno:AU37_18235
ko:K02841	seno:AU37_18240
ko:K02847	seno:AU37_18245
ko:K03280	seno:AU37_18250
ko:K12981	seno:AU37_18255
ko:K02850	seno:AU37_18260
ko:K03279	seno:AU37_18265
ko:K03278	seno:AU37_18270
ko:K02840	seno:AU37_18275
ko:K02848	seno:AU37_18285
ko:K02844	seno:AU37_18290
ko:K02849	seno:AU37_18295
ko:K02527	seno:AU37_18300
ko:K00954	seno:AU37_18305
ko:K10563	seno:AU37_18310
ko:K02913	seno:AU37_18315
ko:K02902	seno:AU37_18320
ko:K03630	seno:AU37_18325
ko:K13038	seno:AU37_18330
ko:K05501	seno:AU37_18340
ko:K00762	seno:AU37_18345
ko:K00989	seno:AU37_18350
ko:K17837	seno:AU37_18365
ko:K03667	seno:AU37_20075
ko:K01419	seno:AU37_20080
ko:K03591	seno:AU37_20085
ko:K05499	seno:AU37_20090
ko:K04066	seno:AU37_20095
ko:K02909	seno:AU37_20100
ko:K03764	seno:AU37_20115
ko:K01739	seno:AU37_20120
ko:K12525	seno:AU37_20125
ko:K00600	seno:AU37_20155
ko:K01775	seno:AU37_20160
ko:K00375	seno:AU37_20165
ko:K00297	seno:AU37_20180
ko:K03782	seno:AU37_20185
ko:K09974	seno:AU37_20190
ko:K00005	seno:AU37_20195
ko:K08314	seno:AU37_20200
ko:K08483	seno:AU37_20205
ko:K11189	seno:AU37_20205
ko:K11201	seno:AU37_20205
ko:K11203	seno:AU37_20210
ko:K11202	seno:AU37_20215
ko:K00656	seno:AU37_20220
ko:K04069	seno:AU37_20225
ko:K11202	seno:AU37_20230
ko:K01595	seno:AU37_20245
ko:K01438	seno:AU37_20250
ko:K00145	seno:AU37_20255
ko:K00930	seno:AU37_20260
ko:K01755	seno:AU37_20265
ko:K04761	seno:AU37_20270
ko:K00322	seno:AU37_20275
ko:K00557	seno:AU37_20290
ko:K16092	seno:AU37_20295
ko:K01776	seno:AU37_20300
ko:K00075	seno:AU37_20330
ko:K03524	seno:AU37_20335
ko:K00867	seno:AU37_20340
ko:K06211	seno:AU37_22400
ko:K08309	seno:AU37_22410
ko:K03720	seno:AU37_22415
ko:K05804	seno:AU37_22430
ko:K05805	seno:AU37_22435
ko:K07663	seno:AU37_22440
ko:K07641	seno:AU37_22445
ko:K06143	seno:AU37_22450
ko:K07347	seno:AU37_22465
ko:K07773	seno:AU37_22490
ko:K02533	seno:AU37_22495
ko:K12524	seno:AU37_22500
ko:K00872	seno:AU37_22505
ko:K01733	seno:AU37_22510
ko:K07804	seno:AU37_22530
ko:K12064	seno:AU37_22575
ko:K12065	seno:AU37_22585
ko:K12066	seno:AU37_22590
ko:K12067	seno:AU37_22595
ko:K12068	seno:AU37_22600
ko:K03497	seno:AU37_22665
ko:K03503	seno:AU37_22670
ko:K03502	seno:AU37_22675
ko:K03497	seno:AU37_22680
ko:K03517	seno:AU37_03640
ko:K03811	seno:AU37_03645
ko:K16264	seno:AU37_03650
ko:K01626	seno:AU37_03660
ko:K01678	seno:AU37_03665
ko:K01677	seno:AU37_03670
ko:K01571	seno:AU37_03695
ko:K01572	seno:AU37_03700
ko:K02015	seno:AU37_03710
ko:K02013	seno:AU37_03715
ko:K01834	seno:AU37_03720
ko:K01785	seno:AU37_03725
ko:K00849	seno:AU37_03730
ko:K00965	seno:AU37_03735
ko:K01784	seno:AU37_03740
ko:K05776	seno:AU37_03750
ko:K02019	seno:AU37_03755
ko:K02020	seno:AU37_03765
ko:K02018	seno:AU37_03770
ko:K02017	seno:AU37_03775
ko:K07404	seno:AU37_03785
ko:K01051	seno:AU37_03790
ko:K01468	seno:AU37_03795
ko:K01479	seno:AU37_03800
ko:K05836	seno:AU37_03805
ko:K01712	seno:AU37_03810
ko:K01745	seno:AU37_03815
ko:K06910	seno:AU37_03820
ko:K00833	seno:AU37_03825
ko:K01012	seno:AU37_03830
ko:K00652	seno:AU37_03835
ko:K02169	seno:AU37_03840
ko:K01935	seno:AU37_03845
ko:K03702	seno:AU37_03850
ko:K03639	seno:AU37_03865
ko:K03638	seno:AU37_03870
ko:K03637	seno:AU37_03875
ko:K03636	seno:AU37_03880
ko:K09001	seno:AU37_08290
ko:K06077	seno:AU37_08295
ko:K06075	seno:AU37_08300
ko:K04565	seno:AU37_08320
ko:K06938	seno:AU37_08330
ko:K16137	seno:AU37_08335
ko:K10680	seno:AU37_08340
ko:K01759	seno:AU37_08345
ko:K03683	seno:AU37_08350
ko:K07390	seno:AU37_08355
ko:K04564	seno:AU37_08365
ko:K03604	seno:AU37_08375
ko:K00574	seno:AU37_08390
ko:K00793	seno:AU37_08395
ko:K03327	seno:AU37_08400
ko:K03229	seno:AU37_08415
ko:K03228	seno:AU37_08420
ko:K03227	seno:AU37_08425
ko:K03226	seno:AU37_08430
ko:K03225	seno:AU37_08435
ko:K03224	seno:AU37_08450
ko:K03230	seno:AU37_08455
ko:K03222	seno:AU37_08480
ko:K03221	seno:AU37_08495
ko:K15351	seno:AU37_08500
ko:K15350	seno:AU37_08505
ko:K15346	seno:AU37_08520
ko:K15345	seno:AU37_08525
ko:K15368	seno:AU37_08530
ko:K15344	seno:AU37_08535
ko:K15367	seno:AU37_08540
ko:K18984	seno:AU37_08545
ko:K03220	seno:AU37_08550
ko:K06871	seno:AU37_18670
ko:K00389	seno:AU37_18680
ko:K07085	seno:AU37_18695
ko:K04081	seno:AU37_18700
ko:K04080	seno:AU37_18705
ko:K02200	seno:AU37_18720
ko:K02199	seno:AU37_18725
ko:K02198	seno:AU37_18730
ko:K02197	seno:AU37_18735
ko:K02196	seno:AU37_18740
ko:K02195	seno:AU37_18745
ko:K02194	seno:AU37_18750
ko:K02193	seno:AU37_18755
ko:K00428	seno:AU37_18760
ko:K03533	seno:AU37_18765
ko:K07811	seno:AU37_18770
ko:K03532	seno:AU37_18775
ko:K07772	seno:AU37_18780
ko:K11930	seno:AU37_18785
ko:K07647	seno:AU37_18790
ko:K08194	seno:AU37_18795
ko:K01684	seno:AU37_18800
ko:K01631	seno:AU37_18805
ko:K00883	seno:AU37_18810
ko:K02470	seno:AU37_18840
ko:K03629	seno:AU37_18845
ko:K02338	seno:AU37_18850
ko:K02313	seno:AU37_18855
ko:K03536	seno:AU37_18860
ko:K03217	seno:AU37_18865
ko:K03650	seno:AU37_18870
ko:K08163	seno:AU37_18875
ko:K06901	seno:AU37_18895
ko:K02039	seno:AU37_18905
ko:K02036	seno:AU37_18910
ko:K02038	seno:AU37_18915
ko:K02037	seno:AU37_18920
ko:K02040	seno:AU37_18925
ko:K02769	seno:AU37_18930
ko:K02770	seno:AU37_18930
ko:K00014	seno:AU37_18935
ko:K00928	seno:AU37_20645
ko:K01810	seno:AU37_20650
ko:K13256	seno:AU37_20675
ko:K10110	seno:AU37_20680
ko:K10109	seno:AU37_20685
ko:K10108	seno:AU37_20690
ko:K10111	seno:AU37_20695
ko:K02024	seno:AU37_20700
ko:K05775	seno:AU37_20705
ko:K03181	seno:AU37_20710
ko:K03179	seno:AU37_20715
ko:K00631	seno:AU37_20720
ko:K00901	seno:AU37_20725
ko:K01356	seno:AU37_20730
ko:K03327	seno:AU37_20735
ko:K09823	seno:AU37_20750
ko:K05539	seno:AU37_20760
ko:K01775	seno:AU37_20780
ko:K00832	seno:AU37_20785
ko:K03788	seno:AU37_20790
ko:K03701	seno:AU37_20815
ko:K03111	seno:AU37_20820
ko:K13631	seno:AU37_20865
ko:K13639	seno:AU37_20870
ko:K00799	seno:AU37_20875
ko:K06901	seno:AU37_20880
ko:K03316	seno:AU37_20890
ko:K06518	seno:AU37_20900
ko:K14393	seno:AU37_20910
ko:K01895	seno:AU37_20920
ko:K03385	seno:AU37_20925
ko:K04013	seno:AU37_20930
ko:K04014	seno:AU37_20935
ko:K04015	seno:AU37_20940
ko:K07491	seno:AU37_23165
ko:K07483	seno:AU37_01560
ko:K01703	seno:AU37_01585
ko:K01704	seno:AU37_01590
ko:K01561	seno:AU37_01600
ko:K07347	seno:AU37_01625
ko:K07345	seno:AU37_01635
ko:K07258	seno:AU37_04190
ko:K11534	seno:AU37_04195
ko:K08160	seno:AU37_04205
ko:K07085	seno:AU37_04225
ko:K03674	seno:AU37_04235
ko:K05844	seno:AU37_04250
ko:K11073	seno:AU37_04260
ko:K11076	seno:AU37_04265
ko:K11075	seno:AU37_04270
ko:K11074	seno:AU37_04275
ko:K03212	seno:AU37_04285
ko:K03475	seno:AU37_04290
ko:K02822	seno:AU37_04295
ko:K09996	seno:AU37_04305
ko:K09998	seno:AU37_04310
ko:K09999	seno:AU37_04315
ko:K09997	seno:AU37_04320
ko:K10000	seno:AU37_04325
ko:K11066	seno:AU37_04340
ko:K01620	seno:AU37_04355
ko:K00156	seno:AU37_04360
ko:K11933	seno:AU37_04365
ko:K05601	seno:AU37_04370
ko:K07459	seno:AU37_04380
ko:K09824	seno:AU37_04385
ko:K13888	seno:AU37_04390
ko:K05685	seno:AU37_04395
ko:K03704	seno:AU37_04400
ko:K06891	seno:AU37_04405
ko:K03694	seno:AU37_04410
ko:K06911	seno:AU37_04435
ko:K02518	seno:AU37_04445
ko:K00684	seno:AU37_04450
ko:K16012	seno:AU37_04455
ko:K02887	seno:AU37_08850
ko:K02916	seno:AU37_08855
ko:K02520	seno:AU37_08860
ko:K01868	seno:AU37_08865
ko:K01173	seno:AU37_08875
ko:K09953	seno:AU37_08885
ko:K07283	seno:AU37_08890
ko:K16370	seno:AU37_08895
ko:K07038	seno:AU37_08920
ko:K06956	seno:AU37_08925
ko:K15722	seno:AU37_08930
ko:K03781	seno:AU37_08935
ko:K03478	seno:AU37_08940
ko:K01222	seno:AU37_08945
ko:K03490	seno:AU37_08950
ko:K02759	seno:AU37_08955
ko:K02761	seno:AU37_08960
ko:K02760	seno:AU37_08965
ko:K04064	seno:AU37_08970
ko:K01916	seno:AU37_08975
ko:K05984	seno:AU37_08980
ko:K05526	seno:AU37_08990
ko:K01484	seno:AU37_08995
ko:K06447	seno:AU37_09000
ko:K00673	seno:AU37_09005
ko:K00840	seno:AU37_09010
ko:K01142	seno:AU37_09015
ko:K08320	seno:AU37_09020
ko:K00262	seno:AU37_09030
ko:K03169	seno:AU37_09035
ko:K01008	seno:AU37_09040
ko:K04773	seno:AU37_09050
ko:K01424	seno:AU37_09055
ko:K08281	seno:AU37_09060
ko:K08369	seno:AU37_09065
ko:K18471	seno:AU37_09075
ko:K08369	seno:AU37_09095
ko:K09916	seno:AU37_09120
ko:K07305	seno:AU37_09125
ko:K00134	seno:AU37_09130
ko:K18139	seno:AU37_01685
ko:K07213	seno:AU37_01710
ko:K08178	seno:AU37_01715
ko:K07316	seno:AU37_01720
ko:K01156	seno:AU37_01725
ko:K00425	seno:AU37_01730
ko:K00426	seno:AU37_01735
ko:K02014	seno:AU37_01750
ko:K03329	seno:AU37_01755
ko:K02688	seno:AU37_01765
ko:K03417	seno:AU37_01770
ko:K01659	seno:AU37_01775
ko:K01720	seno:AU37_01780
ko:K01908	seno:AU37_01785
ko:K01698	seno:AU37_01790
ko:K18988	seno:AU37_01810
ko:K17938	seno:AU37_01815
ko:K01921	seno:AU37_01840
ko:K08161	seno:AU37_01850
ko:K18968	seno:AU37_01865
ko:K01665	seno:AU37_06230
ko:K09917	seno:AU37_06235
ko:K14742	seno:AU37_06250
ko:K07285	seno:AU37_06255
ko:K01897	seno:AU37_06260
ko:K03684	seno:AU37_06265
ko:K03608	seno:AU37_06270
ko:K03609	seno:AU37_06275
ko:K03610	seno:AU37_06280
ko:K09902	seno:AU37_06285
ko:K09160	seno:AU37_06295
ko:K03611	seno:AU37_06315
ko:K03314	seno:AU37_06320
ko:K03603	seno:AU37_06325
ko:K00285	seno:AU37_06335
ko:K01775	seno:AU37_06340
ko:K11105	seno:AU37_06345
ko:K01297	seno:AU37_06350
ko:K08308	seno:AU37_06355
ko:K01194	seno:AU37_06370
ko:K00261	seno:AU37_06375
ko:K00426	seno:AU37_06385
ko:K00425	seno:AU37_06390
ko:K03618	seno:AU37_06395
ko:K03619	seno:AU37_06400
ko:K03605	seno:AU37_06405
ko:K03620	seno:AU37_06410
ko:K06281	seno:AU37_06415
ko:K06282	seno:AU37_06420
ko:K06942	seno:AU37_06435
ko:K01056	seno:AU37_06440
ko:K03321	seno:AU37_06450
ko:K00948	seno:AU37_06455
ko:K00919	seno:AU37_06460
ko:K02494	seno:AU37_06465
ko:K02492	seno:AU37_06470
ko:K02835	seno:AU37_06475
ko:K02493	seno:AU37_06480
ko:K01627	seno:AU37_06495
ko:K07300	seno:AU37_06500
ko:K06039	seno:AU37_06510
ko:K07347	seno:AU37_10840
ko:K03593	seno:AU37_10860
ko:K01874	seno:AU37_10865
ko:K02477	seno:AU37_10885
ko:K02478	seno:AU37_10890
ko:K05846	seno:AU37_10905
ko:K05847	seno:AU37_10910
ko:K05846	seno:AU37_10915
ko:K05845	seno:AU37_10920
ko:K05349	seno:AU37_10925
ko:K03777	seno:AU37_10930
ko:K07262	seno:AU37_10935
ko:K05541	seno:AU37_10965
ko:K16165	seno:AU37_10980
ko:K00450	seno:AU37_10985
ko:K08195	seno:AU37_10990
ko:K06518	seno:AU37_11000
ko:K01489	seno:AU37_11010
ko:K03748	seno:AU37_11015
ko:K17722	seno:AU37_11025
ko:K17723	seno:AU37_11030
ko:K10541	seno:AU37_11035
ko:K10542	seno:AU37_11040
ko:K10540	seno:AU37_11045
ko:K02529	seno:AU37_11050
ko:K07148	seno:AU37_11055
ko:K01495	seno:AU37_11060
ko:K01070	seno:AU37_11065
ko:K01752	seno:AU37_11075
ko:K07783	seno:AU37_11085
ko:K16089	seno:AU37_11090
ko:K11733	seno:AU37_11095
ko:K01151	seno:AU37_11110
ko:K02769	seno:AU37_11115
ko:K02770	seno:AU37_11115
ko:K06871	seno:AU37_00180
ko:K03313	seno:AU37_00195
ko:K03717	seno:AU37_00200
ko:K01811	seno:AU37_00205
ko:K02968	seno:AU37_00215
ko:K11753	seno:AU37_00220
ko:K01870	seno:AU37_00225
ko:K03101	seno:AU37_00230
ko:K03774	seno:AU37_00235
ko:K03527	seno:AU37_00240
ko:K12700	seno:AU37_00255
ko:K07702	seno:AU37_00260
ko:K07700	seno:AU37_00265
ko:K01572	seno:AU37_00270
ko:K01571	seno:AU37_00275
ko:K01573	seno:AU37_00280
ko:K01910	seno:AU37_00290
ko:K01646	seno:AU37_00295
ko:K01644	seno:AU37_00300
ko:K01643	seno:AU37_00305
ko:K05964	seno:AU37_00310
ko:K05966	seno:AU37_00315
ko:K00215	seno:AU37_00320
ko:K01956	seno:AU37_00325
ko:K01955	seno:AU37_00330
ko:K08277	seno:AU37_00335
ko:K08279	seno:AU37_00340
ko:K08299	seno:AU37_00345
ko:K02182	seno:AU37_00350
ko:K08298	seno:AU37_00355
ko:K08297	seno:AU37_00360
ko:K05245	seno:AU37_00365
ko:K03521	seno:AU37_00375
ko:K03522	seno:AU37_00380
ko:K00313	seno:AU37_00385
ko:K03855	seno:AU37_00390
ko:K08368	seno:AU37_00395
ko:K00254	seno:AU37_04760
ko:K18657	seno:AU37_04765
ko:K07140	seno:AU37_04770
ko:K12297	seno:AU37_04775
ko:K15738	seno:AU37_04780
ko:K03808	seno:AU37_04785
ko:K06192	seno:AU37_04790
ko:K09857	seno:AU37_04795
ko:K03812	seno:AU37_04800
ko:K01716	seno:AU37_04805
ko:K04770	seno:AU37_04810
ko:K09911	seno:AU37_04815
ko:K03286	seno:AU37_04820
ko:K13053	seno:AU37_04825
ko:K07343	seno:AU37_04830
ko:K03658	seno:AU37_04845
ko:K01734	seno:AU37_04850
ko:K09909	seno:AU37_04855
ko:K06929	seno:AU37_04860
ko:K11940	seno:AU37_04865
ko:K06969	seno:AU37_04870
ko:K06910	seno:AU37_04875
ko:K01512	seno:AU37_04885
ko:K11179	seno:AU37_04890
ko:K13085	seno:AU37_04920
ko:K02484	seno:AU37_04940
ko:K07127	seno:AU37_04950
ko:K00484	seno:AU37_04955
ko:K00483	seno:AU37_04960
ko:K05921	seno:AU37_04970
ko:K00151	seno:AU37_04975
ko:K00455	seno:AU37_04980
ko:K01826	seno:AU37_04985
ko:K02509	seno:AU37_04990
ko:K02510	seno:AU37_04995
ko:K02511	seno:AU37_05000
ko:K02508	seno:AU37_05005
ko:K18997	seno:AU37_05015
ko:K05516	seno:AU37_05020
ko:K08344	seno:AU37_05030
ko:K11072	seno:AU37_09445
ko:K11071	seno:AU37_09450
ko:K15347	seno:AU37_09455
ko:K11070	seno:AU37_09460
ko:K11069	seno:AU37_09465
ko:K12410	seno:AU37_09470
ko:K00884	seno:AU37_09475
ko:K09808	seno:AU37_09480
ko:K09810	seno:AU37_09485
ko:K09808	seno:AU37_09490
ko:K03723	seno:AU37_09495
ko:K19236	seno:AU37_09500
ko:K12151	seno:AU37_09505
ko:K03885	seno:AU37_09520
ko:K07000	seno:AU37_09525
ko:K01207	seno:AU37_09530
ko:K07251	seno:AU37_09535
ko:K07337	seno:AU37_09540
ko:K02503	seno:AU37_09550
ko:K16088	seno:AU37_09555
ko:K02778	seno:AU37_09560
ko:K02779	seno:AU37_09560
ko:K03424	seno:AU37_09565
ko:K02341	seno:AU37_09570
ko:K00943	seno:AU37_09575
ko:K07082	seno:AU37_09580
ko:K02619	seno:AU37_09585
ko:K09458	seno:AU37_09590
ko:K02078	seno:AU37_09595
ko:K00059	seno:AU37_09600
ko:K00645	seno:AU37_09605
ko:K00648	seno:AU37_09610
ko:K03621	seno:AU37_09615
ko:K02911	seno:AU37_09620
ko:K07040	seno:AU37_09625
ko:K06179	seno:AU37_09645
ko:K08300	seno:AU37_09650
ko:K02397	seno:AU37_09655
ko:K02396	seno:AU37_09660
ko:K02395	seno:AU37_09665
ko:K02394	seno:AU37_09670
ko:K02393	seno:AU37_09675
ko:K02392	seno:AU37_09680
ko:K02391	seno:AU37_09685
ko:K02390	seno:AU37_09690
ko:K02389	seno:AU37_09695
ko:K02300	seno:AU37_02150
ko:K02299	seno:AU37_02155
ko:K02298	seno:AU37_02160
ko:K02297	seno:AU37_02165
ko:K08218	seno:AU37_02170
ko:K07286	seno:AU37_02175
ko:K05527	seno:AU37_02180
ko:K03545	seno:AU37_02185
ko:K01358	seno:AU37_02190
ko:K03544	seno:AU37_02195
ko:K01338	seno:AU37_02200
ko:K03530	seno:AU37_02205
ko:K03770	seno:AU37_02210
ko:K02237	seno:AU37_02215
ko:K12500	seno:AU37_02220
ko:K06920	seno:AU37_02225
ko:K11938	seno:AU37_02235
ko:K01738	seno:AU37_02240
ko:K05800	seno:AU37_02245
ko:K18889	seno:AU37_02250
ko:K18890	seno:AU37_02255
ko:K04752	seno:AU37_02260
ko:K03320	seno:AU37_02265
ko:K10805	seno:AU37_02270
ko:K09914	seno:AU37_02275
ko:K07443	seno:AU37_02280
ko:K02909	seno:AU37_02290
ko:K02919	seno:AU37_02295
ko:K00661	seno:AU37_02305
ko:K05839	seno:AU37_02310
ko:K19162	seno:AU37_02315
ko:K18138	seno:AU37_02320
ko:K03585	seno:AU37_02325
ko:K03577	seno:AU37_02330
ko:K05802	seno:AU37_02335
ko:K04067	seno:AU37_02350
ko:K09790	seno:AU37_02355
ko:K00759	seno:AU37_02360
ko:K02343	seno:AU37_02365
ko:K09747	seno:AU37_02370
ko:K06187	seno:AU37_02375
ko:K04079	seno:AU37_02380
ko:K00939	seno:AU37_02385
ko:K01772	seno:AU37_02390
ko:K00892	seno:AU37_02400
ko:K03455	seno:AU37_02405
ko:K08223	seno:AU37_02415
ko:K03976	seno:AU37_02425
ko:K09973	seno:AU37_02430
ko:K17686	seno:AU37_02440
ko:K01497	seno:AU37_06805
ko:K08992	seno:AU37_06815
ko:K01591	seno:AU37_06825
ko:K03113	seno:AU37_06830
ko:K04062	seno:AU37_06835
ko:K14051	seno:AU37_06850
ko:K01147	seno:AU37_06855
ko:K00208	seno:AU37_06865
ko:K19230	seno:AU37_06880
ko:K19229	seno:AU37_06885
ko:K19228	seno:AU37_06890
ko:K19227	seno:AU37_06895
ko:K19226	seno:AU37_06900
ko:K03974	seno:AU37_06905
ko:K03969	seno:AU37_06910
ko:K03970	seno:AU37_06915
ko:K03971	seno:AU37_06925
ko:K03972	seno:AU37_06930
ko:K06918	seno:AU37_06935
ko:K08990	seno:AU37_06940
ko:K03721	seno:AU37_06945
ko:K11065	seno:AU37_06950
ko:K14054	seno:AU37_06960
ko:K15580	seno:AU37_06965
ko:K16052	seno:AU37_07050
ko:K14055	seno:AU37_07060
ko:K00567	seno:AU37_07070
ko:K16074	seno:AU37_07085
ko:K05591	seno:AU37_07090
ko:K00331	seno:AU37_11685
ko:K00330	seno:AU37_11690
ko:K14260	seno:AU37_11705
ko:K08722	seno:AU37_11710
ko:K09161	seno:AU37_11725
ko:K09899	seno:AU37_11730
ko:K00925	seno:AU37_11735
ko:K13788	seno:AU37_11740
ko:K00615	seno:AU37_11750
ko:K00615	seno:AU37_11755
ko:K03475	seno:AU37_11760
ko:K02822	seno:AU37_11765
ko:K02821	seno:AU37_11770
ko:K07095	seno:AU37_11790
ko:K07071	seno:AU37_11805
ko:K10017	seno:AU37_11810
ko:K10015	seno:AU37_11815
ko:K10016	seno:AU37_11820
ko:K10014	seno:AU37_11825
ko:K10013	seno:AU37_11830
ko:K03186	seno:AU37_11840
ko:K01586	seno:AU37_11860
ko:K06714	seno:AU37_11865
ko:K00764	seno:AU37_11870
ko:K03558	seno:AU37_11875
ko:K03749	seno:AU37_11885
ko:K11754	seno:AU37_11890
ko:K01963	seno:AU37_11895
ko:K03975	seno:AU37_11900
ko:K06173	seno:AU37_11905
ko:K03473	seno:AU37_11915
ko:K07052	seno:AU37_11950
ko:K00647	seno:AU37_11955
ko:K15461	seno:AU37_11960
ko:K08483	seno:AU37_12255
ko:K02777	seno:AU37_12260
ko:K00868	seno:AU37_12270
ko:K01951	seno:AU37_12280
ko:K12339	seno:AU37_12295
ko:K02045	seno:AU37_12300
ko:K02047	seno:AU37_12305
ko:K02046	seno:AU37_12310
ko:K02048	seno:AU37_12315
ko:K07223	seno:AU37_12325
ko:K01448	seno:AU37_12345
ko:K00228	seno:AU37_12350
ko:K04033	seno:AU37_12360
ko:K04025	seno:AU37_12365
ko:K04026	seno:AU37_12370
ko:K03736	seno:AU37_12375
ko:K03735	seno:AU37_12380
ko:K04019	seno:AU37_12385
ko:K04023	seno:AU37_12390
ko:K04022	seno:AU37_12395
ko:K04024	seno:AU37_12400
ko:K04021	seno:AU37_12405
ko:K04028	seno:AU37_12410
ko:K04027	seno:AU37_12415
ko:K04020	seno:AU37_12420
ko:K04032	seno:AU37_12425
ko:K04030	seno:AU37_12430
ko:K04029	seno:AU37_12435
ko:K04031	seno:AU37_12440
ko:K00029	seno:AU37_12445
ko:K00616	seno:AU37_12450
ko:K00615	seno:AU37_12455
ko:K12945	seno:AU37_12470
ko:K07674	seno:AU37_12485
ko:K18324	seno:AU37_12490
ko:K01439	seno:AU37_12500
ko:K06957	seno:AU37_12510
ko:K07054	seno:AU37_12515
ko:K00998	seno:AU37_13070
ko:K05811	seno:AU37_13075
ko:K03761	seno:AU37_13080
ko:K03695	seno:AU37_13110
ko:K05810	seno:AU37_13115
ko:K06180	seno:AU37_13120
ko:K05807	seno:AU37_13125
ko:K05809	seno:AU37_13130
ko:K14170	seno:AU37_13135
ko:K14187	seno:AU37_13145
ko:K01626	seno:AU37_13150
ko:K02884	seno:AU37_13165
ko:K00554	seno:AU37_13170
ko:K02860	seno:AU37_13175
ko:K02959	seno:AU37_13180
ko:K03106	seno:AU37_13185
ko:K03687	seno:AU37_13205
ko:K00858	seno:AU37_13210
ko:K03631	seno:AU37_13215
ko:K06186	seno:AU37_13220
ko:K09801	seno:AU37_13225
ko:K03664	seno:AU37_13235
ko:K12543	seno:AU37_13245
ko:K12541	seno:AU37_13250
ko:K12542	seno:AU37_13255
ko:K07491	seno:AU37_13290
ko:K18895	seno:AU37_13300
ko:K07017	seno:AU37_13310
