ko:K07456	ppq:PPSQR21_026280
ko:K00564	ppq:PPSQR21_045450
ko:K02935	ppq:PPSQR21_045460
ko:K02864	ppq:PPSQR21_045470
ko:K02863	ppq:PPSQR21_045480
ko:K02867	ppq:PPSQR21_045490
ko:K02601	ppq:PPSQR21_045500
ko:K03073	ppq:PPSQR21_045510
ko:K03091	ppq:PPSQR21_045520
ko:K06962	ppq:PPSQR21_045530
ko:K03218	ppq:PPSQR21_045540
ko:K11145	ppq:PPSQR21_045550
ko:K01883	ppq:PPSQR21_045560
ko:K00640	ppq:PPSQR21_045570
ko:K09698	ppq:PPSQR21_045580
ko:K01770	ppq:PPSQR21_045590
ko:K00991	ppq:PPSQR21_045600
ko:K17103	ppq:PPSQR21_045620
ko:K07067	ppq:PPSQR21_045630
ko:K04485	ppq:PPSQR21_045640
ko:K03696	ppq:PPSQR21_045650
ko:K03708	ppq:PPSQR21_045680
ko:K07566	ppq:PPSQR21_047210
ko:K06387	ppq:PPSQR21_047220
ko:K02493	ppq:PPSQR21_047240
ko:K02835	ppq:PPSQR21_047250
ko:K06942	ppq:PPSQR21_047260
ko:K01823	ppq:PPSQR21_047280
ko:K09936	ppq:PPSQR21_047290
ko:K09936	ppq:PPSQR21_047310
ko:K06131	ppq:PPSQR21_047330
ko:K00917	ppq:PPSQR21_047370
ko:K06895	ppq:PPSQR21_047410
ko:K03752	ppq:PPSQR21_047420
ko:K05820	ppq:PPSQR21_047430
ko:K01886	ppq:PPSQR21_047440
ko:K03817	ppq:PPSQR21_047460
ko:K00432	ppq:PPSQR21_047530
ko:K02013	ppq:PPSQR21_047540
ko:K05592	ppq:PPSQR21_047610
ko:K10710	ppq:PPSQR21_005290
ko:K10711	ppq:PPSQR21_005300
ko:K03790	ppq:PPSQR21_005360
ko:K01740	ppq:PPSQR21_005410
ko:K04750	ppq:PPSQR21_005430
ko:K03407	ppq:PPSQR21_005500
ko:K03088	ppq:PPSQR21_005530
ko:K09022	ppq:PPSQR21_005540
ko:K02563	ppq:PPSQR21_005550
ko:K03453	ppq:PPSQR21_005570
ko:K03790	ppq:PPSQR21_005590
ko:K07720	ppq:PPSQR21_005600
ko:K07718	ppq:PPSQR21_005610
ko:K10118	ppq:PPSQR21_005620
ko:K10119	ppq:PPSQR21_005630
ko:K10117	ppq:PPSQR21_005640
ko:K07260	ppq:PPSQR21_005690
ko:K08989	ppq:PPSQR21_005720
ko:K01868	ppq:PPSQR21_005800
ko:K07173	ppq:PPSQR21_005820
ko:K02598	ppq:PPSQR21_009680
ko:K00645	ppq:PPSQR21_009710
ko:K01992	ppq:PPSQR21_009770
ko:K01990	ppq:PPSQR21_009780
ko:K05795	ppq:PPSQR21_009820
ko:K05795	ppq:PPSQR21_009830
ko:K15580	ppq:PPSQR21_009960
ko:K02034	ppq:PPSQR21_009980
ko:K02033	ppq:PPSQR21_009990
ko:K02030	ppq:PPSQR21_010000
ko:K02029	ppq:PPSQR21_010010
ko:K02028	ppq:PPSQR21_010020
ko:K06878	ppq:PPSQR21_010050
ko:K07406	ppq:PPSQR21_010120
ko:K07718	ppq:PPSQR21_010130
ko:K07720	ppq:PPSQR21_010140
ko:K02027	ppq:PPSQR21_010150
ko:K02025	ppq:PPSQR21_010160
ko:K02026	ppq:PPSQR21_010170
ko:K07507	ppq:PPSQR21_010730
ko:K03768	ppq:PPSQR21_010740
ko:K13853	ppq:PPSQR21_010820
ko:K06284	ppq:PPSQR21_010910
ko:K10439	ppq:PPSQR21_010960
ko:K07718	ppq:PPSQR21_010970
ko:K07720	ppq:PPSQR21_010980
ko:K05601	ppq:PPSQR21_010990
ko:K10546	ppq:PPSQR21_011030
ko:K10548	ppq:PPSQR21_011040
ko:K10547	ppq:PPSQR21_011050
ko:K03719	ppq:PPSQR21_011080
ko:K08223	ppq:PPSQR21_011110
ko:K02809	ppq:PPSQR21_011150
ko:K02810	ppq:PPSQR21_011150
ko:K05349	ppq:PPSQR21_011160
ko:K01193	ppq:PPSQR21_011170
ko:K09457	ppq:PPSQR21_011190
ko:K10026	ppq:PPSQR21_011210
ko:K01737	ppq:PPSQR21_011220
ko:K06920	ppq:PPSQR21_011230
ko:K00963	ppq:PPSQR21_011840
ko:K05946	ppq:PPSQR21_011880
ko:K00012	ppq:PPSQR21_011950
ko:K00971	ppq:PPSQR21_011960
ko:K02377	ppq:PPSQR21_012040
ko:K01711	ppq:PPSQR21_012050
ko:K05946	ppq:PPSQR21_012100
ko:K00012	ppq:PPSQR21_012110
ko:K06131	ppq:PPSQR21_012190
ko:K01953	ppq:PPSQR21_012230
ko:K10979	ppq:PPSQR21_012300
ko:K06425	ppq:PPSQR21_012320
ko:K01035	ppq:PPSQR21_012330
ko:K07723	ppq:PPSQR21_012840
ko:K06959	ppq:PPSQR21_012860
ko:K03095	ppq:PPSQR21_012870
ko:K03188	ppq:PPSQR21_012980
ko:K00432	ppq:PPSQR21_013000
ko:K01546	ppq:PPSQR21_013030
ko:K01547	ppq:PPSQR21_013040
ko:K01548	ppq:PPSQR21_013050
ko:K00640	ppq:PPSQR21_013080
ko:K03322	ppq:PPSQR21_013160
ko:K11707	ppq:PPSQR21_013210
ko:K11710	ppq:PPSQR21_013220
ko:K11708	ppq:PPSQR21_013230
ko:K11709	ppq:PPSQR21_013240
ko:K07646	ppq:PPSQR21_013250
ko:K02283	ppq:PPSQR21_013280
ko:K12510	ppq:PPSQR21_013290
ko:K12511	ppq:PPSQR21_013300
ko:K02278	ppq:PPSQR21_013350
ko:K07071	ppq:PPSQR21_013370
ko:K01151	ppq:PPSQR21_013380
ko:K03574	ppq:PPSQR21_013910
ko:K06950	ppq:PPSQR21_013970
ko:K02016	ppq:PPSQR21_013980
ko:K02015	ppq:PPSQR21_013990
ko:K02015	ppq:PPSQR21_014000
ko:K07017	ppq:PPSQR21_014010
ko:K15256	ppq:PPSQR21_014050
ko:K07025	ppq:PPSQR21_014100
ko:K07727	ppq:PPSQR21_014210
ko:K00164	ppq:PPSQR21_014260
ko:K00658	ppq:PPSQR21_014270
ko:K01809	ppq:PPSQR21_014300
ko:K07139	ppq:PPSQR21_014320
ko:K03439	ppq:PPSQR21_014340
ko:K02520	ppq:PPSQR21_014380
ko:K02916	ppq:PPSQR21_014390
ko:K02887	ppq:PPSQR21_014400
ko:K07335	ppq:PPSQR21_014410
ko:K02056	ppq:PPSQR21_014420
ko:K02057	ppq:PPSQR21_014430
ko:K02057	ppq:PPSQR21_014440
ko:K07273	ppq:PPSQR21_015100
ko:K01889	ppq:PPSQR21_015140
ko:K01890	ppq:PPSQR21_015150
ko:K07456	ppq:PPSQR21_015180
ko:K08989	ppq:PPSQR21_015190
ko:K08222	ppq:PPSQR21_015210
ko:K10907	ppq:PPSQR21_015260
ko:K06180	ppq:PPSQR21_015300
ko:K00537	ppq:PPSQR21_015310
ko:K00847	ppq:PPSQR21_015330
ko:K03284	ppq:PPSQR21_015350
ko:K00651	ppq:PPSQR21_015360
ko:K01739	ppq:PPSQR21_015370
ko:K01760	ppq:PPSQR21_015380
ko:K11784	ppq:PPSQR21_015390
ko:K03455	ppq:PPSQR21_015410
ko:K07228	ppq:PPSQR21_015420
ko:K06422	ppq:PPSQR21_015460
ko:K07669	ppq:PPSQR21_015490
ko:K02313	ppq:PPSQR21_000010
ko:K02338	ppq:PPSQR21_000020
ko:K03629	ppq:PPSQR21_000040
ko:K02470	ppq:PPSQR21_000060
ko:K02469	ppq:PPSQR21_000080
ko:K00943	ppq:PPSQR21_000170
ko:K09770	ppq:PPSQR21_000190
ko:K02341	ppq:PPSQR21_000200
ko:K07056	ppq:PPSQR21_000240
ko:K06284	ppq:PPSQR21_000250
ko:K06885	ppq:PPSQR21_000260
ko:K03424	ppq:PPSQR21_000270
ko:K05985	ppq:PPSQR21_000290
ko:K02528	ppq:PPSQR21_000300
ko:K06436	ppq:PPSQR21_000310
ko:K06423	ppq:PPSQR21_000330
ko:K07007	ppq:PPSQR21_007450
ko:K01916	ppq:PPSQR21_007480
ko:K00997	ppq:PPSQR21_007500
ko:K03575	ppq:PPSQR21_007510
ko:K07407	ppq:PPSQR21_007560
ko:K02809	ppq:PPSQR21_007570
ko:K02810	ppq:PPSQR21_007570
ko:K04564	ppq:PPSQR21_007590
ko:K03100	ppq:PPSQR21_007610
ko:K03469	ppq:PPSQR21_007620
ko:K09976	ppq:PPSQR21_007640
ko:K01495	ppq:PPSQR21_007650
ko:K16869	ppq:PPSQR21_007660
ko:K04564	ppq:PPSQR21_007670
ko:K03147	ppq:PPSQR21_007700
ko:K01681	ppq:PPSQR21_007730
ko:K01921	ppq:PPSQR21_007750
ko:K01092	ppq:PPSQR21_007780
ko:K07718	ppq:PPSQR21_007800
ko:K07720	ppq:PPSQR21_007810
ko:K02027	ppq:PPSQR21_007820
ko:K02025	ppq:PPSQR21_007830
ko:K02026	ppq:PPSQR21_007840
ko:K15532	ppq:PPSQR21_007860
ko:K01845	ppq:PPSQR21_007890
ko:K01990	ppq:PPSQR21_007910
ko:K01992	ppq:PPSQR21_007920
ko:K01992	ppq:PPSQR21_007930
ko:K03564	ppq:PPSQR21_007940
ko:K06296	ppq:PPSQR21_007950
ko:K06296	ppq:PPSQR21_007970
ko:K06297	ppq:PPSQR21_007980
ko:K06295	ppq:PPSQR21_007990
ko:K02945	ppq:PPSQR21_029250
ko:K00655	ppq:PPSQR21_029260
ko:K00945	ppq:PPSQR21_029270
ko:K06313	ppq:PPSQR21_029290
ko:K16511	ppq:PPSQR21_029320
ko:K07052	ppq:PPSQR21_029360
ko:K00058	ppq:PPSQR21_029370
ko:K07651	ppq:PPSQR21_029380
ko:K07775	ppq:PPSQR21_029390
ko:K06178	ppq:PPSQR21_029400
ko:K06374	ppq:PPSQR21_029410
ko:K06373	ppq:PPSQR21_029420
ko:K00686	ppq:PPSQR21_029440
ko:K06024	ppq:PPSQR21_029470
ko:K05896	ppq:PPSQR21_029480
ko:K00794	ppq:PPSQR21_029490
ko:K14652	ppq:PPSQR21_029500
ko:K00793	ppq:PPSQR21_029510
ko:K00169	ppq:PPSQR21_029530
ko:K00172	ppq:PPSQR21_029540
ko:K03768	ppq:PPSQR21_029550
ko:K01586	ppq:PPSQR21_029560
ko:K06408	ppq:PPSQR21_029570
ko:K06404	ppq:PPSQR21_029580
ko:K06403	ppq:PPSQR21_029590
ko:K03091	ppq:PPSQR21_029600
ko:K06379	ppq:PPSQR21_029610
ko:K07258	ppq:PPSQR21_029630
ko:K03783	ppq:PPSQR21_029660
ko:K04763	ppq:PPSQR21_029670
ko:K03711	ppq:PPSQR21_029690
ko:K01515	ppq:PPSQR21_029720
ko:K06941	ppq:PPSQR21_030780
ko:K03500	ppq:PPSQR21_030790
ko:K00604	ppq:PPSQR21_030800
ko:K01462	ppq:PPSQR21_030810
ko:K04066	ppq:PPSQR21_030820
ko:K13038	ppq:PPSQR21_030830
ko:K03060	ppq:PPSQR21_030840
ko:K00942	ppq:PPSQR21_030850
ko:K09777	ppq:PPSQR21_030860
ko:K01778	ppq:PPSQR21_030900
ko:K01537	ppq:PPSQR21_030910
ko:K07053	ppq:PPSQR21_030930
ko:K10843	ppq:PPSQR21_030990
ko:K03588	ppq:PPSQR21_031020
ko:K07300	ppq:PPSQR21_031040
ko:K11189	ppq:PPSQR21_031060
ko:K02986	ppq:PPSQR21_031100
ko:K13653	ppq:PPSQR21_031110
ko:K01866	ppq:PPSQR21_031120
ko:K03693	ppq:PPSQR21_031130
ko:K01895	ppq:PPSQR21_031140
ko:K04766	ppq:PPSQR21_031150
ko:K01243	ppq:PPSQR21_031160
ko:K02529	ppq:PPSQR21_031170
ko:K05520	ppq:PPSQR21_031200
ko:K08483	ppq:PPSQR21_031210
ko:K00800	ppq:PPSQR21_031240
ko:K14166	ppq:PPSQR21_004180
ko:K07552	ppq:PPSQR21_004230
ko:K03088	ppq:PPSQR21_004250
ko:K07213	ppq:PPSQR21_004280
ko:K17686	ppq:PPSQR21_004290
ko:K03424	ppq:PPSQR21_004310
ko:K01119	ppq:PPSQR21_004370
ko:K01182	ppq:PPSQR21_004400
ko:K02071	ppq:PPSQR21_004430
ko:K02072	ppq:PPSQR21_004440
ko:K00016	ppq:PPSQR21_004540
ko:K00851	ppq:PPSQR21_004580
ko:K11476	ppq:PPSQR21_004590
ko:K01265	ppq:PPSQR21_004600
ko:K07652	ppq:PPSQR21_051370
ko:K07668	ppq:PPSQR21_051380
ko:K01939	ppq:PPSQR21_051410
ko:K02939	ppq:PPSQR21_051430
ko:K07258	ppq:PPSQR21_051490
ko:K02034	ppq:PPSQR21_051520
ko:K02033	ppq:PPSQR21_051530
ko:K02035	ppq:PPSQR21_051540
ko:K02963	ppq:PPSQR21_051550
ko:K02990	ppq:PPSQR21_051570
ko:K03501	ppq:PPSQR21_051680
ko:K03495	ppq:PPSQR21_051690
ko:K03650	ppq:PPSQR21_051700
ko:K06346	ppq:PPSQR21_051710
ko:K03217	ppq:PPSQR21_051720
ko:K03536	ppq:PPSQR21_051730
ko:K02914	ppq:PPSQR21_051740
ko:K03527	ppq:PPSQR21_015510
ko:K03856	ppq:PPSQR21_015520
ko:K01915	ppq:PPSQR21_015530
ko:K00831	ppq:PPSQR21_015550
ko:K03216	ppq:PPSQR21_015560
ko:K07559	ppq:PPSQR21_016200
ko:K01426	ppq:PPSQR21_016220
ko:K07559	ppq:PPSQR21_016230
ko:K08963	ppq:PPSQR21_016250
ko:K00899	ppq:PPSQR21_016260
ko:K04047	ppq:PPSQR21_016270
ko:K09013	ppq:PPSQR21_016280
ko:K09015	ppq:PPSQR21_016290
ko:K11717	ppq:PPSQR21_016300
ko:K04488	ppq:PPSQR21_016310
ko:K09014	ppq:PPSQR21_016320
ko:K07217	ppq:PPSQR21_016340
ko:K07217	ppq:PPSQR21_016350
ko:K06332	ppq:PPSQR21_016410
ko:K06333	ppq:PPSQR21_016420
ko:K06334	ppq:PPSQR21_016430
ko:K02337	ppq:PPSQR21_016590
ko:K01963	ppq:PPSQR21_016620
ko:K04079	ppq:PPSQR21_017240
ko:K00290	ppq:PPSQR21_017260
ko:K13747	ppq:PPSQR21_017270
ko:K03826	ppq:PPSQR21_017320
ko:K00209	ppq:PPSQR21_017360
ko:K00096	ppq:PPSQR21_017380
ko:K02103	ppq:PPSQR21_017390
ko:K01776	ppq:PPSQR21_017510
ko:K01308	ppq:PPSQR21_017520
ko:K07444	ppq:PPSQR21_017580
ko:K01599	ppq:PPSQR21_017610
ko:K01772	ppq:PPSQR21_017620
ko:K00231	ppq:PPSQR21_017630
ko:K07282	ppq:PPSQR21_017640
ko:K01126	ppq:PPSQR21_017650
ko:K15738	ppq:PPSQR21_017690
ko:K03406	ppq:PPSQR21_018770
ko:K08221	ppq:PPSQR21_018780
ko:K00616	ppq:PPSQR21_018810
ko:K11931	ppq:PPSQR21_018840
ko:K03406	ppq:PPSQR21_018860
ko:K01807	ppq:PPSQR21_018880
ko:K15973	ppq:PPSQR21_018900
ko:K09962	ppq:PPSQR21_018940
ko:K05937	ppq:PPSQR21_018990
ko:K00355	ppq:PPSQR21_019040
ko:K08174	ppq:PPSQR21_019080
ko:K12308	ppq:PPSQR21_019090
ko:K07813	ppq:PPSQR21_019140
ko:K00954	ppq:PPSQR21_019170
ko:K07177	ppq:PPSQR21_019190
ko:K07040	ppq:PPSQR21_019210
ko:K02911	ppq:PPSQR21_019220
ko:K03621	ppq:PPSQR21_019240
ko:K00648	ppq:PPSQR21_019250
ko:K00645	ppq:PPSQR21_019260
ko:K00059	ppq:PPSQR21_019270
ko:K01218	ppq:PPSQR21_006420
ko:K01190	ppq:PPSQR21_006450
ko:K00382	ppq:PPSQR21_006500
ko:K00661	ppq:PPSQR21_006520
ko:K01226	ppq:PPSQR21_006550
ko:K02818	ppq:PPSQR21_006560
ko:K02819	ppq:PPSQR21_006560
ko:K03486	ppq:PPSQR21_006570
ko:K06312	ppq:PPSQR21_006580
ko:K06311	ppq:PPSQR21_006590
ko:K06310	ppq:PPSQR21_006600
ko:K00362	ppq:PPSQR21_006610
ko:K00363	ppq:PPSQR21_006620
ko:K06310	ppq:PPSQR21_006660
ko:K06311	ppq:PPSQR21_006670
ko:K06312	ppq:PPSQR21_006680
ko:K13727	ppq:PPSQR21_006700
ko:K01201	ppq:PPSQR21_006730
ko:K17103	ppq:PPSQR21_006760
ko:K13256	ppq:PPSQR21_006780
ko:K00077	ppq:PPSQR21_006820
ko:K15976	ppq:PPSQR21_006840
ko:K15975	ppq:PPSQR21_006850
ko:K09458	ppq:PPSQR21_018270
ko:K16137	ppq:PPSQR21_018320
ko:K10907	ppq:PPSQR21_018360
ko:K09702	ppq:PPSQR21_018370
ko:K02027	ppq:PPSQR21_018400
ko:K02025	ppq:PPSQR21_018410
ko:K02026	ppq:PPSQR21_018420
ko:K06113	ppq:PPSQR21_018430
ko:K04750	ppq:PPSQR21_018480
ko:K03647	ppq:PPSQR21_018530
ko:K17318	ppq:PPSQR21_018570
ko:K02529	ppq:PPSQR21_018580
ko:K01192	ppq:PPSQR21_018590
ko:K08984	ppq:PPSQR21_018620
ko:K03657	ppq:PPSQR21_018650
ko:K01486	ppq:PPSQR21_018660
ko:K10117	ppq:PPSQR21_018700
ko:K03406	ppq:PPSQR21_018710
ko:K02532	ppq:PPSQR21_018720
ko:K03311	ppq:PPSQR21_018730
ko:K01811	ppq:PPSQR21_018750
ko:K02401	ppq:PPSQR21_019820
ko:K02400	ppq:PPSQR21_019830
ko:K02404	ppq:PPSQR21_019840
ko:K04562	ppq:PPSQR21_019850
ko:K03412	ppq:PPSQR21_019860
ko:K03407	ppq:PPSQR21_019870
ko:K03408	ppq:PPSQR21_019880
ko:K03410	ppq:PPSQR21_019890
ko:K03411	ppq:PPSQR21_019900
ko:K02405	ppq:PPSQR21_019920
ko:K09749	ppq:PPSQR21_019930
ko:K02967	ppq:PPSQR21_019980
ko:K02357	ppq:PPSQR21_019990
ko:K09903	ppq:PPSQR21_020000
ko:K02838	ppq:PPSQR21_020010
ko:K00806	ppq:PPSQR21_020020
ko:K00981	ppq:PPSQR21_020030
ko:K00099	ppq:PPSQR21_020040
ko:K11749	ppq:PPSQR21_020050
ko:K01881	ppq:PPSQR21_020060
ko:K03763	ppq:PPSQR21_020070
ko:K09748	ppq:PPSQR21_020080
ko:K02600	ppq:PPSQR21_020090
ko:K07742	ppq:PPSQR21_020100
ko:K02519	ppq:PPSQR21_020120
ko:K02834	ppq:PPSQR21_020130
ko:K03177	ppq:PPSQR21_020150
ko:K11753	ppq:PPSQR21_020160
ko:K02956	ppq:PPSQR21_020170
ko:K00962	ppq:PPSQR21_020180
ko:K06410	ppq:PPSQR21_020220
ko:K06411	ppq:PPSQR21_020230
ko:K00133	ppq:PPSQR21_020240
ko:K00928	ppq:PPSQR21_020250
ko:K01714	ppq:PPSQR21_020260
ko:K12574	ppq:PPSQR21_020270
ko:K03466	ppq:PPSQR21_020300
ko:K01449	ppq:PPSQR21_020310
ko:K00059	ppq:PPSQR21_020340
ko:K15342	ppq:PPSQR21_020890
ko:K01885	ppq:PPSQR21_020970
ko:K03579	ppq:PPSQR21_020980
ko:K03579	ppq:PPSQR21_020990
ko:K07095	ppq:PPSQR21_021070
ko:K07078	ppq:PPSQR21_021100
ko:K00036	ppq:PPSQR21_021140
ko:K00033	ppq:PPSQR21_021150
ko:K08369	ppq:PPSQR21_021170
ko:K07404	ppq:PPSQR21_021190
ko:K01118	ppq:PPSQR21_021220
ko:K01776	ppq:PPSQR21_021230
ko:K11210	ppq:PPSQR21_021250
ko:K13275	ppq:PPSQR21_021270
ko:K01575	ppq:PPSQR21_021290
ko:K01652	ppq:PPSQR21_021300
ko:K01812	ppq:PPSQR21_021310
ko:K03292	ppq:PPSQR21_021320
ko:K01159	ppq:PPSQR21_032620
ko:K05825	ppq:PPSQR21_033850
ko:K06967	ppq:PPSQR21_033880
ko:K03086	ppq:PPSQR21_033900
ko:K09768	ppq:PPSQR21_033920
ko:K01879	ppq:PPSQR21_033930
ko:K01878	ppq:PPSQR21_033940
ko:K03584	ppq:PPSQR21_033950
ko:K07042	ppq:PPSQR21_033990
ko:K07037	ppq:PPSQR21_034000
ko:K06438	ppq:PPSQR21_034020
ko:K03294	ppq:PPSQR21_034040
ko:K07403	ppq:PPSQR21_034070
ko:K09117	ppq:PPSQR21_034080
ko:K02970	ppq:PPSQR21_034090
ko:K02503	ppq:PPSQR21_034100
ko:K03547	ppq:PPSQR21_034140
ko:K16898	ppq:PPSQR21_034150
ko:K16899	ppq:PPSQR21_034160
ko:K06969	ppq:PPSQR21_034170
ko:K03324	ppq:PPSQR21_034180
ko:K09761	ppq:PPSQR21_034210
ko:K02687	ppq:PPSQR21_034230
ko:K00027	ppq:PPSQR21_034260
ko:K11616	ppq:PPSQR21_034270
ko:K11614	ppq:PPSQR21_034290
ko:K03686	ppq:PPSQR21_034300
ko:K04043	ppq:PPSQR21_034310
ko:K03687	ppq:PPSQR21_034320
ko:K03705	ppq:PPSQR21_034330
ko:K00619	ppq:PPSQR21_034350
ko:K02018	ppq:PPSQR21_034960
ko:K02020	ppq:PPSQR21_034970
ko:K02379	ppq:PPSQR21_035010
ko:K03639	ppq:PPSQR21_035020
ko:K00123	ppq:PPSQR21_035030
ko:K02526	ppq:PPSQR21_035060
ko:K07335	ppq:PPSQR21_035100
ko:K14338	ppq:PPSQR21_035110
ko:K01744	ppq:PPSQR21_035130
ko:K07032	ppq:PPSQR21_035150
ko:K00841	ppq:PPSQR21_035160
ko:K11069	ppq:PPSQR21_035170
ko:K11070	ppq:PPSQR21_035180
ko:K11071	ppq:PPSQR21_035190
ko:K11072	ppq:PPSQR21_035200
ko:K05823	ppq:PPSQR21_035210
ko:K05822	ppq:PPSQR21_035220
ko:K01011	ppq:PPSQR21_035250
ko:K03528	ppq:PPSQR21_036380
ko:K08969	ppq:PPSQR21_036430
ko:K02073	ppq:PPSQR21_036440
ko:K00567	ppq:PPSQR21_036470
ko:K02529	ppq:PPSQR21_036600
ko:K00004	ppq:PPSQR21_036610
ko:K02016	ppq:PPSQR21_036620
ko:K00262	ppq:PPSQR21_036670
ko:K01733	ppq:PPSQR21_036680
ko:K03592	ppq:PPSQR21_036690
ko:K03568	ppq:PPSQR21_036700
ko:K07459	ppq:PPSQR21_036770
ko:K13727	ppq:PPSQR21_036810
ko:K01091	ppq:PPSQR21_037950
ko:K01687	ppq:PPSQR21_037990
ko:K03406	ppq:PPSQR21_038040
ko:K08303	ppq:PPSQR21_038050
ko:K08303	ppq:PPSQR21_038060
ko:K07082	ppq:PPSQR21_038070
ko:K07447	ppq:PPSQR21_038100
ko:K01872	ppq:PPSQR21_038120
ko:K03406	ppq:PPSQR21_038140
ko:K04487	ppq:PPSQR21_038160
ko:K17472	ppq:PPSQR21_038170
ko:K00566	ppq:PPSQR21_038180
ko:K06199	ppq:PPSQR21_038220
ko:K06199	ppq:PPSQR21_038230
ko:K07478	ppq:PPSQR21_038240
ko:K03657	ppq:PPSQR21_038250
ko:K18104	ppq:PPSQR21_038260
ko:K06901	ppq:PPSQR21_038270
ko:K01876	ppq:PPSQR21_038290
ko:K01892	ppq:PPSQR21_038300
ko:K06871	ppq:PPSQR21_039530
ko:K03310	ppq:PPSQR21_039560
ko:K01223	ppq:PPSQR21_039570
ko:K03488	ppq:PPSQR21_039590
ko:K02755	ppq:PPSQR21_039600
ko:K02756	ppq:PPSQR21_039600
ko:K02757	ppq:PPSQR21_039600
ko:K00971	ppq:PPSQR21_039620
ko:K07776	ppq:PPSQR21_039630
ko:K00027	ppq:PPSQR21_039720
ko:K03707	ppq:PPSQR21_039730
ko:K00878	ppq:PPSQR21_039740
ko:K00941	ppq:PPSQR21_039750
ko:K00788	ppq:PPSQR21_039760
ko:K01476	ppq:PPSQR21_039780
ko:K01222	ppq:PPSQR21_039810
ko:K01953	ppq:PPSQR21_039850
ko:K02428	ppq:PPSQR21_039860
ko:K00989	ppq:PPSQR21_039870
ko:K06298	ppq:PPSQR21_039880
ko:K07124	ppq:PPSQR21_039910
ko:K00568	ppq:PPSQR21_039980
ko:K13015	ppq:PPSQR21_039990
ko:K00239	ppq:PPSQR21_041080
ko:K00241	ppq:PPSQR21_041090
ko:K03499	ppq:PPSQR21_041120
ko:K03498	ppq:PPSQR21_041130
ko:K03703	ppq:PPSQR21_041150
ko:K03671	ppq:PPSQR21_041160
ko:K11144	ppq:PPSQR21_041170
ko:K03346	ppq:PPSQR21_041180
ko:K01992	ppq:PPSQR21_041200
ko:K01993	ppq:PPSQR21_041210
ko:K03885	ppq:PPSQR21_041230
ko:K06371	ppq:PPSQR21_041250
ko:K01524	ppq:PPSQR21_041270
ko:K00937	ppq:PPSQR21_041280
ko:K11783	ppq:PPSQR21_041300
ko:K11785	ppq:PPSQR21_041310
ko:K13628	ppq:PPSQR21_041400
ko:K18285	ppq:PPSQR21_041410
ko:K03885	ppq:PPSQR21_041420
ko:K00059	ppq:PPSQR21_041450
ko:K02073	ppq:PPSQR21_041460
ko:K02072	ppq:PPSQR21_041470
ko:K02071	ppq:PPSQR21_041480
ko:K02259	ppq:PPSQR21_041520
ko:K06409	ppq:PPSQR21_041550
ko:K09793	ppq:PPSQR21_041560
ko:K07507	ppq:PPSQR21_042650
ko:K02434	ppq:PPSQR21_042670
ko:K02433	ppq:PPSQR21_042680
ko:K02435	ppq:PPSQR21_042690
ko:K06911	ppq:PPSQR21_042830
ko:K03090	ppq:PPSQR21_042890
ko:K04757	ppq:PPSQR21_042900
ko:K00575	ppq:PPSQR21_042930
ko:K02013	ppq:PPSQR21_043040
ko:K02015	ppq:PPSQR21_043050
ko:K02016	ppq:PPSQR21_043060
ko:K02016	ppq:PPSQR21_043110
ko:K02015	ppq:PPSQR21_043120
ko:K02013	ppq:PPSQR21_043130
ko:K07145	ppq:PPSQR21_043140
ko:K05520	ppq:PPSQR21_044150
ko:K01993	ppq:PPSQR21_044190
ko:K01992	ppq:PPSQR21_044200
ko:K03893	ppq:PPSQR21_044220
ko:K01620	ppq:PPSQR21_044300
ko:K11623	ppq:PPSQR21_044350
ko:K06425	ppq:PPSQR21_044370
ko:K01193	ppq:PPSQR21_044390
ko:K10119	ppq:PPSQR21_044400
ko:K10118	ppq:PPSQR21_044410
ko:K10117	ppq:PPSQR21_044420
ko:K03484	ppq:PPSQR21_044430
ko:K01181	ppq:PPSQR21_044440
ko:K03778	ppq:PPSQR21_044540
ko:K01703	ppq:PPSQR21_044560
ko:K01704	ppq:PPSQR21_044570
ko:K01703	ppq:PPSQR21_044580
ko:K00052	ppq:PPSQR21_044590
ko:K09811	ppq:PPSQR21_046190
ko:K09812	ppq:PPSQR21_046200
ko:K01755	ppq:PPSQR21_046300
ko:K01940	ppq:PPSQR21_046310
ko:K00611	ppq:PPSQR21_046320
ko:K00930	ppq:PPSQR21_046340
ko:K00620	ppq:PPSQR21_046350
ko:K00145	ppq:PPSQR21_046360
ko:K02836	ppq:PPSQR21_046390
ko:K03070	ppq:PPSQR21_046400
ko:K05808	ppq:PPSQR21_046410
ko:K03704	ppq:PPSQR21_046430
ko:K02422	ppq:PPSQR21_046450
ko:K02407	ppq:PPSQR21_046460
ko:K06603	ppq:PPSQR21_046470
ko:K01709	ppq:PPSQR21_046480
ko:K01790	ppq:PPSQR21_046500
ko:K01784	ppq:PPSQR21_046510
ko:K00978	ppq:PPSQR21_046530
ko:K12452	ppq:PPSQR21_046570
ko:K02406	ppq:PPSQR21_046580
ko:K03563	ppq:PPSQR21_046590
ko:K13626	ppq:PPSQR21_046600
ko:K02397	ppq:PPSQR21_046620
ko:K01990	ppq:PPSQR21_003100
ko:K02529	ppq:PPSQR21_003150
ko:K05349	ppq:PPSQR21_003170
ko:K02027	ppq:PPSQR21_003180
