ko:K18138	seec:CFSAN002050_08980
ko:K13014	seec:CFSAN002050_18425
ko:K07264	seec:CFSAN002050_18430
ko:K12962	seec:CFSAN002050_18435
ko:K12963	seec:CFSAN002050_18440
ko:K01911	seec:CFSAN002050_18450
ko:K01661	seec:CFSAN002050_18460
ko:K02551	seec:CFSAN002050_18470
ko:K05594	seec:CFSAN002050_18480
ko:K03415	seec:CFSAN002050_18495
ko:K12055	seec:CFSAN002050_22440
ko:K03666	seec:CFSAN002050_05215
ko:K03665	seec:CFSAN002050_05220
ko:K04088	seec:CFSAN002050_05225
ko:K04087	seec:CFSAN002050_05230
ko:K09937	seec:CFSAN002050_05235
ko:K01939	seec:CFSAN002050_05240
ko:K13771	seec:CFSAN002050_05245
ko:K12573	seec:CFSAN002050_05250
ko:K03218	seec:CFSAN002050_05255
ko:K09980	seec:CFSAN002050_05260
ko:K10716	seec:CFSAN002050_05270
ko:K08989	seec:CFSAN002050_05280
ko:K09456	seec:CFSAN002050_05295
ko:K03477	seec:CFSAN002050_05315
ko:K03078	seec:CFSAN002050_05340
ko:K02990	seec:CFSAN002050_05360
ko:K02686	seec:CFSAN002050_05365
ko:K02963	seec:CFSAN002050_05370
ko:K02939	seec:CFSAN002050_05375
ko:K07269	seec:CFSAN002050_05385
ko:K03773	seec:CFSAN002050_05390
ko:K11737	seec:CFSAN002050_05395
ko:K07322	seec:CFSAN002050_05400
ko:K07109	seec:CFSAN002050_05430
ko:K07278	seec:CFSAN002050_05450
ko:K09800	seec:CFSAN002050_05455
ko:K00926	seec:CFSAN002050_09270
ko:K01589	seec:CFSAN002050_09275
ko:K01588	seec:CFSAN002050_09280
ko:K03269	seec:CFSAN002050_09285
ko:K01883	seec:CFSAN002050_09295
ko:K07038	seec:CFSAN002050_09310
ko:K01491	seec:CFSAN002050_09320
ko:K07345	seec:CFSAN002050_09325
ko:K07351	seec:CFSAN002050_09330
ko:K07347	seec:CFSAN002050_09340
ko:K07350	seec:CFSAN002050_09345
ko:K07348	seec:CFSAN002050_09350
ko:K07688	seec:CFSAN002050_09355
ko:K08088	seec:CFSAN002050_09360
ko:K11732	seec:CFSAN002050_09450
ko:K16053	seec:CFSAN002050_09455
ko:K12686	seec:CFSAN002050_09460
ko:K10679	seec:CFSAN002050_09500
ko:K00873	seec:CFSAN002050_13280
ko:K03219	seec:CFSAN002050_13365
ko:K03220	seec:CFSAN002050_13370
ko:K03221	seec:CFSAN002050_13425
ko:K03222	seec:CFSAN002050_13440
ko:K03230	seec:CFSAN002050_13465
ko:K03224	seec:CFSAN002050_13470
ko:K03225	seec:CFSAN002050_13485
ko:K03226	seec:CFSAN002050_13490
ko:K03228	seec:CFSAN002050_13500
ko:K03229	seec:CFSAN002050_13505
ko:K03327	seec:CFSAN002050_13520
ko:K01141	seec:CFSAN002050_17295
ko:K00765	seec:CFSAN002050_17315
ko:K00013	seec:CFSAN002050_17320
ko:K00817	seec:CFSAN002050_17325
ko:K01089	seec:CFSAN002050_17330
ko:K02501	seec:CFSAN002050_17335
ko:K01814	seec:CFSAN002050_17340
ko:K02500	seec:CFSAN002050_17345
ko:K11755	seec:CFSAN002050_17350
ko:K05789	seec:CFSAN002050_17355
ko:K00012	seec:CFSAN002050_17360
ko:K02377	seec:CFSAN002050_17405
ko:K00963	seec:CFSAN002050_17425
ko:K16703	seec:CFSAN002050_17435
ko:K16710	seec:CFSAN002050_17440
ko:K16695	seec:CFSAN002050_17445
ko:K03208	seec:CFSAN002050_17465
ko:K03207	seec:CFSAN002050_17470
ko:K02377	seec:CFSAN002050_17475
ko:K01711	seec:CFSAN002050_17480
ko:K03818	seec:CFSAN002050_17485
ko:K13683	seec:CFSAN002050_17490
ko:K13620	seec:CFSAN002050_17495
ko:K13684	seec:CFSAN002050_17500
ko:K03819	seec:CFSAN002050_17505
ko:K16692	seec:CFSAN002050_17515
ko:K01146	seec:CFSAN002050_21215
ko:K00048	seec:CFSAN002050_21220
ko:K01628	seec:CFSAN002050_21225
ko:K02429	seec:CFSAN002050_21230
ko:K01818	seec:CFSAN002050_21235
ko:K02431	seec:CFSAN002050_21245
ko:K02430	seec:CFSAN002050_21250
ko:K06968	seec:CFSAN002050_21255
ko:K01766	seec:CFSAN002050_21275
ko:K02426	seec:CFSAN002050_21280
ko:K08304	seec:CFSAN002050_21295
ko:K01448	seec:CFSAN002050_21310
ko:K14682	seec:CFSAN002050_21315
ko:K03581	seec:CFSAN002050_21320
ko:K03582	seec:CFSAN002050_21325
ko:K01407	seec:CFSAN002050_21330
ko:K03583	seec:CFSAN002050_21335
ko:K02681	seec:CFSAN002050_21340
ko:K02680	seec:CFSAN002050_21350
ko:K02679	seec:CFSAN002050_21355
ko:K13292	seec:CFSAN002050_21370
ko:K08484	seec:CFSAN002050_21375
ko:K08311	seec:CFSAN002050_21380
ko:K03573	seec:CFSAN002050_21385
ko:K08227	seec:CFSAN002050_21405
ko:K05939	seec:CFSAN002050_21410
ko:K01586	seec:CFSAN002050_21420
ko:K01815	seec:CFSAN002050_21445
ko:K07726	seec:CFSAN002050_25210
ko:K03704	seec:CFSAN002050_25215
ko:K01879	seec:CFSAN002050_25240
ko:K01878	seec:CFSAN002050_25245
ko:K01805	seec:CFSAN002050_25270
ko:K02529	seec:CFSAN002050_25275
ko:K00835	seec:CFSAN002050_25295
ko:K08092	seec:CFSAN002050_25310
ko:K00880	seec:CFSAN002050_25340
ko:K09955	seec:CFSAN002050_25365
ko:K00138	seec:CFSAN002050_25370
ko:K03833	seec:CFSAN002050_25380
ko:K01042	seec:CFSAN002050_25385
ko:K00009	seec:CFSAN002050_25400
ko:K02562	seec:CFSAN002050_25405
ko:K14762	seec:CFSAN002050_25415
ko:K00427	seec:CFSAN002050_25430
ko:K14348	seec:CFSAN002050_25435
ko:K16089	seec:CFSAN002050_18000
ko:K11733	seec:CFSAN002050_18005
ko:K03472	seec:CFSAN002050_21705
ko:K16785	seec:CFSAN002050_21720
ko:K00615	seec:CFSAN002050_21735
ko:K07387	seec:CFSAN002050_21740
ko:K00789	seec:CFSAN002050_21805
ko:K08137	seec:CFSAN002050_21810
ko:K02742	seec:CFSAN002050_21815
ko:K01150	seec:CFSAN002050_21820
ko:K09761	seec:CFSAN002050_21825
ko:K01920	seec:CFSAN002050_21830
ko:K07735	seec:CFSAN002050_21835
ko:K07447	seec:CFSAN002050_21840
ko:K02669	seec:CFSAN002050_21850
ko:K06997	seec:CFSAN002050_21855
ko:K02221	seec:CFSAN002050_21860
ko:K09131	seec:CFSAN002050_21865
ko:K09923	seec:CFSAN002050_21895
ko:K03439	seec:CFSAN002050_21900
ko:K03575	seec:CFSAN002050_21905
ko:K08306	seec:CFSAN002050_21915
ko:K01581	seec:CFSAN002050_21925
ko:K07150	seec:CFSAN002050_21935
ko:K03760	seec:CFSAN002050_00980
ko:K02041	seec:CFSAN002050_01090
ko:K02044	seec:CFSAN002050_01095
ko:K02042	seec:CFSAN002050_01100
ko:K07154	seec:CFSAN002050_01145
ko:K09974	seec:CFSAN002050_03380
ko:K00005	seec:CFSAN002050_03385
ko:K08483	seec:CFSAN002050_03395
ko:K11189	seec:CFSAN002050_03395
ko:K11201	seec:CFSAN002050_03395
ko:K11203	seec:CFSAN002050_03400
ko:K11202	seec:CFSAN002050_03405
ko:K00656	seec:CFSAN002050_03410
ko:K04069	seec:CFSAN002050_03415
ko:K11202	seec:CFSAN002050_03420
ko:K01595	seec:CFSAN002050_03435
ko:K01438	seec:CFSAN002050_03440
ko:K00145	seec:CFSAN002050_03445
ko:K00930	seec:CFSAN002050_03450
ko:K01755	seec:CFSAN002050_03455
ko:K04761	seec:CFSAN002050_03460
ko:K00322	seec:CFSAN002050_03465
ko:K16092	seec:CFSAN002050_03485
ko:K01776	seec:CFSAN002050_03490
ko:K00075	seec:CFSAN002050_03520
ko:K03524	seec:CFSAN002050_03525
ko:K02358	seec:CFSAN002050_03555
ko:K03073	seec:CFSAN002050_03560
ko:K02601	seec:CFSAN002050_03565
ko:K02867	seec:CFSAN002050_03570
ko:K02863	seec:CFSAN002050_03575
ko:K02864	seec:CFSAN002050_03580
ko:K02935	seec:CFSAN002050_03585
ko:K03043	seec:CFSAN002050_03590
ko:K03046	seec:CFSAN002050_03595
ko:K03150	seec:CFSAN002050_03610
ko:K03149	seec:CFSAN002050_03615
ko:K03154	seec:CFSAN002050_03620
ko:K02013	seec:CFSAN002050_07495
ko:K02016	seec:CFSAN002050_07500
ko:K02015	seec:CFSAN002050_07505
ko:K01845	seec:CFSAN002050_07545
ko:K03281	seec:CFSAN002050_07550
ko:K15724	seec:CFSAN002050_07555
ko:K01129	seec:CFSAN002050_07575
ko:K02647	seec:CFSAN002050_07585
ko:K00990	seec:CFSAN002050_07610
ko:K01265	seec:CFSAN002050_07615
ko:K02967	seec:CFSAN002050_07620
ko:K02357	seec:CFSAN002050_07625
ko:K09903	seec:CFSAN002050_07630
ko:K02838	seec:CFSAN002050_07635
ko:K00099	seec:CFSAN002050_07640
ko:K00806	seec:CFSAN002050_07645
ko:K00981	seec:CFSAN002050_07650
ko:K11749	seec:CFSAN002050_07655
ko:K07277	seec:CFSAN002050_07660
ko:K06142	seec:CFSAN002050_07665
ko:K02536	seec:CFSAN002050_07670
ko:K02372	seec:CFSAN002050_07675
ko:K00677	seec:CFSAN002050_07680
ko:K00748	seec:CFSAN002050_07685
ko:K03470	seec:CFSAN002050_07690
ko:K02337	seec:CFSAN002050_07695
ko:K01962	seec:CFSAN002050_07700
ko:K04075	seec:CFSAN002050_07720
ko:K07733	seec:CFSAN002050_11655
ko:K01256	seec:CFSAN002050_11680
ko:K07140	seec:CFSAN002050_11695
ko:K12297	seec:CFSAN002050_11700
ko:K15738	seec:CFSAN002050_11705
ko:K03808	seec:CFSAN002050_11710
ko:K06192	seec:CFSAN002050_11715
ko:K09857	seec:CFSAN002050_11720
ko:K01716	seec:CFSAN002050_11725
ko:K04770	seec:CFSAN002050_11730
ko:K09911	seec:CFSAN002050_11735
ko:K09160	seec:CFSAN002050_15535
ko:K09902	seec:CFSAN002050_15545
ko:K03610	seec:CFSAN002050_15550
ko:K03609	seec:CFSAN002050_15555
ko:K03608	seec:CFSAN002050_15560
ko:K03684	seec:CFSAN002050_15565
ko:K07285	seec:CFSAN002050_15575
ko:K09917	seec:CFSAN002050_15595
ko:K01665	seec:CFSAN002050_15600
ko:K01752	seec:CFSAN002050_15610
ko:K00563	seec:CFSAN002050_15650
ko:K03587	seec:CFSAN002050_15655
ko:K03704	seec:CFSAN002050_15660
ko:K08169	seec:CFSAN002050_15690
ko:K03799	seec:CFSAN002050_15695
ko:K03797	seec:CFSAN002050_15700
ko:K03607	seec:CFSAN002050_15705
ko:K03808	seec:CFSAN002050_15715
ko:K01951	seec:CFSAN002050_19500
ko:K03601	seec:CFSAN002050_19510
ko:K13735	seec:CFSAN002050_19535
ko:K03977	seec:CFSAN002050_19545
ko:K01892	seec:CFSAN002050_19560
ko:K15539	seec:CFSAN002050_19570
ko:K06941	seec:CFSAN002050_19575
ko:K00940	seec:CFSAN002050_19580
ko:K07306	seec:CFSAN002050_19600
ko:K05367	seec:CFSAN002050_19605
ko:K06894	seec:CFSAN002050_19610
ko:K07751	seec:CFSAN002050_19630
ko:K04755	seec:CFSAN002050_19640
ko:K04082	seec:CFSAN002050_19650
ko:K04487	seec:CFSAN002050_19665
ko:K13643	seec:CFSAN002050_19670
ko:K15396	seec:CFSAN002050_19675
ko:K05820	seec:CFSAN002050_19720
ko:K00600	seec:CFSAN002050_19725
ko:K05916	seec:CFSAN002050_19730
ko:K03979	seec:CFSAN002050_23475
ko:K02899	seec:CFSAN002050_23485
ko:K02888	seec:CFSAN002050_23490
ko:K02523	seec:CFSAN002050_23495
ko:K00790	seec:CFSAN002050_23505
ko:K07122	seec:CFSAN002050_23515
ko:K07323	seec:CFSAN002050_23520
ko:K02066	seec:CFSAN002050_23530
ko:K02065	seec:CFSAN002050_23535
ko:K07301	seec:CFSAN002050_23540
ko:K06041	seec:CFSAN002050_23545
ko:K03270	seec:CFSAN002050_23550
ko:K11719	seec:CFSAN002050_23555
ko:K09774	seec:CFSAN002050_23560
ko:K03092	seec:CFSAN002050_23565
ko:K05808	seec:CFSAN002050_23570
ko:K06958	seec:CFSAN002050_23580
ko:K03814	seec:CFSAN002050_23595
ko:K07648	seec:CFSAN002050_23605
ko:K07139	seec:CFSAN002050_23610
ko:K00266	seec:CFSAN002050_23625
ko:K10974	seec:CFSAN002050_23635
ko:K00885	seec:CFSAN002050_23650
ko:K03290	seec:CFSAN002050_23660
ko:K03600	seec:CFSAN002050_23675
ko:K03599	seec:CFSAN002050_23680
ko:K02996	seec:CFSAN002050_23690
ko:K02871	seec:CFSAN002050_23695
ko:K06916	seec:CFSAN002050_23700
ko:K09908	seec:CFSAN002050_23705
ko:K03978	seec:CFSAN002050_02880
ko:K09894	seec:CFSAN002050_02890
ko:K07712	seec:CFSAN002050_02900
ko:K07708	seec:CFSAN002050_02905
ko:K01915	seec:CFSAN002050_02910
ko:K06207	seec:CFSAN002050_02915
ko:K15922	seec:CFSAN002050_02965
ko:K07090	seec:CFSAN002050_02970
ko:K01671	seec:CFSAN002050_02985
ko:K08318	seec:CFSAN002050_02990
ko:K07058	seec:CFSAN002050_03010
ko:K07560	seec:CFSAN002050_03015
ko:K02380	seec:CFSAN002050_03040
ko:K00123	seec:CFSAN002050_03055
ko:K02379	seec:CFSAN002050_03065
ko:K03534	seec:CFSAN002050_03095
ko:K00848	seec:CFSAN002050_03115
ko:K01703	seec:CFSAN002050_07005
ko:K00052	seec:CFSAN002050_07010
ko:K01649	seec:CFSAN002050_07015
ko:K05798	seec:CFSAN002050_07020
ko:K01652	seec:CFSAN002050_07025
ko:K01653	seec:CFSAN002050_07030
ko:K03435	seec:CFSAN002050_07035
ko:K03925	seec:CFSAN002050_07040
ko:K03438	seec:CFSAN002050_07045
ko:K03586	seec:CFSAN002050_07050
ko:K03587	seec:CFSAN002050_07055
ko:K01928	seec:CFSAN002050_07060
ko:K01929	seec:CFSAN002050_07065
ko:K01000	seec:CFSAN002050_07070
ko:K01925	seec:CFSAN002050_07075
ko:K03588	seec:CFSAN002050_07080
ko:K02563	seec:CFSAN002050_07085
ko:K01924	seec:CFSAN002050_07090
ko:K01921	seec:CFSAN002050_07095
ko:K03589	seec:CFSAN002050_07100
ko:K03590	seec:CFSAN002050_07105
ko:K03531	seec:CFSAN002050_07110
ko:K02535	seec:CFSAN002050_07115
ko:K13301	seec:CFSAN002050_07120
ko:K03070	seec:CFSAN002050_07125
ko:K09862	seec:CFSAN002050_07145
ko:K00859	seec:CFSAN002050_07155
ko:K00364	seec:CFSAN002050_07160
ko:K02505	seec:CFSAN002050_07165
ko:K02504	seec:CFSAN002050_07170
ko:K02682	seec:CFSAN002050_07175
ko:K00767	seec:CFSAN002050_07180
ko:K03806	seec:CFSAN002050_07185
ko:K03807	seec:CFSAN002050_07190
ko:K11734	seec:CFSAN002050_07205
ko:K00163	seec:CFSAN002050_07215
ko:K00627	seec:CFSAN002050_07220
ko:K00382	seec:CFSAN002050_07225
ko:K09999	seec:CFSAN002050_10990
ko:K09997	seec:CFSAN002050_10995
ko:K11066	seec:CFSAN002050_11015
ko:K01620	seec:CFSAN002050_11030
ko:K00156	seec:CFSAN002050_11035
ko:K11933	seec:CFSAN002050_11040
ko:K09824	seec:CFSAN002050_11060
ko:K13888	seec:CFSAN002050_11065
ko:K05685	seec:CFSAN002050_11070
ko:K03704	seec:CFSAN002050_11075
ko:K06891	seec:CFSAN002050_11080
ko:K03694	seec:CFSAN002050_11085
ko:K06911	seec:CFSAN002050_11110
ko:K02518	seec:CFSAN002050_11120
ko:K00684	seec:CFSAN002050_11125
ko:K00384	seec:CFSAN002050_11140
ko:K03466	seec:CFSAN002050_11150
ko:K03634	seec:CFSAN002050_11155
ko:K07478	seec:CFSAN002050_11160
ko:K01875	seec:CFSAN002050_11165
ko:K07306	seec:CFSAN002050_11170
ko:K08219	seec:CFSAN002050_11185
ko:K04069	seec:CFSAN002050_11195
ko:K00656	seec:CFSAN002050_11210
ko:K09136	seec:CFSAN002050_11220
ko:K00831	seec:CFSAN002050_11230
ko:K01681	seec:CFSAN002050_15020
ko:K13634	seec:CFSAN002050_15035
ko:K03168	seec:CFSAN002050_15040
ko:K06178	seec:CFSAN002050_15065
ko:K07053	seec:CFSAN002050_15075
ko:K01657	seec:CFSAN002050_15080
ko:K13497	seec:CFSAN002050_15085
ko:K13498	seec:CFSAN002050_15090
ko:K01696	seec:CFSAN002050_15095
ko:K01695	seec:CFSAN002050_15100
ko:K07217	seec:CFSAN002050_15120
ko:K07275	seec:CFSAN002050_15125
ko:K06940	seec:CFSAN002050_15130
ko:K06190	seec:CFSAN002050_15140
ko:K10806	seec:CFSAN002050_15145
ko:K03832	seec:CFSAN002050_15150
ko:K09780	seec:CFSAN002050_15155
ko:K06131	seec:CFSAN002050_15165
ko:K09901	seec:CFSAN002050_15170
ko:K10716	seec:CFSAN002050_15175
ko:K15581	seec:CFSAN002050_15195
ko:K15580	seec:CFSAN002050_15200
ko:K04072	seec:CFSAN002050_15210
ko:K00963	seec:CFSAN002050_15225
ko:K07001	seec:CFSAN002050_15235
ko:K09858	seec:CFSAN002050_15240
ko:K01433	seec:CFSAN002050_15245
ko:K03322	seec:CFSAN002050_18980
ko:K11535	seec:CFSAN002050_18985
ko:K11537	seec:CFSAN002050_19045
ko:K03815	seec:CFSAN002050_19050
ko:K14347	seec:CFSAN002050_19065
ko:K09954	seec:CFSAN002050_19070
ko:K01972	seec:CFSAN002050_19075
ko:K03528	seec:CFSAN002050_19080
ko:K06203	seec:CFSAN002050_19085
ko:K01738	seec:CFSAN002050_19090
ko:K00868	seec:CFSAN002050_19120
ko:K01951	seec:CFSAN002050_19130
ko:K12339	seec:CFSAN002050_19150
ko:K02045	seec:CFSAN002050_19155
ko:K02047	seec:CFSAN002050_19160
ko:K02046	seec:CFSAN002050_19165
ko:K02048	seec:CFSAN002050_19170
ko:K07223	seec:CFSAN002050_19180
ko:K01448	seec:CFSAN002050_19200
ko:K00228	seec:CFSAN002050_19205
ko:K04033	seec:CFSAN002050_19220
ko:K04025	seec:CFSAN002050_19225
ko:K04026	seec:CFSAN002050_19230
ko:K03272	seec:CFSAN002050_22985
ko:K00982	seec:CFSAN002050_22990
ko:K07184	seec:CFSAN002050_23000
ko:K06153	seec:CFSAN002050_23010
ko:K01633	seec:CFSAN002050_23015
ko:K08591	seec:CFSAN002050_23020
ko:K02970	seec:CFSAN002050_23035
ko:K03086	seec:CFSAN002050_23045
ko:K07229	seec:CFSAN002050_23060
ko:K11391	seec:CFSAN002050_23090
ko:K07043	seec:CFSAN002050_23095
ko:K07862	seec:CFSAN002050_23115
ko:K15977	seec:CFSAN002050_23150
ko:K06911	seec:CFSAN002050_23170
ko:K01752	seec:CFSAN002050_23190
ko:K00656	seec:CFSAN002050_23195
ko:K03838	seec:CFSAN002050_23205
ko:K01754	seec:CFSAN002050_23210
ko:K07592	seec:CFSAN002050_23215
ko:K04773	seec:CFSAN002050_00725
ko:K09897	seec:CFSAN002050_02365
ko:K07391	seec:CFSAN002050_02370
ko:K01652	seec:CFSAN002050_02380
ko:K11258	seec:CFSAN002050_02385
ko:K00826	seec:CFSAN002050_02390
ko:K01687	seec:CFSAN002050_02395
ko:K01754	seec:CFSAN002050_02400
ko:K02521	seec:CFSAN002050_02415
ko:K00053	seec:CFSAN002050_02420
ko:K00757	seec:CFSAN002050_02435
ko:K03811	seec:CFSAN002050_02440
ko:K03656	seec:CFSAN002050_02445
ko:K01524	seec:CFSAN002050_02450
ko:K03732	seec:CFSAN002050_02455
ko:K03671	seec:CFSAN002050_02460
ko:K03628	seec:CFSAN002050_02465
ko:K05790	seec:CFSAN002050_02480
ko:K02472	seec:CFSAN002050_02490
ko:K00973	seec:CFSAN002050_02500
ko:K16704	seec:CFSAN002050_02505
ko:K02805	seec:CFSAN002050_02510
ko:K16693	seec:CFSAN002050_02515
ko:K12582	seec:CFSAN002050_02520
ko:K02853	seec:CFSAN002050_02525
ko:K02498	seec:CFSAN002050_02560
ko:K02496	seec:CFSAN002050_02565
ko:K01749	seec:CFSAN002050_02575
ko:K05851	seec:CFSAN002050_02580
ko:K06202	seec:CFSAN002050_02595
ko:K03831	seec:CFSAN002050_06515
ko:K04043	seec:CFSAN002050_06535
ko:K03686	seec:CFSAN002050_06540
ko:K07347	seec:CFSAN002050_06590
ko:K06871	seec:CFSAN002050_06645
ko:K03313	seec:CFSAN002050_06655
ko:K03717	seec:CFSAN002050_06660
ko:K01811	seec:CFSAN002050_06665
ko:K02968	seec:CFSAN002050_06675
ko:K11753	seec:CFSAN002050_06680
ko:K01870	seec:CFSAN002050_06685
ko:K03101	seec:CFSAN002050_06690
ko:K03774	seec:CFSAN002050_06695
ko:K03527	seec:CFSAN002050_06700
ko:K12700	seec:CFSAN002050_06710
ko:K07702	seec:CFSAN002050_06715
ko:K07700	seec:CFSAN002050_06720
ko:K01573	seec:CFSAN002050_06735
ko:K01910	seec:CFSAN002050_06745
ko:K01646	seec:CFSAN002050_06750
ko:K01644	seec:CFSAN002050_06755
ko:K01643	seec:CFSAN002050_06760
ko:K05836	seec:CFSAN002050_10500
ko:K01712	seec:CFSAN002050_10505
ko:K01745	seec:CFSAN002050_10510
ko:K00833	seec:CFSAN002050_10520
ko:K01012	seec:CFSAN002050_10525
ko:K02169	seec:CFSAN002050_10535
ko:K01935	seec:CFSAN002050_10540
ko:K03702	seec:CFSAN002050_10545
ko:K03639	seec:CFSAN002050_10560
ko:K03638	seec:CFSAN002050_10565
ko:K03637	seec:CFSAN002050_10570
ko:K03636	seec:CFSAN002050_10575
ko:K06890	seec:CFSAN002050_10585
ko:K06890	seec:CFSAN002050_10590
ko:K01993	seec:CFSAN002050_10640
ko:K00615	seec:CFSAN002050_10665
ko:K00615	seec:CFSAN002050_10670
ko:K04072	seec:CFSAN002050_10675
ko:K11927	seec:CFSAN002050_10680
ko:K10037	seec:CFSAN002050_10725
ko:K10036	seec:CFSAN002050_10730
ko:K04047	seec:CFSAN002050_10740
ko:K05876	seec:CFSAN002050_14550
ko:K02029	seec:CFSAN002050_14590
ko:K02029	seec:CFSAN002050_14600
ko:K12262	seec:CFSAN002050_14620
ko:K03578	seec:CFSAN002050_14630
ko:K01118	seec:CFSAN002050_14635
ko:K09978	seec:CFSAN002050_14645
ko:K03778	seec:CFSAN002050_14660
ko:K03737	seec:CFSAN002050_14675
ko:K14058	seec:CFSAN002050_14695
ko:K05591	seec:CFSAN002050_14700
ko:K16074	seec:CFSAN002050_14705
ko:K14055	seec:CFSAN002050_14730
ko:K16052	seec:CFSAN002050_14740
ko:K00343	seec:CFSAN002050_18510
ko:K00342	seec:CFSAN002050_18515
ko:K00341	seec:CFSAN002050_18520
ko:K00340	seec:CFSAN002050_18525
ko:K00339	seec:CFSAN002050_18530
ko:K00338	seec:CFSAN002050_18535
ko:K00337	seec:CFSAN002050_18540
ko:K00334	seec:CFSAN002050_18555
ko:K13378	seec:CFSAN002050_18560
ko:K00331	seec:CFSAN002050_18565
ko:K00330	seec:CFSAN002050_18570
ko:K14260	seec:CFSAN002050_18580
ko:K09161	seec:CFSAN002050_18600
ko:K09899	seec:CFSAN002050_18605
ko:K00925	seec:CFSAN002050_18610
ko:K13788	seec:CFSAN002050_18615
ko:K00615	seec:CFSAN002050_18625
ko:K00615	seec:CFSAN002050_18630
ko:K07095	seec:CFSAN002050_18665
ko:K07071	seec:CFSAN002050_18680
ko:K10017	seec:CFSAN002050_18685
ko:K10015	seec:CFSAN002050_18690
ko:K10016	seec:CFSAN002050_18695
ko:K10013	seec:CFSAN002050_18705
ko:K03186	seec:CFSAN002050_18710
ko:K01586	seec:CFSAN002050_18730
ko:K03724	seec:CFSAN002050_22505
ko:K06995	seec:CFSAN002050_22580
ko:K11903	seec:CFSAN002050_22600
ko:K08191	seec:CFSAN002050_22615
ko:K01686	seec:CFSAN002050_22620
ko:K01812	seec:CFSAN002050_22630
ko:K01460	seec:CFSAN002050_22640
ko:K02020	seec:CFSAN002050_22650
ko:K02016	seec:CFSAN002050_22655
ko:K04653	seec:CFSAN002050_22660
ko:K04651	seec:CFSAN002050_22665
ko:K02484	seec:CFSAN002050_00990
ko:K02484	seec:CFSAN002050_01070
ko:K02484	seec:CFSAN002050_11870
ko:K12678	seec:CFSAN002050_01685
ko:K01897	seec:CFSAN002050_15570
ko:K18139	seec:CFSAN002050_08340
ko:K00040	seec:CFSAN002050_13940
ko:K00265	seec:CFSAN002050_23620
ko:K08316	seec:CFSAN002050_24810
ko:K08598	seec:CFSAN002050_20625
ko:K17468	seec:CFSAN002050_01745
ko:K17463	seec:CFSAN002050_01740
ko:K17465	seec:CFSAN002050_01760
ko:K17464	seec:CFSAN002050_01765
ko:K17466	seec:CFSAN002050_01755
ko:K00788	seec:CFSAN002050_03630
ko:K03147	seec:CFSAN002050_03635
ko:K07740	seec:CFSAN002050_03640
ko:K03426	seec:CFSAN002050_03645
ko:K01599	seec:CFSAN002050_03650
ko:K05982	seec:CFSAN002050_03655
ko:K09891	seec:CFSAN002050_03660
ko:K05787	seec:CFSAN002050_03665
ko:K07803	seec:CFSAN002050_03675
ko:K01945	seec:CFSAN002050_03690
ko:K00602	seec:CFSAN002050_03695
ko:K03827	seec:CFSAN002050_03720
ko:K00651	seec:CFSAN002050_03725
ko:K01638	seec:CFSAN002050_03730
ko:K01637	seec:CFSAN002050_03735
ko:K00906	seec:CFSAN002050_03740
ko:K03324	seec:CFSAN002050_03765
ko:K05995	seec:CFSAN002050_03770
ko:K09912	seec:CFSAN002050_03775
ko:K06182	seec:CFSAN002050_03780
ko:K03453	seec:CFSAN002050_03790
ko:K15034	seec:CFSAN002050_07740
ko:K06079	seec:CFSAN002050_07745
ko:K01881	seec:CFSAN002050_07750
ko:K06080	seec:CFSAN002050_07760
ko:K02073	seec:CFSAN002050_07765
ko:K02072	seec:CFSAN002050_07770
ko:K02071	seec:CFSAN002050_07775
ko:K03273	seec:CFSAN002050_07780
ko:K06222	seec:CFSAN002050_07815
ko:K08307	seec:CFSAN002050_07840
ko:K11902	seec:CFSAN002050_07875
ko:K11895	seec:CFSAN002050_07880
ko:K11896	seec:CFSAN002050_07885
ko:K11897	seec:CFSAN002050_07890
ko:K11898	seec:CFSAN002050_07895
ko:K11907	seec:CFSAN002050_07905
ko:K11901	seec:CFSAN002050_07910
ko:K11900	seec:CFSAN002050_07915
ko:K11903	seec:CFSAN002050_07920
ko:K11903	seec:CFSAN002050_07935
ko:K11906	seec:CFSAN002050_07940
ko:K11893	seec:CFSAN002050_07945
ko:K11892	seec:CFSAN002050_07950
ko:K11891	seec:CFSAN002050_07965
ko:K11890	seec:CFSAN002050_07970
ko:K03658	seec:CFSAN002050_11765
ko:K01734	seec:CFSAN002050_11770
ko:K06929	seec:CFSAN002050_11780
ko:K11940	seec:CFSAN002050_11785
ko:K06969	seec:CFSAN002050_11790
ko:K01512	seec:CFSAN002050_11805
ko:K07127	seec:CFSAN002050_11880
ko:K05921	seec:CFSAN002050_11900
ko:K00455	seec:CFSAN002050_11910
ko:K02509	seec:CFSAN002050_11920
ko:K02511	seec:CFSAN002050_11930
ko:K02508	seec:CFSAN002050_11935
ko:K05516	seec:CFSAN002050_11950
ko:K01085	seec:CFSAN002050_11975
ko:K03809	seec:CFSAN002050_11985
ko:K13821	seec:CFSAN002050_12005
ko:K07156	seec:CFSAN002050_15840
ko:K10857	seec:CFSAN002050_15855
ko:K01354	seec:CFSAN002050_15860
ko:K09918	seec:CFSAN002050_15875
ko:K08289	seec:CFSAN002050_15880
ko:K01625	seec:CFSAN002050_15890
