ko:K19744	pael:T223_05460
ko:K01665	pael:T223_18260
ko:K02203	pael:T223_18265
ko:K00390	pael:T223_18270
ko:K13634	pael:T223_18280
ko:K00077	pael:T223_18290
ko:K01626	pael:T223_18305
ko:K06975	pael:T223_18310
ko:K01692	pael:T223_18315
ko:K01484	pael:T223_22580
ko:K06447	pael:T223_22585
ko:K00673	pael:T223_22590
ko:K00673	pael:T223_22595
ko:K10025	pael:T223_22615
ko:K06987	pael:T223_22620
ko:K10023	pael:T223_22625
ko:K10022	pael:T223_22635
ko:K01895	pael:T223_22640
ko:K11689	pael:T223_22650
ko:K11688	pael:T223_22655
ko:K03721	pael:T223_22710
ko:K00500	pael:T223_22715
ko:K01724	pael:T223_22720
ko:K00832	pael:T223_22725
ko:K07262	pael:T223_22730
ko:K15034	pael:T223_22735
ko:K11734	pael:T223_22745
ko:K00457	pael:T223_22750
ko:K07396	pael:T223_22785
ko:K07146	pael:T223_22790
ko:K05527	pael:T223_22795
ko:K09924	pael:T223_22800
ko:K01679	pael:T223_22810
ko:K01754	pael:T223_22825
ko:K03386	pael:T223_22840
ko:K00128	pael:T223_27055
ko:K05548	pael:T223_27060
ko:K07088	pael:T223_00950
ko:K02014	pael:T223_00970
ko:K00324	pael:T223_00985
ko:K00324	pael:T223_00990
ko:K00325	pael:T223_00995
ko:K03832	pael:T223_01000
ko:K03561	pael:T223_01005
ko:K07002	pael:T223_01020
ko:K13929	pael:T223_01025
ko:K13930	pael:T223_01030
ko:K13931	pael:T223_01035
ko:K13932	pael:T223_01040
ko:K13933	pael:T223_01045
ko:K13934	pael:T223_01050
ko:K13935	pael:T223_01055
ko:K13928	pael:T223_01070
ko:K02055	pael:T223_01100
ko:K01714	pael:T223_01105
ko:K01628	pael:T223_01110
ko:K01039	pael:T223_01120
ko:K01040	pael:T223_01125
ko:K07823	pael:T223_01130
ko:K01857	pael:T223_01140
ko:K01055	pael:T223_01145
ko:K01607	pael:T223_01150
ko:K08195	pael:T223_01165
ko:K08191	pael:T223_01195
ko:K00457	pael:T223_01200
ko:K00014	pael:T223_01210
ko:K03786	pael:T223_01215
ko:K00481	pael:T223_01225
ko:K03827	pael:T223_01235
ko:K06899	pael:T223_05525
ko:K03566	pael:T223_05545
ko:K06970	pael:T223_05570
ko:K05833	pael:T223_05580
ko:K05832	pael:T223_05585
ko:K01989	pael:T223_05590
ko:K01873	pael:T223_05600
ko:K02339	pael:T223_05610
ko:K01255	pael:T223_05615
ko:K06889	pael:T223_05625
ko:K07091	pael:T223_05630
ko:K11720	pael:T223_05635
ko:K07568	pael:T223_05655
ko:K00773	pael:T223_05660
ko:K03210	pael:T223_05665
ko:K03072	pael:T223_05670
ko:K03074	pael:T223_05675
ko:K01092	pael:T223_05685
ko:K15396	pael:T223_05690
ko:K00640	pael:T223_05695
ko:K13643	pael:T223_05700
ko:K04487	pael:T223_05705
ko:K04488	pael:T223_05710
ko:K13628	pael:T223_05715
ko:K04082	pael:T223_05720
ko:K04044	pael:T223_05725
ko:K04755	pael:T223_05730
ko:K00940	pael:T223_05740
ko:K06941	pael:T223_05745
ko:K02656	pael:T223_05750
ko:K15539	pael:T223_05755
ko:K01892	pael:T223_05765
ko:K17713	pael:T223_05775
ko:K03977	pael:T223_05780
ko:K14287	pael:T223_05785
ko:K00254	pael:T223_10150
ko:K03812	pael:T223_10155
ko:K12297	pael:T223_10160
ko:K07259	pael:T223_10165
ko:K09923	pael:T223_10170
ko:K07690	pael:T223_10175
ko:K01129	pael:T223_10185
ko:K03320	pael:T223_10205
ko:K07006	pael:T223_10220
ko:K00799	pael:T223_10225
ko:K03752	pael:T223_10255
ko:K03638	pael:T223_10260
ko:K03750	pael:T223_10265
ko:K00803	pael:T223_10275
ko:K00111	pael:T223_10280
ko:K07140	pael:T223_10295
ko:K08309	pael:T223_10305
ko:K15738	pael:T223_10310
ko:K06149	pael:T223_10320
ko:K01825	pael:T223_10335
ko:K03168	pael:T223_10350
ko:K03088	pael:T223_14705
ko:K06911	pael:T223_14750
ko:K01194	pael:T223_14760
ko:K00836	pael:T223_14775
ko:K09816	pael:T223_14795
ko:K09817	pael:T223_14800
ko:K09815	pael:T223_14805
ko:K16088	pael:T223_14850
ko:K06160	pael:T223_14855
ko:K05685	pael:T223_14890
ko:K13888	pael:T223_14895
ko:K03088	pael:T223_14905
ko:K10531	pael:T223_14910
ko:K07116	pael:T223_14915
ko:K00101	pael:T223_14930
ko:K07302	pael:T223_14945
ko:K11103	pael:T223_00615
ko:K02313	pael:T223_00005
ko:K00228	pael:T223_00120
ko:K07396	pael:T223_00305
ko:K02259	pael:T223_00580
ko:K02338	pael:T223_00010
ko:K00014	pael:T223_00125
ko:K07690	pael:T223_00175
ko:K04063	pael:T223_00310
ko:K03413	pael:T223_00905
ko:K03629	pael:T223_00015
ko:K01695	pael:T223_00180
ko:K11890	pael:T223_00395
ko:K07152	pael:T223_00590
ko:K02056	pael:T223_00695
ko:K03406	pael:T223_00910
ko:K02470	pael:T223_00020
ko:K11896	pael:T223_00455
ko:K02057	pael:T223_00700
ko:K03088	pael:T223_00760
ko:K11895	pael:T223_00460
ko:K01673	pael:T223_00530
ko:K02057	pael:T223_00705
ko:K00059	pael:T223_00920
ko:K00655	pael:T223_00025
ko:K03499	pael:T223_00080
ko:K01696	pael:T223_00185
ko:K11898	pael:T223_00445
ko:K02014	pael:T223_00770
ko:K02623	pael:T223_00775
ko:K00449	pael:T223_00780
ko:K00448	pael:T223_00785
ko:K02624	pael:T223_00790
ko:K16345	pael:T223_00840
ko:K03408	pael:T223_00895
ko:K03321	pael:T223_00145
ko:K11891	pael:T223_00400
ko:K02275	pael:T223_00545
ko:K03386	pael:T223_00710
ko:K03412	pael:T223_00875
ko:K03273	pael:T223_00030
ko:K03500	pael:T223_00085
ko:K01091	pael:T223_00340
ko:K11892	pael:T223_00405
ko:K06193	pael:T223_00660
ko:K03387	pael:T223_00715
ko:K03411	pael:T223_00880
ko:K00604	pael:T223_00090
ko:K09165	pael:T223_00195
ko:K01953	pael:T223_00275
ko:K11893	pael:T223_00410
ko:K11907	pael:T223_00465
ko:K02274	pael:T223_00550
ko:K11735	pael:T223_00665
ko:K01879	pael:T223_00040
ko:K01462	pael:T223_00095
ko:K02002	pael:T223_00150
ko:K01414	pael:T223_00350
ko:K11906	pael:T223_00415
ko:K00575	pael:T223_00885
ko:K01878	pael:T223_00045
ko:K07070	pael:T223_00355
ko:K00140	pael:T223_00670
ko:K03406	pael:T223_00890
ko:K01246	pael:T223_00050
ko:K04096	pael:T223_00105
ko:K11902	pael:T223_00425
ko:K03407	pael:T223_00900
ko:K02517	pael:T223_00055
ko:K10253	pael:T223_00165
ko:K07491	pael:T223_00215
ko:K11901	pael:T223_00430
ko:K00647	pael:T223_00510
ko:K00822	pael:T223_00680
ko:K09983	pael:T223_00290
ko:K11897	pael:T223_00450
ko:K02348	pael:T223_00595
ko:K09125	pael:T223_00065
ko:K07566	pael:T223_00110
ko:K02004	pael:T223_00375
ko:K11900	pael:T223_00435
ko:K02258	pael:T223_00555
ko:K01130	pael:T223_00925
ko:K02003	pael:T223_00380
ko:K11903	pael:T223_00440
ko:K02276	pael:T223_00560
ko:K01576	pael:T223_27065
ko:K11475	pael:T223_27090
ko:K01996	pael:T223_27105
ko:K01995	pael:T223_27110
ko:K01998	pael:T223_27115
ko:K01997	pael:T223_27120
ko:K01999	pael:T223_27125
ko:K03406	pael:T223_27135
ko:K08281	pael:T223_27150
ko:K00763	pael:T223_27155
ko:K01916	pael:T223_27160
ko:K06966	pael:T223_27175
ko:K03442	pael:T223_27185
ko:K01775	pael:T223_27210
ko:K02939	pael:T223_27220
ko:K02963	pael:T223_27230
ko:K02990	pael:T223_27235
ko:K03218	pael:T223_27240
ko:K12573	pael:T223_27245
ko:K01939	pael:T223_27260
ko:K02502	pael:T223_27265
ko:K09937	pael:T223_27270
ko:K04087	pael:T223_27275
ko:K04088	pael:T223_27280
ko:K03665	pael:T223_27285
ko:K03666	pael:T223_27290
ko:K00791	pael:T223_27295
ko:K03572	pael:T223_27300
ko:K01448	pael:T223_27305
ko:K06925	pael:T223_27310
ko:K17758	pael:T223_27315
ko:K17759	pael:T223_27315
ko:K13288	pael:T223_27325
ko:K07303	pael:T223_14950
ko:K09922	pael:T223_19190
ko:K09913	pael:T223_19205
ko:K09974	pael:T223_19210
ko:K01915	pael:T223_19250
ko:K04085	pael:T223_19260
ko:K06968	pael:T223_19265
ko:K01681	pael:T223_19270
ko:K03776	pael:T223_19275
ko:K00404	pael:T223_19290
ko:K00405	pael:T223_19295
ko:K00407	pael:T223_19300
ko:K00406	pael:T223_19305
ko:K00404	pael:T223_19310
ko:K00405	pael:T223_19315
ko:K00407	pael:T223_19320
ko:K00406	pael:T223_19325
ko:K09926	pael:T223_19335
ko:K09792	pael:T223_19350
ko:K00759	pael:T223_19370
ko:K07044	pael:T223_19375
ko:K11743	pael:T223_19380
ko:K11742	pael:T223_19385
ko:K09925	pael:T223_19405
ko:K06187	pael:T223_19415
ko:K09747	pael:T223_19420
ko:K02343	pael:T223_19425
ko:K01972	pael:T223_19440
ko:K03528	pael:T223_19445
ko:K03529	pael:T223_19450
ko:K00496	pael:T223_19460
ko:K13481	pael:T223_19465
ko:K13482	pael:T223_19470
ko:K07402	pael:T223_19475
ko:K02455	pael:T223_23695
ko:K02454	pael:T223_23700
ko:K02453	pael:T223_23705
ko:K02462	pael:T223_23710
ko:K02461	pael:T223_23715
ko:K02460	pael:T223_23720
ko:K02456	pael:T223_23725
ko:K02458	pael:T223_23730
ko:K02452	pael:T223_23735
ko:K02457	pael:T223_23740
ko:K02459	pael:T223_23745
ko:K03088	pael:T223_23755
ko:K14161	pael:T223_23780
ko:K14162	pael:T223_23785
ko:K03547	pael:T223_23815
ko:K03581	pael:T223_23825
ko:K03582	pael:T223_23830
ko:K03583	pael:T223_23835
ko:K07240	pael:T223_23855
ko:K03406	pael:T223_23860
ko:K16322	pael:T223_23870
ko:K02278	pael:T223_23885
ko:K12511	pael:T223_23910
ko:K12510	pael:T223_23915
ko:K02283	pael:T223_23920
ko:K02282	pael:T223_23925
ko:K02280	pael:T223_23930
ko:K02279	pael:T223_23935
ko:K02651	pael:T223_23940
ko:K03406	pael:T223_23945
ko:K14335	pael:T223_23950
ko:K06986	pael:T223_23955
ko:K01433	pael:T223_23970
ko:K06207	pael:T223_28155
ko:K03151	pael:T223_28160
ko:K01915	pael:T223_28165
ko:K07708	pael:T223_28190
ko:K07712	pael:T223_28195
ko:K03216	pael:T223_28205
ko:K03071	pael:T223_28210
ko:K15633	pael:T223_28225
ko:K07052	pael:T223_28230
ko:K03797	pael:T223_28245
ko:K09798	pael:T223_28250
ko:K02030	pael:T223_28270
ko:K02500	pael:T223_28275
ko:K01814	pael:T223_28280
ko:K02501	pael:T223_28290
ko:K01693	pael:T223_28295
ko:K07289	pael:T223_28315
ko:K03575	pael:T223_28320
ko:K02028	pael:T223_28350
ko:K02030	pael:T223_28355
ko:K02029	pael:T223_28360
ko:K02029	pael:T223_28365
ko:K03543	pael:T223_28385
ko:K03446	pael:T223_28390
ko:K00067	pael:T223_28405
ko:K00973	pael:T223_28410
ko:K01790	pael:T223_28415
ko:K00138	pael:T223_17050
ko:K01487	pael:T223_00690
ko:K01487	pael:T223_19480
ko:K02661	pael:T223_02085
ko:K00104	pael:T223_29390
ko:K18139	pael:T223_13460
ko:K03719	pael:T223_26460
ko:K01139	pael:T223_29305
ko:K00249	pael:T223_14085
ko:K07003	pael:T223_15745
ko:K02058	pael:T223_00745
ko:K01533	pael:T223_19340
ko:K01485	pael:T223_02210
ko:K12253	pael:T223_27455
ko:K18001	pael:T223_22110
ko:K16636	pael:T223_00235
ko:K11913	pael:T223_00420
ko:K01758	pael:T223_02025
ko:K01800	pael:T223_16935
ko:K09472	pael:T223_03810
ko:K00130	pael:T223_29505
ko:K18000	pael:T223_22115
ko:K18002	pael:T223_22105
ko:K18003	pael:T223_22100
ko:K18004	pael:T223_03805
ko:K01007	pael:T223_18200
ko:K02614	pael:T223_28610
ko:K06148	pael:T223_22780
ko:K03719	pael:T223_04955
ko:K03719	pael:T223_13945
ko:K03719	pael:T223_29155
ko:K17940	pael:T223_13295
ko:K00004	pael:T223_04280
ko:K05599	pael:T223_14285
ko:K11311	pael:T223_14275
ko:K01267	pael:T223_09140
ko:K12976	pael:T223_25780
ko:K01977	pael:T223_03305
ko:K01977	pael:T223_29485
ko:K01977	pael:T223_23810
ko:K01977	pael:T223_25965
ko:K01985	pael:T223_03325
ko:K01985	pael:T223_29465
ko:K01985	pael:T223_23790
ko:K01985	pael:T223_25945
ko:K00114	pael:T223_17060
ko:K11441	pael:T223_15545
ko:K01729	pael:T223_07400
ko:K07068	pael:T223_22010
ko:K01133	pael:T223_00155
ko:K07003	pael:T223_10005
ko:K07506	pael:T223_05290
ko:K13053	pael:T223_10365
ko:K15856	pael:T223_29925
ko:K02487	pael:T223_02090
ko:K06596	pael:T223_02090
ko:K06597	pael:T223_02095
ko:K06598	pael:T223_02100
ko:K09761	pael:T223_02120
ko:K00833	pael:T223_02125
ko:K00274	pael:T223_02130
ko:K03585	pael:T223_02150
ko:K11927	pael:T223_02165
ko:K00297	pael:T223_02175
ko:K01251	pael:T223_02185
ko:K02014	pael:T223_02195
ko:K10974	pael:T223_02215
ko:K17723	pael:T223_02220
ko:K01464	pael:T223_02230
ko:K03457	pael:T223_02235
ko:K06016	pael:T223_02240
ko:K00252	pael:T223_02250
ko:K03306	pael:T223_02265
ko:K07403	pael:T223_02270
ko:K02030	pael:T223_02280
ko:K05591	pael:T223_02290
ko:K03704	pael:T223_02295
ko:K03696	pael:T223_02315
ko:K07663	pael:T223_02335
ko:K07641	pael:T223_02340
ko:K06143	pael:T223_02345
ko:K02014	pael:T223_02375
ko:K06940	pael:T223_06810
ko:K03316	pael:T223_06825
ko:K14267	pael:T223_06830
ko:K00990	pael:T223_06835
ko:K01265	pael:T223_06840
ko:K02967	pael:T223_06845
ko:K02357	pael:T223_06850
ko:K09903	pael:T223_06855
ko:K02838	pael:T223_06860
ko:K00806	pael:T223_06865
ko:K00981	pael:T223_06870
ko:K00099	pael:T223_06875
ko:K11749	pael:T223_06880
ko:K07277	pael:T223_06885
ko:K06142	pael:T223_06890
ko:K02536	pael:T223_06895
ko:K02372	pael:T223_06900
ko:K00677	pael:T223_06905
ko:K00748	pael:T223_06910
ko:K03470	pael:T223_06915
ko:K03310	pael:T223_06920
ko:K02337	pael:T223_06925
ko:K01962	pael:T223_06930
ko:K04075	pael:T223_06935
ko:K01937	pael:T223_06940
ko:K09927	pael:T223_11205
ko:K01626	pael:T223_11210
ko:K05592	pael:T223_11225
ko:K03543	pael:T223_11245
ko:K00569	pael:T223_11265
ko:K03799	pael:T223_11275
ko:K14260	pael:T223_11285
ko:K07305	pael:T223_11290
ko:K00432	pael:T223_11295
ko:K06923	pael:T223_11310
ko:K03088	pael:T223_11385
ko:K06445	pael:T223_11405
ko:K01990	pael:T223_11420
ko:K01992	pael:T223_11425
ko:K07644	pael:T223_11430
ko:K06879	pael:T223_11450
ko:K07107	pael:T223_11475
ko:K13954	pael:T223_15790
ko:K00137	pael:T223_15800
ko:K00836	pael:T223_15805
ko:K14393	pael:T223_15820
ko:K00666	pael:T223_15830
ko:K02688	pael:T223_15855
ko:K03808	pael:T223_15870
ko:K00097	pael:T223_15900
ko:K08194	pael:T223_15910
ko:K02030	pael:T223_15940
ko:K02029	pael:T223_15945
ko:K02029	pael:T223_15950
ko:K16137	pael:T223_15980
ko:K07217	pael:T223_16040
ko:K06048	pael:T223_16060
ko:K03827	pael:T223_20360
ko:K03406	pael:T223_20385
ko:K12255	pael:T223_20395
ko:K03307	pael:T223_20410
ko:K01652	pael:T223_20415
ko:K11073	pael:T223_20450
ko:K06969	pael:T223_20465
ko:K01011	pael:T223_20535
ko:K06076	pael:T223_20555
ko:K00432	pael:T223_20560
ko:K08167	pael:T223_20590
ko:K02233	pael:T223_20595
ko:K02226	pael:T223_20600
ko:K06287	pael:T223_24805
ko:K03571	pael:T223_24810
ko:K03570	pael:T223_24815
ko:K03569	pael:T223_24820
ko:K02435	pael:T223_24825
ko:K02433	pael:T223_24830
ko:K02434	pael:T223_24835
ko:K03642	pael:T223_24840
ko:K01607	pael:T223_24845
ko:K06894	pael:T223_24860
ko:K09934	pael:T223_24865
ko:K15012	pael:T223_24880
ko:K15011	pael:T223_24885
ko:K12368	pael:T223_24895
ko:K12368	pael:T223_24915
ko:K12368	pael:T223_24925
ko:K12369	pael:T223_24930
ko:K12370	pael:T223_24935
ko:K12371	pael:T223_24940
ko:K12372	pael:T223_24945
ko:K07160	pael:T223_24970
ko:K00380	pael:T223_24980
ko:K16090	pael:T223_24985
ko:K07126	pael:T223_24995
ko:K07032	pael:T223_25005
ko:K01581	pael:T223_25010
ko:K03406	pael:T223_25015
ko:K03807	pael:T223_25020
ko:K03806	pael:T223_25025
ko:K00767	pael:T223_25035
ko:K02652	pael:T223_25055
ko:K02653	pael:T223_25060
ko:K02654	pael:T223_25065
ko:K00859	pael:T223_25070
ko:K09862	pael:T223_25075
ko:K07107	pael:T223_29260
ko:K00762	pael:T223_29270
ko:K01142	pael:T223_29275
ko:K09940	pael:T223_29280
ko:K00989	pael:T223_29285
ko:K00942	pael:T223_29295
ko:K03060	pael:T223_29300
ko:K04761	pael:T223_29335
ko:K03655	pael:T223_29340
ko:K05787	pael:T223_29355
ko:K05297	pael:T223_29360
ko:K11477	pael:T223_29375
ko:K11473	pael:T223_29380
ko:K11472	pael:T223_29385
ko:K11474	pael:T223_29395
ko:K03181	pael:T223_29400
ko:K03179	pael:T223_29405
ko:K07657	pael:T223_29415
ko:K07636	pael:T223_29420
ko:K02039	pael:T223_29440
ko:K02036	pael:T223_29445
ko:K02038	pael:T223_29450
ko:K02037	pael:T223_29455
ko:K02040	pael:T223_29460
ko:K10806	pael:T223_29495
ko:K02167	pael:T223_29510
ko:K02168	pael:T223_29515
ko:K02000	pael:T223_29520
ko:K02001	pael:T223_29525
ko:K18148	pael:T223_30010
ko:K18138	pael:T223_24280
ko:K14228	pael:T223_26265
ko:K14232	pael:T223_25140
ko:K14221	pael:T223_09050
ko:K14221	pael:T223_09920
ko:K14221	pael:T223_09915
ko:K14221	pael:T223_17995
ko:K03088	pael:T223_02385
ko:K03457	pael:T223_02405
ko:K01055	pael:T223_02425
ko:K01638	pael:T223_02435
ko:K05786	pael:T223_02450
ko:K02019	pael:T223_02460
ko:K05811	pael:T223_02465
ko:K07160	pael:T223_02485
ko:K01961	pael:T223_02495
ko:K01012	pael:T223_02525
ko:K00652	pael:T223_02530
ko:K02170	pael:T223_02535
ko:K02169	pael:T223_02540
ko:K01935	pael:T223_02545
ko:K02303	pael:T223_02575
ko:K08738	pael:T223_02615
ko:K15864	pael:T223_02620
ko:K04748	pael:T223_02625
ko:K02164	pael:T223_02630
ko:K02305	pael:T223_02640
ko:K04561	pael:T223_02645
ko:K02448	pael:T223_02650
ko:K01627	pael:T223_06945
ko:K01689	pael:T223_06950
ko:K05589	pael:T223_06955
ko:K00991	pael:T223_06960
ko:K07112	pael:T223_06970
ko:K00121	pael:T223_06980
ko:K01070	pael:T223_06985
ko:K01770	pael:T223_06990
ko:K06176	pael:T223_06995
ko:K03787	pael:T223_07000
ko:K00573	pael:T223_07005
ko:K06194	pael:T223_07010
ko:K03087	pael:T223_07015
ko:K05524	pael:T223_07020
ko:K03555	pael:T223_07025
ko:K03743	pael:T223_07035
ko:K03565	pael:T223_07045
ko:K06966	pael:T223_07050
ko:K07576	pael:T223_07055
ko:K09954	pael:T223_07065
ko:K11069	pael:T223_07075
ko:K11070	pael:T223_07080
ko:K11071	pael:T223_07085
ko:K11072	pael:T223_07090
ko:K05812	pael:T223_07095
ko:K00901	pael:T223_07110
ko:K02909	pael:T223_07120
ko:K02919	pael:T223_07125
ko:K10778	pael:T223_07145
ko:K00074	pael:T223_07175
ko:K00626	pael:T223_07180
ko:K03576	pael:T223_07190
ko:K02442	pael:T223_07200
ko:K00111	pael:T223_07205
ko:K02444	pael:T223_07210
ko:K00864	pael:T223_07215
ko:K04754	pael:T223_11480
ko:K00616	pael:T223_11500
ko:K05539	pael:T223_11505
ko:K01295	pael:T223_11565
ko:K07727	pael:T223_11575
ko:K09471	pael:T223_11625
ko:K03574	pael:T223_11680
ko:K07223	pael:T223_11705
ko:K06995	pael:T223_11730
ko:K08276	pael:T223_11765
ko:K06889	pael:T223_16135
ko:K00703	pael:T223_16150
ko:K01236	pael:T223_16155
ko:K00705	pael:T223_16160
ko:K06044	pael:T223_16165
ko:K07027	pael:T223_16205
ko:K00700	pael:T223_16210
ko:K05343	pael:T223_16215
ko:K16147	pael:T223_16220
ko:K10979	pael:T223_16225
ko:K07507	pael:T223_16235
ko:K03781	pael:T223_16240
ko:K00688	pael:T223_16255
ko:K08995	pael:T223_16315
ko:K07347	pael:T223_16335
ko:K07346	pael:T223_16340
ko:K07345	pael:T223_16345
ko:K00768	pael:T223_20605
ko:K02231	pael:T223_20610
ko:K02232	pael:T223_20615
ko:K02225	pael:T223_20620
ko:K02227	pael:T223_20625
ko:K04719	pael:T223_20630
ko:K02224	pael:T223_20635
ko:K16092	pael:T223_20645
ko:K12658	pael:T223_20660
ko:K02030	pael:T223_20705
ko:K02029	pael:T223_20715
ko:K02029	pael:T223_20720
ko:K02028	pael:T223_20725
ko:K03406	pael:T223_20750
ko:K12537	pael:T223_20770
ko:K12536	pael:T223_20775
ko:K03543	pael:T223_20805
ko:K00355	pael:T223_20865
ko:K00355	pael:T223_20870
ko:K03885	pael:T223_25115
ko:K06916	pael:T223_25120
ko:K03695	pael:T223_25150
ko:K05810	pael:T223_25155
ko:K06180	pael:T223_25160
ko:K05807	pael:T223_25165
ko:K06950	pael:T223_25170
ko:K02668	pael:T223_25175
ko:K02667	pael:T223_25180
ko:K03153	pael:T223_25185
ko:K08084	pael:T223_25190
ko:K02671	pael:T223_25200
ko:K02672	pael:T223_25205
ko:K02673	pael:T223_25210
ko:K02674	pael:T223_25215
ko:K02655	pael:T223_25225
ko:K03527	pael:T223_25230
ko:K03774	pael:T223_25235
ko:K03101	pael:T223_25240
ko:K01870	pael:T223_25245
ko:K11753	pael:T223_25250
ko:K03980	pael:T223_25255
ko:K02968	pael:T223_25260
ko:K05805	pael:T223_25265
ko:K00931	pael:T223_25270
ko:K03979	pael:T223_25275
ko:K02899	pael:T223_25280
ko:K02888	pael:T223_25285
ko:K02523	pael:T223_25290
ko:K03773	pael:T223_25305
ko:K14414	pael:T223_25350
ko:K14415	pael:T223_25365
ko:K02002	pael:T223_29530
ko:K01752	pael:T223_29535
ko:K07107	pael:T223_29565
ko:K17735	pael:T223_29570
ko:K02002	pael:T223_29580
ko:K17736	pael:T223_29585
ko:K01438	pael:T223_29590
ko:K06131	pael:T223_29610
ko:K09958	pael:T223_29615
ko:K01273	pael:T223_29620
ko:K03522	pael:T223_29640
ko:K03521	pael:T223_29645
ko:K07727	pael:T223_29655
ko:K00479	pael:T223_29695
ko:K01620	pael:T223_29710
ko:K00600	pael:T223_29720
ko:K00303	pael:T223_29725
ko:K00305	pael:T223_29740
ko:K01433	pael:T223_29745
ko:K01792	pael:T223_29755
ko:K09950	pael:T223_29760
ko:K01589	pael:T223_29770
ko:K01588	pael:T223_29775
ko:K13953	pael:T223_29780
ko:K01744	pael:T223_29790
ko:K07112	pael:T223_29795
ko:K00375	pael:T223_29800
ko:K06872	pael:T223_02715
ko:K03744	pael:T223_02720
ko:K03611	pael:T223_02725
ko:K03932	pael:T223_02750
ko:K00789	pael:T223_02765
ko:K00615	pael:T223_02775
ko:K03472	pael:T223_02790
ko:K00927	pael:T223_02795
ko:K01624	pael:T223_02810
ko:K07007	pael:T223_02830
ko:K07043	pael:T223_02835
ko:K03086	pael:T223_02920
ko:K09117	pael:T223_02930
ko:K02970	pael:T223_02935
ko:K01409	pael:T223_02940
ko:K08591	pael:T223_02945
ko:K01633	pael:T223_02950
ko:K02440	pael:T223_07220
ko:K00864	pael:T223_07230
ko:K07213	pael:T223_07255
ko:K07552	pael:T223_07265
ko:K00140	pael:T223_07280
ko:K01908	pael:T223_07290
ko:K03424	pael:T223_07315
ko:K03435	pael:T223_07320
ko:K00882	pael:T223_07330
ko:K02769	pael:T223_07335
ko:K02770	pael:T223_07335
ko:K00012	pael:T223_07340
ko:K12963	pael:T223_07345
ko:K12962	pael:T223_07350
ko:K07264	pael:T223_07355
ko:K13014	pael:T223_07360
ko:K10011	pael:T223_07365
ko:K10012	pael:T223_07370
ko:K07806	pael:T223_07375
ko:K16081	pael:T223_07415
ko:K00066	pael:T223_07435
ko:K09861	pael:T223_07440
ko:K02010	pael:T223_07445
ko:K00611	pael:T223_07450
ko:K12685	pael:T223_07460
ko:K07390	pael:T223_07470
ko:K03594	pael:T223_07480
ko:K02192	pael:T223_07485
ko:K07058	pael:T223_11800
ko:K01150	pael:T223_11820
ko:K01265	pael:T223_11830
ko:K01868	pael:T223_11865
ko:K02520	pael:T223_11870
ko:K02916	pael:T223_11875
ko:K02887	pael:T223_11880
ko:K01889	pael:T223_11885
ko:K01890	pael:T223_11890
ko:K04764	pael:T223_11895
ko:K03630	pael:T223_11940
ko:K10778	pael:T223_16405
ko:K07160	pael:T223_16435
ko:K00156	pael:T223_16455
ko:K03088	pael:T223_16495
ko:K02014	pael:T223_16515
ko:K01561	pael:T223_16530
ko:K01953	pael:T223_16540
ko:K07130	pael:T223_16555
ko:K01556	pael:T223_16560
ko:K02355	pael:T223_16610
ko:K02014	pael:T223_16615
ko:K00612	pael:T223_16620
ko:K05820	pael:T223_16625
ko:K08304	pael:T223_20880
ko:K01649	pael:T223_20910
ko:K06911	pael:T223_20945
ko:K06911	pael:T223_20970
ko:K07397	pael:T223_20980
ko:K12410	pael:T223_21010
ko:K06714	pael:T223_21015
ko:K01482	pael:T223_21020
ko:K03758	pael:T223_21025
ko:K14058	pael:T223_21035
ko:K02742	pael:T223_21120
ko:K03566	pael:T223_21145
ko:K11103	pael:T223_21150
ko:K07637	pael:T223_21165
ko:K07074	pael:T223_25370
ko:K01974	pael:T223_25375
ko:K00428	pael:T223_25385
ko:K00262	pael:T223_25390
ko:K06076	pael:T223_25395
ko:K02004	pael:T223_25415
ko:K02003	pael:T223_25420
ko:K00600	pael:T223_25465
ko:K06200	pael:T223_25485
ko:K04485	pael:T223_25500
ko:K09794	pael:T223_25510
ko:K03781	pael:T223_25520
ko:K03282	pael:T223_25530
ko:K00528	pael:T223_25535
ko:K07141	pael:T223_25550
ko:K07402	pael:T223_25555
ko:K00018	pael:T223_25595
ko:K00564	pael:T223_25600
ko:K11733	pael:T223_25605
ko:K03406	pael:T223_25630
ko:K07507	pael:T223_25640
ko:K03835	pael:T223_29815
ko:K01960	pael:T223_29820
ko:K01959	pael:T223_29825
ko:K00036	pael:T223_29845
ko:K08303	pael:T223_29850
ko:K03657	pael:T223_29870
ko:K08978	pael:T223_29875
ko:K12995	pael:T223_29890
ko:K07088	pael:T223_29985
ko:K03300	pael:T223_29995
ko:K02839	pael:T223_30005
ko:K03324	pael:T223_30020
ko:K11102	pael:T223_30055
ko:K11384	pael:T223_30070
ko:K11066	pael:T223_30080
ko:K13590	pael:T223_30090
ko:K03673	pael:T223_30100
ko:K01980	pael:T223_03320
ko:K01980	pael:T223_29470
ko:K01980	pael:T223_23795
ko:K01980	pael:T223_25950
ko:K00950	pael:T223_02955
ko:K00974	pael:T223_02960
ko:K09786	pael:T223_02975
ko:K07180	pael:T223_02980
ko:K02439	pael:T223_02985
ko:K01525	pael:T223_02990
ko:K06195	pael:T223_02995
ko:K02528	pael:T223_03000
ko:K00097	pael:T223_03005
