ko:K02030	bsx:C663_2279
ko:K00012	bsx:C663_2935
ko:K00688	bsx:C663_2943
ko:K00703	bsx:C663_2944
ko:K00975	bsx:C663_2946
ko:K02548	bsx:C663_3760
ko:K03367	bsx:C663_3763
ko:K03739	bsx:C663_3764
ko:K14188	bsx:C663_3765
ko:K03740	bsx:C663_3766
ko:K14189	bsx:C663_3767
ko:K00826	bsx:C663_3768
ko:K02759	bsx:C663_3770
ko:K02761	bsx:C663_3771
ko:K02760	bsx:C663_3772
ko:K03652	bsx:C663_3775
ko:K03781	bsx:C663_3776
ko:K03088	bsx:C663_3784
ko:K00426	bsx:C663_3789
ko:K00425	bsx:C663_3790
ko:K09816	bsx:C663_0278
ko:K08369	bsx:C663_0285
ko:K02000	bsx:C663_0288
ko:K02001	bsx:C663_0289
ko:K02002	bsx:C663_0290
ko:K14665	bsx:C663_0291
ko:K03303	bsx:C663_0296
ko:K09190	bsx:C663_0300
ko:K09967	bsx:C663_0302
ko:K00891	bsx:C663_0305
ko:K01060	bsx:C663_0308
ko:K07074	bsx:C663_0309
ko:K00318	bsx:C663_0310
ko:K07089	bsx:C663_0315
ko:K13542	bsx:C663_0318
ko:K00363	bsx:C663_0319
ko:K00362	bsx:C663_0320
ko:K00372	bsx:C663_0321
ko:K00362	bsx:C663_0322
ko:K02575	bsx:C663_0323
ko:K09007	bsx:C663_0324
ko:K09458	bsx:C663_1161
ko:K02034	bsx:C663_1167
ko:K01867	bsx:C663_1169
ko:K15580	bsx:C663_1170
ko:K15581	bsx:C663_1171
ko:K16511	bsx:C663_1179
ko:K08602	bsx:C663_1181
ko:K06886	bsx:C663_1184
ko:K00858	bsx:C663_1189
ko:K06180	bsx:C663_1190
ko:K03707	bsx:C663_1193
ko:K10810	bsx:C663_1194
ko:K03154	bsx:C663_1196
ko:K03149	bsx:C663_1197
ko:K00941	bsx:C663_1199
ko:K00208	bsx:C663_1200
ko:K06342	bsx:C663_1204
ko:K06341	bsx:C663_1205
ko:K03657	bsx:C663_1211
ko:K03790	bsx:C663_1219
ko:K02525	bsx:C663_2085
ko:K01815	bsx:C663_2086
ko:K07444	bsx:C663_2090
ko:K07502	bsx:C663_2094
ko:K05366	bsx:C663_2105
ko:K10773	bsx:C663_2107
ko:K01893	bsx:C663_2109
ko:K00812	bsx:C663_2110
ko:K01579	bsx:C663_2114
ko:K01918	bsx:C663_2115
ko:K00606	bsx:C663_2116
ko:K03524	bsx:C663_2117
ko:K01734	bsx:C663_2121
ko:K00215	bsx:C663_2122
ko:K03888	bsx:C663_2127
ko:K03887	bsx:C663_2128
ko:K00800	bsx:C663_2133
ko:K06153	bsx:C663_2968
ko:K03534	bsx:C663_2972
ko:K00848	bsx:C663_2973
ko:K00686	bsx:C663_2981
ko:K06973	bsx:C663_2988
ko:K00019	bsx:C663_3814
ko:K01029	bsx:C663_3815
ko:K01028	bsx:C663_3816
ko:K00563	bsx:C663_3818
ko:K16323	bsx:C663_3819
ko:K03781	bsx:C663_3822
ko:K03300	bsx:C663_3823
ko:K01223	bsx:C663_3837
ko:K09683	bsx:C663_3854
ko:K01745	bsx:C663_3855
ko:K01712	bsx:C663_3856
ko:K01468	bsx:C663_3857
ko:K00756	bsx:C663_3860
ko:K11535	bsx:C663_3861
ko:K05346	bsx:C663_3863
ko:K04023	bsx:C663_3865
ko:K01223	bsx:C663_0332
ko:K08094	bsx:C663_0336
ko:K08094	bsx:C663_0337
ko:K06133	bsx:C663_0349
ko:K10010	bsx:C663_0351
ko:K10009	bsx:C663_0352
ko:K02424	bsx:C663_0353
ko:K03186	bsx:C663_0355
ko:K03305	bsx:C663_0360
ko:K06295	bsx:C663_0363
ko:K06297	bsx:C663_0364
ko:K06296	bsx:C663_0365
ko:K02003	bsx:C663_0366
ko:K00928	bsx:C663_0372
ko:K02015	bsx:C663_0373
ko:K02015	bsx:C663_0374
ko:K02013	bsx:C663_0375
ko:K02016	bsx:C663_0376
ko:K00375	bsx:C663_0382
ko:K05340	bsx:C663_0385
ko:K16960	bsx:C663_2781
ko:K16959	bsx:C663_2782
ko:K16958	bsx:C663_2783
ko:K16957	bsx:C663_2784
ko:K16956	bsx:C663_2785
ko:K02768	bsx:C663_1232
ko:K02769	bsx:C663_1232
ko:K02770	bsx:C663_1232
ko:K01809	bsx:C663_1233
ko:K00123	bsx:C663_1248
ko:K02069	bsx:C663_1256
ko:K02068	bsx:C663_1257
ko:K03885	bsx:C663_1261
ko:K01812	bsx:C663_1262
ko:K08322	bsx:C663_1265
ko:K01686	bsx:C663_1266
ko:K02529	bsx:C663_1269
ko:K00041	bsx:C663_1270
ko:K01685	bsx:C663_1271
ko:K07090	bsx:C663_1272
ko:K00817	bsx:C663_2135
ko:K01695	bsx:C663_2136
ko:K01696	bsx:C663_2137
ko:K01817	bsx:C663_2138
ko:K01609	bsx:C663_2139
ko:K00766	bsx:C663_2140
ko:K01657	bsx:C663_2141
ko:K06208	bsx:C663_2142
ko:K01735	bsx:C663_2143
ko:K01736	bsx:C663_2144
ko:K00940	bsx:C663_2146
ko:K03183	bsx:C663_2148
ko:K06285	bsx:C663_2150
ko:K01495	bsx:C663_2151
ko:K03530	bsx:C663_2152
ko:K06398	bsx:C663_2153
ko:K00057	bsx:C663_2156
ko:K03977	bsx:C663_2157
ko:K05739	bsx:C663_2159
ko:K02945	bsx:C663_2163
ko:K00945	bsx:C663_2164
ko:K01449	bsx:C663_2168
ko:K00384	bsx:C663_2170
ko:K00260	bsx:C663_2172
ko:K16511	bsx:C663_2174
ko:K03654	bsx:C663_2179
ko:K03785	bsx:C663_2185
ko:K03088	bsx:C663_2187
ko:K07651	bsx:C663_2188
ko:K10716	bsx:C663_2991
ko:K01810	bsx:C663_2994
ko:K09779	bsx:C663_2998
ko:K10907	bsx:C663_3000
ko:K14155	bsx:C663_3004
ko:K07697	bsx:C663_3005
ko:K06347	bsx:C663_3006
ko:K06348	bsx:C663_3007
ko:K11614	bsx:C663_3013
ko:K07335	bsx:C663_3015
ko:K02057	bsx:C663_3017
ko:K02057	bsx:C663_3018
ko:K11616	bsx:C663_3019
ko:K05566	bsx:C663_3022
ko:K05567	bsx:C663_3023
ko:K05569	bsx:C663_3025
ko:K05571	bsx:C663_3027
ko:K07680	bsx:C663_3030
ko:K02251	bsx:C663_3032
ko:K00763	bsx:C663_3036
ko:K06950	bsx:C663_3043
ko:K16216	bsx:C663_3044
ko:K01442	bsx:C663_3873
ko:K02016	bsx:C663_3880
ko:K11636	bsx:C663_3882
ko:K11635	bsx:C663_3883
ko:K06606	bsx:C663_3887
ko:K06605	bsx:C663_3888
ko:K03335	bsx:C663_3891
ko:K03336	bsx:C663_3892
ko:K03338	bsx:C663_3893
ko:K03337	bsx:C663_3894
ko:K00140	bsx:C663_3895
ko:K06608	bsx:C663_3896
ko:K04079	bsx:C663_3902
ko:K07148	bsx:C663_3912
ko:K00865	bsx:C663_3920
ko:K11476	bsx:C663_3921
ko:K16963	bsx:C663_3868
ko:K01218	bsx:C663_0571
ko:K21064	bsx:C663_1140
ko:K01897	bsx:C663_1051
ko:K17217	bsx:C663_2562
ko:K01992	bsx:C663_3778
ko:K17103	bsx:C663_0215
ko:K01990	bsx:C663_0246
ko:K01977	bsx:C663_r80
ko:K01977	bsx:C663_r65
ko:K01977	bsx:C663_r20
ko:K01977	bsx:C663_r70
ko:K01977	bsx:C663_r55
ko:K01977	bsx:C663_r60
ko:K01977	bsx:C663_r00
ko:K01977	bsx:C663_r05
ko:K01977	bsx:C663_r15
ko:K01990	bsx:C663_2848
ko:K01990	bsx:C663_3639
ko:K01992	bsx:C663_2847
ko:K01992	bsx:C663_1013
ko:K17319	bsx:C663_0739
ko:K17319	bsx:C663_2859
ko:K17318	bsx:C663_0738
ko:K17318	bsx:C663_2861
ko:K16838	bsx:C663_3103
ko:K00034	bsx:C663_0386
ko:K01990	bsx:C663_0932
ko:K01990	bsx:C663_1012
ko:K01990	bsx:C663_1028
ko:K11633	bsx:C663_3884
ko:K11623	bsx:C663_0523
ko:K01664	bsx:C663_0076
ko:K11638	bsx:C663_0782
ko:K03457	bsx:C663_3541
ko:K00096	bsx:C663_2721
ko:K06430	bsx:C663_2102
ko:K17216	bsx:C663_2563
ko:K00034	bsx:C663_0274
ko:K01897	bsx:C663_2701
ko:K03457	bsx:C663_3785
ko:K17320	bsx:C663_0740
ko:K17320	bsx:C663_2862
ko:K06298	bsx:C663_2682
ko:K00265	bsx:C663_1907
ko:K16235	bsx:C663_0228
ko:K08986	bsx:C663_0314
ko:K06427	bsx:C663_3203
ko:K06424	bsx:C663_3123
ko:K11634	bsx:C663_3885
ko:K04091	bsx:C663_0909
ko:K01537	bsx:C663_1609
ko:K02101	bsx:C663_2722
ko:K14228	bsx:C663_t185
ko:K14228	bsx:C663_t15
ko:K14228	bsx:C663_t305
ko:K17462	bsx:C663_2565
ko:K19575	bsx:C663_2283
ko:K02029	bsx:C663_2278
ko:K02028	bsx:C663_2277
ko:K01992	bsx:C663_1029
ko:K17235	bsx:C663_2719
ko:K17236	bsx:C663_2718
ko:K01992	bsx:C663_0857
ko:K14227	bsx:C663_t215
ko:K14227	bsx:C663_t50
ko:K14227	bsx:C663_t240
ko:K03574	bsx:C663_3366
ko:K03574	bsx:C663_3851
ko:K02100	bsx:C663_3276
ko:K14233	bsx:C663_t275
ko:K14233	bsx:C663_t160
ko:K01980	bsx:C663_r10
ko:K01980	bsx:C663_r35
ko:K01990	bsx:C663_0849
ko:K01990	bsx:C663_0858
ko:K01990	bsx:C663_0933
ko:K01990	bsx:C663_0445
ko:K01990	bsx:C663_3289
ko:K01990	bsx:C663_3652
ko:K01980	bsx:C663_r50
ko:K01980	bsx:C663_r85
ko:K01980	bsx:C663_r75
ko:K01980	bsx:C663_r30
ko:K01980	bsx:C663_r25
ko:K01980	bsx:C663_r40
ko:K01980	bsx:C663_r45
ko:K14218	bsx:C663_t290
ko:K14218	bsx:C663_t30
ko:K14218	bsx:C663_t270
ko:K14218	bsx:C663_t105
ko:K14218	bsx:C663_t65
ko:K10112	bsx:C663_3114
ko:K10112	bsx:C663_3797
ko:K14224	bsx:C663_t225
ko:K14224	bsx:C663_t360
ko:K14224	bsx:C663_t70
ko:K14224	bsx:C663_t370
ko:K14224	bsx:C663_t110
ko:K01992	bsx:C663_0446
ko:K01992	bsx:C663_0850
ko:K01992	bsx:C663_0851
ko:K01992	bsx:C663_0934
ko:K01992	bsx:C663_3288
ko:K17472	bsx:C663_2591
ko:K14231	bsx:C663_t255
ko:K14231	bsx:C663_t350
ko:K14220	bsx:C663_t235
ko:K14220	bsx:C663_t95
ko:K14237	bsx:C663_t200
ko:K14219	bsx:C663_t205
ko:K14228	bsx:C663_t315
ko:K14234	bsx:C663_t40
ko:K14237	bsx:C663_t335
ko:K14237	bsx:C663_t75
ko:K14237	bsx:C663_t375
ko:K14229	bsx:C663_t00
ko:K14229	bsx:C663_t120
ko:K14229	bsx:C663_t320
ko:K14229	bsx:C663_t365
ko:K14228	bsx:C663_t125
ko:K14228	bsx:C663_t05
ko:K14228	bsx:C663_t130
ko:K14232	bsx:C663_t25
ko:K14232	bsx:C663_t60
ko:K14232	bsx:C663_t295
ko:K14230	bsx:C663_t280
ko:K14221	bsx:C663_t150
ko:K14221	bsx:C663_t260
ko:K14221	bsx:C663_t355
ko:K14235	bsx:C663_t155
ko:K14226	bsx:C663_t165
ko:K14225	bsx:C663_t10
ko:K14225	bsx:C663_t175
ko:K14225	bsx:C663_t45
ko:K14225	bsx:C663_t310
ko:K14222	bsx:C663_t180
ko:K14223	bsx:C663_t210
ko:K14223	bsx:C663_t90
ko:K14223	bsx:C663_t170
ko:K14223	bsx:C663_t115
ko:K14225	bsx:C663_t140
ko:K14225	bsx:C663_t195
ko:K14230	bsx:C663_t265
ko:K14230	bsx:C663_t145
ko:K14234	bsx:C663_t330
ko:K14234	bsx:C663_t380
ko:K14234	bsx:C663_t80
ko:K17686	bsx:C663_3220
ko:K01985	bsx:C663_r100
ko:K01985	bsx:C663_r115
ko:K01985	bsx:C663_r90
ko:K01985	bsx:C663_r95
ko:K18924	bsx:C663_1347
ko:K01985	bsx:C663_r110
ko:K01985	bsx:C663_r125
ko:K01985	bsx:C663_r120
ko:K01985	bsx:C663_r105
ko:K01985	bsx:C663_r130
ko:K14228	bsx:C663_t190
ko:K01739	bsx:C663_1216
ko:K01227	bsx:C663_3472
ko:K01791	bsx:C663_3452
ko:K14220	bsx:C663_t35
ko:K14225	bsx:C663_t245
ko:K01342	bsx:C663_1054
ko:K03292	bsx:C663_1263
ko:K03292	bsx:C663_1812
ko:K17836	bsx:C663_1943
ko:K01843	bsx:C663_2027
ko:K15668	bsx:C663_1887
ko:K06518	bsx:C663_3740
ko:K00537	bsx:C663_3142
ko:K17752	bsx:C663_0467
ko:K02027	bsx:C663_0724
ko:K02026	bsx:C663_0726
ko:K00483	bsx:C663_1926
ko:K11928	bsx:C663_0312
ko:K07284	bsx:C663_0943
ko:K14230	bsx:C663_t325
ko:K14230	bsx:C663_t285
ko:K14219	bsx:C663_t20
ko:K14219	bsx:C663_t55
ko:K14219	bsx:C663_t135
ko:K14219	bsx:C663_t300
ko:K14236	bsx:C663_t85
ko:K14226	bsx:C663_t250
ko:K14218	bsx:C663_t340
ko:K14219	bsx:C663_t345
ko:K17838	bsx:C663_0197
ko:K12574	bsx:C663_1496
ko:K12574	bsx:C663_1723
ko:K01190	bsx:C663_0735
ko:K17763	bsx:C663_0746
ko:K17763	bsx:C663_1359
ko:K17763	bsx:C663_1999
ko:K17763	bsx:C663_2360
ko:K17763	bsx:C663_0465
ko:K06378	bsx:C663_2223
ko:K00661	bsx:C663_4014
ko:K17733	bsx:C663_0272
ko:K00128	bsx:C663_1983
ko:K00128	bsx:C663_3799
ko:K17758	bsx:C663_3786
ko:K17762	bsx:C663_0466
ko:K14233	bsx:C663_t230
ko:K14219	bsx:C663_t220
ko:K17734	bsx:C663_1775
ko:K01187	bsx:C663_2986
ko:K08221	bsx:C663_0766
ko:K00104	bsx:C663_2713
ko:K18104	bsx:C663_0485
ko:K01046	bsx:C663_0854
ko:K00130	bsx:C663_2957
ko:K00008	bsx:C663_0633
ko:K02809	bsx:C663_0167
ko:K02810	bsx:C663_0167
ko:K16697	bsx:C663_3444
ko:K16694	bsx:C663_3445
ko:K07222	bsx:C663_2501
ko:K00004	bsx:C663_0642
ko:K18104	bsx:C663_3370
ko:K01101	bsx:C663_3087
ko:K18115	bsx:C663_1984
ko:K03892	bsx:C663_0507
ko:K05799	bsx:C663_3299
ko:K02809	bsx:C663_3752
ko:K02810	bsx:C663_3752
ko:K21471	bsx:C663_3368
ko:K07145	bsx:C663_0743
ko:K21469	bsx:C663_0166
ko:K21472	bsx:C663_3092
ko:K03719	bsx:C663_0419
ko:K00632	bsx:C663_3144
ko:K21466	bsx:C663_1441
ko:K02809	bsx:C663_3710
ko:K02810	bsx:C663_3710
ko:K01838	bsx:C663_3341
ko:K00634	bsx:C663_2290
ko:K01046	bsx:C663_0261
ko:K18197	bsx:C663_0732
ko:K06880	bsx:C663_0219
ko:K18231	bsx:C663_0545
ko:K19242	bsx:C663_3804
ko:K19546	bsx:C663_3679
ko:K11691	bsx:C663_0440
ko:K19449	bsx:C663_2344
ko:K19429	bsx:C663_3305
ko:K06608	bsx:C663_3897
ko:K15973	bsx:C663_1373
ko:K16169	bsx:C663_3102
ko:K00077	bsx:C663_1486
ko:K06284	bsx:C663_1491
ko:K15771	bsx:C663_3347
ko:K06439	bsx:C663_0900
ko:K00375	bsx:C663_0971
ko:K00265	bsx:C663_1908
ko:K00260	bsx:C663_3685
ko:K02598	bsx:C663_3711
ko:K03488	bsx:C663_3753
ko:K09767	bsx:C663_1126
ko:K00930	bsx:C663_1148
ko:K05795	bsx:C663_0281
ko:K06595	bsx:C663_1062
ko:K19420	bsx:C663_3317
ko:K22579	bsx:C663_3404
ko:K01487	bsx:C663_1355
ko:K03742	bsx:C663_1736
ko:K16236	bsx:C663_3859
ko:K01200	bsx:C663_2840
ko:K00681	bsx:C663_3505
ko:K00681	bsx:C663_1903
ko:K08693	bsx:C663_0806
ko:K15640	bsx:C663_1058
ko:K09388	bsx:C663_3664
ko:K04749	bsx:C663_0469
ko:K06384	bsx:C663_2230
ko:K06380	bsx:C663_2648
ko:K09809	bsx:C663_3464
ko:K03332	bsx:C663_2537
ko:K18653	bsx:C663_1079
ko:K18652	bsx:C663_1077
ko:K12555	bsx:C663_1035
ko:K18654	bsx:C663_1078
ko:K18770	bsx:C663_3010
ko:K18672	bsx:C663_0174
ko:K18704	bsx:C663_3471
ko:K18707	bsx:C663_2425
ko:K18692	bsx:C663_2396
ko:K18929	bsx:C663_3284
ko:K01971	bsx:C663_1379
ko:K18928	bsx:C663_3285
ko:K18925	bsx:C663_1348
ko:K18907	bsx:C663_0516
ko:K06147	bsx:C663_0844
ko:K09692	bsx:C663_3459
ko:K06147	bsx:C663_0843
ko:K01612	bsx:C663_0356
ko:K07171	bsx:C663_0464
ko:K13611	bsx:C663_1765
ko:K18967	bsx:C663_0937
ko:K03790	bsx:C663_1916
ko:K03169	bsx:C663_0420
ko:K03497	bsx:C663_4025
ko:K03496	bsx:C663_4026
ko:K03497	bsx:C663_4028
ko:K05593	bsx:C663_2515
ko:K03111	bsx:C663_3523
ko:K04565	bsx:C663_1993
ko:K02538	bsx:C663_1231
ko:K08191	bsx:C663_1268
ko:K19005	bsx:C663_0752
ko:K06437	bsx:C663_1467
ko:K03526	bsx:C663_2389
ko:K19005	bsx:C663_0795
ko:K18979	bsx:C663_0916
ko:K13052	bsx:C663_0063
ko:K06309	bsx:C663_0798
ko:K05352	bsx:C663_3469
ko:K07816	bsx:C663_3759
ko:K14742	bsx:C663_0575
ko:K03741	bsx:C663_4001
ko:K06289	bsx:C663_3170
ko:K11641	bsx:C663_0265
ko:K06609	bsx:C663_1819
ko:K03429	bsx:C663_2064
ko:K11624	bsx:C663_0524
ko:K06609	bsx:C663_0641
ko:K19242	bsx:C663_0966
ko:K02483	bsx:C663_0368
ko:K06356	bsx:C663_3948
ko:K00148	bsx:C663_3941
ko:K07097	bsx:C663_1876
ko:K06893	bsx:C663_0714
ko:K02777	bsx:C663_2096
ko:K00354	bsx:C663_2262
ko:K02253	bsx:C663_3031
ko:K19220	bsx:C663_1994
ko:K00798	bsx:C663_3180
ko:K19223	bsx:C663_0960
ko:K19224	bsx:C663_0965
ko:K07149	bsx:C663_0350
ko:K01897	bsx:C663_1060
ko:K11194	bsx:C663_2541
ko:K01710	bsx:C663_3690
ko:K01447	bsx:C663_1318
ko:K11615	bsx:C663_3014
ko:K06345	bsx:C663_2624
ko:K06288	bsx:C663_3169
ko:K06291	bsx:C663_3474
ko:K00456	bsx:C663_2966
ko:K19225	bsx:C663_2371
ko:K01785	bsx:C663_1898
ko:K19426	bsx:C663_3309
ko:K19433	bsx:C663_2347
ko:K00020	bsx:C663_1439
ko:K19285	bsx:C663_3717
ko:K19286	bsx:C663_0379
ko:K19424	bsx:C663_3312
ko:K06884	bsx:C663_0435
ko:K03722	bsx:C663_2088
ko:K03722	bsx:C663_2113
ko:K02771	bsx:C663_2538
ko:K01585	bsx:C663_1507
ko:K01567	bsx:C663_0821
ko:K02031	bsx:C663_1163
ko:K00839	bsx:C663_3111
ko:K19422	bsx:C663_3314
ko:K19421	bsx:C663_3315
ko:K04771	bsx:C663_3161
ko:K04771	bsx:C663_1328
ko:K01400	bsx:C663_1514
ko:K19302	bsx:C663_3547
ko:K19405	bsx:C663_0087
ko:K19411	bsx:C663_0086
ko:K19302	bsx:C663_0178
ko:K00525	bsx:C663_1787
ko:K19432	bsx:C663_3730
ko:K00903	bsx:C663_3316
ko:K19419	bsx:C663_3311
ko:K19423	bsx:C663_3313
ko:K19425	bsx:C663_3310
ko:K03574	bsx:C663_2911
ko:K19428	bsx:C663_3306
ko:K19430	bsx:C663_3304
ko:K19431	bsx:C663_3303
ko:K15665	bsx:C663_1893
ko:K19418	bsx:C663_3307
ko:K07149	bsx:C663_3995
ko:K18567	bsx:C663_0563
ko:K19550	bsx:C663_3673
ko:K13612	bsx:C663_1767
ko:K02032	bsx:C663_1164
ko:K06881	bsx:C663_2772
ko:K19577	bsx:C663_0876
ko:K11625	bsx:C663_0525
ko:K00887	bsx:C663_2413
ko:K21755	bsx:C663_0354
ko:K06440	bsx:C663_2528
ko:K19552	bsx:C663_3675
ko:K19549	bsx:C663_3674
ko:K19548	bsx:C663_3677
ko:K19547	bsx:C663_3678
ko:K08164	bsx:C663_0186
ko:K19707	bsx:C663_3290
ko:K19701	bsx:C663_3758
ko:K01258	bsx:C663_2272
ko:K00547	bsx:C663_1125
ko:K00297	bsx:C663_1125
ko:K07119	bsx:C663_0772
ko:K19802	bsx:C663_1336
ko:K19955	bsx:C663_2997
ko:K01342	bsx:C663_3243
ko:K19955	bsx:C663_2995
ko:K18889	bsx:C663_0994
ko:K05770	bsx:C663_2942
ko:K20074	bsx:C663_1620
ko:K18907	bsx:C663_1111
ko:K12132	bsx:C663_1621
ko:K20201	bsx:C663_3592
ko:K20116	bsx:C663_1432
ko:K20117	bsx:C663_1432
ko:K20118	bsx:C663_1432
ko:K02763	bsx:C663_0222
ko:K02764	bsx:C663_0222
ko:K21613	bsx:C663_3867
ko:K11196	bsx:C663_2539
ko:K06418	bsx:C663_2803
ko:K06419	bsx:C663_0998
ko:K08884	bsx:C663_0067
ko:K08884	bsx:C663_0191
ko:K02483	bsx:C663_3359
ko:K18890	bsx:C663_0995
ko:K20534	bsx:C663_0882
ko:K15655	bsx:C663_0342
ko:K21759	bsx:C663_0357
ko:K20628	bsx:C663_1927
ko:K22103	bsx:C663_3522
ko:K01179	bsx:C663_1868
ko:K20742	bsx:C663_1337
ko:K07258	bsx:C663_2196
ko:K22106	bsx:C663_2551
ko:K01271	bsx:C663_1428
ko:K01208	bsx:C663_3349
ko:K21029	bsx:C663_1469
ko:K20895	bsx:C663_1579
ko:K03148	bsx:C663_1198
ko:K21030	bsx:C663_3468
ko:K21064	bsx:C663_3479
ko:K21023	bsx:C663_1381
ko:K08968	bsx:C663_2810
ko:K00821	bsx:C663_1149
ko:K21064	bsx:C663_0399
ko:K00435	bsx:C663_3672
ko:K00526	bsx:C663_1788
ko:K07455	bsx:C663_0595
ko:K06223	bsx:C663_0601
ko:K06909	bsx:C663_0607
ko:K07474	bsx:C663_1291
ko:K02314	bsx:C663_3963
ko:K02316	bsx:C663_2403
ko:K06217	bsx:C663_2416
ko:K01493	bsx:C663_2442
ko:K01174	bsx:C663_1818
ko:K01520	bsx:C663_1822
ko:K00560	bsx:C663_1823
ko:K00857	bsx:C663_3605
ko:K10747	bsx:C663_1947
ko:K03546	bsx:C663_1089
ko:K00287	bsx:C663_2053
ko:K00560	bsx:C663_2054
ko:K21285	bsx:C663_3467
ko:K03328	bsx:C663_0058
ko:K03293	bsx:C663_0194
ko:K03293	bsx:C663_2901
ko:K02483	bsx:C663_2465
ko:K05375	bsx:C663_3054
ko:K02335	bsx:C663_2754
ko:K21416	bsx:C663_0829
ko:K21417	bsx:C663_0830
ko:K06607	bsx:C663_3898
ko:K13281	bsx:C663_3620
ko:K21405	bsx:C663_0833
ko:K21464	bsx:C663_3656
ko:K21481	bsx:C663_1034
ko:K03892	bsx:C663_4004
ko:K21465	bsx:C663_2383
ko:K21467	bsx:C663_0409
ko:K21468	bsx:C663_2568
ko:K21567	bsx:C663_0317
ko:K21487	bsx:C663_1951
ko:K21493	bsx:C663_3846
ko:K21601	bsx:C663_0389
ko:K21600	bsx:C663_3222
ko:K21567	bsx:C663_3070
ko:K21488	bsx:C663_1950
ko:K21745	bsx:C663_2533
ko:K21592	bsx:C663_3470
ko:K11923	bsx:C663_0980
ko:K21701	bsx:C663_0163
ko:K21802	bsx:C663_0761
ko:K21902	bsx:C663_0765
ko:K21935	bsx:C663_2028
ko:K06299	bsx:C663_3040
ko:K21959	bsx:C663_3154
ko:K19302	bsx:C663_2021
ko:K21959	bsx:C663_1904
ko:K18244	bsx:C663_2296
ko:K00680	bsx:C663_2786
ko:K22043	bsx:C663_1962
ko:K21960	bsx:C663_2787
ko:K21993	bsx:C663_2557
ko:K01463	bsx:C663_2120
ko:K00754	bsx:C663_2119
ko:K22135	bsx:C663_2000
ko:K22136	bsx:C663_1555
ko:K03595	bsx:C663_2411
ko:K14274	bsx:C663_3185
ko:K22132	bsx:C663_2593
ko:K22109	bsx:C663_2958
ko:K01932	bsx:C663_3484
ko:K22116	bsx:C663_3483
ko:K22230	bsx:C663_2970
ko:K22187	bsx:C663_0236
ko:K03547	bsx:C663_1014
ko:K03077	bsx:C663_2723
ko:K22301	bsx:C663_3248
ko:K22299	bsx:C663_3238
ko:K02257	bsx:C663_1239
ko:K02257	bsx:C663_1532
ko:K22299	bsx:C663_3237
ko:K15654	bsx:C663_0341
ko:K03574	bsx:C663_0427
ko:K09988	bsx:C663_0414
ko:K13566	bsx:C663_1398
ko:K15664	bsx:C663_1894
ko:K22441	bsx:C663_3073
ko:K00590	bsx:C663_4008
ko:K22579	bsx:C663_1945
