ko:K22220	mabl:MMASJCM_2557
ko:K00598	mabl:MMASJCM_2804
ko:K00014	mabl:MMASJCM_2807
ko:K07082	mabl:MMASJCM_2808
ko:K07447	mabl:MMASJCM_2809
ko:K01872	mabl:MMASJCM_2810
ko:K07478	mabl:MMASJCM_2812
ko:K07089	mabl:MMASJCM_2820
ko:K01560	mabl:MMASJCM_2822
ko:K01876	mabl:MMASJCM_2824
ko:K03929	mabl:MMASJCM_2825
ko:K07054	mabl:MMASJCM_2826
ko:K18369	mabl:MMASJCM_2886
ko:K18369	mabl:MMASJCM_2887
ko:K13953	mabl:MMASJCM_2895
ko:K00123	mabl:MMASJCM_2899
ko:K00124	mabl:MMASJCM_2900
ko:K01950	mabl:MMASJCM_2901
ko:K07028	mabl:MMASJCM_2902
ko:K01531	mabl:MMASJCM_2903
ko:K17686	mabl:MMASJCM_2905
ko:K03684	mabl:MMASJCM_2987
ko:K01586	mabl:MMASJCM_2989
ko:K01662	mabl:MMASJCM_2990
ko:K03313	mabl:MMASJCM_2991
ko:K03499	mabl:MMASJCM_2994
ko:K03499	mabl:MMASJCM_2995
ko:K03088	mabl:MMASJCM_3000
ko:K01092	mabl:MMASJCM_3008
ko:K00886	mabl:MMASJCM_3009
ko:K03086	mabl:MMASJCM_3010
ko:K01692	mabl:MMASJCM_3125
ko:K02834	mabl:MMASJCM_3131
ko:K02519	mabl:MMASJCM_3132
ko:K05916	mabl:MMASJCM_3137
ko:K02600	mabl:MMASJCM_3138
ko:K09748	mabl:MMASJCM_3139
ko:K01881	mabl:MMASJCM_3143
ko:K02302	mabl:MMASJCM_3146
ko:K16786	mabl:MMASJCM_3147
ko:K16787	mabl:MMASJCM_3147
ko:K16785	mabl:MMASJCM_3148
ko:K03655	mabl:MMASJCM_3285
ko:K07030	mabl:MMASJCM_3286
ko:K02902	mabl:MMASJCM_3287
ko:K15866	mabl:MMASJCM_3288
ko:K03648	mabl:MMASJCM_3290
ko:K00946	mabl:MMASJCM_3291
ko:K01921	mabl:MMASJCM_3293
ko:K01758	mabl:MMASJCM_3294
ko:K00057	mabl:MMASJCM_3295
ko:K14941	mabl:MMASJCM_3296
ko:K00937	mabl:MMASJCM_3297
ko:K03574	mabl:MMASJCM_3298
ko:K03530	mabl:MMASJCM_3299
ko:K01704	mabl:MMASJCM_3300
ko:K01703	mabl:MMASJCM_3301
ko:K01885	mabl:MMASJCM_3305
ko:K06287	mabl:MMASJCM_3628
ko:K01061	mabl:MMASJCM_3630
ko:K03299	mabl:MMASJCM_3632
ko:K00851	mabl:MMASJCM_3633
ko:K01011	mabl:MMASJCM_3640
ko:K02426	mabl:MMASJCM_3641
ko:K11263	mabl:MMASJCM_3642
ko:K03918	mabl:MMASJCM_3646
ko:K03719	mabl:MMASJCM_3647
ko:K00128	mabl:MMASJCM_3649
ko:K03724	mabl:MMASJCM_3651
ko:K07006	mabl:MMASJCM_3653
ko:K06177	mabl:MMASJCM_3654
ko:K00111	mabl:MMASJCM_3655
ko:K00382	mabl:MMASJCM_3656
ko:K03783	mabl:MMASJCM_3661
ko:K01840	mabl:MMASJCM_3662
ko:K00761	mabl:MMASJCM_3663
ko:K01488	mabl:MMASJCM_3671
ko:K00758	mabl:MMASJCM_3672
ko:K01489	mabl:MMASJCM_3673
ko:K00241	mabl:MMASJCM_3674
ko:K00242	mabl:MMASJCM_3675
ko:K00239	mabl:MMASJCM_3676
ko:K00240	mabl:MMASJCM_3677
ko:K03088	mabl:MMASJCM_3679
ko:K07399	mabl:MMASJCM_4058
ko:K06196	mabl:MMASJCM_4059
ko:K01845	mabl:MMASJCM_4062
ko:K07386	mabl:MMASJCM_4064
ko:K07090	mabl:MMASJCM_4065
ko:K17686	mabl:MMASJCM_4067
ko:K01698	mabl:MMASJCM_4073
ko:K13542	mabl:MMASJCM_4074
ko:K01749	mabl:MMASJCM_4075
ko:K02492	mabl:MMASJCM_4076
ko:K02371	mabl:MMASJCM_4084
ko:K01784	mabl:MMASJCM_4086
ko:K00286	mabl:MMASJCM_4088
ko:K01524	mabl:MMASJCM_4096
ko:K18455	mabl:MMASJCM_4098
ko:K07044	mabl:MMASJCM_4104
ko:K07044	mabl:MMASJCM_4108
ko:K01596	mabl:MMASJCM_4553
ko:K03439	mabl:MMASJCM_4557
ko:K06860	mabl:MMASJCM_4558
ko:K02067	mabl:MMASJCM_4570
ko:K02066	mabl:MMASJCM_4572
ko:K02066	mabl:MMASJCM_4573
ko:K06929	mabl:MMASJCM_4588
ko:K07386	mabl:MMASJCM_4591
ko:K05810	mabl:MMASJCM_2024
ko:K06997	mabl:MMASJCM_2025
ko:K09772	mabl:MMASJCM_2026
ko:K02221	mabl:MMASJCM_2030
ko:K09458	mabl:MMASJCM_2038
ko:K09458	mabl:MMASJCM_2040
ko:K07225	mabl:MMASJCM_2431
ko:K02493	mabl:MMASJCM_2456
ko:K03090	mabl:MMASJCM_2457
ko:K02039	mabl:MMASJCM_2472
ko:K03733	mabl:MMASJCM_4030
ko:K03306	mabl:MMASJCM_4034
ko:K01911	mabl:MMASJCM_4036
ko:K00772	mabl:MMASJCM_4040
ko:K04564	mabl:MMASJCM_4041
ko:K02548	mabl:MMASJCM_4042
ko:K10215	mabl:MMASJCM_4051
ko:K00666	mabl:MMASJCM_4442
ko:K01907	mabl:MMASJCM_4445
ko:K00666	mabl:MMASJCM_4446
ko:K01644	mabl:MMASJCM_4447
ko:K05596	mabl:MMASJCM_4450
ko:K06895	mabl:MMASJCM_4451
ko:K00055	mabl:MMASJCM_4453
ko:K02016	mabl:MMASJCM_4455
ko:K09125	mabl:MMASJCM_4457
ko:K03921	mabl:MMASJCM_4465
ko:K04756	mabl:MMASJCM_4468
ko:K03386	mabl:MMASJCM_4469
ko:K04761	mabl:MMASJCM_4470
ko:K01799	mabl:MMASJCM_4474
ko:K02433	mabl:MMASJCM_4476
ko:K00823	mabl:MMASJCM_4478
ko:K00135	mabl:MMASJCM_4479
ko:K07246	mabl:MMASJCM_4480
ko:K00239	mabl:MMASJCM_4483
ko:K00240	mabl:MMASJCM_4484
ko:K01869	mabl:MMASJCM_4917
ko:K07735	mabl:MMASJCM_4922
ko:K07090	mabl:MMASJCM_4927
ko:K00970	mabl:MMASJCM_4928
ko:K03980	mabl:MMASJCM_4931
ko:K03088	mabl:MMASJCM_4932
ko:K00384	mabl:MMASJCM_4934
ko:K03671	mabl:MMASJCM_4935
ko:K05337	mabl:MMASJCM_4937
ko:K03497	mabl:MMASJCM_4943
ko:K03496	mabl:MMASJCM_4944
ko:K03501	mabl:MMASJCM_4945
ko:K06346	mabl:MMASJCM_4946
ko:K03217	mabl:MMASJCM_4947
ko:K03536	mabl:MMASJCM_4949
ko:K02914	mabl:MMASJCM_4950
ko:K11717	mabl:MMASJCM_0217
ko:K00817	mabl:MMASJCM_0220
ko:K03466	mabl:MMASJCM_0223
ko:K07979	mabl:MMASJCM_0225
ko:K03924	mabl:MMASJCM_0643
ko:K12422	mabl:MMASJCM_0651
ko:K09013	mabl:MMASJCM_0657
ko:K00389	mabl:MMASJCM_0664
ko:K02484	mabl:MMASJCM_0667
ko:K01810	mabl:MMASJCM_1075
ko:K04093	mabl:MMASJCM_1077
ko:K03657	mabl:MMASJCM_1078
ko:K01903	mabl:MMASJCM_1080
ko:K01902	mabl:MMASJCM_1081
ko:K17228	mabl:MMASJCM_1084
ko:K11175	mabl:MMASJCM_1087
ko:K00602	mabl:MMASJCM_1088
ko:K02471	mabl:MMASJCM_1089
ko:K01692	mabl:MMASJCM_1093
ko:K01965	mabl:MMASJCM_1095
ko:K02911	mabl:MMASJCM_1099
ko:K07669	mabl:MMASJCM_1100
ko:K00989	mabl:MMASJCM_1503
ko:K02428	mabl:MMASJCM_1504
ko:K00666	mabl:MMASJCM_1508
ko:K03710	mabl:MMASJCM_1517
ko:K11081	mabl:MMASJCM_1521
ko:K11084	mabl:MMASJCM_1522
ko:K11083	mabl:MMASJCM_1523
ko:K11082	mabl:MMASJCM_1524
ko:K15977	mabl:MMASJCM_1940
ko:K15977	mabl:MMASJCM_1941
ko:K05523	mabl:MMASJCM_1942
ko:K01915	mabl:MMASJCM_1947
ko:K10531	mabl:MMASJCM_1951
ko:K03644	mabl:MMASJCM_1955
ko:K03801	mabl:MMASJCM_1956
ko:K07071	mabl:MMASJCM_1957
ko:K00658	mabl:MMASJCM_1958
ko:K09131	mabl:MMASJCM_1960
ko:K01428	mabl:MMASJCM_2367
ko:K03188	mabl:MMASJCM_2368
ko:K03189	mabl:MMASJCM_2369
ko:K03190	mabl:MMASJCM_2370
ko:K03885	mabl:MMASJCM_2371
ko:K02020	mabl:MMASJCM_2375
ko:K02018	mabl:MMASJCM_2376
ko:K02017	mabl:MMASJCM_2377
ko:K06199	mabl:MMASJCM_2383
ko:K06199	mabl:MMASJCM_2384
ko:K03742	mabl:MMASJCM_2387
ko:K06911	mabl:MMASJCM_2390
ko:K00215	mabl:MMASJCM_3100
ko:K01673	mabl:MMASJCM_3102
ko:K00259	mabl:MMASJCM_3104
ko:K00962	mabl:MMASJCM_3110
ko:K01738	mabl:MMASJCM_0399
ko:K10773	mabl:MMASJCM_0411
ko:K01895	mabl:MMASJCM_0418
ko:K15580	mabl:MMASJCM_0419
ko:K15581	mabl:MMASJCM_0420
ko:K15582	mabl:MMASJCM_0421
ko:K14953	mabl:MMASJCM_0830
ko:K14953	mabl:MMASJCM_0831
ko:K00389	mabl:MMASJCM_0833
ko:K02616	mabl:MMASJCM_0838
ko:K06889	mabl:MMASJCM_0840
ko:K00831	mabl:MMASJCM_0845
ko:K00528	mabl:MMASJCM_0847
ko:K04750	mabl:MMASJCM_0848
ko:K01647	mabl:MMASJCM_0849
ko:K00275	mabl:MMASJCM_0850
ko:K12423	mabl:MMASJCM_0852
ko:K06994	mabl:MMASJCM_0854
ko:K00600	mabl:MMASJCM_1263
ko:K03922	mabl:MMASJCM_1264
ko:K07175	mabl:MMASJCM_1265
ko:K03088	mabl:MMASJCM_1273
ko:K01679	mabl:MMASJCM_1275
ko:K02446	mabl:MMASJCM_1276
ko:K03602	mabl:MMASJCM_1279
ko:K03601	mabl:MMASJCM_1280
ko:K03527	mabl:MMASJCM_1282
ko:K06200	mabl:MMASJCM_1285
ko:K03705	mabl:MMASJCM_1688
ko:K03686	mabl:MMASJCM_1689
ko:K09761	mabl:MMASJCM_1690
ko:K07042	mabl:MMASJCM_1692
ko:K01426	mabl:MMASJCM_1697
ko:K03584	mabl:MMASJCM_1698
ko:K03711	mabl:MMASJCM_1701
ko:K00836	mabl:MMASJCM_1708
ko:K13745	mabl:MMASJCM_1709
ko:K01990	mabl:MMASJCM_1713
ko:K01992	mabl:MMASJCM_1714
ko:K03432	mabl:MMASJCM_2124
ko:K15552	mabl:MMASJCM_2127
ko:K15551	mabl:MMASJCM_2128
ko:K10831	mabl:MMASJCM_2129
ko:K13571	mabl:MMASJCM_2134
ko:K13573	mabl:MMASJCM_2137
ko:K03116	mabl:MMASJCM_2138
ko:K03118	mabl:MMASJCM_2139
ko:K03727	mabl:MMASJCM_2140
ko:K00595	mabl:MMASJCM_2146
ko:K05936	mabl:MMASJCM_2147
ko:K05895	mabl:MMASJCM_2148
ko:K13540	mabl:MMASJCM_2149
ko:K02484	mabl:MMASJCM_2561
ko:K06720	mabl:MMASJCM_2564
ko:K09771	mabl:MMASJCM_2576
ko:K03294	mabl:MMASJCM_2577
ko:K00666	mabl:MMASJCM_2586
ko:K02956	mabl:MMASJCM_3113
ko:K11753	mabl:MMASJCM_3114
ko:K03709	mabl:MMASJCM_3115
ko:K03177	mabl:MMASJCM_3117
ko:K03470	mabl:MMASJCM_3228
ko:K03100	mabl:MMASJCM_3229
ko:K02884	mabl:MMASJCM_3230
ko:K02860	mabl:MMASJCM_3232
ko:K06960	mabl:MMASJCM_3233
ko:K02959	mabl:MMASJCM_3234
ko:K07258	mabl:MMASJCM_3239
ko:K03106	mabl:MMASJCM_3242
ko:K00990	mabl:MMASJCM_3243
ko:K04751	mabl:MMASJCM_3244
ko:K03320	mabl:MMASJCM_3245
ko:K03110	mabl:MMASJCM_3246
ko:K01823	mabl:MMASJCM_3247
ko:K03529	mabl:MMASJCM_3251
ko:K07667	mabl:MMASJCM_3255
ko:K07646	mabl:MMASJCM_3256
ko:K13993	mabl:MMASJCM_3475
ko:K01652	mabl:MMASJCM_3478
ko:K00135	mabl:MMASJCM_3479
ko:K03664	mabl:MMASJCM_3495
ko:K09811	mabl:MMASJCM_3496
ko:K09812	mabl:MMASJCM_3497
ko:K02836	mabl:MMASJCM_3500
ko:K00528	mabl:MMASJCM_3504
ko:K05602	mabl:MMASJCM_3507
ko:K03696	mabl:MMASJCM_3514
ko:K09118	mabl:MMASJCM_3521
ko:K07177	mabl:MMASJCM_3522
ko:K03736	mabl:MMASJCM_3843
ko:K03735	mabl:MMASJCM_3844
ko:K00101	mabl:MMASJCM_3849
ko:K00819	mabl:MMASJCM_3857
ko:K02358	mabl:MMASJCM_3864
ko:K02355	mabl:MMASJCM_3865
ko:K02992	mabl:MMASJCM_3866
ko:K02950	mabl:MMASJCM_3867
ko:K01692	mabl:MMASJCM_3874
ko:K02616	mabl:MMASJCM_3875
ko:K01692	mabl:MMASJCM_3876
ko:K09456	mabl:MMASJCM_3877
ko:K03046	mabl:MMASJCM_3885
ko:K03043	mabl:MMASJCM_3886
ko:K02065	mabl:MMASJCM_3888
ko:K11159	mabl:MMASJCM_3891
ko:K02935	mabl:MMASJCM_3893
ko:K02864	mabl:MMASJCM_3894
ko:K01462	mabl:MMASJCM_4273
ko:K01142	mabl:MMASJCM_4275
ko:K03147	mabl:MMASJCM_4282
ko:K00941	mabl:MMASJCM_4283
ko:K07020	mabl:MMASJCM_4284
ko:K03885	mabl:MMASJCM_4285
ko:K03088	mabl:MMASJCM_4286
ko:K09684	mabl:MMASJCM_4288
ko:K00276	mabl:MMASJCM_4290
ko:K07250	mabl:MMASJCM_4293
ko:K00135	mabl:MMASJCM_4294
ko:K03149	mabl:MMASJCM_4302
ko:K03154	mabl:MMASJCM_4303
ko:K03153	mabl:MMASJCM_4304
ko:K00788	mabl:MMASJCM_4305
ko:K03574	mabl:MMASJCM_4307
ko:K02030	mabl:MMASJCM_4309
ko:K14949	mabl:MMASJCM_4310
ko:K00925	mabl:MMASJCM_4311
ko:K13788	mabl:MMASJCM_4312
ko:K01191	mabl:MMASJCM_4313
ko:K02030	mabl:MMASJCM_4322
ko:K02028	mabl:MMASJCM_4323
ko:K06994	mabl:MMASJCM_4763
ko:K06994	mabl:MMASJCM_4764
ko:K12421	mabl:MMASJCM_4772
ko:K07006	mabl:MMASJCM_4773
ko:K11105	mabl:MMASJCM_4775
ko:K03499	mabl:MMASJCM_4776
ko:K07301	mabl:MMASJCM_4783
ko:K05522	mabl:MMASJCM_4787
ko:K14347	mabl:MMASJCM_4788
ko:K03088	mabl:MMASJCM_4792
ko:K04047	mabl:MMASJCM_4794
ko:K01644	mabl:MMASJCM_4796
ko:K17218	mabl:MMASJCM_4803
ko:K06994	mabl:MMASJCM_4807
ko:K00336	mabl:MMASJCM_2089
ko:K01621	mabl:MMASJCM_2452
ko:K08095	mabl:MMASJCM_3776
ko:K08095	mabl:MMASJCM_3778
ko:K08095	mabl:MMASJCM_3779
ko:K08095	mabl:MMASJCM_3826
ko:K08095	mabl:MMASJCM_3279
ko:K08095	mabl:MMASJCM_4466
ko:K01990	mabl:MMASJCM_4301
ko:K00020	mabl:MMASJCM_4543
ko:K19302	mabl:MMASJCM_0203
ko:K00020	mabl:MMASJCM_1212
ko:K03722	mabl:MMASJCM_1490
ko:K15868	mabl:MMASJCM_2266
ko:K07068	mabl:MMASJCM_2595
ko:K17476	mabl:MMASJCM_4045
ko:K12952	mabl:MMASJCM_0879
ko:K01992	mabl:MMASJCM_4300
ko:K19271	mabl:MMASJCM_2988
ko:K01066	mabl:MMASJCM_0081
ko:K00059	mabl:MMASJCM_0775
ko:K01822	mabl:MMASJCM_1233
ko:K06867	mabl:MMASJCM_0154
ko:K06221	mabl:MMASJCM_2950
ko:K20261	mabl:MMASJCM_0294
ko:K14232	mabl:MMASJCM_t026
ko:K19577	mabl:MMASJCM_1448
ko:K01457	mabl:MMASJCM_1579
ko:K19710	mabl:MMASJCM_2855
ko:K00128	mabl:MMASJCM_4541
ko:K19777	mabl:MMASJCM_3225
ko:K01977	mabl:MMASJCM_r001
ko:K19777	mabl:MMASJCM_3513
ko:K01980	mabl:MMASJCM_r002
ko:K20938	mabl:MMASJCM_2429
ko:K08744	mabl:MMASJCM_2338
ko:K01431	mabl:MMASJCM_2777
ko:K15510	mabl:MMASJCM_4316
ko:K13775	mabl:MMASJCM_3964
ko:K01985	mabl:MMASJCM_r003
ko:K07068	mabl:MMASJCM_0785
ko:K05770	mabl:MMASJCM_2176
ko:K05770	mabl:MMASJCM_4336
ko:K14233	mabl:MMASJCM_t005
ko:K12132	mabl:MMASJCM_0034
ko:K12132	mabl:MMASJCM_0035
ko:K12132	mabl:MMASJCM_1143
ko:K12132	mabl:MMASJCM_4497
ko:K20074	mabl:MMASJCM_0038
ko:K20470	mabl:MMASJCM_4559
ko:K20469	mabl:MMASJCM_4576
ko:K20497	mabl:MMASJCM_1029
ko:K20467	mabl:MMASJCM_1935
ko:K20466	mabl:MMASJCM_4584
ko:K20467	mabl:MMASJCM_4583
ko:K20468	mabl:MMASJCM_4579
ko:K16048	mabl:MMASJCM_0575
ko:K22107	mabl:MMASJCM_4287
ko:K10009	mabl:MMASJCM_0273
ko:K02424	mabl:MMASJCM_0273
ko:K07749	mabl:MMASJCM_4706
ko:K05375	mabl:MMASJCM_4750
ko:K00249	mabl:MMASJCM_0320
ko:K00249	mabl:MMASJCM_1097
ko:K00249	mabl:MMASJCM_1781
ko:K00249	mabl:MMASJCM_3503
ko:K00249	mabl:MMASJCM_3509
ko:K00632	mabl:MMASJCM_0916
ko:K00632	mabl:MMASJCM_3463
ko:K00001	mabl:MMASJCM_0900
ko:K16936	mabl:MMASJCM_4800
ko:K16937	mabl:MMASJCM_4800
ko:K01768	mabl:MMASJCM_0477
ko:K01768	mabl:MMASJCM_1478
ko:K01768	mabl:MMASJCM_4578
ko:K01768	mabl:MMASJCM_4831
ko:K00130	mabl:MMASJCM_3327
ko:K08884	mabl:MMASJCM_2002
ko:K00091	mabl:MMASJCM_0708
ko:K01802	mabl:MMASJCM_0871
ko:K05977	mabl:MMASJCM_2558
ko:K01179	mabl:MMASJCM_4837
ko:K01214	mabl:MMASJCM_2656
ko:K20814	mabl:MMASJCM_2121
ko:K14222	mabl:MMASJCM_t031
ko:K14237	mabl:MMASJCM_t029
ko:K20940	mabl:MMASJCM_2192
ko:K21071	mabl:MMASJCM_3334
ko:K21140	mabl:MMASJCM_1497
ko:K21014	mabl:MMASJCM_1566
ko:K22445	mabl:MMASJCM_4222
ko:K21119	mabl:MMASJCM_1424
ko:K00821	mabl:MMASJCM_2288
ko:K21147	mabl:MMASJCM_3546
ko:K14228	mabl:MMASJCM_t019
ko:K00526	mabl:MMASJCM_3404
ko:K00526	mabl:MMASJCM_4090
ko:K02335	mabl:MMASJCM_2592
ko:K00525	mabl:MMASJCM_3421
ko:K01520	mabl:MMASJCM_3004
ko:K18955	mabl:MMASJCM_4550
ko:K18955	mabl:MMASJCM_3726
ko:K03791	mabl:MMASJCM_1882
ko:K03553	mabl:MMASJCM_3065
ko:K03465	mabl:MMASJCM_3090
ko:K00287	mabl:MMASJCM_3094
ko:K00560	mabl:MMASJCM_3095
ko:K06191	mabl:MMASJCM_3423
ko:K18955	mabl:MMASJCM_3454
ko:K18955	mabl:MMASJCM_3560
ko:K18955	mabl:MMASJCM_3603
ko:K14623	mabl:MMASJCM_3966
ko:K02314	mabl:MMASJCM_4888
ko:K01286	mabl:MMASJCM_0322
ko:K07465	mabl:MMASJCM_2106
ko:K18955	mabl:MMASJCM_0402
ko:K06217	mabl:MMASJCM_1691
ko:K02316	mabl:MMASJCM_1732
ko:K03462	mabl:MMASJCM_0956
ko:K21281	mabl:MMASJCM_2227
ko:K01167	mabl:MMASJCM_2415
ko:K00091	mabl:MMASJCM_1706
ko:K05375	mabl:MMASJCM_2205
ko:K05364	mabl:MMASJCM_0036
ko:K03636	mabl:MMASJCM_1498
ko:K21148	mabl:MMASJCM_1499
ko:K03636	mabl:MMASJCM_0816
ko:K14215	mabl:MMASJCM_1699
ko:K21200	mabl:MMASJCM_1953
ko:K00249	mabl:MMASJCM_4905
ko:K00632	mabl:MMASJCM_0370
ko:K00632	mabl:MMASJCM_1782
ko:K21401	mabl:MMASJCM_3406
ko:K21397	mabl:MMASJCM_3699
ko:K03293	mabl:MMASJCM_3883
ko:K21473	mabl:MMASJCM_2692
ko:K21480	mabl:MMASJCM_4833
ko:K21474	mabl:MMASJCM_2691
ko:K21401	mabl:MMASJCM_3948
ko:K21481	mabl:MMASJCM_0541
ko:K21471	mabl:MMASJCM_1988
ko:K02483	mabl:MMASJCM_0666
ko:K02483	mabl:MMASJCM_2560
ko:K00863	mabl:MMASJCM_0197
ko:K21691	mabl:MMASJCM_1620
ko:K21600	mabl:MMASJCM_4597
ko:K10914	mabl:MMASJCM_0409
ko:K21608	mabl:MMASJCM_1297
ko:K21687	mabl:MMASJCM_0814
ko:K10914	mabl:MMASJCM_2453
ko:K21672	mabl:MMASJCM_0256
ko:K21686	mabl:MMASJCM_4672
ko:K00344	mabl:MMASJCM_4659
ko:K00344	mabl:MMASJCM_3618
ko:K00344	mabl:MMASJCM_2723
ko:K14237	mabl:MMASJCM_t037
ko:K14228	mabl:MMASJCM_t030
ko:K14232	mabl:MMASJCM_t009
ko:K14220	mabl:MMASJCM_t027
ko:K21885	mabl:MMASJCM_2581
ko:K14228	mabl:MMASJCM_t021
ko:K14230	mabl:MMASJCM_t041
ko:K21961	mabl:MMASJCM_1042
ko:K21961	mabl:MMASJCM_0901
ko:K21962	mabl:MMASJCM_2695
ko:K21992	mabl:MMASJCM_3126
ko:K14229	mabl:MMASJCM_t012
ko:K14224	mabl:MMASJCM_t013
ko:K14219	mabl:MMASJCM_t016
ko:K14225	mabl:MMASJCM_t046
ko:K14236	mabl:MMASJCM_t045
ko:K00936	mabl:MMASJCM_3561
ko:K22010	mabl:MMASJCM_2603
ko:K14225	mabl:MMASJCM_t025
ko:K14229	mabl:MMASJCM_t022
ko:K22044	mabl:MMASJCM_3499
ko:K22044	mabl:MMASJCM_1429
ko:K14223	mabl:MMASJCM_t018
ko:K14227	mabl:MMASJCM_t001
ko:K14225	mabl:MMASJCM_t035
ko:K14222	mabl:MMASJCM_t036
ko:K14234	mabl:MMASJCM_t044
ko:K14221	mabl:MMASJCM_t014
ko:K14233	mabl:MMASJCM_t007
ko:K14233	mabl:MMASJCM_t008
ko:K22107	mabl:MMASJCM_0568
ko:K14218	mabl:MMASJCM_t040
ko:K03595	mabl:MMASJCM_1695
ko:K14219	mabl:MMASJCM_t006
ko:K14230	mabl:MMASJCM_t028
ko:K14228	mabl:MMASJCM_t003
ko:K14218	mabl:MMASJCM_t017
ko:K22108	mabl:MMASJCM_0588
ko:K14232	mabl:MMASJCM_t032
ko:K14230	mabl:MMASJCM_t043
ko:K14235	mabl:MMASJCM_t042
ko:K14223	mabl:MMASJCM_t039
ko:K14219	mabl:MMASJCM_t024
ko:K00467	mabl:MMASJCM_2075
ko:K22219	mabl:MMASJCM_2559
ko:K14224	mabl:MMASJCM_t038
ko:K14234	mabl:MMASJCM_t010
ko:K14226	mabl:MMASJCM_t023
ko:K14219	mabl:MMASJCM_t020
ko:K14234	mabl:MMASJCM_t011
ko:K22270	mabl:MMASJCM_0287
ko:K22187	mabl:MMASJCM_0771
ko:K17758	mabl:MMASJCM_3754
ko:K17759	mabl:MMASJCM_3754
ko:K22303	mabl:MMASJCM_4295
ko:K22297	mabl:MMASJCM_2418
ko:K22306	mabl:MMASJCM_1645
ko:K02257	mabl:MMASJCM_2724
ko:K22336	mabl:MMASJCM_0130
ko:K22311	mabl:MMASJCM_2853
ko:K22303	mabl:MMASJCM_0089
ko:K22316	mabl:MMASJCM_1913
ko:K22336	mabl:MMASJCM_0131
ko:K01267	mabl:MMASJCM_0693
ko:K22295	mabl:MMASJCM_0088
ko:K22298	mabl:MMASJCM_1702
ko:K01551	mabl:MMASJCM_1996
ko:K01505	mabl:MMASJCM_1728
ko:K11206	mabl:MMASJCM_4160
ko:K00590	mabl:MMASJCM_3978
ko:K00728	mabl:MMASJCM_1132
ko:K22468	mabl:MMASJCM_4221
ko:K22468	mabl:MMASJCM_1066
ko:K07566	mabl:MMASJCM_1463
ko:K08300	mabl:MMASJCM_1631
ko:K08301	mabl:MMASJCM_1631
