ko:K13967	bmee:DK62_3016
ko:K07001	bmee:DK62_3187
ko:K07263	bmee:DK62_3188
ko:K07263	bmee:DK62_3189
ko:K08316	bmee:DK62_3190
ko:K06178	bmee:DK62_3191
ko:K12262	bmee:DK62_3193
ko:K01870	bmee:DK62_3195
ko:K11753	bmee:DK62_3196
ko:K04078	bmee:DK62_3198
ko:K04077	bmee:DK62_3199
ko:K01679	bmee:DK62_3201
ko:K15977	bmee:DK62_3202
ko:K02429	bmee:DK62_3203
ko:K00765	bmee:DK62_3204
ko:K02502	bmee:DK62_3205
ko:K01892	bmee:DK62_3206
ko:K01246	bmee:DK62_3208
ko:K06221	bmee:DK62_3210
ko:K11473	bmee:DK62_3211
ko:K11472	bmee:DK62_3212
ko:K01760	bmee:DK62_665
ko:K00939	bmee:DK62_681
ko:K03303	bmee:DK62_687
ko:K03303	bmee:DK62_688
ko:K01784	bmee:DK62_691
ko:K01933	bmee:DK62_695
ko:K11175	bmee:DK62_696
ko:K07115	bmee:DK62_701
ko:K01166	bmee:DK62_703
ko:K00799	bmee:DK62_704
ko:K16079	bmee:DK62_705
ko:K03703	bmee:DK62_707
ko:K03636	bmee:DK62_709
ko:K03635	bmee:DK62_710
ko:K09914	bmee:DK62_711
ko:K00940	bmee:DK62_712
ko:K06158	bmee:DK62_714
ko:K02339	bmee:DK62_716
ko:K01255	bmee:DK62_717
ko:K07091	bmee:DK62_718
ko:K11720	bmee:DK62_719
ko:K04744	bmee:DK62_720
ko:K03495	bmee:DK62_1523
ko:K03501	bmee:DK62_1524
ko:K02340	bmee:DK62_1527
ko:K05833	bmee:DK62_1528
ko:K05832	bmee:DK62_1529
ko:K01989	bmee:DK62_1530
ko:K02529	bmee:DK62_1533
ko:K00059	bmee:DK62_1545
ko:K04085	bmee:DK62_1552
ko:K01962	bmee:DK62_1554
ko:K04763	bmee:DK62_1555
ko:K00891	bmee:DK62_1557
ko:K01735	bmee:DK62_1558
ko:K05527	bmee:DK62_1560
ko:K09883	bmee:DK62_1563
ko:K01534	bmee:DK62_1566
ko:K02902	bmee:DK62_1569
ko:K09125	bmee:DK62_1570
ko:K11381	bmee:DK62_2372
ko:K02035	bmee:DK62_2373
ko:K00627	bmee:DK62_2374
ko:K02033	bmee:DK62_2376
ko:K02034	bmee:DK62_2377
ko:K00135	bmee:DK62_2381
ko:K07304	bmee:DK62_2386
ko:K03745	bmee:DK62_2387
ko:K00761	bmee:DK62_2388
ko:K03183	bmee:DK62_2390
ko:K03688	bmee:DK62_2391
ko:K13038	bmee:DK62_2393
ko:K02837	bmee:DK62_2392
ko:K06131	bmee:DK62_2395
ko:K00154	bmee:DK62_2397
ko:K00154	bmee:DK62_2398
ko:K04719	bmee:DK62_2402
ko:K01834	bmee:DK62_2405
ko:K00215	bmee:DK62_2406
ko:K06147	bmee:DK62_2407
ko:K00845	bmee:DK62_2408
ko:K01734	bmee:DK62_2409
ko:K07261	bmee:DK62_2410
ko:K00799	bmee:DK62_2413
ko:K06153	bmee:DK62_2415
ko:K00329	bmee:DK62_2416
ko:K00356	bmee:DK62_2416
ko:K03596	bmee:DK62_2417
ko:K07461	bmee:DK62_2418
ko:K07401	bmee:DK62_2419
ko:K09760	bmee:DK62_2420
ko:K01462	bmee:DK62_2421
ko:K00604	bmee:DK62_2422
ko:K06173	bmee:DK62_2423
ko:K00104	bmee:DK62_3213
ko:K09794	bmee:DK62_3217
ko:K08738	bmee:DK62_3218
ko:K03771	bmee:DK62_721
ko:K00097	bmee:DK62_722
ko:K02528	bmee:DK62_723
ko:K05786	bmee:DK62_725
ko:K01649	bmee:DK62_726
ko:K01883	bmee:DK62_729
ko:K06895	bmee:DK62_730
ko:K01465	bmee:DK62_737
ko:K06980	bmee:DK62_738
ko:K03584	bmee:DK62_740
ko:K03685	bmee:DK62_743
ko:K03100	bmee:DK62_744
ko:K00997	bmee:DK62_745
ko:K09928	bmee:DK62_746
ko:K08223	bmee:DK62_748
ko:K00762	bmee:DK62_751
ko:K03060	bmee:DK62_753
ko:K03664	bmee:DK62_756
ko:K01714	bmee:DK62_757
ko:K08309	bmee:DK62_758
ko:K00817	bmee:DK62_765
ko:K07126	bmee:DK62_769
ko:K01241	bmee:DK62_775
ko:K01142	bmee:DK62_1580
ko:K06188	bmee:DK62_1582
ko:K09812	bmee:DK62_1584
ko:K09811	bmee:DK62_1585
ko:K00655	bmee:DK62_1587
ko:K01507	bmee:DK62_1588
ko:K02221	bmee:DK62_1589
ko:K07232	bmee:DK62_1591
ko:K00220	bmee:DK62_1592
ko:K00817	bmee:DK62_1594
ko:K00760	bmee:DK62_1596
ko:K01586	bmee:DK62_1598
ko:K01755	bmee:DK62_1600
ko:K09768	bmee:DK62_1602
ko:K07058	bmee:DK62_1603
ko:K10026	bmee:DK62_1607
ko:K01737	bmee:DK62_1608
ko:K06920	bmee:DK62_1609
ko:K03521	bmee:DK62_1610
ko:K03522	bmee:DK62_1611
ko:K00074	bmee:DK62_1612
ko:K01738	bmee:DK62_1613
ko:K01761	bmee:DK62_1615
ko:K01424	bmee:DK62_1617
ko:K01424	bmee:DK62_1619
ko:K09972	bmee:DK62_1620
ko:K01744	bmee:DK62_1621
ko:K01480	bmee:DK62_1622
ko:K02029	bmee:DK62_1623
ko:K02030	bmee:DK62_1624
ko:K02030	bmee:DK62_1625
ko:K01439	bmee:DK62_2425
ko:K00674	bmee:DK62_2427
ko:K06966	bmee:DK62_2428
ko:K07025	bmee:DK62_2429
ko:K00930	bmee:DK62_2430
ko:K03978	bmee:DK62_2431
ko:K03217	bmee:DK62_2432
ko:K03536	bmee:DK62_2433
ko:K08169	bmee:DK62_2437
ko:K00128	bmee:DK62_2439
ko:K00059	bmee:DK62_2440
ko:K02035	bmee:DK62_2441
ko:K02033	bmee:DK62_2442
ko:K02034	bmee:DK62_2443
ko:K02433	bmee:DK62_2446
ko:K02342	bmee:DK62_2447
ko:K15736	bmee:DK62_2448
ko:K00799	bmee:DK62_2452
ko:K02014	bmee:DK62_2455
ko:K10439	bmee:DK62_2458
ko:K10441	bmee:DK62_2459
ko:K10440	bmee:DK62_2460
ko:K10440	bmee:DK62_2461
ko:K17247	bmee:DK62_2463
ko:K06999	bmee:DK62_2465
ko:K01470	bmee:DK62_2468
ko:K07010	bmee:DK62_2473
ko:K01161	bmee:DK62_2815
ko:K05366	bmee:DK62_1291
ko:K14222	bmee:DK62_2817
ko:K14220	bmee:DK62_2810
ko:K07171	bmee:DK62_2342
ko:K18954	bmee:DK62_2793
ko:K00335	bmee:DK62_599
ko:K16898	bmee:DK62_1480
ko:K03497	bmee:DK62_2247
ko:K03496	bmee:DK62_2248
ko:K19055	bmee:DK62_2560
ko:K14224	bmee:DK62_1892
ko:K14224	bmee:DK62_150
ko:K09472	bmee:DK62_2279
ko:K00020	bmee:DK62_114
ko:K07484	bmee:DK62_2878
ko:K18979	bmee:DK62_2412
ko:K03526	bmee:DK62_1783
ko:K07483	bmee:DK62_2877
ko:K07483	bmee:DK62_869
ko:K02483	bmee:DK62_3165
ko:K07335	bmee:DK62_2238
ko:K03761	bmee:DK62_2077
ko:K16899	bmee:DK62_1481
ko:K04565	bmee:DK62_2737
ko:K03111	bmee:DK62_319
ko:K03194	bmee:DK62_2182
ko:K03201	bmee:DK62_2187
ko:K03202	bmee:DK62_2188
ko:K03203	bmee:DK62_2189
ko:K03204	bmee:DK62_2190
ko:K03196	bmee:DK62_2192
ko:K00446	bmee:DK62_2290
ko:K03496	bmee:DK62_1525
ko:K03497	bmee:DK62_1526
ko:K02483	bmee:DK62_787
ko:K00611	bmee:DK62_1081
ko:K18996	bmee:DK62_2246
ko:K19232	bmee:DK62_1333
ko:K19231	bmee:DK62_2301
ko:K02032	bmee:DK62_2445
ko:K13581	bmee:DK62_911
ko:K13642	bmee:DK62_3100
ko:K07497	bmee:DK62_2383
ko:K07492	bmee:DK62_2602
ko:K02032	bmee:DK62_3023
ko:K00020	bmee:DK62_469
ko:K12448	bmee:DK62_2891
ko:K04747	bmee:DK62_3151
ko:K00529	bmee:DK62_2713
ko:K00798	bmee:DK62_1606
ko:K07492	bmee:DK62_498
ko:K07492	bmee:DK62_2651
ko:K07492	bmee:DK62_441
ko:K01621	bmee:DK62_3041
ko:K01239	bmee:DK62_2242
ko:K19181	bmee:DK62_1534
ko:K02032	bmee:DK62_2379
ko:K08678	bmee:DK62_2892
ko:K00102	bmee:DK62_29
ko:K01985	bmee:DK62_1709
ko:K01985	bmee:DK62_2338
ko:K01985	bmee:DK62_1909
ko:K01710	bmee:DK62_2598
ko:K22468	bmee:DK62_1086
ko:K02032	bmee:DK62_2665
ko:K00344	bmee:DK62_3035
ko:K19221	bmee:DK62_122
ko:K07492	bmee:DK62_875
ko:K07492	bmee:DK62_2882
ko:K07497	bmee:DK62_887
ko:K00001	bmee:DK62_559
ko:K01992	bmee:DK62_2959
ko:K01992	bmee:DK62_82
ko:K19342	bmee:DK62_3121
ko:K07497	bmee:DK62_2115
ko:K07497	bmee:DK62_2340
ko:K07497	bmee:DK62_885
ko:K07497	bmee:DK62_886
ko:K06041	bmee:DK62_2178
ko:K02032	bmee:DK62_2361
ko:K11080	bmee:DK62_2349
ko:K09691	bmee:DK62_882
ko:K04771	bmee:DK62_44
ko:K00001	bmee:DK62_3026
ko:K07498	bmee:DK62_1716
ko:K00525	bmee:DK62_3088
ko:K19340	bmee:DK62_3123
ko:K19341	bmee:DK62_3122
ko:K02032	bmee:DK62_2355
ko:K02031	bmee:DK62_2362
ko:K02031	bmee:DK62_2378
ko:K02031	bmee:DK62_2444
ko:K09690	bmee:DK62_881
ko:K09386	bmee:DK62_1097
ko:K17686	bmee:DK62_1195
ko:K19713	bmee:DK62_3055
ko:K07102	bmee:DK62_1483
ko:K19689	bmee:DK62_1440
ko:K00992	bmee:DK62_1482
ko:K17722	bmee:DK62_1098
ko:K19777	bmee:DK62_3064
ko:K14218	bmee:DK62_1590
ko:K00799	bmee:DK62_468
ko:K00632	bmee:DK62_2798
ko:K08744	bmee:DK62_708
ko:K07147	bmee:DK62_2464
ko:K19802	bmee:DK62_405
ko:K07497	bmee:DK62_870
ko:K09796	bmee:DK62_1351
ko:K20265	bmee:DK62_3067
ko:K02483	bmee:DK62_2949
ko:K00525	bmee:DK62_381
ko:K00526	bmee:DK62_3087
ko:K14230	bmee:DK62_1710
ko:K14230	bmee:DK62_2339
ko:K14230	bmee:DK62_1910
ko:K14237	bmee:DK62_2205
ko:K14221	bmee:DK62_3082
ko:K14221	bmee:DK62_606
ko:K14232	bmee:DK62_686
ko:K14231	bmee:DK62_1135
ko:K14234	bmee:DK62_1125
ko:K14234	bmee:DK62_482
ko:K14234	bmee:DK62_2617
ko:K14219	bmee:DK62_1109
ko:K14219	bmee:DK62_457
ko:K14219	bmee:DK62_1546
ko:K14223	bmee:DK62_890
ko:K14223	bmee:DK62_1929
ko:K14233	bmee:DK62_762
ko:K14233	bmee:DK62_1717
ko:K14233	bmee:DK62_2874
ko:K14233	bmee:DK62_2384
ko:K14228	bmee:DK62_515
ko:K14228	bmee:DK62_375
ko:K14228	bmee:DK62_1628
ko:K14228	bmee:DK62_2404
ko:K14224	bmee:DK62_149
ko:K14225	bmee:DK62_2436
ko:K14225	bmee:DK62_2559
ko:K14225	bmee:DK62_455
ko:K14228	bmee:DK62_346
ko:K14228	bmee:DK62_339
ko:K14232	bmee:DK62_628
ko:K14232	bmee:DK62_1219
ko:K14237	bmee:DK62_607
ko:K14237	bmee:DK62_458
ko:K14235	bmee:DK62_176
ko:K14236	bmee:DK62_173
ko:K14229	bmee:DK62_2846
ko:K20539	bmee:DK62_1904
ko:K03197	bmee:DK62_2183
ko:K03198	bmee:DK62_2184
ko:K03200	bmee:DK62_2186
ko:K03296	bmee:DK62_1105
ko:K00304	bmee:DK62_1186
ko:K03199	bmee:DK62_2185
ko:K03195	bmee:DK62_2191
ko:K11529	bmee:DK62_1031
ko:K16011	bmee:DK62_3060
ko:K21054	bmee:DK62_2588
ko:K21062	bmee:DK62_3157
ko:K21137	bmee:DK62_2539
ko:K22025	bmee:DK62_2112
ko:K00821	bmee:DK62_1082
ko:K21136	bmee:DK62_2538
ko:K13609	bmee:DK62_3156
ko:K21134	bmee:DK62_2540
ko:K01520	bmee:DK62_1871
ko:K03553	bmee:DK62_221
ko:K01286	bmee:DK62_252
ko:K02316	bmee:DK62_2051
ko:K06191	bmee:DK62_3090
ko:K06217	bmee:DK62_1434
ko:K01286	bmee:DK62_1550
ko:K09882	bmee:DK62_1562
ko:K06952	bmee:DK62_739
ko:K03676	bmee:DK62_1692
ko:K00560	bmee:DK62_39
ko:K00287	bmee:DK62_40
ko:K02314	bmee:DK62_949
ko:K02004	bmee:DK62_1874
ko:K02483	bmee:DK62_795
ko:K01740	bmee:DK62_616
ko:K01738	bmee:DK62_616
ko:K09017	bmee:DK62_1102
ko:K00108	bmee:DK62_850
ko:K00108	bmee:DK62_852
ko:K01802	bmee:DK62_327
ko:K09017	bmee:DK62_1101
ko:K09806	bmee:DK62_2012
ko:K01139	bmee:DK62_752
ko:K02335	bmee:DK62_1286
ko:K00015	bmee:DK62_1410
ko:K07497	bmee:DK62_677
ko:K01649	bmee:DK62_728
ko:K01649	bmee:DK62_727
ko:K21420	bmee:DK62_650
ko:K21470	bmee:DK62_644
ko:K21470	bmee:DK62_459
ko:K01420	bmee:DK62_750
ko:K21603	bmee:DK62_2310
ko:K21564	bmee:DK62_3118
ko:K21697	bmee:DK62_2135
ko:K21564	bmee:DK62_3137
ko:K00344	bmee:DK62_2863
ko:K00875	bmee:DK62_3131
ko:K21832	bmee:DK62_2069
ko:K19591	bmee:DK62_1196
ko:K21910	bmee:DK62_2584
ko:K21948	bmee:DK62_2109
ko:K21929	bmee:DK62_755
ko:K21929	bmee:DK62_778
ko:K05802	bmee:DK62_106
ko:K08319	bmee:DK62_2108
ko:K22131	bmee:DK62_2110
ko:K22130	bmee:DK62_2113
ko:K03595	bmee:DK62_742
ko:K22187	bmee:DK62_1207
ko:K22310	bmee:DK62_1263
ko:K11991	bmee:DK62_3192
ko:K02257	bmee:DK62_932
ko:K11206	bmee:DK62_1693
ko:K00424	bmee:DK62_2917
ko:K22548	bmee:DK62_1049
