ko:K22350	ppun:PP4_25610
ko:K01434	ppun:PP4_52290
ko:K02029	ppun:PP4_52320
ko:K02029	ppun:PP4_52330
ko:K02073	ppun:PP4_52340
ko:K07002	ppun:PP4_52360
ko:K03561	ppun:PP4_52380
ko:K03832	ppun:PP4_52390
ko:K02045	ppun:PP4_52400
ko:K02047	ppun:PP4_52410
ko:K02046	ppun:PP4_52420
ko:K02048	ppun:PP4_52430
ko:K11074	ppun:PP4_52490
ko:K11075	ppun:PP4_52500
ko:K11076	ppun:PP4_52510
ko:K11073	ppun:PP4_52520
ko:K11073	ppun:PP4_52530
ko:K12256	ppun:PP4_52540
ko:K01915	ppun:PP4_52550
ko:K01915	ppun:PP4_52560
ko:K14682	ppun:PP4_52570
ko:K01438	ppun:PP4_52580
ko:K05800	ppun:PP4_52600
ko:K14475	ppun:PP4_09920
ko:K02379	ppun:PP4_02780
ko:K08312	ppun:PP4_02810
ko:K10126	ppun:PP4_02840
ko:K10125	ppun:PP4_02850
ko:K01790	ppun:PP4_02860
ko:K10536	ppun:PP4_02870
ko:K02029	ppun:PP4_03040
ko:K02029	ppun:PP4_03050
ko:K11735	ppun:PP4_03080
ko:K03575	ppun:PP4_03120
ko:K07289	ppun:PP4_03130
ko:K01693	ppun:PP4_03150
ko:K02501	ppun:PP4_03160
ko:K01814	ppun:PP4_03180
ko:K02500	ppun:PP4_03190
ko:K02000	ppun:PP4_03200
ko:K02001	ppun:PP4_03210
ko:K02002	ppun:PP4_03220
ko:K01752	ppun:PP4_03230
ko:K14441	ppun:PP4_11380
ko:K03549	ppun:PP4_11390
ko:K14205	ppun:PP4_11410
ko:K02346	ppun:PP4_11420
ko:K01881	ppun:PP4_11440
ko:K03745	ppun:PP4_11470
ko:K03704	ppun:PP4_11480
ko:K04047	ppun:PP4_11490
ko:K01876	ppun:PP4_11520
ko:K01159	ppun:PP4_11540
ko:K03550	ppun:PP4_11550
ko:K03551	ppun:PP4_11560
ko:K01075	ppun:PP4_11570
ko:K03562	ppun:PP4_11580
ko:K03641	ppun:PP4_11610
ko:K03640	ppun:PP4_11620
ko:K10026	ppun:PP4_11640
ko:K06920	ppun:PP4_11650
ko:K14052	ppun:PP4_11680
ko:K03517	ppun:PP4_11700
ko:K03564	ppun:PP4_11750
ko:K03567	ppun:PP4_11760
ko:K01714	ppun:PP4_11770
ko:K07287	ppun:PP4_11780
ko:K01923	ppun:PP4_11800
ko:K03088	ppun:PP4_11890
ko:K09816	ppun:PP4_20030
ko:K09817	ppun:PP4_20040
ko:K07262	ppun:PP4_20120
ko:K00014	ppun:PP4_20200
ko:K03412	ppun:PP4_20290
ko:K00074	ppun:PP4_20330
ko:K03449	ppun:PP4_20370
ko:K00375	ppun:PP4_20380
ko:K01638	ppun:PP4_20400
ko:K11477	ppun:PP4_20410
ko:K11473	ppun:PP4_20420
ko:K11472	ppun:PP4_20430
ko:K11474	ppun:PP4_20450
ko:K06995	ppun:PP4_20510
ko:K08368	ppun:PP4_20520
ko:K00286	ppun:PP4_20530
ko:K13747	ppun:PP4_28800
ko:K00012	ppun:PP4_28830
ko:K08679	ppun:PP4_28840
ko:K00116	ppun:PP4_28880
ko:K11892	ppun:PP4_28970
ko:K07160	ppun:PP4_29000
ko:K00793	ppun:PP4_29030
ko:K03762	ppun:PP4_29050
ko:K01698	ppun:PP4_29060
ko:K07178	ppun:PP4_29070
ko:K11735	ppun:PP4_29080
ko:K15736	ppun:PP4_29090
ko:K15737	ppun:PP4_29100
ko:K15735	ppun:PP4_29110
ko:K01883	ppun:PP4_29140
ko:K01886	ppun:PP4_29150
ko:K03269	ppun:PP4_29170
ko:K09800	ppun:PP4_29250
ko:K03320	ppun:PP4_37420
ko:K01129	ppun:PP4_37460
ko:K07690	ppun:PP4_37470
ko:K07679	ppun:PP4_37480
ko:K09923	ppun:PP4_37490
ko:K07259	ppun:PP4_37500
ko:K12297	ppun:PP4_37520
ko:K02575	ppun:PP4_37570
ko:K03088	ppun:PP4_37610
ko:K16074	ppun:PP4_37640
ko:K02553	ppun:PP4_37650
ko:K09773	ppun:PP4_37680
ko:K15371	ppun:PP4_37690
ko:K01586	ppun:PP4_37720
ko:K03088	ppun:PP4_37730
ko:K16088	ppun:PP4_37750
ko:K03827	ppun:PP4_37800
ko:K03543	ppun:PP4_37830
ko:K13639	ppun:PP4_37880
ko:K03300	ppun:PP4_37910
ko:K03789	ppun:PP4_45780
ko:K05805	ppun:PP4_45830
ko:K00931	ppun:PP4_45840
ko:K03979	ppun:PP4_45850
ko:K02899	ppun:PP4_45860
ko:K02888	ppun:PP4_45870
ko:K02523	ppun:PP4_45880
ko:K06193	ppun:PP4_45890
ko:K03773	ppun:PP4_45910
ko:K00262	ppun:PP4_46000
ko:K00600	ppun:PP4_46040
ko:K02168	ppun:PP4_46060
ko:K00024	ppun:PP4_46090
ko:K02654	ppun:PP4_46250
ko:K00859	ppun:PP4_46260
ko:K09862	ppun:PP4_46270
ko:K03885	ppun:PP4_46310
ko:K06131	ppun:PP4_54270
ko:K00574	ppun:PP4_54280
ko:K00382	ppun:PP4_54290
ko:K00820	ppun:PP4_54300
ko:K04042	ppun:PP4_54320
ko:K02114	ppun:PP4_54330
ko:K02112	ppun:PP4_54340
ko:K02115	ppun:PP4_54350
ko:K02111	ppun:PP4_54360
ko:K02113	ppun:PP4_54370
ko:K02109	ppun:PP4_54380
ko:K02110	ppun:PP4_54390
ko:K02108	ppun:PP4_54400
ko:K03501	ppun:PP4_54440
ko:K03495	ppun:PP4_54450
ko:K03650	ppun:PP4_54460
ko:K03217	ppun:PP4_54470
ko:K03536	ppun:PP4_54480
ko:K02914	ppun:PP4_54490
ko:K02355	ppun:PP4_04840
ko:K02358	ppun:PP4_04850
ko:K02946	ppun:PP4_04860
ko:K02906	ppun:PP4_04870
ko:K02926	ppun:PP4_04880
ko:K02892	ppun:PP4_04890
ko:K02886	ppun:PP4_04900
ko:K02965	ppun:PP4_04910
ko:K02890	ppun:PP4_04920
ko:K02982	ppun:PP4_04930
ko:K02878	ppun:PP4_04940
ko:K02904	ppun:PP4_04950
ko:K02961	ppun:PP4_04960
ko:K02874	ppun:PP4_04970
ko:K02895	ppun:PP4_04980
ko:K02931	ppun:PP4_04990
ko:K02954	ppun:PP4_05000
ko:K02994	ppun:PP4_05010
ko:K02933	ppun:PP4_05020
ko:K02881	ppun:PP4_05030
ko:K02988	ppun:PP4_05040
ko:K02907	ppun:PP4_05050
ko:K02876	ppun:PP4_05060
ko:K03076	ppun:PP4_05070
ko:K02919	ppun:PP4_05080
ko:K02952	ppun:PP4_05090
ko:K02948	ppun:PP4_05100
ko:K02986	ppun:PP4_05110
ko:K03040	ppun:PP4_05120
ko:K02879	ppun:PP4_05130
ko:K03781	ppun:PP4_05140
ko:K03594	ppun:PP4_05150
ko:K03701	ppun:PP4_05160
ko:K07090	ppun:PP4_05210
ko:K00123	ppun:PP4_05230
ko:K02380	ppun:PP4_05260
ko:K01042	ppun:PP4_05270
ko:K03833	ppun:PP4_05280
ko:K03310	ppun:PP4_05300
ko:K07090	ppun:PP4_05330
ko:K00067	ppun:PP4_05350
ko:K07275	ppun:PP4_05390
ko:K09950	ppun:PP4_05400
ko:K05774	ppun:PP4_13530
ko:K00382	ppun:PP4_13570
ko:K09699	ppun:PP4_13580
ko:K00167	ppun:PP4_13590
ko:K00166	ppun:PP4_13600
ko:K01915	ppun:PP4_13620
ko:K02399	ppun:PP4_13650
ko:K02398	ppun:PP4_13660
ko:K02386	ppun:PP4_13670
ko:K03415	ppun:PP4_13680
ko:K02387	ppun:PP4_13700
ko:K02388	ppun:PP4_13710
ko:K02389	ppun:PP4_13720
ko:K02390	ppun:PP4_13730
ko:K02391	ppun:PP4_13750
ko:K02392	ppun:PP4_13760
ko:K02393	ppun:PP4_13770
ko:K02394	ppun:PP4_13780
ko:K02395	ppun:PP4_13790
ko:K02396	ppun:PP4_13800
ko:K02397	ppun:PP4_13810
ko:K00648	ppun:PP4_13820
ko:K02406	ppun:PP4_13830
ko:K02407	ppun:PP4_13850
ko:K02422	ppun:PP4_13860
ko:K10941	ppun:PP4_13880
ko:K00978	ppun:PP4_13890
ko:K01709	ppun:PP4_13900
ko:K12452	ppun:PP4_13910
ko:K01652	ppun:PP4_13930
ko:K01091	ppun:PP4_13940
ko:K02408	ppun:PP4_14040
ko:K02409	ppun:PP4_14050
ko:K07112	ppun:PP4_22190
ko:K01707	ppun:PP4_22280
ko:K07010	ppun:PP4_22290
ko:K00285	ppun:PP4_22310
ko:K02029	ppun:PP4_22320
ko:K02029	ppun:PP4_22330
ko:K00832	ppun:PP4_22370
ko:K03837	ppun:PP4_22390
ko:K11065	ppun:PP4_22400
ko:K07799	ppun:PP4_22410
ko:K07788	ppun:PP4_22420
ko:K07789	ppun:PP4_22430
ko:K03088	ppun:PP4_22490
ko:K01438	ppun:PP4_22600
ko:K07267	ppun:PP4_22610
ko:K05358	ppun:PP4_22620
ko:K07088	ppun:PP4_22700
ko:K03924	ppun:PP4_31040
ko:K03808	ppun:PP4_31090
ko:K03808	ppun:PP4_31100
ko:K06192	ppun:PP4_31110
ko:K09857	ppun:PP4_31120
ko:K06076	ppun:PP4_31130
ko:K00281	ppun:PP4_31290
ko:K07395	ppun:PP4_31500
ko:K08967	ppun:PP4_39470
ko:K05820	ppun:PP4_39480
ko:K01736	ppun:PP4_39490
ko:K07320	ppun:PP4_39520
ko:K01495	ppun:PP4_39560
ko:K05782	ppun:PP4_39590
ko:K01591	ppun:PP4_39660
ko:K02237	ppun:PP4_39680
ko:K02472	ppun:PP4_39700
ko:K00973	ppun:PP4_39780
ko:K00067	ppun:PP4_39790
ko:K13007	ppun:PP4_39820
ko:K05789	ppun:PP4_39940
ko:K05788	ppun:PP4_39970
ko:K02945	ppun:PP4_39990
ko:K00945	ppun:PP4_40000
ko:K03579	ppun:PP4_47870
ko:K01576	ppun:PP4_48080
ko:K05548	ppun:PP4_48130
ko:K01502	ppun:PP4_48150
ko:K03381	ppun:PP4_48170
ko:K05550	ppun:PP4_48200
ko:K05549	ppun:PP4_48210
ko:K03579	ppun:PP4_48300
ko:K10439	ppun:PP4_19040
ko:K11066	ppun:PP4_01220
ko:K11384	ppun:PP4_01250
ko:K11102	ppun:PP4_01300
ko:K02065	ppun:PP4_01340
ko:K02066	ppun:PP4_01350
ko:K03324	ppun:PP4_01380
ko:K03300	ppun:PP4_01400
ko:K00325	ppun:PP4_01480
ko:K00324	ppun:PP4_01490
ko:K00324	ppun:PP4_01500
ko:K00252	ppun:PP4_01520
ko:K03088	ppun:PP4_01560
ko:K12542	ppun:PP4_01610
ko:K12541	ppun:PP4_01620
ko:K03119	ppun:PP4_01660
ko:K03088	ppun:PP4_09770
ko:K03597	ppun:PP4_09780
ko:K03598	ppun:PP4_09790
ko:K03596	ppun:PP4_09810
ko:K03100	ppun:PP4_09820
ko:K03685	ppun:PP4_09830
ko:K03584	ppun:PP4_09850
ko:K03474	ppun:PP4_09860
ko:K07644	ppun:PP4_09870
ko:K15257	ppun:PP4_09900
ko:K15256	ppun:PP4_09910
ko:K01338	ppun:PP4_09930
ko:K00117	ppun:PP4_09940
ko:K07267	ppun:PP4_09950
ko:K03724	ppun:PP4_10040
ko:K03576	ppun:PP4_10060
ko:K02442	ppun:PP4_10080
ko:K17061	ppun:PP4_10090
ko:K17060	ppun:PP4_10100
ko:K10004	ppun:PP4_10110
ko:K10002	ppun:PP4_10120
ko:K10003	ppun:PP4_10130
ko:K10001	ppun:PP4_10140
ko:K00111	ppun:PP4_10160
ko:K02444	ppun:PP4_10170
ko:K00864	ppun:PP4_10180
ko:K02440	ppun:PP4_10190
ko:K00611	ppun:PP4_10220
ko:K07390	ppun:PP4_10240
ko:K03594	ppun:PP4_10250
ko:K02192	ppun:PP4_10260
ko:K03683	ppun:PP4_10280
ko:K01465	ppun:PP4_10290
ko:K15977	ppun:PP4_18450
ko:K08482	ppun:PP4_18480
ko:K03563	ppun:PP4_18500
ko:K03168	ppun:PP4_18510
ko:K02018	ppun:PP4_18530
ko:K02020	ppun:PP4_18540
ko:K00459	ppun:PP4_18550
ko:K00963	ppun:PP4_18610
ko:K03387	ppun:PP4_18640
ko:K09915	ppun:PP4_18660
ko:K07862	ppun:PP4_18670
ko:K03717	ppun:PP4_18680
ko:K01150	ppun:PP4_18760
ko:K07552	ppun:PP4_18820
ko:K00154	ppun:PP4_27230
ko:K02029	ppun:PP4_27330
ko:K02029	ppun:PP4_27340
ko:K06204	ppun:PP4_27390
ko:K02909	ppun:PP4_27400
ko:K01266	ppun:PP4_27450
ko:K01652	ppun:PP4_27490
ko:K07018	ppun:PP4_27510
ko:K02029	ppun:PP4_27530
ko:K05559	ppun:PP4_35880
ko:K05560	ppun:PP4_35890
ko:K05561	ppun:PP4_35900
ko:K05562	ppun:PP4_35910
ko:K05563	ppun:PP4_35920
ko:K05564	ppun:PP4_35930
ko:K06204	ppun:PP4_35970
ko:K01895	ppun:PP4_36020
ko:K03430	ppun:PP4_36060
ko:K05306	ppun:PP4_36070
ko:K00606	ppun:PP4_36080
ko:K08303	ppun:PP4_36110
ko:K07233	ppun:PP4_36130
ko:K06916	ppun:PP4_36170
ko:K06169	ppun:PP4_36280
ko:K00126	ppun:PP4_36300
ko:K00123	ppun:PP4_36310
ko:K01892	ppun:PP4_44210
ko:K15539	ppun:PP4_44230
ko:K02656	ppun:PP4_44240
ko:K06941	ppun:PP4_44250
ko:K00940	ppun:PP4_44260
ko:K04755	ppun:PP4_44280
ko:K04044	ppun:PP4_44290
ko:K04082	ppun:PP4_44300
ko:K04487	ppun:PP4_44330
ko:K13643	ppun:PP4_44340
ko:K00640	ppun:PP4_44350
ko:K15396	ppun:PP4_44360
ko:K03074	ppun:PP4_44390
ko:K03072	ppun:PP4_44400
ko:K03210	ppun:PP4_44410
ko:K00773	ppun:PP4_44420
ko:K07568	ppun:PP4_44430
ko:K02042	ppun:PP4_44520
ko:K02042	ppun:PP4_44530
ko:K02041	ppun:PP4_44540
ko:K02044	ppun:PP4_44550
ko:K01008	ppun:PP4_44560
ko:K06917	ppun:PP4_44570
ko:K06940	ppun:PP4_44610
ko:K14261	ppun:PP4_44630
ko:K02300	ppun:PP4_44650
ko:K02299	ppun:PP4_44660
ko:K02298	ppun:PP4_44670
ko:K02297	ppun:PP4_44680
ko:K00281	ppun:PP4_52640
ko:K02437	ppun:PP4_52650
ko:K00605	ppun:PP4_52660
ko:K02011	ppun:PP4_52670
ko:K02012	ppun:PP4_52680
ko:K03185	ppun:PP4_52710
ko:K09895	ppun:PP4_52730
ko:K09888	ppun:PP4_52750
ko:K01993	ppun:PP4_52790
ko:K13926	ppun:PP4_52800
ko:K02415	ppun:PP4_52820
ko:K03182	ppun:PP4_52860
ko:K03628	ppun:PP4_52890
ko:K03671	ppun:PP4_52900
ko:K01524	ppun:PP4_52910
ko:K00937	ppun:PP4_52920
ko:K09768	ppun:PP4_52960
ko:K05851	ppun:PP4_52970
ko:K06140	ppun:PP4_52980
ko:K06202	ppun:PP4_53000
ko:K01586	ppun:PP4_53020
ko:K01778	ppun:PP4_53030
ko:K09921	ppun:PP4_53040
ko:K03733	ppun:PP4_53050
ko:K03320	ppun:PP4_53080
ko:K04752	ppun:PP4_53090
ko:K02019	ppun:PP4_53110
ko:K07391	ppun:PP4_53130
ko:K07107	ppun:PP4_03290
ko:K02002	ppun:PP4_03320
ko:K01273	ppun:PP4_03350
ko:K03522	ppun:PP4_03390
ko:K03521	ppun:PP4_03400
ko:K00479	ppun:PP4_03420
ko:K01620	ppun:PP4_03480
ko:K00600	ppun:PP4_03490
ko:K00303	ppun:PP4_03500
ko:K00305	ppun:PP4_03530
ko:K01433	ppun:PP4_03540
ko:K07663	ppun:PP4_03620
ko:K07641	ppun:PP4_03630
ko:K06143	ppun:PP4_03640
ko:K00627	ppun:PP4_03680
ko:K00163	ppun:PP4_03690
ko:K00982	ppun:PP4_03700
ko:K02841	ppun:PP4_03720
ko:K02844	ppun:PP4_03730
ko:K02848	ppun:PP4_03740
ko:K00116	ppun:PP4_11900
ko:K12658	ppun:PP4_11970
ko:K03638	ppun:PP4_12010
ko:K03639	ppun:PP4_12030
ko:K05800	ppun:PP4_12050
ko:K09794	ppun:PP4_12070
ko:K03760	ppun:PP4_12080
ko:K03684	ppun:PP4_12090
ko:K09902	ppun:PP4_12100
ko:K09160	ppun:PP4_12130
ko:K08368	ppun:PP4_12180
ko:K01714	ppun:PP4_12190
ko:K01354	ppun:PP4_12230
ko:K07160	ppun:PP4_12280
ko:K09989	ppun:PP4_12310
ko:K01738	ppun:PP4_12340
ko:K06160	ppun:PP4_12360
ko:K16088	ppun:PP4_12440
ko:K00299	ppun:PP4_20580
ko:K00812	ppun:PP4_20640
ko:K01652	ppun:PP4_20670
ko:K01999	ppun:PP4_20700
ko:K01997	ppun:PP4_20710
ko:K01998	ppun:PP4_20720
ko:K01995	ppun:PP4_20730
ko:K01996	ppun:PP4_20740
ko:K05515	ppun:PP4_20750
ko:K01576	ppun:PP4_20780
ko:K05548	ppun:PP4_20790
ko:K11475	ppun:PP4_20830
ko:K02003	ppun:PP4_20870
ko:K02205	ppun:PP4_20950
ko:K15866	ppun:PP4_20960
ko:K01775	ppun:PP4_21000
ko:K12252	ppun:PP4_21010
ko:K00355	ppun:PP4_21030
ko:K07278	ppun:PP4_29260
ko:K01142	ppun:PP4_29280
ko:K03088	ppun:PP4_29300
ko:K03781	ppun:PP4_29310
ko:K14347	ppun:PP4_29400
ko:K15268	ppun:PP4_29470
ko:K03885	ppun:PP4_29520
ko:K01118	ppun:PP4_29530
ko:K06153	ppun:PP4_29570
ko:K03811	ppun:PP4_29590
ko:K03189	ppun:PP4_29690
ko:K03188	ppun:PP4_29700
ko:K03192	ppun:PP4_29710
ko:K03187	ppun:PP4_29720
ko:K01428	ppun:PP4_29730
ko:K01429	ppun:PP4_29740
ko:K01430	ppun:PP4_29750
ko:K03190	ppun:PP4_29760
ko:K01628	ppun:PP4_37980
ko:K01714	ppun:PP4_37990
ko:K05782	ppun:PP4_38000
ko:K03924	ppun:PP4_38030
ko:K03547	ppun:PP4_38090
ko:K01256	ppun:PP4_38170
ko:K09916	ppun:PP4_38190
ko:K00858	ppun:PP4_38230
ko:K09977	ppun:PP4_38240
ko:K12262	ppun:PP4_38250
ko:K10764	ppun:PP4_38330
ko:K00764	ppun:PP4_38340
ko:K03558	ppun:PP4_38350
ko:K03749	ppun:PP4_38360
ko:K11754	ppun:PP4_38370
ko:K01963	ppun:PP4_38380
ko:K01817	ppun:PP4_38390
ko:K06173	ppun:PP4_38400
ko:K00133	ppun:PP4_38430
ko:K00052	ppun:PP4_38440
ko:K01704	ppun:PP4_38460
ko:K01703	ppun:PP4_38470
ko:K03695	ppun:PP4_46320
ko:K05810	ppun:PP4_46330
ko:K06180	ppun:PP4_46340
ko:K05807	ppun:PP4_46350
ko:K06950	ppun:PP4_46360
ko:K02655	ppun:PP4_46380
ko:K02673	ppun:PP4_46390
ko:K02672	ppun:PP4_46400
ko:K02671	ppun:PP4_46410
ko:K08084	ppun:PP4_46420
ko:K03527	ppun:PP4_46430
ko:K03774	ppun:PP4_46440
ko:K03101	ppun:PP4_46450
ko:K01870	ppun:PP4_46460
ko:K11753	ppun:PP4_46470
ko:K03980	ppun:PP4_46480
ko:K02968	ppun:PP4_46490
ko:K03808	ppun:PP4_46510
ko:K03808	ppun:PP4_46520
ko:K17247	ppun:PP4_46530
ko:K17103	ppun:PP4_46550
ko:K00053	ppun:PP4_46560
ko:K01653	ppun:PP4_46570
ko:K01652	ppun:PP4_46580
ko:K05365	ppun:PP4_46610
ko:K02013	ppun:PP4_46650
ko:K02015	ppun:PP4_46660
ko:K02016	ppun:PP4_46670
ko:K06206	ppun:PP4_46690
ko:K06204	ppun:PP4_46710
ko:K01894	ppun:PP4_46720
ko:K14219	ppun:PP4_t0030
ko:K14228	ppun:PP4_t0710
ko:K14234	ppun:PP4_t0620
ko:K14223	ppun:PP4_t0310
ko:K14223	ppun:PP4_t0600
ko:K07243	ppun:PP4_01780
ko:K01755	ppun:PP4_01820
ko:K08083	ppun:PP4_01830
ko:K01749	ppun:PP4_01840
ko:K02496	ppun:PP4_01860
ko:K02498	ppun:PP4_01870
ko:K03611	ppun:PP4_01890
ko:K07740	ppun:PP4_01900
ko:K03773	ppun:PP4_01910
ko:K06158	ppun:PP4_01940
ko:K05834	ppun:PP4_01960
ko:K07403	ppun:PP4_01980
ko:K02003	ppun:PP4_02090
ko:K03710	ppun:PP4_02160
ko:K01940	ppun:PP4_10310
ko:K07690	ppun:PP4_10330
ko:K10773	ppun:PP4_10350
ko:K01874	ppun:PP4_10400
ko:K03704	ppun:PP4_10430
ko:K01494	ppun:PP4_10440
ko:K03724	ppun:PP4_10470
ko:K06987	ppun:PP4_10480
ko:K00640	ppun:PP4_10530
ko:K09858	ppun:PP4_10590
ko:K08993	ppun:PP4_10630
ko:K00275	ppun:PP4_10700
ko:K06077	ppun:PP4_10720
ko:K03313	ppun:PP4_10730
ko:K07137	ppun:PP4_10740
ko:K08985	ppun:PP4_10750
ko:K01996	ppun:PP4_10770
ko:K01995	ppun:PP4_10780
ko:K01998	ppun:PP4_10790
ko:K01997	ppun:PP4_10800
ko:K01999	ppun:PP4_10810
ko:K02509	ppun:PP4_18940
ko:K00455	ppun:PP4_18970
ko:K05921	ppun:PP4_18990
ko:K05921	ppun:PP4_19000
ko:K02508	ppun:PP4_19010
ko:K05597	ppun:PP4_19030
ko:K10441	ppun:PP4_19050
ko:K02529	ppun:PP4_19070
ko:K06726	ppun:PP4_19090
ko:K03704	ppun:PP4_19130
ko:K01868	ppun:PP4_19150
ko:K02520	ppun:PP4_19160
ko:K02916	ppun:PP4_19170
ko:K02887	ppun:PP4_19180
ko:K01889	ppun:PP4_19190
ko:K01890	ppun:PP4_19200
ko:K04764	ppun:PP4_19210
ko:K01425	ppun:PP4_19370
ko:K02511	ppun:PP4_19440
ko:K07277	ppun:PP4_27630
ko:K01150	ppun:PP4_27650
ko:K00032	ppun:PP4_27660
ko:K02525	ppun:PP4_27700
ko:K06151	ppun:PP4_27720
ko:K06152	ppun:PP4_27730
ko:K11892	ppun:PP4_27760
ko:K04335	ppun:PP4_27850
ko:K03919	ppun:PP4_27870
ko:K01247	ppun:PP4_27910
ko:K06911	ppun:PP4_27920
ko:K15553	ppun:PP4_27970
ko:K06145	ppun:PP4_28010
ko:K02034	ppun:PP4_28080
ko:K17228	ppun:PP4_36350
ko:K16088	ppun:PP4_36380
ko:K09962	ppun:PP4_36390
ko:K07010	ppun:PP4_36430
ko:K01915	ppun:PP4_36440
ko:K03457	ppun:PP4_36530
ko:K06995	ppun:PP4_36570
ko:K11921	ppun:PP4_36640
ko:K01673	ppun:PP4_36650
ko:K01725	ppun:PP4_36660
ko:K03088	ppun:PP4_36720
ko:K13652	ppun:PP4_36750
ko:K05539	ppun:PP4_36790
ko:K04754	ppun:PP4_36850
ko:K06879	ppun:PP4_36880
ko:K03611	ppun:PP4_44690
ko:K05916	ppun:PP4_44700
ko:K12266	ppun:PP4_44710
ko:K12543	ppun:PP4_44730
ko:K12541	ppun:PP4_44740
ko:K12542	ppun:PP4_44750
ko:K03415	ppun:PP4_44760
ko:K07644	ppun:PP4_44820
ko:K09954	ppun:PP4_44870
ko:K02769	ppun:PP4_44880
ko:K02770	ppun:PP4_44880
ko:K03435	ppun:PP4_44910
ko:K03424	ppun:PP4_44920
ko:K03807	ppun:PP4_44930
ko:K03806	ppun:PP4_44940
ko:K00767	ppun:PP4_44960
ko:K06203	ppun:PP4_44980
ko:K00432	ppun:PP4_45020
ko:K03775	ppun:PP4_45030
ko:K13788	ppun:PP4_45050
ko:K03556	ppun:PP4_45100
ko:K03327	ppun:PP4_53270
ko:K03656	ppun:PP4_53290
ko:K03816	ppun:PP4_53300
ko:K01775	ppun:PP4_53340
ko:K00285	ppun:PP4_53350
ko:K06940	ppun:PP4_53370
ko:K12254	ppun:PP4_53430
ko:K06995	ppun:PP4_53440
ko:K02913	ppun:PP4_53450
ko:K02902	ppun:PP4_53460
ko:K03630	ppun:PP4_53480
ko:K13038	ppun:PP4_53490
ko:K15778	ppun:PP4_53510
ko:K00930	ppun:PP4_53520
ko:K00762	ppun:PP4_53530
ko:K01142	ppun:PP4_53540
ko:K00989	ppun:PP4_53550
ko:K00942	ppun:PP4_53570
ko:K07010	ppun:PP4_53590
ko:K01915	ppun:PP4_53600
ko:K03060	ppun:PP4_53620
ko:K03561	ppun:PP4_53670
ko:K03832	ppun:PP4_53690
ko:K04761	ppun:PP4_53700
ko:K03655	ppun:PP4_53710
ko:K03088	ppun:PP4_03830
ko:K01638	ppun:PP4_03870
ko:K05786	ppun:PP4_03890
ko:K02019	ppun:PP4_03910
ko:K01012	ppun:PP4_03930
ko:K02170	ppun:PP4_03950
ko:K02169	ppun:PP4_03960
ko:K01935	ppun:PP4_03970
ko:K06139	ppun:PP4_04060
ko:K06138	ppun:PP4_04070
ko:K06137	ppun:PP4_04080
ko:K06136	ppun:PP4_04090
ko:K00466	ppun:PP4_04120
ko:K07726	ppun:PP4_04130
ko:K03086	ppun:PP4_04200
ko:K02970	ppun:PP4_04220
ko:K14231	ppun:PP4_t0050
ko:K00228	ppun:PP4_00660
ko:K00014	ppun:PP4_00670
ko:K03321	ppun:PP4_00680
ko:K02002	ppun:PP4_00690
ko:K10253	ppun:PP4_00730
ko:K01695	ppun:PP4_00740
ko:K01696	ppun:PP4_00750
ko:K09165	ppun:PP4_00780
ko:K01091	ppun:PP4_00860
ko:K01414	ppun:PP4_00880
ko:K07070	ppun:PP4_00890
ko:K01673	ppun:PP4_00910
ko:K02275	ppun:PP4_00940
ko:K02276	ppun:PP4_00970
ko:K02259	ppun:PP4_01010
ko:K07152	ppun:PP4_01030
ko:K02073	ppun:PP4_01040
ko:K02072	ppun:PP4_01050
ko:K02071	ppun:PP4_01060
ko:K03781	ppun:PP4_01070
ko:K09816	ppun:PP4_01090
ko:K09817	ppun:PP4_01100
ko:K09823	ppun:PP4_01110
ko:K02204	ppun:PP4_01130
ko:K03978	ppun:PP4_01160
ko:K03673	ppun:PP4_01190
ko:K08195	ppun:PP4_09240
ko:K07823	ppun:PP4_09250
ko:K01857	ppun:PP4_09270
ko:K01055	ppun:PP4_09280
ko:K03585	ppun:PP4_09350
ko:K03577	ppun:PP4_09360
ko:K07118	ppun:PP4_09410
ko:K01652	ppun:PP4_09430
ko:K10126	ppun:PP4_09520
ko:K10125	ppun:PP4_09530
ko:K05349	ppun:PP4_09540
ko:K08988	ppun:PP4_09550
ko:K03648	ppun:PP4_09640
ko:K07795	ppun:PP4_09680
ko:K07774	ppun:PP4_09700
ko:K07649	ppun:PP4_09710
ko:K06980	ppun:PP4_09730
ko:K09159	ppun:PP4_09740
ko:K00278	ppun:PP4_09760
ko:K07090	ppun:PP4_17870
ko:K06996	ppun:PP4_18200
ko:K08591	ppun:PP4_04240
ko:K01633	ppun:PP4_04250
ko:K00950	ppun:PP4_04260
ko:K09786	ppun:PP4_04290
ko:K07180	ppun:PP4_04300
ko:K02439	ppun:PP4_04310
ko:K06195	ppun:PP4_04330
ko:K02528	ppun:PP4_04340
ko:K00097	ppun:PP4_04350
ko:K00906	ppun:PP4_12500
ko:K03088	ppun:PP4_12520
ko:K16088	ppun:PP4_12540
ko:K00243	ppun:PP4_12550
ko:K07058	ppun:PP4_12590
ko:K01462	ppun:PP4_12600
ko:K03088	ppun:PP4_12670
ko:K01915	ppun:PP4_12730
ko:K03578	ppun:PP4_12750
ko:K16872	ppun:PP4_12760
ko:K09919	ppun:PP4_12780
ko:K01118	ppun:PP4_12840
ko:K07088	ppun:PP4_12860
