ko:K01212	ppy:PPE_00682
ko:K00548	ppy:PPE_02562
ko:K02050	ppy:PPE_02616
ko:K02049	ppy:PPE_02617
ko:K02051	ppy:PPE_02618
ko:K08969	ppy:PPE_02685
ko:K08964	ppy:PPE_02691
ko:K00805	ppy:PPE_02752
ko:K02056	ppy:PPE_02758
ko:K07052	ppy:PPE_02780
ko:K00058	ppy:PPE_02781
ko:K15329	ppy:PPE_03006
ko:K00027	ppy:PPE_03209
ko:K00619	ppy:PPE_03218
ko:K02238	ppy:PPE_03230
ko:K06402	ppy:PPE_03660
ko:K04076	ppy:PPE_03687
ko:K05350	ppy:PPE_03696
ko:K00700	ppy:PPE_02516
ko:K03488	ppy:PPE_03717
ko:K02755	ppy:PPE_03718
ko:K02756	ppy:PPE_03718
ko:K02757	ppy:PPE_03718
ko:K00027	ppy:PPE_03731
ko:K01222	ppy:PPE_03738
ko:K03768	ppy:PPE_02800
ko:K03810	ppy:PPE_02891
ko:K03693	ppy:PPE_02951
ko:K02564	ppy:PPE_03785
ko:K02755	ppy:PPE_03802
ko:K02756	ppy:PPE_03802
ko:K02757	ppy:PPE_03802
ko:K07652	ppy:PPE_04915
ko:K07668	ppy:PPE_04916
ko:K02033	ppy:PPE_04931
ko:K02035	ppy:PPE_04932
ko:K06346	ppy:PPE_04949
ko:K02025	ppy:PPE_04650
ko:K01424	ppy:PPE_04746
ko:K02035	ppy:PPE_04759
ko:K01813	ppy:PPE_04764
ko:K01629	ppy:PPE_04765
ko:K02823	ppy:PPE_04772
ko:K00059	ppy:PPE_04777
ko:K07034	ppy:PPE_04794
ko:K00851	ppy:PPE_04828
ko:K03299	ppy:PPE_04829
ko:K01181	ppy:PPE_04833
ko:K01823	ppy:PPE_04479
ko:K09992	ppy:PPE_04537
ko:K00595	ppy:PPE_04543
ko:K01719	ppy:PPE_04550
ko:K03406	ppy:PPE_04558
ko:K02443	ppy:PPE_04622
ko:K01176	ppy:PPE_04663
ko:K01258	ppy:PPE_04670
ko:K07720	ppy:PPE_04678
ko:K03406	ppy:PPE_04717
ko:K03492	ppy:PPE_04732
ko:K00059	ppy:PPE_04783
ko:K02116	ppy:PPE_04461
ko:K03593	ppy:PPE_04241
ko:K09825	ppy:PPE_04563
ko:K00059	ppy:PPE_04580
ko:K09698	ppy:PPE_04303
ko:K07067	ppy:PPE_04308
ko:K03708	ppy:PPE_04313
ko:K06603	ppy:PPE_04408
ko:K07692	ppy:PPE_04422
ko:K00939	ppy:PPE_04257
ko:K07094	ppy:PPE_04321
ko:K15539	ppy:PPE_01956
ko:K10823	ppy:PPE_03140
ko:K00783	ppy:PPE_04901
ko:K01939	ppy:PPE_04919
ko:K02939	ppy:PPE_04921
ko:K02034	ppy:PPE_04930
ko:K03217	ppy:PPE_04950
ko:K03536	ppy:PPE_04951
ko:K02914	ppy:PPE_04952
ko:K15580	ppy:PPE_00954
ko:K15580	ppy:PPE_03143
ko:K15581	ppy:PPE_03142
ko:K02963	ppy:PPE_04933
ko:K02990	ppy:PPE_04935
ko:K03501	ppy:PPE_04946
ko:K03495	ppy:PPE_04947
ko:K03650	ppy:PPE_04948
ko:K00971	ppy:PPE_01135
ko:K03430	ppy:PPE_04789
ko:K01804	ppy:PPE_04844
ko:K02103	ppy:PPE_04847
ko:K06978	ppy:PPE_04853
ko:K03088	ppy:PPE_04637
ko:K01060	ppy:PPE_04647
ko:K10242	ppy:PPE_03706
ko:K02069	ppy:PPE_04689
ko:K01235	ppy:PPE_04704
ko:K06871	ppy:PPE_04709
ko:K03816	ppy:PPE_04761
ko:K11614	ppy:PPE_04769
ko:K06941	ppy:PPE_04773
ko:K13653	ppy:PPE_04775
ko:K01841	ppy:PPE_04791
ko:K07023	ppy:PPE_04796
ko:K06193	ppy:PPE_04810
ko:K00981	ppy:PPE_04814
ko:K00375	ppy:PPE_04815
ko:K02647	ppy:PPE_04824
ko:K00865	ppy:PPE_04825
ko:K11476	ppy:PPE_04827
ko:K03088	ppy:PPE_04839
ko:K00116	ppy:PPE_04841
ko:K06878	ppy:PPE_04873
ko:K09936	ppy:PPE_04480
ko:K09936	ppy:PPE_04482
ko:K06131	ppy:PPE_04484
ko:K03688	ppy:PPE_04535
ko:K02224	ppy:PPE_04539
ko:K02189	ppy:PPE_04540
ko:K05936	ppy:PPE_04541
ko:K03394	ppy:PPE_04542
ko:K02188	ppy:PPE_04544
ko:K06042	ppy:PPE_04545
ko:K05895	ppy:PPE_04546
ko:K06966	ppy:PPE_04549
ko:K06295	ppy:PPE_04553
ko:K06911	ppy:PPE_04555
ko:K00491	ppy:PPE_04584
ko:K04047	ppy:PPE_04585
ko:K01486	ppy:PPE_04586
ko:K00111	ppy:PPE_04620
ko:K00864	ppy:PPE_04621
ko:K07118	ppy:PPE_04624
ko:K03449	ppy:PPE_04629
ko:K01625	ppy:PPE_04631
ko:K01815	ppy:PPE_04632
ko:K00874	ppy:PPE_04633
ko:K02529	ppy:PPE_04654
ko:K03885	ppy:PPE_04660
ko:K02529	ppy:PPE_04669
ko:K08094	ppy:PPE_04674
ko:K07718	ppy:PPE_04677
ko:K03100	ppy:PPE_04718
ko:K03308	ppy:PPE_04724
ko:K01875	ppy:PPE_04729
ko:K05916	ppy:PPE_04730
ko:K02761	ppy:PPE_04734
ko:K02759	ppy:PPE_04735
ko:K02760	ppy:PPE_04736
ko:K00432	ppy:PPE_04781
ko:K00930	ppy:PPE_04381
ko:K00620	ppy:PPE_04382
ko:K00145	ppy:PPE_04383
ko:K02836	ppy:PPE_04386
ko:K03070	ppy:PPE_04388
ko:K05808	ppy:PPE_04390
ko:K03704	ppy:PPE_04392
ko:K01841	ppy:PPE_04396
ko:K05946	ppy:PPE_04438
ko:K02372	ppy:PPE_04442
ko:K02392	ppy:PPE_04445
ko:K02392	ppy:PPE_04446
ko:K03569	ppy:PPE_04447
ko:K06283	ppy:PPE_04448
ko:K06386	ppy:PPE_04449
ko:K06381	ppy:PPE_04450
ko:K02114	ppy:PPE_04453
ko:K02112	ppy:PPE_04454
ko:K02115	ppy:PPE_04455
ko:K02111	ppy:PPE_04456
ko:K02113	ppy:PPE_04457
ko:K02110	ppy:PPE_04459
ko:K02108	ppy:PPE_04460
ko:K15532	ppy:PPE_04721
ko:K00761	ppy:PPE_04464
ko:K06895	ppy:PPE_04489
ko:K06895	ppy:PPE_04490
ko:K03752	ppy:PPE_04491
ko:K01886	ppy:PPE_04493
ko:K03817	ppy:PPE_04495
ko:K00432	ppy:PPE_04503
ko:K02013	ppy:PPE_04505
ko:K09835	ppy:PPE_04524
ko:K02029	ppy:PPE_04532
ko:K06294	ppy:PPE_04240
ko:K01448	ppy:PPE_04242
ko:K00958	ppy:PPE_04243
ko:K00390	ppy:PPE_04244
ko:K02996	ppy:PPE_04246
ko:K06295	ppy:PPE_04567
ko:K05349	ppy:PPE_04570
ko:K00549	ppy:PPE_04575
ko:K03043	ppy:PPE_04287
ko:K02935	ppy:PPE_04289
ko:K02864	ppy:PPE_04290
ko:K02863	ppy:PPE_04291
ko:K02867	ppy:PPE_04292
ko:K02601	ppy:PPE_04293
ko:K03073	ppy:PPE_04294
ko:K02913	ppy:PPE_04295
ko:K03091	ppy:PPE_04296
ko:K06962	ppy:PPE_04297
ko:K03218	ppy:PPE_04298
ko:K11145	ppy:PPE_04299
ko:K01883	ppy:PPE_04300
ko:K00640	ppy:PPE_04301
ko:K01770	ppy:PPE_04304
ko:K00991	ppy:PPE_04305
ko:K04485	ppy:PPE_04309
ko:K03696	ppy:PPE_04310
ko:K08303	ppy:PPE_04342
ko:K03701	ppy:PPE_04348
ko:K03702	ppy:PPE_04349
ko:K02556	ppy:PPE_04350
ko:K02557	ppy:PPE_04351
ko:K03797	ppy:PPE_04365
ko:K09811	ppy:PPE_04367
ko:K09812	ppy:PPE_04368
ko:K01755	ppy:PPE_04377
ko:K01940	ppy:PPE_04378
ko:K00611	ppy:PPE_04379
ko:K02422	ppy:PPE_04406
ko:K02407	ppy:PPE_04407
ko:K02406	ppy:PPE_04409
ko:K03563	ppy:PPE_04410
ko:K13626	ppy:PPE_04411
ko:K02397	ppy:PPE_04412
ko:K02396	ppy:PPE_04413
ko:K02398	ppy:PPE_04415
ko:K07777	ppy:PPE_04423
ko:K00789	ppy:PPE_04428
ko:K03657	ppy:PPE_04198
ko:K03547	ppy:PPE_04203
ko:K00600	ppy:PPE_04468
ko:K07566	ppy:PPE_04472
ko:K06387	ppy:PPE_04473
ko:K02493	ppy:PPE_04475
ko:K02835	ppy:PPE_04476
ko:K06942	ppy:PPE_04477
ko:K02871	ppy:PPE_04247
ko:K06173	ppy:PPE_04248
ko:K02879	ppy:PPE_04249
ko:K03040	ppy:PPE_04250
ko:K02948	ppy:PPE_04251
ko:K02952	ppy:PPE_04252
ko:K02919	ppy:PPE_04253
ko:K02518	ppy:PPE_04254
ko:K03076	ppy:PPE_04258
ko:K02876	ppy:PPE_04259
ko:K02907	ppy:PPE_04260
ko:K02988	ppy:PPE_04261
ko:K02881	ppy:PPE_04262
ko:K02933	ppy:PPE_04263
ko:K02994	ppy:PPE_04264
ko:K02931	ppy:PPE_04266
ko:K02895	ppy:PPE_04267
ko:K02874	ppy:PPE_04268
ko:K02961	ppy:PPE_04269
ko:K02904	ppy:PPE_04270
ko:K02878	ppy:PPE_04271
ko:K02982	ppy:PPE_04272
ko:K02890	ppy:PPE_04273
ko:K02965	ppy:PPE_04274
ko:K02886	ppy:PPE_04275
ko:K02892	ppy:PPE_04276
ko:K02926	ppy:PPE_04277
ko:K02906	ppy:PPE_04278
ko:K02946	ppy:PPE_04279
ko:K02358	ppy:PPE_04280
ko:K02355	ppy:PPE_04281
ko:K02992	ppy:PPE_04282
ko:K02950	ppy:PPE_04284
ko:K07590	ppy:PPE_04285
ko:K03046	ppy:PPE_04286
ko:K01972	ppy:PPE_04319
ko:K03657	ppy:PPE_04320
ko:K00067	ppy:PPE_04326
ko:K01790	ppy:PPE_04328
ko:K00973	ppy:PPE_04331
ko:K01953	ppy:PPE_04335
ko:K00820	ppy:PPE_04214
ko:K03431	ppy:PPE_04215
ko:K03088	ppy:PPE_04219
ko:K01595	ppy:PPE_04220
ko:K14415	ppy:PPE_00892
ko:K02033	ppy:PPE_00956
ko:K02032	ppy:PPE_03355
ko:K02034	ppy:PPE_00955
ko:K01835	ppy:PPE_04441
ko:K00366	ppy:PPE_04345
ko:K03839	ppy:PPE_02633
ko:K18940	ppy:PPE_02223
ko:K15924	ppy:PPE_01658
ko:K01198	ppy:PPE_01656
ko:K01209	ppy:PPE_01656
ko:K15973	ppy:PPE_01813
ko:K03320	ppy:PPE_01715
ko:K15975	ppy:PPE_04110
ko:K15986	ppy:PPE_00332
ko:K18926	ppy:PPE_02428
ko:K15975	ppy:PPE_00632
ko:K01732	ppy:PPE_01380
ko:K18926	ppy:PPE_04858
ko:K07260	ppy:PPE_00523
ko:K15921	ppy:PPE_02273
ko:K15923	ppy:PPE_04076
ko:K12963	ppy:PPE_04594
ko:K10040	ppy:PPE_00398
ko:K05350	ppy:PPE_04075
ko:K10010	ppy:PPE_03490
ko:K10041	ppy:PPE_00401
ko:K03498	ppy:PPE_00075
ko:K18939	ppy:PPE_02427
ko:K02424	ppy:PPE_03492
ko:K01985	ppy:PPE_00751
ko:K01985	ppy:PPE_04956
ko:K01985	ppy:PPE_02176
ko:K01985	ppy:PPE_00012
ko:K01985	ppy:PPE_04315
ko:K01985	ppy:PPE_00087
ko:K01985	ppy:PPE_04957
ko:K01985	ppy:PPE_04954
ko:K01985	ppy:PPE_04955
ko:K01985	ppy:PPE_00376
ko:K01985	ppy:PPE_02322
ko:K02029	ppy:PPE_04531
ko:K02028	ppy:PPE_04530
ko:K02030	ppy:PPE_04529
ko:K10040	ppy:PPE_00399
ko:K16212	ppy:PPE_04653
ko:K02935	ppy:PPE_02231
ko:K01218	ppy:PPE_00597
ko:K16137	ppy:PPE_02413
ko:K02529	ppy:PPE_02418
ko:K16137	ppy:PPE_01752
ko:K01993	ppy:PPE_03881
ko:K02031	ppy:PPE_00264
ko:K16210	ppy:PPE_04720
ko:K16213	ppy:PPE_04652
ko:K16511	ppy:PPE_02776
ko:K11733	ppy:PPE_04049
ko:K14233	ppy:PPE_04938
ko:K16188	ppy:PPE_01699
ko:K01218	ppy:PPE_03072
ko:K01223	ppy:PPE_01625
ko:K07482	ppy:PPE_01533
ko:K07482	ppy:PPE_02271
ko:K16137	ppy:PPE_04836
ko:K03299	ppy:PPE_04826
ko:K02794	ppy:PPE_01464
ko:K03629	ppy:PPE_00004
ko:K02035	ppy:PPE_01108
ko:K01223	ppy:PPE_04733
ko:K16169	ppy:PPE_04760
ko:K00537	ppy:PPE_01400
ko:K08174	ppy:PPE_02352
ko:K13614	ppy:PPE_03011
ko:K13955	ppy:PPE_00222
ko:K08174	ppy:PPE_01832
ko:K07038	ppy:PPE_03928
ko:K16263	ppy:PPE_02614
ko:K03321	ppy:PPE_04533
ko:K05340	ppy:PPE_02419
ko:K02851	ppy:PPE_04437
ko:K06309	ppy:PPE_04551
ko:K03483	ppy:PPE_03541
ko:K06296	ppy:PPE_02253
ko:K10241	ppy:PPE_03705
ko:K10189	ppy:PPE_00235
ko:K17234	ppy:PPE_00790
ko:K02026	ppy:PPE_00274
ko:K05825	ppy:PPE_03164
ko:K10118	ppy:PPE_04715
ko:K10119	ppy:PPE_00379
ko:K06320	ppy:PPE_03832
ko:K06297	ppy:PPE_04566
ko:K17828	ppy:PPE_04771
ko:K10118	ppy:PPE_03454
ko:K10119	ppy:PPE_04466
ko:K10117	ppy:PPE_03455
ko:K06297	ppy:PPE_02255
ko:K10810	ppy:PPE_02543
ko:K06297	ppy:PPE_04552
ko:K10119	ppy:PPE_03453
ko:K10117	ppy:PPE_04465
ko:K06113	ppy:PPE_00794
ko:K02025	ppy:PPE_00273
ko:K02034	ppy:PPE_03361
ko:K02034	ppy:PPE_01110
ko:K02341	ppy:PPE_00019
ko:K00943	ppy:PPE_00016
ko:K09770	ppy:PPE_00018
ko:K03429	ppy:PPE_00571
ko:K02068	ppy:PPE_04688
ko:K10010	ppy:PPE_00776
ko:K10118	ppy:PPE_00378
ko:K10118	ppy:PPE_04467
ko:K07056	ppy:PPE_00023
ko:K10117	ppy:PPE_01793
ko:K10118	ppy:PPE_02334
ko:K10119	ppy:PPE_02335
ko:K10117	ppy:PPE_02333
ko:K10118	ppy:PPE_04160
ko:K10117	ppy:PPE_04161
ko:K02470	ppy:PPE_00006
ko:K02469	ppy:PPE_00008
ko:K10119	ppy:PPE_04159
ko:K10117	ppy:PPE_04712
ko:K13015	ppy:PPE_03756
ko:K10188	ppy:PPE_00236
ko:K02025	ppy:PPE_00308
ko:K10947	ppy:PPE_04577
ko:K10117	ppy:PPE_04641
ko:K10119	ppy:PPE_00517
ko:K10118	ppy:PPE_00516
ko:K10117	ppy:PPE_00518
ko:K10119	ppy:PPE_00644
ko:K10117	ppy:PPE_00642
ko:K10119	ppy:PPE_04716
ko:K10117	ppy:PPE_00377
ko:K16937	ppy:PPE_00802
ko:K16925	ppy:PPE_00678
ko:K11636	ppy:PPE_02339
ko:K16957	ppy:PPE_04749
ko:K13276	ppy:PPE_03481
ko:K16960	ppy:PPE_04747
ko:K06016	ppy:PPE_02234
ko:K02028	ppy:PPE_00959
ko:K00873	ppy:PPE_00286
ko:K00355	ppy:PPE_01828
ko:K16785	ppy:PPE_00914
ko:K00355	ppy:PPE_00661
ko:K16869	ppy:PPE_00707
ko:K16786	ppy:PPE_00913
ko:K16787	ppy:PPE_00913
ko:K06221	ppy:PPE_00990
ko:K02768	ppy:PPE_04817
ko:K02769	ppy:PPE_04817
ko:K02770	ppy:PPE_04817
ko:K11635	ppy:PPE_02338
ko:K16959	ppy:PPE_04748
ko:K11991	ppy:PPE_00098
ko:K01420	ppy:PPE_02877
ko:K06113	ppy:PPE_00289
ko:K01218	ppy:PPE_02369
ko:K16785	ppy:PPE_00677
ko:K16786	ppy:PPE_00679
ko:K16787	ppy:PPE_00679
ko:K16925	ppy:PPE_00912
ko:K02226	ppy:PPE_01284
ko:K07683	ppy:PPE_03383
ko:K16899	ppy:PPE_03197
ko:K16898	ppy:PPE_03196
ko:K16960	ppy:PPE_02079
ko:K16959	ppy:PPE_02078
ko:K16958	ppy:PPE_02077
ko:K16957	ppy:PPE_02076
ko:K06113	ppy:PPE_01763
ko:K11070	ppy:PPE_03299
ko:K01977	ppy:PPE_00010
ko:K01977	ppy:PPE_00749
ko:K01977	ppy:PPE_03647
ko:K01977	ppy:PPE_03989
ko:K01977	ppy:PPE_00148
ko:K01977	ppy:PPE_02174
ko:K01977	ppy:PPE_04236
ko:K01977	ppy:PPE_02320
ko:K01977	ppy:PPE_04318
ko:K01977	ppy:PPE_00347
ko:K01977	ppy:PPE_00374
ko:K01977	ppy:PPE_00085
ko:K10439	ppy:PPE_00860
ko:K17319	ppy:PPE_02055
ko:K17103	ppy:PPE_04307
ko:K01992	ppy:PPE_03777
ko:K01990	ppy:PPE_03797
ko:K02029	ppy:PPE_00806
ko:K02030	ppy:PPE_00806
ko:K02029	ppy:PPE_02512
ko:K02030	ppy:PPE_02512
ko:K17319	ppy:PPE_01470
ko:K17319	ppy:PPE_02991
ko:K17319	ppy:PPE_03091
ko:K17318	ppy:PPE_01472
ko:K17318	ppy:PPE_02386
ko:K17318	ppy:PPE_02387
ko:K17318	ppy:PPE_02992
ko:K17318	ppy:PPE_03089
ko:K17318	ppy:PPE_03255
ko:K01992	ppy:PPE_02642
ko:K01990	ppy:PPE_00732
ko:K01990	ppy:PPE_00582
ko:K01992	ppy:PPE_00733
ko:K17244	ppy:PPE_00338
ko:K01992	ppy:PPE_00734
ko:K01992	ppy:PPE_03852
ko:K17319	ppy:PPE_00554
ko:K17320	ppy:PPE_00555
ko:K17318	ppy:PPE_04077
ko:K17318	ppy:PPE_01780
ko:K17318	ppy:PPE_00556
ko:K17319	ppy:PPE_04079
ko:K17320	ppy:PPE_04078
ko:K17318	ppy:PPE_02057
ko:K17320	ppy:PPE_02056
ko:K02028	ppy:PPE_00807
ko:K02028	ppy:PPE_02511
ko:K17217	ppy:PPE_02107
ko:K17245	ppy:PPE_00339
ko:K17246	ppy:PPE_00340
ko:K00096	ppy:PPE_01661
ko:K17103	ppy:PPE_00624
ko:K17216	ppy:PPE_02106
ko:K00040	ppy:PPE_02411
ko:K02032	ppy:PPE_00393
ko:K02484	ppy:PPE_00330
ko:K00951	ppy:PPE_03614
ko:K15024	ppy:PPE_01967
ko:K17320	ppy:PPE_01471
ko:K17320	ppy:PPE_02990
ko:K17320	ppy:PPE_03092
ko:K17320	ppy:PPE_03256
ko:K06298	ppy:PPE_03745
ko:K17319	ppy:PPE_02388
ko:K17320	ppy:PPE_02389
ko:K17319	ppy:PPE_03257
ko:K17318	ppy:PPE_04676
ko:K17319	ppy:PPE_01654
ko:K17318	ppy:PPE_01653
ko:K17320	ppy:PPE_01655
ko:K17235	ppy:PPE_00791
ko:K17236	ppy:PPE_00792
ko:K19309	ppy:PPE_04708
ko:K17472	ppy:PPE_03583
ko:K01992	ppy:PPE_01004
ko:K01992	ppy:PPE_04706
ko:K10112	ppy:PPE_00162
ko:K05592	ppy:PPE_04510
ko:K17686	ppy:PPE_00418
ko:K10907	ppy:PPE_01756
ko:K01990	ppy:PPE_01003
ko:K01990	ppy:PPE_02144
ko:K01980	ppy:PPE_00348
ko:K01980	ppy:PPE_00375
ko:K01980	ppy:PPE_00750
ko:K01980	ppy:PPE_02321
ko:K01980	ppy:PPE_03646
ko:K01980	ppy:PPE_00152
ko:K01980	ppy:PPE_03988
ko:K01980	ppy:PPE_04316
ko:K01980	ppy:PPE_00011
ko:K01980	ppy:PPE_00086
ko:K01980	ppy:PPE_02175
ko:K01980	ppy:PPE_04233
ko:K01190	ppy:PPE_04668
ko:K07979	ppy:PPE_00581
ko:K03292	ppy:PPE_02041
ko:K17836	ppy:PPE_02407
ko:K02026	ppy:PPE_00309
ko:K02026	ppy:PPE_00725
ko:K02026	ppy:PPE_01762
ko:K02026	ppy:PPE_04649
ko:K00254	ppy:PPE_01723
ko:K02027	ppy:PPE_00272
ko:K02027	ppy:PPE_00307
ko:K02027	ppy:PPE_00723
ko:K06518	ppy:PPE_04618
ko:K02027	ppy:PPE_01760
ko:K17758	ppy:PPE_00473
ko:K17759	ppy:PPE_00473
ko:K00661	ppy:PPE_00601
ko:K00209	ppy:PPE_03475
ko:K01497	ppy:PPE_04137
ko:K00209	ppy:PPE_01659
ko:K01791	ppy:PPE_03829
ko:K01791	ppy:PPE_04463
ko:K12574	ppy:PPE_00687
ko:K12574	ppy:PPE_01946
ko:K05946	ppy:PPE_01127
ko:K09022	ppy:PPE_00508
ko:K18104	ppy:PPE_03603
ko:K02809	ppy:PPE_00698
ko:K02810	ppy:PPE_00698
ko:K08221	ppy:PPE_00653
ko:K02058	ppy:PPE_02759
ko:K00004	ppy:PPE_03421
ko:K17882	ppy:PPE_01486
ko:K01297	ppy:PPE_03533
ko:K07145	ppy:PPE_04042
ko:K21472	ppy:PPE_03943
ko:K18285	ppy:PPE_03905
ko:K01728	ppy:PPE_00241
ko:K07177	ppy:PPE_00268
ko:K02015	ppy:PPE_00269
ko:K11085	ppy:PPE_00313
ko:K01265	ppy:PPE_00574
ko:K02818	ppy:PPE_00605
ko:K02819	ppy:PPE_00605
ko:K06310	ppy:PPE_00615
ko:K07718	ppy:PPE_00640
ko:K06284	ppy:PPE_00663
ko:K15973	ppy:PPE_00683
ko:K09955	ppy:PPE_00972
ko:K06409	ppy:PPE_00481
ko:K07273	ppy:PPE_01106
ko:K05349	ppy:PPE_00922
ko:K11189	ppy:PPE_02944
ko:K07718	ppy:PPE_02994
ko:K03693	ppy:PPE_02903
ko:K00362	ppy:PPE_02983
ko:K02338	ppy:PPE_03060
ko:K00382	ppy:PPE_01610
ko:K07282	ppy:PPE_01686
ko:K06333	ppy:PPE_01554
ko:K03488	ppy:PPE_01623
ko:K07720	ppy:PPE_01652
ko:K02016	ppy:PPE_02482
ko:K03753	ppy:PPE_02498
ko:K03406	ppy:PPE_01293
ko:K02755	ppy:PPE_01294
ko:K02756	ppy:PPE_01294
ko:K02757	ppy:PPE_01294
ko:K07506	ppy:PPE_02364
ko:K07718	ppy:PPE_02384
ko:K06296	ppy:PPE_02391
ko:K06297	ppy:PPE_02393
ko:K06295	ppy:PPE_02394
ko:K03406	ppy:PPE_01208
ko:K06284	ppy:PPE_04694
ko:K07720	ppy:PPE_04713
ko:K02033	ppy:PPE_04758
ko:K03406	ppy:PPE_04885
ko:K06284	ppy:PPE_04538
ko:K01181	ppy:PPE_04675
ko:K03430	ppy:PPE_04393
ko:K06284	ppy:PPE_04571
ko:K06284	ppy:PPE_04581
ko:K01265	ppy:PPE_04256
ko:K00128	ppy:PPE_00079
ko:K09458	ppy:PPE_00081
ko:K03790	ppy:PPE_00097
ko:K03413	ppy:PPE_02134
ko:K00971	ppy:PPE_02199
ko:K01265	ppy:PPE_02286
ko:K02529	ppy:PPE_02040
ko:K11085	ppy:PPE_02178
ko:K05825	ppy:PPE_01430
ko:K07658	ppy:PPE_01441
ko:K02529	ppy:PPE_01459
ko:K07668	ppy:PPE_01454
ko:K00975	ppy:PPE_02517
ko:K02041	ppy:PPE_02521
ko:K00278	ppy:PPE_02659
ko:K07258	ppy:PPE_04927
ko:K10119	ppy:PPE_03697
ko:K10118	ppy:PPE_03698
ko:K00971	ppy:PPE_03721
ko:K00568	ppy:PPE_03755
ko:K03406	ppy:PPE_03762
ko:K03475	ppy:PPE_03460
ko:K03686	ppy:PPE_03525
ko:K12257	ppy:PPE_03620
ko:K07775	ppy:PPE_03472
ko:K13276	ppy:PPE_03483
ko:K08153	ppy:PPE_03489
ko:K02759	ppy:PPE_03811
ko:K02035	ppy:PPE_03360
ko:K03528	ppy:PPE_03400
ko:K01119	ppy:PPE_04114
ko:K10851	ppy:PPE_00372
ko:K07720	ppy:PPE_00381
ko:K19429	ppy:PPE_04399
ko:K11782	ppy:PPE_02748
ko:K18429	ppy:PPE_04400
ko:K18431	ppy:PPE_04402
ko:K18430	ppy:PPE_04401
ko:K11785	ppy:PPE_03891
ko:K11783	ppy:PPE_03890
ko:K11784	ppy:PPE_01409
ko:K03742	ppy:PPE_01959
ko:K01621	ppy:PPE_00210
ko:K02032	ppy:PPE_02088
ko:K02078	ppy:PPE_03783
ko:K18581	ppy:PPE_02101
ko:K06384	ppy:PPE_02815
ko:K06380	ppy:PPE_03670
ko:K04749	ppy:PPE_04020
ko:K06384	ppy:PPE_04238
ko:K05521	ppy:PPE_03341
ko:K18707	ppy:PPE_03202
ko:K18672	ppy:PPE_04217
ko:K02476	ppy:PPE_00783
ko:K00702	ppy:PPE_02297
ko:K12555	ppy:PPE_02605
ko:K06896	ppy:PPE_00252
ko:K18682	ppy:PPE_01962
ko:K18928	ppy:PPE_02155
ko:K01971	ppy:PPE_01161
ko:K18924	ppy:PPE_04486
ko:K18925	ppy:PPE_04487
ko:K06147	ppy:PPE_00982
ko:K18908	ppy:PPE_00969
ko:K03790	ppy:PPE_03862
ko:K03790	ppy:PPE_04821
ko:K06147	ppy:PPE_04186
ko:K07316	ppy:PPE_00816
ko:K18785	ppy:PPE_04648
ko:K03790	ppy:PPE_00676
ko:K01612	ppy:PPE_00384
ko:K07171	ppy:PPE_01221
ko:K03169	ppy:PPE_00753
ko:K05793	ppy:PPE_00938
ko:K05792	ppy:PPE_00942
ko:K09692	ppy:PPE_04337
ko:K09693	ppy:PPE_04336
ko:K01262	ppy:PPE_02859
ko:K05593	ppy:PPE_02140
ko:K08151	ppy:PPE_01771
ko:K18967	ppy:PPE_04568
ko:K03790	ppy:PPE_01339
ko:K18929	ppy:PPE_02156
ko:K06147	ppy:PPE_00123
ko:K00662	ppy:PPE_03865
ko:K18967	ppy:PPE_04615
ko:K03111	ppy:PPE_04934
ko:K03497	ppy:PPE_04943
ko:K03496	ppy:PPE_04944
ko:K03497	ppy:PPE_04945
ko:K07816	ppy:PPE_00546
ko:K01872	ppy:PPE_04143
ko:K07029	ppy:PPE_00812
ko:K03526	ppy:PPE_03688
ko:K14742	ppy:PPE_01178
ko:K18979	ppy:PPE_00704
ko:K07483	ppy:PPE_00881
ko:K07483	ppy:PPE_00975
ko:K07483	ppy:PPE_02471
ko:K07483	ppy:PPE_01191
ko:K07483	ppy:PPE_01479
ko:K07483	ppy:PPE_02960
ko:K07483	ppy:PPE_03166
ko:K07483	ppy:PPE_02577
ko:K07483	ppy:PPE_03505
ko:K13052	ppy:PPE_00050
ko:K01820	ppy:PPE_02152
ko:K07816	ppy:PPE_03859
ko:K03429	ppy:PPE_01358
ko:K07448	ppy:PPE_01058
ko:K06320	ppy:PPE_03831
ko:K07448	ppy:PPE_03294
ko:K00798	ppy:PPE_01398
ko:K01710	ppy:PPE_04327
ko:K02777	ppy:PPE_00110
ko:K01239	ppy:PPE_01000
ko:K06308	ppy:PPE_02403
ko:K11615	ppy:PPE_03211
ko:K01239	ppy:PPE_04590
ko:K19224	ppy:PPE_02226
ko:K01066	ppy:PPE_00333
ko:K09459	ppy:PPE_04395
ko:K01785	ppy:PPE_02452
ko:K01992	ppy:PPE_01155
ko:K19285	ppy:PPE_00419
ko:K03722	ppy:PPE_02103
ko:K19431	ppy:PPE_04091
ko:K01785	ppy:PPE_03932
ko:K01218	ppy:PPE_04361
ko:K01990	ppy:PPE_02643
ko:K01992	ppy:PPE_04707
ko:K01567	ppy:PPE_00437
ko:K01992	ppy:PPE_01203
ko:K01992	ppy:PPE_02145
ko:K19302	ppy:PPE_04013
ko:K01990	ppy:PPE_01154
ko:K01990	ppy:PPE_01211
ko:K09459	ppy:PPE_04790
