ko:K03457	abb:ABBFA_002160
ko:K01058	abb:ABBFA_001533
ko:K09961	abb:ABBFA_002326
ko:K02203	abb:ABBFA_000693
ko:K01555	abb:ABBFA_000069
ko:K06518	abb:ABBFA_002073
ko:K08305	abb:ABBFA_001125
ko:K00117	abb:ABBFA_001498
ko:K01791	abb:ABBFA_000956
ko:K00276	abb:ABBFA_001598
ko:K11085	abb:ABBFA_001921
ko:K01488	abb:ABBFA_002899
ko:K01130	abb:ABBFA_002632
ko:K07397	abb:ABBFA_002394
ko:K02655	abb:ABBFA_000346
ko:K01515	abb:ABBFA_003282
ko:K07397	abb:ABBFA_003383
ko:K13888	abb:ABBFA_003018
ko:K02650	abb:ABBFA_000333
ko:K05540	abb:ABBFA_000952
ko:K01273	abb:ABBFA_001730
ko:K03782	abb:ABBFA_003125
ko:K13643	abb:ABBFA_001864
ko:K13774	abb:ABBFA_000507
ko:K13776	abb:ABBFA_003136
ko:K13777	abb:ABBFA_000511
ko:K13778	abb:ABBFA_000508
ko:K13779	abb:ABBFA_000510
ko:K10778	abb:ABBFA_003223
ko:K07276	abb:ABBFA_000558
ko:K00024	abb:ABBFA_000492
ko:K05297	abb:ABBFA_002616
ko:K13481	abb:ABBFA_001078
ko:K06133	abb:ABBFA_003028
ko:K18138	abb:ABBFA_000732
ko:K13821	abb:ABBFA_001949
ko:K00058	abb:ABBFA_000359
ko:K06972	abb:ABBFA_001532
ko:K07346	abb:ABBFA_001376
ko:K03457	abb:ABBFA_002040
ko:K02004	abb:ABBFA_002623
ko:K13928	abb:ABBFA_002056
ko:K00020	abb:ABBFA_003415
ko:K02170	abb:ABBFA_002806
ko:K13893	abb:ABBFA_002492
ko:K13745	abb:ABBFA_001004
ko:K13931	abb:ABBFA_002064
ko:K03297	abb:ABBFA_000617
ko:K03297	abb:ABBFA_001145
ko:K13896	abb:ABBFA_002489
ko:K13894	abb:ABBFA_002491
ko:K04750	abb:ABBFA_000618
ko:K13639	abb:ABBFA_002215
ko:K09024	abb:ABBFA_002878
ko:K00121	abb:ABBFA_001721
ko:K13628	abb:ABBFA_001867
ko:K07397	abb:ABBFA_001956
ko:K03288	abb:ABBFA_002889
ko:K07213	abb:ABBFA_002362
ko:K00459	abb:ABBFA_002140
ko:K18145	abb:ABBFA_001707
ko:K01574	abb:ABBFA_001632
ko:K11890	abb:ABBFA_002231
ko:K08997	abb:ABBFA_000580
ko:K01113	abb:ABBFA_000797
ko:K01977	abb:ABBFA_003546
ko:K01977	abb:ABBFA_003549
ko:K01977	abb:ABBFA_003548
ko:K01977	abb:ABBFA_003547
ko:K01977	abb:ABBFA_003544
ko:K01977	abb:ABBFA_003545
ko:K14228	abb:ABBFA_001201
ko:K14228	abb:ABBFA_001203
ko:K14228	abb:ABBFA_000554
ko:K14237	abb:ABBFA_000660
ko:K14237	abb:ABBFA_000663
ko:K14237	abb:ABBFA_000665
ko:K01969	abb:ABBFA_002119
ko:K08281	abb:ABBFA_000061
ko:K13635	abb:ABBFA_000909
ko:K05520	abb:ABBFA_000681
ko:K07088	abb:ABBFA_003066
ko:K01070	abb:ABBFA_002914
ko:K13771	abb:ABBFA_000426
ko:K13766	abb:ABBFA_002120
ko:K01011	abb:ABBFA_000102
ko:K14231	abb:ABBFA_000281
ko:K14231	abb:ABBFA_000282
ko:K14220	abb:ABBFA_000933
ko:K14220	abb:ABBFA_001097
ko:K14220	abb:ABBFA_001096
ko:K14220	abb:ABBFA_001098
ko:K02029	abb:ABBFA_002090
ko:K14287	abb:ABBFA_000110
ko:K14236	abb:ABBFA_003259
ko:K02010	abb:ABBFA_002150
ko:K14223	abb:ABBFA_002779
ko:K14223	abb:ABBFA_002781
ko:K14223	abb:ABBFA_002782
ko:K14223	abb:ABBFA_002780
ko:K14347	abb:ABBFA_001030
ko:K14233	abb:ABBFA_000824
ko:K14233	abb:ABBFA_002474
ko:K14228	abb:ABBFA_003204
ko:K14260	abb:ABBFA_002019
ko:K14219	abb:ABBFA_000471
ko:K14219	abb:ABBFA_000472
ko:K14219	abb:ABBFA_000475
ko:K00508	abb:ABBFA_000999
ko:K14221	abb:ABBFA_000661
ko:K14221	abb:ABBFA_000664
ko:K14221	abb:ABBFA_000662
ko:K07003	abb:ABBFA_003402
ko:K06992	abb:ABBFA_002925
ko:K01856	abb:ABBFA_001610
ko:K14234	abb:ABBFA_003257
ko:K03457	abb:ABBFA_001980
ko:K18146	abb:ABBFA_001708
ko:K01800	abb:ABBFA_000068
ko:K14228	abb:ABBFA_000796
ko:K14228	abb:ABBFA_000798
ko:K21029	abb:ABBFA_001321
ko:K14227	abb:ABBFA_000016
ko:K14227	abb:ABBFA_000528
ko:K14227	abb:ABBFA_000499
ko:K14227	abb:ABBFA_002937
ko:K14227	abb:ABBFA_003497
ko:K14227	abb:ABBFA_003348
ko:K14232	abb:ABBFA_002900
ko:K14232	abb:ABBFA_002903
ko:K14348	abb:ABBFA_003444
ko:K14230	abb:ABBFA_002757
ko:K14230	abb:ABBFA_002766
ko:K00433	abb:ABBFA_001620
ko:K11737	abb:ABBFA_003418
ko:K11737	abb:ABBFA_003419
ko:K11737	abb:ABBFA_000845
ko:K14219	abb:ABBFA_000704
ko:K01505	abb:ABBFA_002839
ko:K00459	abb:ABBFA_000953
ko:K14393	abb:ABBFA_000181
ko:K14225	abb:ABBFA_003258
ko:K00941	abb:ABBFA_002791
ko:K14224	abb:ABBFA_000302
ko:K14224	abb:ABBFA_000306
ko:K14224	abb:ABBFA_002480
ko:K14224	abb:ABBFA_000303
ko:K00674	abb:ABBFA_000907
ko:K02358	abb:ABBFA_002746
ko:K03772	abb:ABBFA_003462
ko:K11735	abb:ABBFA_001209
ko:K14237	abb:ABBFA_001039
ko:K14233	abb:ABBFA_000470
ko:K02442	abb:ABBFA_000190
ko:K15396	abb:ABBFA_002023
ko:K14235	abb:ABBFA_003255
ko:K01046	abb:ABBFA_000352
ko:K14234	abb:ABBFA_000242
ko:K14234	abb:ABBFA_003260
ko:K14267	abb:ABBFA_002014
ko:K01985	abb:ABBFA_003532
ko:K01985	abb:ABBFA_003534
ko:K01985	abb:ABBFA_003535
ko:K01985	abb:ABBFA_003536
ko:K01985	abb:ABBFA_003533
ko:K01985	abb:ABBFA_003537
ko:K19302	abb:ABBFA_003515
ko:K14170	abb:ABBFA_001167
ko:K01607	abb:ABBFA_001567
ko:K07346	abb:ABBFA_001235
ko:K14219	abb:ABBFA_002902
ko:K14441	abb:ABBFA_001471
ko:K14225	abb:ABBFA_002310
ko:K14225	abb:ABBFA_003397
ko:K14225	abb:ABBFA_003398
ko:K01173	abb:ABBFA_000262
ko:K08196	abb:ABBFA_002145
ko:K05817	abb:ABBFA_003127
ko:K00001	abb:ABBFA_000747
ko:K00090	abb:ABBFA_001192
ko:K00064	abb:ABBFA_001225
ko:K00249	abb:ABBFA_000504
ko:K03535	abb:ABBFA_002446
ko:K01263	abb:ABBFA_001086
ko:K00355	abb:ABBFA_000695
ko:K06954	abb:ABBFA_001254
ko:K01524	abb:ABBFA_002954
ko:K00249	abb:ABBFA_001857
ko:K14226	abb:ABBFA_002901
ko:K14218	abb:ABBFA_000307
ko:K14222	abb:ABBFA_000799
ko:K15778	abb:ABBFA_002727
ko:K14219	abb:ABBFA_001131
ko:K07273	abb:ABBFA_003333
ko:K16238	abb:ABBFA_001364
ko:K14229	abb:ABBFA_003137
ko:K14229	abb:ABBFA_003138
ko:K14230	abb:ABBFA_002352
ko:K14230	abb:ABBFA_003202
ko:K14230	abb:ABBFA_003203
ko:K06133	abb:ABBFA_003399
ko:K01980	abb:ABBFA_003538
ko:K01980	abb:ABBFA_003541
ko:K01980	abb:ABBFA_003542
ko:K01980	abb:ABBFA_003539
ko:K01980	abb:ABBFA_003543
ko:K01980	abb:ABBFA_003540
ko:K14233	abb:ABBFA_000259
ko:K05559	abb:ABBFA_003192
ko:K14230	abb:ABBFA_001985
ko:K14218	abb:ABBFA_000017
ko:K14218	abb:ABBFA_003496
ko:K14218	abb:ABBFA_000529
ko:K14218	abb:ABBFA_000500
ko:K14218	abb:ABBFA_002936
ko:K14218	abb:ABBFA_003347
ko:K01081	abb:ABBFA_001738
ko:K03897	abb:ABBFA_001060
ko:K01426	abb:ABBFA_001588
ko:K06889	abb:ABBFA_000221
ko:K09483	abb:ABBFA_001571
ko:K14742	abb:ABBFA_002917
ko:K07168	abb:ABBFA_000397
ko:K03293	abb:ABBFA_000375
ko:K06996	abb:ABBFA_002712
ko:K07278	abb:ABBFA_001334
ko:K08316	abb:ABBFA_002590
ko:K14652	abb:ABBFA_000095
ko:K08196	abb:ABBFA_002132
ko:K08196	abb:ABBFA_002895
ko:K04085	abb:ABBFA_001178
ko:K00799	abb:ABBFA_003129
ko:K00799	abb:ABBFA_000019
ko:K00799	abb:ABBFA_001379
ko:K00799	abb:ABBFA_001996
ko:K06177	abb:ABBFA_001349
ko:K11939	abb:ABBFA_000358
ko:K00220	abb:ABBFA_001168
ko:K00800	abb:ABBFA_001168
ko:K00249	abb:ABBFA_002436
ko:K01096	abb:ABBFA_000734
ko:K00799	abb:ABBFA_002379
ko:K00799	abb:ABBFA_003382
ko:K03293	abb:ABBFA_000705
ko:K01941	abb:ABBFA_002251
ko:K01457	abb:ABBFA_002246
ko:K00131	abb:ABBFA_003046
ko:K01139	abb:ABBFA_000338
ko:K07394	abb:ABBFA_000495
ko:K01055	abb:ABBFA_001565
ko:K02456	abb:ABBFA_001914
ko:K02459	abb:ABBFA_001912
ko:K00128	abb:ABBFA_002162
ko:K11741	abb:ABBFA_002907
ko:K15553	abb:ABBFA_001315
ko:K15724	abb:ABBFA_000011
ko:K15725	abb:ABBFA_000296
ko:K15554	abb:ABBFA_003484
ko:K02428	abb:ABBFA_003065
ko:K15738	abb:ABBFA_003101
ko:K15633	abb:ABBFA_003300
ko:K15551	abb:ABBFA_002045
ko:K10831	abb:ABBFA_002044
ko:K15555	abb:ABBFA_003485
ko:K15553	abb:ABBFA_003482
ko:K15553	abb:ABBFA_003481
ko:K15552	abb:ABBFA_002043
ko:K15256	abb:ABBFA_002115
ko:K18147	abb:ABBFA_001709
ko:K01082	abb:ABBFA_001881
ko:K15554	abb:ABBFA_001314
ko:K01692	abb:ABBFA_002196
ko:K01692	abb:ABBFA_003412
ko:K04093	abb:ABBFA_001382
ko:K03286	abb:ABBFA_002230
ko:K12543	abb:ABBFA_002303
ko:K15726	abb:ABBFA_000298
ko:K15727	abb:ABBFA_000297
ko:K15461	abb:ABBFA_000539
ko:K15536	abb:ABBFA_000005
ko:K15342	abb:ABBFA_000981
ko:K03298	abb:ABBFA_003278
ko:K14415	abb:ABBFA_000623
ko:K15866	abb:ABBFA_002195
ko:K12542	abb:ABBFA_002301
ko:K12541	abb:ABBFA_002302
ko:K10716	abb:ABBFA_001339
ko:K15977	abb:ABBFA_003390
ko:K15984	abb:ABBFA_002916
ko:K03327	abb:ABBFA_000063
ko:K02226	abb:ABBFA_001836
ko:K03781	abb:ABBFA_002170
ko:K16092	abb:ABBFA_000585
ko:K16090	abb:ABBFA_003059
ko:K16088	abb:ABBFA_001397
ko:K14235	abb:ABBFA_001202
ko:K14235	abb:ABBFA_001204
ko:K16088	abb:ABBFA_001829
ko:K16090	abb:ABBFA_001531
ko:K16137	abb:ABBFA_000187
ko:K16137	abb:ABBFA_000834
ko:K02014	abb:ABBFA_001844
ko:K02029	abb:ABBFA_002089
ko:K02028	abb:ABBFA_002088
ko:K02030	abb:ABBFA_002086
ko:K03320	abb:ABBFA_000720
ko:K16053	abb:ABBFA_001391
ko:K02030	abb:ABBFA_002087
ko:K11735	abb:ABBFA_000198
ko:K02617	abb:ABBFA_002190
ko:K00882	abb:ABBFA_001505
ko:K02014	abb:ABBFA_001390
ko:K16345	abb:ABBFA_000626
ko:K11733	abb:ABBFA_000624
ko:K11734	abb:ABBFA_000070
ko:K16235	abb:ABBFA_000305
ko:K11737	abb:ABBFA_002453
ko:K16264	abb:ABBFA_000299
ko:K03321	abb:ABBFA_001496
ko:K07122	abb:ABBFA_000413
ko:K02473	abb:ABBFA_003457
ko:K01166	abb:ABBFA_000491
ko:K16692	abb:ABBFA_003461
ko:K10014	abb:ABBFA_001141
ko:K16839	abb:ABBFA_000127
ko:K16842	abb:ABBFA_000132
ko:K16872	abb:ABBFA_002371
ko:K16840	abb:ABBFA_000131
ko:K16841	abb:ABBFA_002041
ko:K17103	abb:ABBFA_000497
ko:K19611	abb:ABBFA_002629
ko:K11209	abb:ABBFA_002967
ko:K17218	abb:ABBFA_001787
ko:K17713	abb:ABBFA_003030
ko:K17228	abb:ABBFA_000175
ko:K01990	abb:ABBFA_001130
ko:K01992	abb:ABBFA_000860
ko:K01992	abb:ABBFA_001129
ko:K00821	abb:ABBFA_001515
ko:K00254	abb:ABBFA_001187
ko:K07318	abb:ABBFA_003309
ko:K17733	abb:ABBFA_002223
ko:K17737	abb:ABBFA_001760
ko:K00001	abb:ABBFA_001423
ko:K03298	abb:ABBFA_002212
ko:K11734	abb:ABBFA_001008
ko:K18139	abb:ABBFA_000731
ko:K11939	abb:ABBFA_000357
ko:K02031	abb:ABBFA_001884
ko:K02032	abb:ABBFA_001884
ko:K17938	abb:ABBFA_000677
ko:K03366	abb:ABBFA_001792
ko:K08485	abb:ABBFA_002972
ko:K13794	abb:ABBFA_002888
ko:K22589	abb:ABBFA_001048
ko:K18143	abb:ABBFA_001705
ko:K18144	abb:ABBFA_001706
ko:K18118	abb:ABBFA_000284
ko:K18383	abb:ABBFA_002433
ko:K18303	abb:ABBFA_000034
ko:K18302	abb:ABBFA_000033
ko:K18301	abb:ABBFA_000032
ko:K00138	abb:ABBFA_001365
ko:K03446	abb:ABBFA_001682
ko:K16234	abb:ABBFA_000078
ko:K11904	abb:ABBFA_002276
ko:K03462	abb:ABBFA_001675
ko:K21645	abb:ABBFA_001766
ko:K18902	abb:ABBFA_001138
ko:K18893	abb:ABBFA_001942
ko:K18794	abb:ABBFA_001962
ko:K18900	abb:ABBFA_001140
ko:K18850	abb:ABBFA_001936
ko:K18901	abb:ABBFA_001139
ko:K18903	abb:ABBFA_001137
ko:K02625	abb:ABBFA_001771
ko:K03976	abb:ABBFA_001853
ko:K03526	abb:ABBFA_003033
ko:K18979	abb:ABBFA_001968
ko:K18997	abb:ABBFA_003173
ko:K07452	abb:ABBFA_000214
ko:K19129	abb:ABBFA_000985
ko:K19147	abb:ABBFA_000215
ko:K19127	abb:ABBFA_000983
ko:K22444	abb:ABBFA_002758
ko:K00812	abb:ABBFA_000937
ko:K19130	abb:ABBFA_000986
ko:K07012	abb:ABBFA_000982
ko:K03446	abb:ABBFA_001663
ko:K19128	abb:ABBFA_000984
ko:K01066	abb:ABBFA_002761
ko:K01992	abb:ABBFA_000859
ko:K00638	abb:ABBFA_000784
ko:K03862	abb:ABBFA_002428
ko:K19302	abb:ABBFA_003039
ko:K04771	abb:ABBFA_000920
ko:K19577	abb:ABBFA_000040
ko:K19577	abb:ABBFA_001340
ko:K17686	abb:ABBFA_002361
ko:K00992	abb:ABBFA_001927
ko:K00799	abb:ABBFA_002075
ko:K06132	abb:ABBFA_000523
ko:K15777	abb:ABBFA_002581
ko:K19810	abb:ABBFA_001034
ko:K22443	abb:ABBFA_002760
ko:K03809	abb:ABBFA_002770
ko:K20276	abb:ABBFA_000776
ko:K20455	abb:ABBFA_003437
ko:K09788	abb:ABBFA_000707
ko:K20534	abb:ABBFA_000857
ko:K20881	abb:ABBFA_001486
ko:K21053	abb:ABBFA_002409
ko:K21062	abb:ABBFA_002213
ko:K13877	abb:ABBFA_001618
ko:K21105	abb:ABBFA_002440
ko:K21061	abb:ABBFA_002209
ko:K01768	abb:ABBFA_001871
ko:K11935	abb:ABBFA_001302
ko:K11931	abb:ABBFA_001303
ko:K11937	abb:ABBFA_001305
ko:K13877	abb:ABBFA_001665
ko:K13877	abb:ABBFA_002205
ko:K21021	abb:ABBFA_000526
ko:K21801	abb:ABBFA_001680
ko:K13877	abb:ABBFA_002442
ko:K06889	abb:ABBFA_001702
ko:K03863	abb:ABBFA_002429
ko:K21416	abb:ABBFA_001796
ko:K21417	abb:ABBFA_001795
ko:K21472	abb:ABBFA_000048
ko:K21420	abb:ABBFA_002741
ko:K21699	abb:ABBFA_001205
ko:K21747	abb:ABBFA_001859
ko:K21756	abb:ABBFA_001611
ko:K21757	abb:ABBFA_002363
ko:K21758	abb:ABBFA_002370
ko:K21802	abb:ABBFA_002434
ko:K19591	abb:ABBFA_002360
ko:K21990	abb:ABBFA_000056
ko:K22003	abb:ABBFA_002890
ko:K22027	abb:ABBFA_001589
ko:K22025	abb:ABBFA_001669
ko:K22105	abb:ABBFA_000997
ko:K22067	abb:ABBFA_001440
ko:K13874	abb:ABBFA_001657
ko:K22132	abb:ABBFA_003001
ko:K22186	abb:ABBFA_001666
ko:K13875	abb:ABBFA_001615
ko:K22292	abb:ABBFA_003476
ko:K02257	abb:ABBFA_001294
ko:K00611	abb:ABBFA_001466
ko:K13061	abb:ABBFA_003409
ko:K00590	abb:ABBFA_002561
ko:K00590	abb:ABBFA_000209
ko:K22549	abb:ABBFA_002208
