ko:K00984	senn:SN31241_23340
ko:K02406	senn:SN31241_38590
ko:K09824	senn:SN31241_38680
ko:K07241	senn:SN31241_38720
ko:K07649	senn:SN31241_38730
ko:K07774	senn:SN31241_38740
ko:K07795	senn:SN31241_38750
ko:K15737	senn:SN31241_38790
ko:K15736	senn:SN31241_38800
ko:K11735	senn:SN31241_38830
ko:K15735	senn:SN31241_38840
ko:K00375	senn:SN31241_38950
ko:K02000	senn:SN31241_39020
ko:K02001	senn:SN31241_39030
ko:K02002	senn:SN31241_39040
ko:K15974	senn:SN31241_39060
ko:K03543	senn:SN31241_39070
ko:K03446	senn:SN31241_39080
ko:K03221	senn:SN31241_39650
ko:K02078	senn:SN31241_39730
ko:K03225	senn:SN31241_39830
ko:K03230	senn:SN31241_39880
ko:K07314	senn:SN31241_39970
ko:K03555	senn:SN31241_40020
ko:K03573	senn:SN31241_41170
ko:K08227	senn:SN31241_41210
ko:K05939	senn:SN31241_41220
ko:K02529	senn:SN31241_41240
ko:K01586	senn:SN31241_41260
ko:K01815	senn:SN31241_41310
ko:K04567	senn:SN31241_41530
ko:K02836	senn:SN31241_41540
ko:K07462	senn:SN31241_41550
ko:K03981	senn:SN31241_41560
ko:K03840	senn:SN31241_41580
ko:K09159	senn:SN31241_41600
ko:K06980	senn:SN31241_41620
ko:K11068	senn:SN31241_41630
ko:K09900	senn:SN31241_41640
ko:K01223	senn:SN31241_41650
ko:K00281	senn:SN31241_41670
ko:K03272	senn:SN31241_43300
ko:K00982	senn:SN31241_43310
ko:K06917	senn:SN31241_15190
ko:K10972	senn:SN31241_15200
ko:K01483	senn:SN31241_15210
ko:K10973	senn:SN31241_15220
ko:K01608	senn:SN31241_15230
ko:K10975	senn:SN31241_15270
ko:K00865	senn:SN31241_15300
ko:K14977	senn:SN31241_15310
ko:K02083	senn:SN31241_15320
ko:K00926	senn:SN31241_15380
ko:K01589	senn:SN31241_15390
ko:K01588	senn:SN31241_15400
ko:K03269	senn:SN31241_15410
ko:K01883	senn:SN31241_15430
ko:K07038	senn:SN31241_15460
ko:K01491	senn:SN31241_15480
ko:K07345	senn:SN31241_15490
ko:K11250	senn:SN31241_23390
ko:K09712	senn:SN31241_23460
ko:K03449	senn:SN31241_23500
ko:K09786	senn:SN31241_23570
ko:K07180	senn:SN31241_23580
ko:K06871	senn:SN31241_23600
ko:K01792	senn:SN31241_23620
ko:K00134	senn:SN31241_23630
ko:K09916	senn:SN31241_23650
ko:K08281	senn:SN31241_23660
ko:K04773	senn:SN31241_23680
ko:K01008	senn:SN31241_23700
ko:K00262	senn:SN31241_23720
ko:K08320	senn:SN31241_23740
ko:K01142	senn:SN31241_23750
ko:K00840	senn:SN31241_23760
ko:K00673	senn:SN31241_23770
ko:K06447	senn:SN31241_23780
ko:K01484	senn:SN31241_23790
ko:K05526	senn:SN31241_23800
ko:K05984	senn:SN31241_23830
ko:K04064	senn:SN31241_23860
ko:K02760	senn:SN31241_23870
ko:K02761	senn:SN31241_23880
ko:K02759	senn:SN31241_23890
ko:K03490	senn:SN31241_23900
ko:K11755	senn:SN31241_31810
ko:K05789	senn:SN31241_31820
ko:K00012	senn:SN31241_31830
ko:K12452	senn:SN31241_31960
ko:K01709	senn:SN31241_31970
ko:K00978	senn:SN31241_31980
ko:K01790	senn:SN31241_32000
ko:K00973	senn:SN31241_32010
ko:K00067	senn:SN31241_32020
ko:K00963	senn:SN31241_32040
ko:K16703	senn:SN31241_32060
ko:K16710	senn:SN31241_32070
ko:K16695	senn:SN31241_32080
ko:K03208	senn:SN31241_32120
ko:K03207	senn:SN31241_32130
ko:K02377	senn:SN31241_32140
ko:K01711	senn:SN31241_32150
ko:K03818	senn:SN31241_32160
ko:K13683	senn:SN31241_32170
ko:K13620	senn:SN31241_32180
ko:K13684	senn:SN31241_32190
ko:K03819	senn:SN31241_32200
ko:K16692	senn:SN31241_32220
ko:K01991	senn:SN31241_32240
ko:K07289	senn:SN31241_32270
ko:K01494	senn:SN31241_32280
ko:K00876	senn:SN31241_32290
ko:K03154	senn:SN31241_45360
ko:K03149	senn:SN31241_45370
ko:K03150	senn:SN31241_45380
ko:K03046	senn:SN31241_45420
ko:K03043	senn:SN31241_45430
ko:K02935	senn:SN31241_45440
ko:K02864	senn:SN31241_45450
ko:K02863	senn:SN31241_45460
ko:K02867	senn:SN31241_45470
ko:K02601	senn:SN31241_45480
ko:K03073	senn:SN31241_45490
ko:K02358	senn:SN31241_45500
ko:K03524	senn:SN31241_45530
ko:K00075	senn:SN31241_45540
ko:K01776	senn:SN31241_45560
ko:K16092	senn:SN31241_45570
ko:K00322	senn:SN31241_45610
ko:K04761	senn:SN31241_45620
ko:K01755	senn:SN31241_45630
ko:K00930	senn:SN31241_45640
ko:K00145	senn:SN31241_45650
ko:K01438	senn:SN31241_45660
ko:K01595	senn:SN31241_45670
ko:K11202	senn:SN31241_45700
ko:K04069	senn:SN31241_45710
ko:K00656	senn:SN31241_45720
ko:K11202	senn:SN31241_45730
ko:K11203	senn:SN31241_45740
ko:K08483	senn:SN31241_45750
ko:K11189	senn:SN31241_45750
ko:K11201	senn:SN31241_45750
ko:K00005	senn:SN31241_45770
ko:K09974	senn:SN31241_45780
ko:K03782	senn:SN31241_45790
ko:K00297	senn:SN31241_45800
ko:K02853	senn:SN31241_47940
ko:K12582	senn:SN31241_47950
ko:K16693	senn:SN31241_47960
ko:K02805	senn:SN31241_47970
ko:K16704	senn:SN31241_47980
ko:K02472	senn:SN31241_48010
ko:K05790	senn:SN31241_48030
ko:K03628	senn:SN31241_48050
ko:K03671	senn:SN31241_48060
ko:K03732	senn:SN31241_48070
ko:K01524	senn:SN31241_48080
ko:K03656	senn:SN31241_48090
ko:K00053	senn:SN31241_48110
ko:K02521	senn:SN31241_48120
ko:K01754	senn:SN31241_48150
ko:K01687	senn:SN31241_48160
ko:K00826	senn:SN31241_48170
ko:K11258	senn:SN31241_48180
ko:K01652	senn:SN31241_48190
ko:K07391	senn:SN31241_48200
ko:K09897	senn:SN31241_48210
ko:K02529	senn:SN31241_48260
ko:K10441	senn:SN31241_48300
ko:K06726	senn:SN31241_48310
ko:K03549	senn:SN31241_48320
ko:K03924	senn:SN31241_48330
ko:K07184	senn:SN31241_43330
ko:K06153	senn:SN31241_43350
ko:K01633	senn:SN31241_43360
ko:K08591	senn:SN31241_43370
ko:K02970	senn:SN31241_43390
ko:K03086	senn:SN31241_43410
ko:K07229	senn:SN31241_43430
ko:K11391	senn:SN31241_43500
ko:K07043	senn:SN31241_43510
ko:K07862	senn:SN31241_43550
ko:K15977	senn:SN31241_43620
ko:K06911	senn:SN31241_43660
ko:K01752	senn:SN31241_43700
ko:K00656	senn:SN31241_43710
ko:K03838	senn:SN31241_43730
ko:K01754	senn:SN31241_43740
ko:K07592	senn:SN31241_43750
ko:K00865	senn:SN31241_43760
ko:K16371	senn:SN31241_43820
ko:K12525	senn:SN31241_45850
ko:K03764	senn:SN31241_45870
ko:K02909	senn:SN31241_45910
ko:K04066	senn:SN31241_45920
ko:K03591	senn:SN31241_45940
ko:K01419	senn:SN31241_45950
ko:K03667	senn:SN31241_45960
ko:K02548	senn:SN31241_45970
ko:K02553	senn:SN31241_45980
ko:K09892	senn:SN31241_46000
ko:K02440	senn:SN31241_46010
ko:K00864	senn:SN31241_46020
ko:K00528	senn:SN31241_46040
ko:K01803	senn:SN31241_46070
ko:K01783	senn:SN31241_46080
ko:K08321	senn:SN31241_46100
ko:K10555	senn:SN31241_46110
ko:K10557	senn:SN31241_46120
ko:K10556	senn:SN31241_46130
ko:K10558	senn:SN31241_46140
ko:K11531	senn:SN31241_46150
ko:K11216	senn:SN31241_46160
ko:K00847	senn:SN31241_46210
ko:K01521	senn:SN31241_46230
ko:K02048	senn:SN31241_46240
ko:K00850	senn:SN31241_46250
ko:K01653	senn:SN31241_810
ko:K02317	senn:SN31241_9200
ko:K13255	senn:SN31241_9270
ko:K02344	senn:SN31241_9310
ko:K03789	senn:SN31241_9320
ko:K08723	senn:SN31241_9330
ko:K02837	senn:SN31241_9340
ko:K03424	senn:SN31241_9390
ko:K01839	senn:SN31241_9440
ko:K03800	senn:SN31241_9520
ko:K01079	senn:SN31241_9550
ko:K04485	senn:SN31241_9560
ko:K06211	senn:SN31241_9570
ko:K08309	senn:SN31241_9590
ko:K03720	senn:SN31241_9600
ko:K05804	senn:SN31241_9630
ko:K05805	senn:SN31241_9640
ko:K07663	senn:SN31241_9650
ko:K03517	senn:SN31241_17550
ko:K03811	senn:SN31241_17560
ko:K16264	senn:SN31241_17570
ko:K01626	senn:SN31241_17590
ko:K01678	senn:SN31241_17600
ko:K01677	senn:SN31241_17610
ko:K01573	senn:SN31241_17650
ko:K02015	senn:SN31241_17690
ko:K02013	senn:SN31241_17700
ko:K00849	senn:SN31241_17730
ko:K00965	senn:SN31241_17740
ko:K05776	senn:SN31241_17770
ko:K02019	senn:SN31241_17780
ko:K02020	senn:SN31241_17800
ko:K02018	senn:SN31241_17810
ko:K01051	senn:SN31241_17850
ko:K04651	senn:SN31241_26030
ko:K03618	senn:SN31241_26050
ko:K03619	senn:SN31241_26060
ko:K04653	senn:SN31241_26070
ko:K03620	senn:SN31241_26090
ko:K02529	senn:SN31241_26290
ko:K03315	senn:SN31241_26300
ko:K14155	senn:SN31241_26310
ko:K06044	senn:SN31241_26330
ko:K08349	senn:SN31241_26430
ko:K02575	senn:SN31241_26510
ko:K00370	senn:SN31241_26520
ko:K00371	senn:SN31241_26530
ko:K09161	senn:SN31241_34400
ko:K09899	senn:SN31241_34410
ko:K00925	senn:SN31241_34430
ko:K13788	senn:SN31241_34440
ko:K00615	senn:SN31241_34460
ko:K00615	senn:SN31241_34470
ko:K07095	senn:SN31241_34530
ko:K07071	senn:SN31241_34560
ko:K10017	senn:SN31241_34570
ko:K10015	senn:SN31241_34580
ko:K10016	senn:SN31241_34590
ko:K10013	senn:SN31241_34610
ko:K03186	senn:SN31241_34630
ko:K01586	senn:SN31241_34670
ko:K06714	senn:SN31241_34680
ko:K00764	senn:SN31241_34690
ko:K03558	senn:SN31241_34700
ko:K03749	senn:SN31241_34710
ko:K11754	senn:SN31241_34720
ko:K01963	senn:SN31241_34730
ko:K03975	senn:SN31241_34740
ko:K06173	senn:SN31241_34750
ko:K03473	senn:SN31241_34770
ko:K15461	senn:SN31241_34870
ko:K09906	senn:SN31241_34890
ko:K12975	senn:SN31241_2490
ko:K12368	senn:SN31241_2540
ko:K12369	senn:SN31241_2550
ko:K12370	senn:SN31241_2560
ko:K12371	senn:SN31241_2570
ko:K12372	senn:SN31241_2580
ko:K00694	senn:SN31241_2690
ko:K11103	senn:SN31241_2740
ko:K00874	senn:SN31241_2760
ko:K07290	senn:SN31241_2780
ko:K07058	senn:SN31241_2800
ko:K01194	senn:SN31241_2850
ko:K03710	senn:SN31241_2860
ko:K07115	senn:SN31241_2930
ko:K01414	senn:SN31241_2960
ko:K15984	senn:SN31241_2970
ko:K03305	senn:SN31241_2980
ko:K06144	senn:SN31241_3000
ko:K16322	senn:SN31241_3010
ko:K07007	senn:SN31241_3020
ko:K00364	senn:SN31241_11270
ko:K02505	senn:SN31241_11280
ko:K02504	senn:SN31241_11290
ko:K02682	senn:SN31241_11300
ko:K00767	senn:SN31241_11310
ko:K03806	senn:SN31241_11320
ko:K03807	senn:SN31241_11330
ko:K11734	senn:SN31241_11360
ko:K00163	senn:SN31241_11380
ko:K00627	senn:SN31241_11390
ko:K00382	senn:SN31241_11400
ko:K01682	senn:SN31241_11450
ko:K09910	senn:SN31241_11480
ko:K02526	senn:SN31241_11500
ko:K01611	senn:SN31241_11540
ko:K00797	senn:SN31241_11550
ko:K14588	senn:SN31241_11570
ko:K00117	senn:SN31241_11580
ko:K00760	senn:SN31241_11590
ko:K01673	senn:SN31241_11600
ko:K07347	senn:SN31241_11640
ko:K01579	senn:SN31241_11700
ko:K01918	senn:SN31241_11710
ko:K00606	senn:SN31241_11720
ko:K00950	senn:SN31241_11730
ko:K01894	senn:SN31241_11750
ko:K06204	senn:SN31241_11760
ko:K06206	senn:SN31241_11770
ko:K01975	senn:SN31241_11780
ko:K06891	senn:SN31241_19620
ko:K03694	senn:SN31241_19630
ko:K06911	senn:SN31241_19660
ko:K02518	senn:SN31241_19680
ko:K00684	senn:SN31241_19690
ko:K00384	senn:SN31241_19720
ko:K03466	senn:SN31241_19740
ko:K03634	senn:SN31241_19750
ko:K07478	senn:SN31241_19760
ko:K01875	senn:SN31241_19770
ko:K07306	senn:SN31241_19780
ko:K08219	senn:SN31241_19810
ko:K04069	senn:SN31241_19830
ko:K00656	senn:SN31241_19860
ko:K09136	senn:SN31241_19880
ko:K00831	senn:SN31241_19900
ko:K00800	senn:SN31241_19910
ko:K07387	senn:SN31241_19920
ko:K00945	senn:SN31241_19930
ko:K02945	senn:SN31241_19940
ko:K05788	senn:SN31241_19950
ko:K00912	senn:SN31241_19980
ko:K09927	senn:SN31241_19990
ko:K09791	senn:SN31241_20000
ko:K00979	senn:SN31241_20010
ko:K06219	senn:SN31241_20040
ko:K03633	senn:SN31241_20050
ko:K03804	senn:SN31241_20060
ko:K03632	senn:SN31241_20070
ko:K06940	senn:SN31241_28160
ko:K06190	senn:SN31241_28180
ko:K10806	senn:SN31241_28190
ko:K03832	senn:SN31241_28200
ko:K09780	senn:SN31241_28210
ko:K06131	senn:SN31241_28230
ko:K09901	senn:SN31241_28240
ko:K10716	senn:SN31241_28250
ko:K15581	senn:SN31241_28290
ko:K15580	senn:SN31241_28300
ko:K04072	senn:SN31241_28320
ko:K00963	senn:SN31241_28350
ko:K07001	senn:SN31241_28370
ko:K09858	senn:SN31241_28380
ko:K01433	senn:SN31241_28390
ko:K00373	senn:SN31241_28430
ko:K00371	senn:SN31241_28440
ko:K00370	senn:SN31241_28450
ko:K02575	senn:SN31241_28460
ko:K07673	senn:SN31241_28470
ko:K07300	senn:SN31241_28520
ko:K01627	senn:SN31241_28530
ko:K02493	senn:SN31241_28560
ko:K02835	senn:SN31241_28570
ko:K02492	senn:SN31241_28580
ko:K02494	senn:SN31241_28600
ko:K00919	senn:SN31241_28610
ko:K00948	senn:SN31241_28630
ko:K03321	senn:SN31241_28640
ko:K01056	senn:SN31241_28660
ko:K06942	senn:SN31241_28670
ko:K07751	senn:SN31241_36450
ko:K04755	senn:SN31241_36470
ko:K04044	senn:SN31241_36480
ko:K04082	senn:SN31241_36490
ko:K02952	senn:SN31241_4710
ko:K02948	senn:SN31241_4720
ko:K02986	senn:SN31241_4730
ko:K03040	senn:SN31241_4740
ko:K02879	senn:SN31241_4750
ko:K03282	senn:SN31241_4780
ko:K03500	senn:SN31241_4800
ko:K00604	senn:SN31241_4810
ko:K01462	senn:SN31241_4820
ko:K04096	senn:SN31241_4830
ko:K07479	senn:SN31241_4850
ko:K07566	senn:SN31241_4860
ko:K00014	senn:SN31241_4870
ko:K03827	senn:SN31241_4920
ko:K00651	senn:SN31241_4930
ko:K01638	senn:SN31241_4940
ko:K01637	senn:SN31241_4950
ko:K00906	senn:SN31241_4970
ko:K03324	senn:SN31241_5020
ko:K05995	senn:SN31241_5030
ko:K09912	senn:SN31241_5040
ko:K06182	senn:SN31241_5050
ko:K00425	senn:SN31241_13560
ko:K00426	senn:SN31241_13570
ko:K03329	senn:SN31241_13610
ko:K02688	senn:SN31241_13630
ko:K01720	senn:SN31241_13660
ko:K01908	senn:SN31241_13670
ko:K01698	senn:SN31241_13680
ko:K01921	senn:SN31241_13770
ko:K00286	senn:SN31241_13830
ko:K09768	senn:SN31241_13850
ko:K00891	senn:SN31241_13860
ko:K14591	senn:SN31241_13880
ko:K09913	senn:SN31241_13890
ko:K03554	senn:SN31241_13900
ko:K01085	senn:SN31241_21840
ko:K06940	senn:SN31241_7030
ko:K04084	senn:SN31241_7120
ko:K03926	senn:SN31241_7130
ko:K07791	senn:SN31241_7140
ko:K01744	senn:SN31241_7150
ko:K07113	senn:SN31241_7160
ko:K16263	senn:SN31241_7170
ko:K04078	senn:SN31241_7180
ko:K04077	senn:SN31241_7190
ko:K02356	senn:SN31241_7230
ko:K16347	senn:SN31241_7240
ko:K03098	senn:SN31241_7280
ko:K00246	senn:SN31241_7300
ko:K04568	senn:SN31241_7330
ko:K01613	senn:SN31241_7370
ko:K06949	senn:SN31241_7380
ko:K13288	senn:SN31241_7390
ko:K09996	senn:SN31241_7400
ko:K06925	senn:SN31241_7430
ko:K01448	senn:SN31241_7440
ko:K03572	senn:SN31241_7450
ko:K00791	senn:SN31241_7460
ko:K03666	senn:SN31241_7470
ko:K07351	senn:SN31241_15500
ko:K07347	senn:SN31241_15520
ko:K07350	senn:SN31241_15530
ko:K07348	senn:SN31241_15540
ko:K07688	senn:SN31241_15550
ko:K08088	senn:SN31241_15560
ko:K07644	senn:SN31241_15640
ko:K11732	senn:SN31241_15710
ko:K16053	senn:SN31241_15720
ko:K12686	senn:SN31241_15740
ko:K10679	senn:SN31241_15820
ko:K06048	senn:SN31241_15870
ko:K02362	senn:SN31241_15880
ko:K02364	senn:SN31241_15920
ko:K02013	senn:SN31241_15940
ko:K02015	senn:SN31241_15950
ko:K02015	senn:SN31241_15960
ko:K02016	senn:SN31241_15980
ko:K02361	senn:SN31241_15990
ko:K02363	senn:SN31241_16000
ko:K01252	senn:SN31241_16010
ko:K03781	senn:SN31241_23930
ko:K15722	senn:SN31241_23940
ko:K06956	senn:SN31241_23950
ko:K07038	senn:SN31241_23960
ko:K01173	senn:SN31241_24040
ko:K01868	senn:SN31241_24050
ko:K02520	senn:SN31241_24060
ko:K02916	senn:SN31241_24070
ko:K02887	senn:SN31241_24080
ko:K01889	senn:SN31241_24090
ko:K01890	senn:SN31241_24100
ko:K04764	senn:SN31241_24110
ko:K06073	senn:SN31241_24120
ko:K00432	senn:SN31241_24130
ko:K06074	senn:SN31241_24140
ko:K01626	senn:SN31241_24190
ko:K09773	senn:SN31241_24200
ko:K12507	senn:SN31241_24230
ko:K00313	senn:SN31241_24250
ko:K03785	senn:SN31241_24310
ko:K05887	senn:SN31241_24320
ko:K06956	senn:SN31241_24400
ko:K05997	senn:SN31241_24410
ko:K09014	senn:SN31241_24420
ko:K09013	senn:SN31241_24430
ko:K09015	senn:SN31241_24440
ko:K11717	senn:SN31241_24450
ko:K01247	senn:SN31241_32320
ko:K04046	senn:SN31241_32330
ko:K07799	senn:SN31241_32350
ko:K07788	senn:SN31241_32360
ko:K07789	senn:SN31241_32370
ko:K07642	senn:SN31241_32390
ko:K07664	senn:SN31241_32400
ko:K08303	senn:SN31241_32460
ko:K00941	senn:SN31241_32570
ko:K00878	senn:SN31241_32580
ko:K07347	senn:SN31241_32610
ko:K01874	senn:SN31241_32660
ko:K02478	senn:SN31241_32710
ko:K05846	senn:SN31241_32730
ko:K05847	senn:SN31241_32740
ko:K05846	senn:SN31241_32750
ko:K05845	senn:SN31241_32760
ko:K05349	senn:SN31241_32770
ko:K03777	senn:SN31241_32780
ko:K07262	senn:SN31241_32790
ko:K01914	senn:SN31241_48350
ko:K06205	senn:SN31241_48370
ko:K04487	senn:SN31241_36520
ko:K13643	senn:SN31241_36530
ko:K15396	senn:SN31241_36540
ko:K05820	senn:SN31241_36630
ko:K00600	senn:SN31241_36640
ko:K05916	senn:SN31241_36660
ko:K03765	senn:SN31241_36670
ko:K03305	senn:SN31241_36700
ko:K04751	senn:SN31241_36710
ko:K07715	senn:SN31241_36720
ko:K07711	senn:SN31241_36740
ko:K01952	senn:SN31241_36760
ko:K11991	senn:SN31241_36790
ko:K07106	senn:SN31241_36820
ko:K00077	senn:SN31241_36840
ko:K08177	senn:SN31241_36850
ko:K00997	senn:SN31241_36880
ko:K03474	senn:SN31241_36890
ko:K03584	senn:SN31241_36900
ko:K03685	senn:SN31241_36920
ko:K03100	senn:SN31241_36930
ko:K03596	senn:SN31241_36940
ko:K03809	senn:SN31241_21860
ko:K13821	senn:SN31241_21900
ko:K12972	senn:SN31241_22020
ko:K06214	senn:SN31241_22060
ko:K04338	senn:SN31241_22070
ko:K04337	senn:SN31241_22080
ko:K04335	senn:SN31241_22100
ko:K04334	senn:SN31241_22110
ko:K04336	senn:SN31241_22120
ko:K11941	senn:SN31241_22160
ko:K03670	senn:SN31241_22170
ko:K03669	senn:SN31241_22180
ko:K12147	senn:SN31241_22200
ko:K02517	senn:SN31241_22220
ko:K07146	senn:SN31241_22230
ko:K02846	senn:SN31241_22280
ko:K12148	senn:SN31241_22290
ko:K12149	senn:SN31241_22300
ko:K01465	senn:SN31241_22310
ko:K02255	senn:SN31241_30310
ko:K02217	senn:SN31241_30350
ko:K03834	senn:SN31241_30370
ko:K07039	senn:SN31241_30380
ko:K00995	senn:SN31241_30430
ko:K03703	senn:SN31241_30440
ko:K07689	senn:SN31241_30450
ko:K10010	senn:SN31241_30490
ko:K10009	senn:SN31241_30500
ko:K02424	senn:SN31241_30520
ko:K02425	senn:SN31241_30530
ko:K02405	senn:SN31241_30540
ko:K02406	senn:SN31241_30560
ko:K02407	senn:SN31241_30580
ko:K02422	senn:SN31241_30590
ko:K02423	senn:SN31241_30600
ko:K07112	senn:SN31241_30630
ko:K02408	senn:SN31241_30660
ko:K02409	senn:SN31241_30680
ko:K02410	senn:SN31241_30690
ko:K02411	senn:SN31241_30700
ko:K02412	senn:SN31241_30710
ko:K02413	senn:SN31241_30720
ko:K02415	senn:SN31241_30740
ko:K02416	senn:SN31241_30750
ko:K02417	senn:SN31241_30760
ko:K02418	senn:SN31241_30770
ko:K02419	senn:SN31241_30780
ko:K02420	senn:SN31241_30790
ko:K02421	senn:SN31241_30800
ko:K07173	senn:SN31241_39110
ko:K01919	senn:SN31241_39120
ko:K03563	senn:SN31241_39150
ko:K01872	senn:SN31241_39160
ko:K03565	senn:SN31241_39170
ko:K02781	senn:SN31241_39230
ko:K02468	senn:SN31241_39260
ko:K02467	senn:SN31241_39270
ko:K12266	senn:SN31241_39280
ko:K12264	senn:SN31241_39290
ko:K12265	senn:SN31241_39300
ko:K04656	senn:SN31241_39310
ko:K05796	senn:SN31241_39320
ko:K08315	senn:SN31241_39350
ko:K15834	senn:SN31241_39360
ko:K15832	senn:SN31241_39370
ko:K15831	senn:SN31241_39380
ko:K15830	senn:SN31241_39390
ko:K15829	senn:SN31241_39400
ko:K15828	senn:SN31241_39410
ko:K15827	senn:SN31241_39420
ko:K15833	senn:SN31241_39440
ko:K04651	senn:SN31241_39460
ko:K04653	senn:SN31241_39480
ko:K04654	senn:SN31241_39490
ko:K15836	senn:SN31241_39510
ko:K11605	senn:SN31241_39550
ko:K11606	senn:SN31241_39560
ko:K03186	senn:SN31241_40140
ko:K06194	senn:SN31241_40180
ko:K00573	senn:SN31241_40200
ko:K03787	senn:SN31241_40210
ko:K06176	senn:SN31241_40220
ko:K01770	senn:SN31241_40230
ko:K00991	senn:SN31241_40240
ko:K05589	senn:SN31241_40250
ko:K00860	senn:SN31241_40270
ko:K00957	senn:SN31241_40290
ko:K09612	senn:SN31241_40300
ko:K15342	senn:SN31241_40360
ko:K00390	senn:SN31241_40450
ko:K00381	senn:SN31241_40460
ko:K01737	senn:SN31241_40490
ko:K10026	senn:SN31241_40550
ko:K01689	senn:SN31241_40560
ko:K01937	senn:SN31241_40570
ko:K02437	senn:SN31241_41680
ko:K00605	senn:SN31241_41690
ko:K03185	senn:SN31241_41710
ko:K09895	senn:SN31241_41730
ko:K09888	senn:SN31241_41740
ko:K01807	senn:SN31241_41770
ko:K05596	senn:SN31241_41780
ko:K09807	senn:SN31241_41800
ko:K06895	senn:SN31241_41810
ko:K01624	senn:SN31241_41840
ko:K00927	senn:SN31241_41850
ko:K03472	senn:SN31241_41860
ko:K16785	senn:SN31241_41890
ko:K00615	senn:SN31241_41980
ko:K07387	senn:SN31241_41990
ko:K00789	senn:SN31241_42120
ko:K08137	senn:SN31241_42140
ko:K02742	senn:SN31241_42150
ko:K01150	senn:SN31241_42160
ko:K09761	senn:SN31241_42170
ko:K01920	senn:SN31241_42180
ko:K07735	senn:SN31241_42190
ko:K07447	senn:SN31241_42200
ko:K02773	senn:SN31241_43830
ko:K02774	senn:SN31241_43840
ko:K07056	senn:SN31241_43880
ko:K07121	senn:SN31241_43890
ko:K07460	senn:SN31241_43900
ko:K05520	senn:SN31241_43940
ko:K09979	senn:SN31241_43950
ko:K07461	senn:SN31241_43960
ko:K03824	senn:SN31241_43970
ko:K08303	senn:SN31241_43990
ko:K03835	senn:SN31241_44020
ko:K05592	senn:SN31241_44030
ko:K05803	senn:SN31241_44040
ko:K00962	senn:SN31241_44050
ko:K02956	senn:SN31241_44060
ko:K02834	senn:SN31241_44080
ko:K02519	senn:SN31241_44090
ko:K02600	senn:SN31241_44100
ko:K09748	senn:SN31241_44110
ko:K01940	senn:SN31241_44130
ko:K03075	senn:SN31241_44150
ko:K03431	senn:SN31241_44160
ko:K00796	senn:SN31241_44170
ko:K03798	senn:SN31241_44180
ko:K07574	senn:SN31241_44200
ko:K03624	senn:SN31241_44210
ko:K07259	senn:SN31241_44230
ko:K03979	senn:SN31241_44240
ko:K02899	senn:SN31241_44260
ko:K02888	senn:SN31241_44270
ko:K02523	senn:SN31241_44280
ko:K00790	senn:SN31241_44300
ko:K07122	senn:SN31241_44320
ko:K07323	senn:SN31241_44330
ko:K04095	senn:SN31241_46580
ko:K06006	senn:SN31241_46690
ko:K04564	senn:SN31241_46750
ko:K02856	senn:SN31241_46830
ko:K02854	senn:SN31241_46840
ko:K00848	senn:SN31241_46860
ko:K03499	senn:SN31241_4790
ko:K03747	senn:SN31241_4840
ko:K13641	senn:SN31241_4990
ko:K00548	senn:SN31241_5010
ko:K07213	senn:SN31241_13500
ko:K08178	senn:SN31241_13520
ko:K07316	senn:SN31241_13530
ko:K01156	senn:SN31241_13540
ko:K02014	senn:SN31241_13600
ko:K08161	senn:SN31241_13790
ko:K08344	senn:SN31241_21810
ko:K03307	senn:SN31241_21950
ko:K01788	senn:SN31241_21960
ko:K04477	senn:SN31241_22030
ko:K08161	senn:SN31241_22210
ko:K01176	senn:SN31241_30610
ko:K02414	senn:SN31241_30730
ko:K03743	senn:SN31241_39190
ko:K08305	senn:SN31241_39200
ko:K02783	senn:SN31241_39210
ko:K02782	senn:SN31241_39220
ko:K02783	senn:SN31241_39220
ko:K00068	senn:SN31241_39240
ko:K02466	senn:SN31241_39250
ko:K04652	senn:SN31241_39470
ko:K04655	senn:SN31241_39500
ko:K11604	senn:SN31241_39530
ko:K11607	senn:SN31241_39540
ko:K03087	senn:SN31241_40170
ko:K00380	senn:SN31241_40470
ko:K06897	senn:SN31241_40500
ko:K04765	senn:SN31241_40580
ko:K01262	senn:SN31241_41720
ko:K01934	senn:SN31241_41750
ko:K00058	senn:SN31241_41760
ko:K03442	senn:SN31241_41830
ko:K06934	senn:SN31241_41870
ko:K16923	senn:SN31241_41880
ko:K16786	senn:SN31241_41900
ko:K16787	senn:SN31241_41910
ko:K02173	senn:SN31241_41920
ko:K02799	senn:SN31241_41960
ko:K02800	senn:SN31241_41960
ko:K02798	senn:SN31241_41970
ko:K01480	senn:SN31241_42000
ko:K01585	senn:SN31241_42090
ko:K02775	senn:SN31241_43850
ko:K00094	senn:SN31241_43860
ko:K02436	senn:SN31241_43870
ko:K12961	senn:SN31241_43910
ko:K03177	senn:SN31241_44070
ko:K02427	senn:SN31241_44190
ko:K07640	senn:SN31241_46710
ko:K02855	senn:SN31241_46850
ko:K00813	senn:SN31241_20110
ko:K07657	senn:SN31241_13960
ko:K03386	senn:SN31241_14020
ko:K03810	senn:SN31241_22370
ko:K06179	senn:SN31241_22540
ko:K00059	senn:SN31241_22630
ko:K02619	senn:SN31241_22660
ko:K02778	senn:SN31241_22710
ko:K02779	senn:SN31241_22710
