ko:K18137	abx:ABK1_2568
ko:K07263	abx:ABK1_2800
ko:K07258	abx:ABK1_2811
ko:K07098	abx:ABK1_3241
ko:K01525	abx:ABK1_3248
ko:K04085	abx:ABK1_0416
ko:K07273	abx:ABK1_0215
ko:K01507	abx:ABK1_0227
ko:K08305	abx:ABK1_1171
ko:K02454	abx:ABK1_1198
ko:K07017	abx:ABK1_1211
ko:K01785	abx:ABK1_0950
ko:K00548	abx:ABK1_0957
ko:K02004	abx:ABK1_0973
ko:K07213	abx:ABK1_1649
ko:K11179	abx:ABK1_2582
ko:K03635	abx:ABK1_2588
ko:K00784	abx:ABK1_1216
ko:K03298	abx:ABK1_1772
ko:K01692	abx:ABK1_1789
ko:K02017	abx:ABK1_2248
ko:K01081	abx:ABK1_2252
ko:K08997	abx:ABK1_3183
ko:K07657	abx:ABK1_3625
ko:K00970	abx:ABK1_0623
ko:K00666	abx:ABK1_0630
ko:K02454	abx:ABK1_0656
ko:K00626	abx:ABK1_1479
ko:K00799	abx:ABK1_1984
ko:K00059	abx:ABK1_2438
ko:K01426	abx:ABK1_2444
ko:K02238	abx:ABK1_2907
ko:K01092	abx:ABK1_3354
ko:K02014	abx:ABK1_3821
ko:K03593	abx:ABK1_0778
ko:K01243	abx:ABK1_0779
ko:K00652	abx:ABK1_0804
ko:K01262	abx:ABK1_1572
ko:K00974	abx:ABK1_1583
ko:K09966	abx:ABK1_2048
ko:K03499	abx:ABK1_2495
ko:K03498	abx:ABK1_2496
ko:K09909	abx:ABK1_2509
ko:K01596	abx:ABK1_2967
ko:K01113	abx:ABK1_2974
ko:K02427	abx:ABK1_2979
ko:K02674	abx:ABK1_3415
ko:K06179	abx:ABK1_0441
ko:K00799	abx:ABK1_0445
ko:K01424	abx:ABK1_0466
ko:K03455	abx:ABK1_0488
ko:K06183	abx:ABK1_1419
ko:K06177	abx:ABK1_1422
ko:K03768	abx:ABK1_1430
ko:K00059	abx:ABK1_1901
ko:K11209	abx:ABK1_1903
ko:K00058	abx:ABK1_2356
ko:K00799	abx:ABK1_3715
ko:K05794	abx:ABK1_0029
ko:K01243	abx:ABK1_0055
ko:K00939	abx:ABK1_1010
ko:K03616	abx:ABK1_1012
ko:K01934	abx:ABK1_1020
ko:K05524	abx:ABK1_1692
ko:K02433	abx:ABK1_3086
ko:K00135	abx:ABK1_3526
ko:K09806	abx:ABK1_0269
ko:K04763	abx:ABK1_0291
ko:K01515	abx:ABK1_0300
ko:K04085	abx:ABK1_1224
ko:K01409	abx:ABK1_1242
ko:K07346	abx:ABK1_1272
ko:K00135	abx:ABK1_1816
ko:K01607	abx:ABK1_1817
ko:K00121	abx:ABK1_2267
ko:K09684	abx:ABK1_2742
ko:K00799	abx:ABK1_3190
ko:K02014	abx:ABK1_3195
ko:K01011	abx:ABK1_3632
ko:K01479	abx:ABK1_3652
ko:K00567	abx:ABK1_0693
ko:K01488	abx:ABK1_0696
ko:K01607	abx:ABK1_2464
ko:K07019	abx:ABK1_2479
ko:K00219	abx:ABK1_2482
ko:K00058	abx:ABK1_3401
ko:K03177	abx:ABK1_3406
ko:K14237	abx:ABK1_tRNA49
ko:K14237	abx:ABK1_tRNA52
ko:K07666	abx:ABK1_3054
ko:K03767	abx:ABK1_0047
ko:K02029	abx:ABK1_1889
ko:K02028	abx:ABK1_1890
ko:K02030	abx:ABK1_1892
ko:K03320	abx:ABK1_3051
ko:K13776	abx:ABK1_0438
ko:K01139	abx:ABK1_3423
ko:K16053	abx:ABK1_1456
ko:K14220	abx:ABK1_tRNA38
ko:K14220	abx:ABK1_tRNA43
ko:K14220	abx:ABK1_tRNA37
ko:K14220	abx:ABK1_tRNA36
ko:K01977	abx:ABK1_rRNA12
ko:K01977	abx:ABK1_rRNA15
ko:K01977	abx:ABK1_rRNA4
ko:K01977	abx:ABK1_rRNA7
ko:K01977	abx:ABK1_rRNA1
ko:K01977	abx:ABK1_rRNA18
ko:K14219	abx:ABK1_tRNA20
ko:K14229	abx:ABK1_tRNA15
ko:K14229	abx:ABK1_tRNA16
ko:K14230	abx:ABK1_tRNA13
ko:K14230	abx:ABK1_tRNA14
ko:K14230	abx:ABK1_tRNA39
ko:K14228	abx:ABK1_tRNA12
ko:K01985	abx:ABK1_rRNA3
ko:K01985	abx:ABK1_rRNA9
ko:K01985	abx:ABK1_rRNA6
ko:K01985	abx:ABK1_rRNA13
ko:K01985	abx:ABK1_rRNA10
ko:K01985	abx:ABK1_rRNA16
ko:K00001	abx:ABK1_3024
ko:K02030	abx:ABK1_1891
ko:K14235	abx:ABK1_tRNA11
ko:K00529	abx:ABK1_0936
ko:K11735	abx:ABK1_2738
ko:K02617	abx:ABK1_1795
ko:K00568	abx:ABK1_0067
ko:K11747	abx:ABK1_0406
ko:K03321	abx:ABK1_2537
ko:K07506	abx:ABK1_2207
ko:K01659	abx:ABK1_0113
ko:K01270	abx:ABK1_1215
ko:K07394	abx:ABK1_3269
ko:K11311	abx:ABK1_2242
ko:K00146	abx:ABK1_2431
ko:K00956	abx:ABK1_0987
ko:K16345	abx:ABK1_3136
ko:K03298	abx:ABK1_0304
ko:K01840	abx:ABK1_0104
ko:K11733	abx:ABK1_3138
ko:K00253	abx:ABK1_1858
ko:K01069	abx:ABK1_1295
ko:K01990	abx:ABK1_2159
ko:K10831	abx:ABK1_1937
ko:K11734	abx:ABK1_2778
ko:K13794	abx:ABK1_0707
ko:K10673	abx:ABK1_0258
ko:K11734	abx:ABK1_3662
ko:K16235	abx:ABK1_3458
ko:K22617	abx:ABK1_3243
ko:K01856	abx:ABK1_2423
ko:K05599	abx:ABK1_2244
ko:K05600	abx:ABK1_2243
ko:K16264	abx:ABK1_3462
ko:K01487	abx:ABK1_0025
ko:K03321	abx:ABK1_0240
ko:K07122	abx:ABK1_3347
ko:K16692	abx:ABK1_0082
ko:K00090	abx:ABK1_1238
ko:K03457	abx:ABK1_1814
ko:K03457	abx:ABK1_1941
ko:K01166	abx:ABK1_3273
ko:K08485	abx:ABK1_0628
ko:K00042	abx:ABK1_2342
ko:K10014	abx:ABK1_1186
ko:K00131	abx:ABK1_0530
ko:K09810	abx:ABK1_2908
ko:K00785	abx:ABK1_0093
ko:K16839	abx:ABK1_3605
ko:K00355	abx:ABK1_3074
ko:K03559	abx:ABK1_0496
ko:K03417	abx:ABK1_0112
ko:K03559	abx:ABK1_2060
ko:K03559	abx:ABK1_2088
ko:K03559	abx:ABK1_2089
ko:K08316	abx:ABK1_1006
ko:K00108	abx:ABK1_0913
ko:K16872	abx:ABK1_1640
ko:K16840	abx:ABK1_3601
ko:K16841	abx:ABK1_1940
ko:K16842	abx:ABK1_3600
ko:K17103	abx:ABK1_3267
ko:K12064	abx:ABK1_3756
ko:K14159	abx:ABK1_1114
ko:K01457	abx:ABK1_1736
ko:K09483	abx:ABK1_2460
ko:K14742	abx:ABK1_0681
ko:K04091	abx:ABK1_0059
ko:K19611	abx:ABK1_0967
ko:K11209	abx:ABK1_0633
ko:K03457	abx:ABK1_1999
ko:K03574	abx:ABK1_3344
ko:K00265	abx:ABK1_3437
ko:K03574	abx:ABK1_1203
ko:K00951	abx:ABK1_0619
ko:K17218	abx:ABK1_2203
ko:K01800	abx:ABK1_3664
ko:K17713	abx:ABK1_0546
ko:K17228	abx:ABK1_3552
ko:K01990	abx:ABK1_1176
ko:K01897	abx:ABK1_0224
ko:K01992	abx:ABK1_1175
ko:K01992	abx:ABK1_2917
ko:K02049	abx:ABK1_1738
ko:K15555	abx:ABK1_0057
ko:K00821	abx:ABK1_2517
ko:K01130	abx:ABK1_0964
ko:K01791	abx:ABK1_2820
ko:K03892	abx:ABK1_1948
ko:K00537	abx:ABK1_1947
ko:K00254	abx:ABK1_1233
ko:K11928	abx:ABK1_2035
ko:K01658	abx:ABK1_2669
ko:K00632	abx:ABK1_0348
ko:K06518	abx:ABK1_1906
ko:K05540	abx:ABK1_2824
ko:K00128	abx:ABK1_1812
ko:K06972	abx:ABK1_2498
ko:K07318	abx:ABK1_0274
ko:K10673	abx:ABK1_0266
ko:K01497	abx:ABK1_3356
ko:K17733	abx:ABK1_1760
ko:K17737	abx:ABK1_2230
ko:K00001	abx:ABK1_1489
ko:K01046	abx:ABK1_3408
ko:K18139	abx:ABK1_3040
ko:K03719	abx:ABK1_0128
ko:K03719	abx:ABK1_1451
ko:K11747	abx:ABK1_2379
ko:K07003	abx:ABK1_0151
ko:K02031	abx:ABK1_2098
ko:K02032	abx:ABK1_2098
ko:K17938	abx:ABK1_3093
ko:K01007	abx:ABK1_1323
ko:K03366	abx:ABK1_2198
ko:K09017	abx:ABK1_0056
ko:K04343	abx:ABK1_0257
ko:K00557	abx:ABK1_2031
ko:K03772	abx:ABK1_0081
ko:K21449	abx:ABK1_1018
ko:K00220	abx:ABK1_1213
ko:K00800	abx:ABK1_1213
ko:K18143	abx:ABK1_2286
ko:K02614	abx:ABK1_1796
ko:K18144	abx:ABK1_2284
ko:K18147	abx:ABK1_2281
ko:K03719	abx:ABK1_2034
ko:K00249	abx:ABK1_3263
ko:K15125	abx:ABK1_2371
ko:K07782	abx:ABK1_0144
ko:K02768	abx:ABK1_2526
ko:K08483	abx:ABK1_2526
ko:K11183	abx:ABK1_2526
ko:K12262	abx:ABK1_1805
ko:K18118	abx:ABK1_3477
ko:K22003	abx:ABK1_0705
ko:K07240	abx:ABK1_0740
ko:K00297	abx:ABK1_1587
ko:K03830	abx:ABK1_1590
ko:K11734	abx:ABK1_3066
ko:K03760	abx:ABK1_1092
ko:K02073	abx:ABK1_1129
ko:K11891	abx:ABK1_1751
ko:K07345	abx:ABK1_2272
ko:K18143	abx:ABK1_2285
ko:K03575	abx:ABK1_3684
ko:K01031	abx:ABK1_2426
ko:K01032	abx:ABK1_2427
ko:K00865	abx:ABK1_2941
ko:K01263	abx:ABK1_2670
ko:K18320	abx:ABK1_1591
ko:K18320	abx:ABK1_1136
ko:K18320	abx:ABK1_1149
ko:K18320	abx:ABK1_1147
ko:K18320	abx:ABK1_1588
ko:K18303	abx:ABK1_3699
ko:K18302	abx:ABK1_3700
ko:K18301	abx:ABK1_3701
ko:K00138	abx:ABK1_1436
ko:K03446	abx:ABK1_2307
ko:K00984	abx:ABK1_1143
ko:K03296	abx:ABK1_3118
ko:K16234	abx:ABK1_3654
ko:K11904	abx:ABK1_1710
ko:K07645	abx:ABK1_1201
ko:K21758	abx:ABK1_2447
ko:K16235	abx:ABK1_3385
ko:K03462	abx:ABK1_2329
ko:K11904	abx:ABK1_1133
ko:K00681	abx:ABK1_0898
ko:K01654	abx:ABK1_0091
ko:K21645	abx:ABK1_2224
ko:K18902	abx:ABK1_1183
ko:K18815	abx:ABK1_1145
ko:K18893	abx:ABK1_2040
ko:K18794	abx:ABK1_2018
ko:K18797	abx:ABK1_0262
ko:K18900	abx:ABK1_1185
ko:K18824	abx:ABK1_0255
ko:K18850	abx:ABK1_2046
ko:K18901	abx:ABK1_1184
ko:K18903	abx:ABK1_1182
ko:K03496	abx:ABK1_2057
ko:K03497	abx:ABK1_2058
ko:K03502	abx:ABK1_2598
ko:K03111	abx:ABK1_3533
ko:K03496	abx:ABK1_0157
ko:K18320	abx:ABK1_1134
ko:K03746	abx:ABK1_0316
ko:K03503	abx:ABK1_1879
ko:K12068	abx:ABK1_3750
ko:K12067	abx:ABK1_3751
ko:K12066	abx:ABK1_3752
ko:K12065	abx:ABK1_3753
ko:K12063	abx:ABK1_3757
ko:K12062	abx:ABK1_3759
ko:K12061	abx:ABK1_3760
ko:K12060	abx:ABK1_3762
ko:K12059	abx:ABK1_3763
ko:K12058	abx:ABK1_3764
ko:K12057	abx:ABK1_3765
ko:K03646	abx:ABK1_2888
ko:K12072	abx:ABK1_3767
ko:K12056	abx:ABK1_3768
ko:K03502	abx:ABK1_3771
ko:K03497	abx:ABK1_3772
ko:K03746	abx:ABK1_3794
ko:K03496	abx:ABK1_3804
ko:K03496	abx:ABK1_3391
ko:K04565	abx:ABK1_3393
ko:K02663	abx:ABK1_3444
ko:K02625	abx:ABK1_2219
ko:K18974	abx:ABK1_1142
ko:K03761	abx:ABK1_2970
ko:K00335	abx:ABK1_0752
ko:K00336	abx:ABK1_0753
ko:K03976	abx:ABK1_2129
ko:K03526	abx:ABK1_0543
ko:K18979	abx:ABK1_2012
ko:K18997	abx:ABK1_0402
ko:K06596	abx:ABK1_3111
ko:K02664	abx:ABK1_3443
ko:K22444	abx:ABK1_0845
ko:K06992	abx:ABK1_0673
ko:K03446	abx:ABK1_2350
ko:K12979	abx:ABK1_0350
ko:K19165	abx:ABK1_2353
ko:K19165	abx:ABK1_2720
ko:K01066	abx:ABK1_0842
ko:K01392	abx:ABK1_2095
ko:K01992	abx:ABK1_2160
ko:K01992	abx:ABK1_2161
ko:K01992	abx:ABK1_2918
ko:K07497	abx:ABK1_0235
ko:K07497	abx:ABK1_0251
ko:K07497	abx:ABK1_0264
ko:K07497	abx:ABK1_2402
ko:K00638	abx:ABK1_2986
ko:K19302	abx:ABK1_0537
ko:K00526	abx:ABK1_0741
ko:K06867	abx:ABK1_1762
ko:K06867	abx:ABK1_3634
ko:K04771	abx:ABK1_2855
ko:K01096	abx:ABK1_3037
ko:K00984	abx:ABK1_0164
ko:K00984	abx:ABK1_1146
ko:K07216	abx:ABK1_0879
ko:K19577	abx:ABK1_1413
ko:K19577	abx:ABK1_3693
ko:K02650	abx:ABK1_3431
ko:K10938	abx:ABK1_3629
ko:K17686	abx:ABK1_1650
ko:K00992	abx:ABK1_2055
ko:K07645	abx:ABK1_3053
ko:K00799	abx:ABK1_1904
ko:K06132	abx:ABK1_3242
ko:K15777	abx:ABK1_1015
ko:K19810	abx:ABK1_2751
ko:K20034	abx:ABK1_2409
ko:K00020	abx:ABK1_0613
ko:K16066	abx:ABK1_2844
ko:K22443	abx:ABK1_0843
ko:K03809	abx:ABK1_0834
ko:K20276	abx:ABK1_2999
ko:K20276	abx:ABK1_3000
ko:K00507	abx:ABK1_3182
ko:K20455	abx:ABK1_0114
ko:K09788	abx:ABK1_3064
ko:K20534	abx:ABK1_2920
ko:K00499	abx:ABK1_2730
ko:K01802	abx:ABK1_0924
ko:K02483	abx:ABK1_1200
ko:K20881	abx:ABK1_2547
ko:K21053	abx:ABK1_1603
ko:K21062	abx:ABK1_1771
ko:K13877	abx:ABK1_2416
ko:K21061	abx:ABK1_1775
ko:K01768	abx:ABK1_2111
ko:K11935	abx:ABK1_1325
ko:K11931	abx:ABK1_1326
ko:K11937	abx:ABK1_1328
ko:K13877	abx:ABK1_1780
ko:K21021	abx:ABK1_3239
ko:K00525	abx:ABK1_0743
ko:K21023	abx:ABK1_0589
ko:K21801	abx:ABK1_2309
ko:K13877	abx:ABK1_2348
ko:K00249	abx:ABK1_2125
ko:K00249	abx:ABK1_2412
ko:K02316	abx:ABK1_0830
ko:K03553	abx:ABK1_2549
ko:K01520	abx:ABK1_0874
ko:K03546	abx:ABK1_0887
ko:K06223	abx:ABK1_0900
ko:K02314	abx:ABK1_1313
ko:K06223	abx:ABK1_1380
ko:K06217	abx:ABK1_3276
ko:K00287	abx:ABK1_0499
ko:K00560	abx:ABK1_0500
ko:K07336	abx:ABK1_0516
ko:K03676	abx:ABK1_0572
ko:K09935	abx:ABK1_0638
ko:K06889	abx:ABK1_2289
ko:K20938	abx:ABK1_1930
ko:K02335	abx:ABK1_0652
ko:K21416	abx:ABK1_2194
ko:K21417	abx:ABK1_2195
ko:K21472	abx:ABK1_3685
ko:K21420	abx:ABK1_0860
ko:K22589	abx:ABK1_2710
ko:K21699	abx:ABK1_1247
ko:K10914	abx:ABK1_1974
ko:K21747	abx:ABK1_2123
ko:K21756	abx:ABK1_2422
ko:K21757	abx:ABK1_1648
ko:K21758	abx:ABK1_1641
ko:K19591	abx:ABK1_1651
ko:K21990	abx:ABK1_3676
ko:K22027	abx:ABK1_2443
ko:K22025	abx:ABK1_2344
ko:K22105	abx:ABK1_2789
ko:K22067	abx:ABK1_2597
ko:K01816	abx:ABK1_0612
ko:K13874	abx:ABK1_2363
ko:K03595	abx:ABK1_2849
ko:K07183	abx:ABK1_2596
ko:K22132	abx:ABK1_0599
ko:K08994	abx:ABK1_2200
ko:K08994	abx:ABK1_3223
ko:K22186	abx:ABK1_2347
ko:K13875	abx:ABK1_2419
ko:K22292	abx:ABK1_0066
ko:K02257	abx:ABK1_1317
ko:K01505	abx:ABK1_0770
ko:K00611	abx:ABK1_2569
ko:K13061	abx:ABK1_0142
ko:K22550	abx:ABK1_1776
ko:K22589	abx:ABK1_2709
ko:K22549	abx:ABK1_1777
