ko:K19504	senv:AU39_22235
ko:K02014	senv:AU39_00975
ko:K02013	senv:AU39_00980
ko:K02016	senv:AU39_00985
ko:K02015	senv:AU39_00990
ko:K01845	senv:AU39_01030
ko:K03281	senv:AU39_01035
ko:K15724	senv:AU39_01040
ko:K06858	senv:AU39_01050
ko:K01243	senv:AU39_01055
ko:K01129	senv:AU39_01060
ko:K04771	senv:AU39_01065
ko:K02647	senv:AU39_01070
ko:K07258	senv:AU39_03100
ko:K00969	senv:AU39_03145
ko:K02340	senv:AU39_03150
ko:K03643	senv:AU39_03155
ko:K01869	senv:AU39_03160
ko:K16849	senv:AU39_03165
ko:K16850	senv:AU39_03170
ko:K07126	senv:AU39_03190
ko:K04045	senv:AU39_03215
ko:K01250	senv:AU39_03225
ko:K10004	senv:AU39_03230
ko:K10002	senv:AU39_03235
ko:K10003	senv:AU39_03240
ko:K10001	senv:AU39_03245
ko:K03820	senv:AU39_03250
ko:K06189	senv:AU39_03255
ko:K07042	senv:AU39_03260
ko:K03703	senv:AU39_05480
ko:K00995	senv:AU39_05485
ko:K07039	senv:AU39_05515
ko:K03834	senv:AU39_05520
ko:K02217	senv:AU39_05530
ko:K02255	senv:AU39_05545
ko:K10538	senv:AU39_05555
ko:K01087	senv:AU39_05560
ko:K00697	senv:AU39_05565
ko:K14064	senv:AU39_05570
ko:K02403	senv:AU39_05575
ko:K02402	senv:AU39_05580
ko:K02556	senv:AU39_05585
ko:K02557	senv:AU39_05590
ko:K03407	senv:AU39_05595
ko:K03408	senv:AU39_05600
ko:K00575	senv:AU39_05610
ko:K03412	senv:AU39_05615
ko:K03413	senv:AU39_05620
ko:K03414	senv:AU39_05625
ko:K02401	senv:AU39_05630
ko:K02400	senv:AU39_05635
ko:K03516	senv:AU39_05640
ko:K15532	senv:AU39_05645
ko:K05515	senv:AU39_05650
ko:K01887	senv:AU39_05655
ko:K09907	senv:AU39_05660
ko:K06201	senv:AU39_05665
ko:K15257	senv:AU39_05670
ko:K15256	senv:AU39_05675
ko:K07136	senv:AU39_05680
ko:K01876	senv:AU39_05695
ko:K08310	senv:AU39_05700
ko:K01159	senv:AU39_05710
ko:K03550	senv:AU39_05725
ko:K03551	senv:AU39_05730
ko:K09816	senv:AU39_05735
ko:K09817	senv:AU39_05740
ko:K09815	senv:AU39_05745
ko:K02560	senv:AU39_05755
ko:K00873	senv:AU39_05760
ko:K16291	senv:AU39_10170
ko:K00768	senv:AU39_10175
ko:K02233	senv:AU39_10180
ko:K02231	senv:AU39_10185
ko:K02232	senv:AU39_10190
ko:K02006	senv:AU39_10195
ko:K02008	senv:AU39_10200
ko:K02009	senv:AU39_10205
ko:K02007	senv:AU39_10210
ko:K03394	senv:AU39_10215
ko:K02190	senv:AU39_10220
ko:K05895	senv:AU39_10225
ko:K02189	senv:AU39_10235
ko:K05936	senv:AU39_10240
ko:K02191	senv:AU39_10245
ko:K03399	senv:AU39_10250
ko:K02188	senv:AU39_10255
ko:K06042	senv:AU39_10260
ko:K02227	senv:AU39_10265
ko:K02224	senv:AU39_10270
ko:K01699	senv:AU39_10295
ko:K13919	senv:AU39_10300
ko:K13920	senv:AU39_10305
ko:K13923	senv:AU39_10330
ko:K13922	senv:AU39_10350
ko:K13921	senv:AU39_10355
ko:K04031	senv:AU39_10370
ko:K04029	senv:AU39_10375
ko:K16651	senv:AU39_10385
ko:K09802	senv:AU39_10390
ko:K07470	senv:AU39_10400
ko:K00800	senv:AU39_04565
ko:K07387	senv:AU39_04570
ko:K00945	senv:AU39_04575
ko:K02945	senv:AU39_04580
ko:K05788	senv:AU39_04585
ko:K02238	senv:AU39_04590
ko:K11085	senv:AU39_04595
ko:K00912	senv:AU39_04600
ko:K09927	senv:AU39_04605
ko:K09791	senv:AU39_04610
ko:K00979	senv:AU39_04615
ko:K03224	senv:AU39_08460
ko:K03230	senv:AU39_08465
ko:K03222	senv:AU39_08490
ko:K03221	senv:AU39_08505
ko:K15351	senv:AU39_08510
ko:K15350	senv:AU39_08515
ko:K15346	senv:AU39_08530
ko:K15345	senv:AU39_08535
ko:K15368	senv:AU39_08540
ko:K15344	senv:AU39_08545
ko:K15367	senv:AU39_08550
ko:K18984	senv:AU39_08555
ko:K03220	senv:AU39_08560
ko:K03219	senv:AU39_08565
ko:K14978	senv:AU39_08575
ko:K14979	senv:AU39_08580
ko:K13041	senv:AU39_08600
ko:K13040	senv:AU39_08605
ko:K08358	senv:AU39_08610
ko:K08359	senv:AU39_08615
ko:K08357	senv:AU39_08620
ko:K01259	senv:AU39_08635
ko:K00873	senv:AU39_08645
ko:K06078	senv:AU39_08650
ko:K06078	senv:AU39_08655
ko:K19234	senv:AU39_08660
ko:K02426	senv:AU39_08665
ko:K11717	senv:AU39_08670
ko:K09015	senv:AU39_08675
ko:K09013	senv:AU39_08680
ko:K09014	senv:AU39_08685
ko:K05997	senv:AU39_08690
ko:K06956	senv:AU39_08695
ko:K19222	senv:AU39_08705
ko:K00077	senv:AU39_12940
ko:K08177	senv:AU39_12945
ko:K00997	senv:AU39_12960
ko:K03474	senv:AU39_12965
ko:K03584	senv:AU39_12970
ko:K03685	senv:AU39_12980
ko:K03100	senv:AU39_12985
ko:K03596	senv:AU39_12990
ko:K03803	senv:AU39_12995
ko:K03598	senv:AU39_13000
ko:K03597	senv:AU39_13005
ko:K03088	senv:AU39_13010
ko:K00278	senv:AU39_13015
ko:K15460	senv:AU39_13020
ko:K05590	senv:AU39_13025
ko:K11249	senv:AU39_13035
ko:K03648	senv:AU39_13045
ko:K03214	senv:AU39_13050
ko:K03672	senv:AU39_13055
ko:K05812	senv:AU39_13060
ko:K00998	senv:AU39_13070
ko:K05811	senv:AU39_13075
ko:K03761	senv:AU39_13080
ko:K03695	senv:AU39_13110
ko:K05810	senv:AU39_13115
ko:K06180	senv:AU39_13120
ko:K05807	senv:AU39_13125
ko:K05809	senv:AU39_13130
ko:K14170	senv:AU39_13135
ko:K14187	senv:AU39_13145
ko:K01626	senv:AU39_13150
ko:K02884	senv:AU39_13165
ko:K00554	senv:AU39_13170
ko:K02860	senv:AU39_13175
ko:K02959	senv:AU39_13180
ko:K03106	senv:AU39_13185
ko:K03687	senv:AU39_13205
ko:K00858	senv:AU39_13210
ko:K05816	senv:AU39_17435
ko:K05815	senv:AU39_17440
ko:K05814	senv:AU39_17445
ko:K05813	senv:AU39_17450
ko:K07341	senv:AU39_17455
ko:K19165	senv:AU39_17460
ko:K01996	senv:AU39_17465
ko:K01995	senv:AU39_17470
ko:K01998	senv:AU39_17475
ko:K01997	senv:AU39_17480
ko:K01999	senv:AU39_17485
ko:K01999	senv:AU39_17495
ko:K03089	senv:AU39_17500
ko:K09811	senv:AU39_17505
ko:K09812	senv:AU39_17510
ko:K03110	senv:AU39_17515
ko:K08316	senv:AU39_17520
ko:K08993	senv:AU39_17525
ko:K01534	senv:AU39_17540
ko:K03406	senv:AU39_17545
ko:K04085	senv:AU39_17550
ko:K09125	senv:AU39_17555
ko:K06133	senv:AU39_17575
ko:K07722	senv:AU39_17580
ko:K13926	senv:AU39_17590
ko:K01993	senv:AU39_17595
ko:K07007	senv:AU39_17600
ko:K16322	senv:AU39_17605
ko:K06144	senv:AU39_17610
ko:K06149	senv:AU39_17615
ko:K03305	senv:AU39_17620
ko:K15984	senv:AU39_17625
ko:K01414	senv:AU39_17630
ko:K07115	senv:AU39_17640
ko:K00383	senv:AU39_17645
ko:K01424	senv:AU39_17650
ko:K07792	senv:AU39_17655
ko:K03710	senv:AU39_17670
ko:K01194	senv:AU39_17675
ko:K07058	senv:AU39_17700
ko:K09982	senv:AU39_22020
ko:K13637	senv:AU39_22050
ko:K01867	senv:AU39_22055
ko:K06887	senv:AU39_22060
ko:K01779	senv:AU39_22065
ko:K01305	senv:AU39_22075
ko:K00135	senv:AU39_22110
ko:K01153	senv:AU39_22125
ko:K01154	senv:AU39_22130
ko:K03427	senv:AU39_22135
ko:K07448	senv:AU39_22140
ko:K07448	senv:AU39_22145
ko:K03427	senv:AU39_22160
ko:K09803	senv:AU39_22180
ko:K01002	senv:AU39_22245
ko:K02317	senv:AU39_22260
ko:K09862	senv:AU39_00700
ko:K07258	senv:AU39_10405
ko:K08354	senv:AU39_10410
ko:K08353	senv:AU39_10415
ko:K08352	senv:AU39_10420
ko:K01141	senv:AU39_10435
ko:K18828	senv:AU39_14615
ko:K18829	senv:AU39_14620
ko:K12943	senv:AU39_14645
ko:K01823	senv:AU39_14650
ko:K04567	senv:AU39_14655
ko:K02836	senv:AU39_14660
ko:K07462	senv:AU39_14665
ko:K03981	senv:AU39_14670
ko:K04763	senv:AU39_14675
ko:K03840	senv:AU39_14680
ko:K19168	senv:AU39_14685
ko:K09159	senv:AU39_14690
ko:K06980	senv:AU39_14700
ko:K11068	senv:AU39_14705
ko:K09900	senv:AU39_14710
ko:K01223	senv:AU39_14715
ko:K00281	senv:AU39_14725
ko:K02437	senv:AU39_14730
ko:K00605	senv:AU39_14735
ko:K18800	senv:AU39_14740
ko:K03185	senv:AU39_14745
ko:K01262	senv:AU39_14750
ko:K09895	senv:AU39_14755
ko:K09888	senv:AU39_14760
ko:K01934	senv:AU39_14765
ko:K00058	senv:AU39_14770
ko:K01807	senv:AU39_14775
ko:K05596	senv:AU39_14780
ko:K09807	senv:AU39_14785
ko:K06895	senv:AU39_14790
ko:K03442	senv:AU39_14795
ko:K01624	senv:AU39_14800
ko:K00927	senv:AU39_14805
ko:K03472	senv:AU39_14810
ko:K06934	senv:AU39_14815
ko:K16923	senv:AU39_14820
ko:K16785	senv:AU39_14825
ko:K16786	senv:AU39_14830
ko:K16787	senv:AU39_14835
ko:K00615	senv:AU39_14840
ko:K07387	senv:AU39_14845
ko:K01480	senv:AU39_14850
ko:K09897	senv:AU39_19140
ko:K07391	senv:AU39_19145
ko:K01652	senv:AU39_19150
ko:K11258	senv:AU39_19155
ko:K00826	senv:AU39_19160
ko:K01687	senv:AU39_19165
ko:K01754	senv:AU39_19170
ko:K02521	senv:AU39_19185
ko:K00053	senv:AU39_19190
ko:K03769	senv:AU39_19195
ko:K03656	senv:AU39_19205
ko:K01524	senv:AU39_19210
ko:K03732	senv:AU39_19215
ko:K03671	senv:AU39_19220
ko:K03628	senv:AU39_19225
ko:K02851	senv:AU39_19230
ko:K05790	senv:AU39_19235
ko:K01791	senv:AU39_19240
ko:K02472	senv:AU39_19245
ko:K01710	senv:AU39_19250
ko:K16704	senv:AU39_19260
ko:K02805	senv:AU39_19265
ko:K16693	senv:AU39_19270
ko:K12582	senv:AU39_19275
ko:K02853	senv:AU39_19280
ko:K02852	senv:AU39_19285
ko:K02498	senv:AU39_19315
ko:K02496	senv:AU39_19320
ko:K01719	senv:AU39_19325
ko:K01749	senv:AU39_19330
ko:K05851	senv:AU39_19335
ko:K06202	senv:AU39_19340
ko:K01778	senv:AU39_19360
ko:K09921	senv:AU39_19365
ko:K03733	senv:AU39_19370
ko:K03657	senv:AU39_19380
ko:K03284	senv:AU39_19385
ko:K01733	senv:AU39_00010
ko:K09861	senv:AU39_00015
ko:K03310	senv:AU39_00020
ko:K00616	senv:AU39_00025
ko:K03831	senv:AU39_00030
ko:K07034	senv:AU39_00035
ko:K04043	senv:AU39_00050
ko:K03686	senv:AU39_00055
ko:K03547	senv:AU39_01925
ko:K07657	senv:AU39_01935
ko:K07636	senv:AU39_01940
ko:K03311	senv:AU39_01945
ko:K11736	senv:AU39_01950
ko:K01187	senv:AU39_01955
ko:K03386	senv:AU39_01960
ko:K08682	senv:AU39_01965
ko:K07568	senv:AU39_01970
ko:K00773	senv:AU39_01975
ko:K03210	senv:AU39_01980
ko:K03072	senv:AU39_01985
ko:K03074	senv:AU39_01990
ko:K06996	senv:AU39_01995
ko:K18862	senv:AU39_02010
ko:K05517	senv:AU39_02015
ko:K07738	senv:AU39_02025
ko:K11752	senv:AU39_02030
ko:K00794	senv:AU39_02035
ko:K03625	senv:AU39_02040
ko:K07757	senv:AU39_04080
ko:K00656	senv:AU39_04085
ko:K04069	senv:AU39_04090
ko:K03750	senv:AU39_04100
ko:K13051	senv:AU39_04105
ko:K13892	senv:AU39_04110
ko:K13889	senv:AU39_04115
ko:K13890	senv:AU39_04120
ko:K13891	senv:AU39_04125
ko:K14441	senv:AU39_04130
ko:K03521	senv:AU39_04145
ko:K03522	senv:AU39_04150
ko:K09709	senv:AU39_04155
ko:K00311	senv:AU39_04165
ko:K07258	senv:AU39_04195
ko:K11534	senv:AU39_04200
ko:K13654	senv:AU39_07585
ko:K02014	senv:AU39_07590
ko:K11738	senv:AU39_07605
ko:K00675	senv:AU39_07615
ko:K00374	senv:AU39_07625
ko:K00373	senv:AU39_07630
ko:K00371	senv:AU39_07635
ko:K00370	senv:AU39_07640
ko:K02575	senv:AU39_07645
ko:K08167	senv:AU39_07655
ko:K16076	senv:AU39_07665
ko:K08349	senv:AU39_07685
ko:K08350	senv:AU39_07690
ko:K13953	senv:AU39_07695
ko:K00027	senv:AU39_07700
ko:K02972	senv:AU39_07705
ko:K04063	senv:AU39_07715
ko:K06044	senv:AU39_07735
ko:K14155	senv:AU39_07745
ko:K03315	senv:AU39_07750
ko:K02529	senv:AU39_07755
ko:K06282	senv:AU39_07825
ko:K06281	senv:AU39_07830
ko:K03620	senv:AU39_07835
ko:K03605	senv:AU39_07840
ko:K04653	senv:AU39_07845
ko:K03619	senv:AU39_07850
ko:K03618	senv:AU39_07855
ko:K04651	senv:AU39_07865
ko:K00845	senv:AU39_12105
ko:K03322	senv:AU39_12130
ko:K11535	senv:AU39_12135
ko:K01885	senv:AU39_12160
ko:K11537	senv:AU39_12195
ko:K03815	senv:AU39_12200
ko:K14347	senv:AU39_12215
ko:K09954	senv:AU39_12220
ko:K18778	senv:AU39_00705
ko:K00859	senv:AU39_00710
ko:K00364	senv:AU39_00715
ko:K02505	senv:AU39_00720
ko:K02504	senv:AU39_00725
ko:K02682	senv:AU39_00730
ko:K00767	senv:AU39_00735
ko:K03806	senv:AU39_00740
ko:K03807	senv:AU39_00745
ko:K11734	senv:AU39_00760
ko:K00163	senv:AU39_00770
ko:K00627	senv:AU39_00775
ko:K00382	senv:AU39_00780
ko:K01682	senv:AU39_00805
ko:K09910	senv:AU39_00820
ko:K02526	senv:AU39_00825
ko:K02015	senv:AU39_02870
ko:K08225	senv:AU39_02875
ko:K02016	senv:AU39_02880
ko:K02361	senv:AU39_02885
ko:K02363	senv:AU39_02890
ko:K01252	senv:AU39_02895
ko:K00216	senv:AU39_02900
ko:K06200	senv:AU39_02910
ko:K08317	senv:AU39_02920
ko:K14287	senv:AU39_02925
ko:K03805	senv:AU39_02945
ko:K03386	senv:AU39_02950
ko:K03387	senv:AU39_02955
ko:K11932	senv:AU39_02980
ko:K06140	senv:AU39_02990
ko:K01169	senv:AU39_02995
ko:K09477	senv:AU39_03005
ko:K05966	senv:AU39_03010
ko:K03809	senv:AU39_05055
ko:K13821	senv:AU39_05075
ko:K11928	senv:AU39_05080
ko:K03307	senv:AU39_05100
ko:K01788	senv:AU39_05105
ko:K17948	senv:AU39_05110
ko:K06887	senv:AU39_05170
ko:K11911	senv:AU39_05175
ko:K11891	senv:AU39_05180
ko:K00943	senv:AU39_09580
ko:K07082	senv:AU39_09585
ko:K02619	senv:AU39_09590
ko:K09458	senv:AU39_09595
ko:K02078	senv:AU39_09600
ko:K00059	senv:AU39_09605
ko:K00645	senv:AU39_09610
ko:K00648	senv:AU39_09615
ko:K03621	senv:AU39_09620
ko:K02911	senv:AU39_09625
ko:K07040	senv:AU39_09630
ko:K06179	senv:AU39_09650
ko:K08300	senv:AU39_09655
ko:K02397	senv:AU39_09660
ko:K02396	senv:AU39_09665
ko:K02395	senv:AU39_09670
ko:K02394	senv:AU39_09675
ko:K02393	senv:AU39_09680
ko:K02392	senv:AU39_09685
ko:K02391	senv:AU39_09690
ko:K02390	senv:AU39_09695
ko:K02389	senv:AU39_09700
ko:K02388	senv:AU39_09705
ko:K02387	senv:AU39_09710
ko:K02386	senv:AU39_09715
ko:K02398	senv:AU39_09720
ko:K02399	senv:AU39_09725
ko:K03980	senv:AU39_09730
ko:K03810	senv:AU39_09735
ko:K09915	senv:AU39_09740
ko:K03790	senv:AU39_09745
ko:K08162	senv:AU39_09750
ko:K03675	senv:AU39_09755
ko:K01465	senv:AU39_09765
ko:K12149	senv:AU39_09770
ko:K12148	senv:AU39_09775
ko:K02846	senv:AU39_09780
ko:K07146	senv:AU39_09800
ko:K02517	senv:AU39_09805
ko:K08161	senv:AU39_09810
ko:K12147	senv:AU39_09815
ko:K03669	senv:AU39_09825
ko:K03670	senv:AU39_09830
ko:K11941	senv:AU39_09835
ko:K00573	senv:AU39_14055
ko:K03787	senv:AU39_14060
ko:K06176	senv:AU39_14065
ko:K01770	senv:AU39_14070
ko:K00991	senv:AU39_14075
ko:K05589	senv:AU39_14080
ko:K00860	senv:AU39_14090
ko:K00956	senv:AU39_14095
ko:K00957	senv:AU39_14100
ko:K09612	senv:AU39_14105
ko:K09951	senv:AU39_14110
ko:K15342	senv:AU39_14115
ko:K19126	senv:AU39_14120
ko:K19125	senv:AU39_14125
ko:K19124	senv:AU39_14130
ko:K19046	senv:AU39_14135
ko:K19123	senv:AU39_14140
ko:K07012	senv:AU39_14145
ko:K13739	senv:AU39_14150
ko:K00390	senv:AU39_14155
ko:K00381	senv:AU39_14160
ko:K00380	senv:AU39_14165
ko:K01737	senv:AU39_14170
ko:K06897	senv:AU39_14175
ko:K10026	senv:AU39_14180
ko:K01689	senv:AU39_14185
ko:K01937	senv:AU39_14190
ko:K04765	senv:AU39_14195
ko:K00951	senv:AU39_14235
ko:K03215	senv:AU39_14240
ko:K07678	senv:AU39_14245
ko:K00865	senv:AU39_14250
ko:K01706	senv:AU39_14255
ko:K13918	senv:AU39_14260
ko:K03535	senv:AU39_14265
ko:K06175	senv:AU39_14275
ko:K15723	senv:AU39_14285
ko:K06879	senv:AU39_14290
ko:K06966	senv:AU39_14295
ko:K03837	senv:AU39_14300
ko:K01752	senv:AU39_14305
ko:K01146	senv:AU39_14310
ko:K00048	senv:AU39_14315
ko:K17473	senv:AU39_18550
ko:K01223	senv:AU39_18560
ko:K07726	senv:AU39_18575
ko:K07784	senv:AU39_18590
ko:K07783	senv:AU39_18595
ko:K07675	senv:AU39_18600
ko:K02429	senv:AU39_18615
ko:K00852	senv:AU39_18620
ko:K11534	senv:AU39_18625
ko:K01653	senv:AU39_18630
ko:K01652	senv:AU39_18635
ko:K08154	senv:AU39_18650
ko:K13636	senv:AU39_18660
ko:K13629	senv:AU39_18665
ko:K01753	senv:AU39_18670
ko:K06871	senv:AU39_18675
ko:K00389	senv:AU39_18685
ko:K07085	senv:AU39_18700
ko:K04081	senv:AU39_18705
ko:K04080	senv:AU39_18710
ko:K02200	senv:AU39_18725
ko:K02199	senv:AU39_18730
ko:K02198	senv:AU39_18735
ko:K02197	senv:AU39_18740
ko:K02196	senv:AU39_18745
ko:K02195	senv:AU39_18750
ko:K02194	senv:AU39_18755
ko:K02193	senv:AU39_18760
ko:K00428	senv:AU39_18765
ko:K03533	senv:AU39_18770
ko:K07811	senv:AU39_18775
ko:K03532	senv:AU39_18780
ko:K07772	senv:AU39_18785
ko:K11930	senv:AU39_18790
ko:K07647	senv:AU39_18795
ko:K08194	senv:AU39_18800
ko:K01684	senv:AU39_18805
ko:K01631	senv:AU39_18810
ko:K00883	senv:AU39_18815
ko:K01910	senv:AU39_23210
ko:K01646	senv:AU39_23215
ko:K01644	senv:AU39_23220
ko:K01643	senv:AU39_23225
ko:K01972	senv:AU39_12225
ko:K03528	senv:AU39_12230
ko:K06203	senv:AU39_12235
ko:K01738	senv:AU39_12240
ko:K02784	senv:AU39_12250
ko:K08483	senv:AU39_12255
ko:K02777	senv:AU39_12260
ko:K00868	senv:AU39_12270
ko:K01951	senv:AU39_12280
ko:K12339	senv:AU39_12295
ko:K02045	senv:AU39_12300
ko:K02047	senv:AU39_12305
ko:K02046	senv:AU39_12310
ko:K02048	senv:AU39_12315
ko:K07223	senv:AU39_12325
ko:K01448	senv:AU39_12345
ko:K00228	senv:AU39_12350
ko:K04033	senv:AU39_12360
ko:K04025	senv:AU39_12365
ko:K04026	senv:AU39_12370
ko:K03736	senv:AU39_12375
ko:K03735	senv:AU39_12380
ko:K04019	senv:AU39_12385
ko:K04023	senv:AU39_12390
ko:K02687	senv:AU39_16590
ko:K05540	senv:AU39_16595
ko:K03557	senv:AU39_16600
ko:K07319	senv:AU39_16605
ko:K18140	senv:AU39_16620
ko:K18141	senv:AU39_16625
ko:K18142	senv:AU39_16630
ko:K00014	senv:AU39_16685
ko:K07566	senv:AU39_16690
ko:K07479	senv:AU39_16695
ko:K03747	senv:AU39_16700
ko:K04096	senv:AU39_16705
ko:K01462	senv:AU39_16710
ko:K00604	senv:AU39_16715
ko:K03500	senv:AU39_16720
ko:K03499	senv:AU39_16725
ko:K03282	senv:AU39_16730
ko:K02879	senv:AU39_16745
ko:K03040	senv:AU39_16750
ko:K02986	senv:AU39_16755
ko:K02948	senv:AU39_16760
ko:K02952	senv:AU39_16765
ko:K03076	senv:AU39_16770
ko:K02876	senv:AU39_16775
ko:K02907	senv:AU39_16780
ko:K02988	senv:AU39_16785
ko:K02881	senv:AU39_16790
ko:K02933	senv:AU39_16795
ko:K02994	senv:AU39_16800
ko:K02954	senv:AU39_16805
ko:K02931	senv:AU39_16810
ko:K02895	senv:AU39_16815
ko:K02874	senv:AU39_16820
ko:K02961	senv:AU39_16825
ko:K02904	senv:AU39_16830
ko:K02878	senv:AU39_16835
ko:K02982	senv:AU39_16840
ko:K02890	senv:AU39_16845
ko:K02965	senv:AU39_16850
ko:K02886	senv:AU39_16855
ko:K02892	senv:AU39_16860
ko:K02926	senv:AU39_16865
ko:K09474	senv:AU39_21155
ko:K04084	senv:AU39_21175
ko:K03926	senv:AU39_21180
ko:K07791	senv:AU39_21185
ko:K01744	senv:AU39_21190
ko:K07113	senv:AU39_21195
ko:K16263	senv:AU39_21200
ko:K04078	senv:AU39_21205
ko:K04077	senv:AU39_21210
ko:K02356	senv:AU39_21230
ko:K16347	senv:AU39_21235
ko:K16348	senv:AU39_21240
ko:K11741	senv:AU39_21250
ko:K03098	senv:AU39_21255
ko:K00247	senv:AU39_21260
ko:K00246	senv:AU39_21265
ko:K00245	senv:AU39_21270
ko:K00244	senv:AU39_21275
ko:K04568	senv:AU39_21280
ko:K01613	senv:AU39_21300
ko:K06949	senv:AU39_21305
ko:K13288	senv:AU39_21310
ko:K09996	senv:AU39_21315
ko:K18979	senv:AU39_21335
ko:K17758	senv:AU39_21340
ko:K17759	senv:AU39_21340
ko:K06925	senv:AU39_21345
ko:K01448	senv:AU39_21350
ko:K03572	senv:AU39_21355
ko:K00791	senv:AU39_21360
ko:K03666	senv:AU39_21365
ko:K03665	senv:AU39_21370
ko:K04088	senv:AU39_21375
ko:K04087	senv:AU39_21380
ko:K09937	senv:AU39_21385
ko:K01939	senv:AU39_21390
ko:K13771	senv:AU39_21395
ko:K12573	senv:AU39_21400
ko:K03218	senv:AU39_21405
ko:K09980	senv:AU39_21410
ko:K02069	senv:AU39_02470
ko:K05838	senv:AU39_02475
ko:K10804	senv:AU39_02485
ko:K02003	senv:AU39_02490
ko:K02004	senv:AU39_02495
ko:K02073	senv:AU39_02510
ko:K02071	senv:AU39_02515
ko:K02072	senv:AU39_02520
ko:K06917	senv:AU39_02525
ko:K10972	senv:AU39_02530
ko:K01483	senv:AU39_02535
ko:K10973	senv:AU39_02540
ko:K01608	senv:AU39_02545
ko:K10975	senv:AU39_02565
ko:K01466	senv:AU39_02570
ko:K00865	senv:AU39_02580
ko:K14977	senv:AU39_02585
ko:K02083	senv:AU39_02590
ko:K00073	senv:AU39_02595
ko:K02381	senv:AU39_02600
ko:K06219	senv:AU39_04630
ko:K03633	senv:AU39_04635
ko:K03804	senv:AU39_04640
ko:K03632	senv:AU39_04645
ko:K00813	senv:AU39_04665
ko:K09476	senv:AU39_04670
ko:K01893	senv:AU39_04675
ko:K01751	senv:AU39_04685
ko:K03310	senv:AU39_04690
ko:K00763	senv:AU39_04695
ko:K01256	senv:AU39_04755
ko:K05887	senv:AU39_08735
ko:K03785	senv:AU39_08740
ko:K00313	senv:AU39_08770
ko:K12507	senv:AU39_08780
ko:K09773	senv:AU39_08795
ko:K01626	senv:AU39_08800
ko:K08997	senv:AU39_08810
ko:K06074	senv:AU39_08825
ko:K00432	senv:AU39_08830
ko:K06073	senv:AU39_08835
ko:K04764	senv:AU39_08840
ko:K01890	senv:AU39_08845
ko:K01889	senv:AU39_08850
ko:K02887	senv:AU39_08855
ko:K02916	senv:AU39_08860
ko:K02520	senv:AU39_08865
ko:K01868	senv:AU39_08870
ko:K01173	senv:AU39_08880
ko:K09953	senv:AU39_08890
ko:K07283	senv:AU39_08895
ko:K16370	senv:AU39_08900
ko:K07038	senv:AU39_08925
ko:K06956	senv:AU39_08930
ko:K15722	senv:AU39_08935
ko:K03781	senv:AU39_08940
ko:K03478	senv:AU39_08945
ko:K01222	senv:AU39_08950
ko:K03490	senv:AU39_08955
ko:K02759	senv:AU39_08960
ko:K02761	senv:AU39_08965
ko:K02760	senv:AU39_08970
ko:K04064	senv:AU39_08975
ko:K01916	senv:AU39_08980
ko:K05984	senv:AU39_08985
ko:K03631	senv:AU39_13215
ko:K06186	senv:AU39_13220
ko:K09801	senv:AU39_13225
ko:K03664	senv:AU39_13235
ko:K12543	senv:AU39_13245
ko:K12541	senv:AU39_13250
ko:K12542	senv:AU39_13255
ko:K07491	senv:AU39_13290
ko:K18895	senv:AU39_13300
ko:K07017	senv:AU39_13310
ko:K15352	senv:AU39_13320
ko:K09824	senv:AU39_13325
ko:K07241	senv:AU39_13340
ko:K07649	senv:AU39_13345
ko:K07774	senv:AU39_13350
ko:K07795	senv:AU39_13355
ko:K07794	senv:AU39_13360
ko:K07793	senv:AU39_13365
ko:K15737	senv:AU39_13370
ko:K15736	senv:AU39_13375
ko:K06445	senv:AU39_01485
ko:K03271	senv:AU39_01490
ko:K02346	senv:AU39_01505
ko:K02839	senv:AU39_01515
ko:K01270	senv:AU39_01520
ko:K00769	senv:AU39_01525
ko:K11750	senv:AU39_01530
ko:K11926	senv:AU39_01535
ko:K11929	senv:AU39_01540
ko:K00931	senv:AU39_01545
ko:K00147	senv:AU39_01550
ko:K07483	senv:AU39_01565
ko:K01704	senv:AU39_01595
ko:K01561	senv:AU39_01605
ko:K01571	senv:AU39_03700
ko:K01572	senv:AU39_03705
ko:K02015	senv:AU39_03715
ko:K02013	senv:AU39_03720
ko:K01834	senv:AU39_03725
ko:K01785	senv:AU39_03730
ko:K00849	senv:AU39_03735
ko:K00965	senv:AU39_03740
ko:K01784	senv:AU39_03745
ko:K05776	senv:AU39_03755
ko:K02019	senv:AU39_03760
ko:K02020	senv:AU39_03770
ko:K02018	senv:AU39_03775
ko:K02017	senv:AU39_03780
ko:K07404	senv:AU39_03790
ko:K01051	senv:AU39_03795
ko:K01468	senv:AU39_03800
ko:K09780	senv:AU39_06675
ko:K03832	senv:AU39_06680
ko:K10806	senv:AU39_06685
ko:K06190	senv:AU39_06690
ko:K06940	senv:AU39_06700
ko:K07275	senv:AU39_06705
ko:K07217	senv:AU39_06710
ko:K01695	senv:AU39_06730
ko:K01696	senv:AU39_06735
ko:K13498	senv:AU39_06740
ko:K13497	senv:AU39_06745
ko:K01657	senv:AU39_06750
ko:K07053	senv:AU39_06755
ko:K06178	senv:AU39_06765
ko:K19221	senv:AU39_06770
ko:K04774	senv:AU39_06780
ko:K03168	senv:AU39_06790
ko:K13634	senv:AU39_06795
ko:K01681	senv:AU39_06810
ko:K01497	senv:AU39_06815
ko:K08992	senv:AU39_06825
