ko:K07591	eok:G2583_3841
ko:K01643	eok:G2583_0779
ko:K01644	eok:G2583_0780
ko:K01646	eok:G2583_0781
ko:K01910	eok:G2583_0782
ko:K07700	eok:G2583_0783
ko:K12973	eok:G2583_0786
ko:K03704	eok:G2583_0787
ko:K06199	eok:G2583_0788
ko:K01681	eok:G2583_1617
ko:K01591	eok:G2583_1622
ko:K03113	eok:G2583_1623
ko:K04062	eok:G2583_1624
ko:K01147	eok:G2583_1628
ko:K00208	eok:G2583_1630
ko:K07552	eok:G2583_1636
ko:K09470	eok:G2583_1644
ko:K09473	eok:G2583_1645
ko:K00823	eok:G2583_1649
ko:K03974	eok:G2583_1650
ko:K03969	eok:G2583_1651
ko:K03970	eok:G2583_1652
ko:K03971	eok:G2583_1654
ko:K13683	eok:G2583_2578
ko:K07783	eok:G2583_0474
ko:K03119	eok:G2583_0480
ko:K01698	eok:G2583_0481
ko:K01921	eok:G2583_0489
ko:K00286	eok:G2583_0494
ko:K09768	eok:G2583_0495
ko:K00891	eok:G2583_0496
ko:K09913	eok:G2583_0499
ko:K03554	eok:G2583_0502
ko:K00847	eok:G2583_0503
ko:K03547	eok:G2583_0506
ko:K07636	eok:G2583_0508
ko:K03311	eok:G2583_0509
ko:K11736	eok:G2583_0510
ko:K08682	eok:G2583_0513
ko:K02393	eok:G2583_1338
ko:K02394	eok:G2583_1339
ko:K02395	eok:G2583_1340
ko:K02396	eok:G2583_1341
ko:K02397	eok:G2583_1342
ko:K08300	eok:G2583_1343
ko:K07040	eok:G2583_1348
ko:K02911	eok:G2583_1349
ko:K03621	eok:G2583_1350
ko:K00648	eok:G2583_1351
ko:K00645	eok:G2583_1352
ko:K02078	eok:G2583_1354
ko:K09458	eok:G2583_1355
ko:K07082	eok:G2583_1357
ko:K00943	eok:G2583_1358
ko:K02341	eok:G2583_1359
ko:K03424	eok:G2583_1360
ko:K06918	eok:G2583_1668
ko:K05777	eok:G2583_2200
ko:K05778	eok:G2583_2201
ko:K05779	eok:G2583_2202
ko:K08320	eok:G2583_2205
ko:K00262	eok:G2583_2207
ko:K01008	eok:G2583_2210
ko:K04773	eok:G2583_2212
ko:K08281	eok:G2583_2215
ko:K08369	eok:G2583_2216
ko:K09916	eok:G2583_2224
ko:K00134	eok:G2583_2226
ko:K07180	eok:G2583_2230
ko:K09786	eok:G2583_2231
ko:K03449	eok:G2583_2238
ko:K09712	eok:G2583_2240
ko:K13069	eok:G2583_2241
ko:K11250	eok:G2583_2245
ko:K07751	eok:G2583_3053
ko:K04755	eok:G2583_3055
ko:K02199	eok:G2583_2736
ko:K02198	eok:G2583_2737
ko:K02197	eok:G2583_2738
ko:K02196	eok:G2583_2739
ko:K02195	eok:G2583_2740
ko:K02194	eok:G2583_2741
ko:K02568	eok:G2583_2744
ko:K02573	eok:G2583_2746
ko:K02567	eok:G2583_2747
ko:K02570	eok:G2583_2748
ko:K02572	eok:G2583_2749
ko:K08276	eok:G2583_2750
ko:K00116	eok:G2583_2751
ko:K06159	eok:G2583_2752
ko:K03919	eok:G2583_2753
ko:K10778	eok:G2583_2754
ko:K03734	eok:G2583_2755
ko:K09475	eok:G2583_2756
ko:K07676	eok:G2583_2758
ko:K07687	eok:G2583_2759
ko:K07677	eok:G2583_2760
ko:K09934	eok:G2583_2767
ko:K02469	eok:G2583_2769
ko:K11107	eok:G2583_2774
ko:K01126	eok:G2583_2779
ko:K02445	eok:G2583_2780
ko:K00111	eok:G2583_2781
ko:K00112	eok:G2583_2782
ko:K00113	eok:G2583_2783
ko:K12660	eok:G2583_2785
ko:K00615	eok:G2583_3593
ko:K07387	eok:G2583_3594
ko:K00789	eok:G2583_3601
ko:K08137	eok:G2583_3602
ko:K02742	eok:G2583_3603
ko:K09761	eok:G2583_3605
ko:K01920	eok:G2583_3606
ko:K07735	eok:G2583_3607
ko:K07447	eok:G2583_3608
ko:K02669	eok:G2583_3609
ko:K06997	eok:G2583_3610
ko:K02221	eok:G2583_3611
ko:K09131	eok:G2583_3612
ko:K09923	eok:G2583_3618
ko:K03439	eok:G2583_3619
ko:K03575	eok:G2583_3620
ko:K08306	eok:G2583_3622
ko:K01581	eok:G2583_3624
ko:K07150	eok:G2583_3625
ko:K07783	eok:G2583_4458
ko:K01653	eok:G2583_4464
ko:K01652	eok:G2583_4465
ko:K06871	eok:G2583_4469
ko:K01232	eok:G2583_4476
ko:K02749	eok:G2583_4477
ko:K02750	eok:G2583_4477
ko:K03482	eok:G2583_4478
ko:K07085	eok:G2583_4479
ko:K04081	eok:G2583_4480
ko:K04080	eok:G2583_4481
ko:K02470	eok:G2583_4488
ko:K03629	eok:G2583_4489
ko:K02338	eok:G2583_4490
ko:K02313	eok:G2583_4491
ko:K02914	eok:G2583_4492
ko:K03536	eok:G2583_4493
ko:K03217	eok:G2583_4494
ko:K03650	eok:G2583_4495
ko:K01667	eok:G2583_4499
ko:K03836	eok:G2583_4500
ko:K08163	eok:G2583_4501
ko:K06901	eok:G2583_4505
ko:K07337	eok:G2583_1365
ko:K07251	eok:G2583_1366
ko:K01207	eok:G2583_1367
ko:K07000	eok:G2583_1368
ko:K03885	eok:G2583_1369
ko:K12151	eok:G2583_1372
ko:K03723	eok:G2583_1374
ko:K09808	eok:G2583_1376
ko:K09808	eok:G2583_1378
ko:K12410	eok:G2583_1380
ko:K08322	eok:G2583_1974
ko:K08323	eok:G2583_1975
ko:K09771	eok:G2583_1976
ko:K12661	eok:G2583_2787
ko:K07806	eok:G2583_2793
ko:K10012	eok:G2583_2794
ko:K10011	eok:G2583_2795
ko:K13014	eok:G2583_2796
ko:K07264	eok:G2583_2797
ko:K12962	eok:G2583_2798
ko:K12963	eok:G2583_2799
ko:K01911	eok:G2583_2801
ko:K01661	eok:G2583_2803
ko:K02551	eok:G2583_2805
ko:K05594	eok:G2583_2807
ko:K00343	eok:G2583_2813
ko:K00342	eok:G2583_2814
ko:K00341	eok:G2583_2815
ko:K00340	eok:G2583_2816
ko:K00339	eok:G2583_2817
ko:K00338	eok:G2583_2818
ko:K00337	eok:G2583_2819
ko:K00334	eok:G2583_2822
ko:K13378	eok:G2583_2823
ko:K00331	eok:G2583_2824
ko:K00330	eok:G2583_2825
ko:K09161	eok:G2583_2831
ko:K09899	eok:G2583_2832
ko:K00925	eok:G2583_2833
ko:K07095	eok:G2583_2837
ko:K02461	eok:G2583_3678
ko:K02460	eok:G2583_3679
ko:K02459	eok:G2583_3680
ko:K02458	eok:G2583_3681
ko:K02457	eok:G2583_3682
ko:K02456	eok:G2583_3683
ko:K02453	eok:G2583_3686
ko:K02452	eok:G2583_3687
ko:K02654	eok:G2583_3689
ko:K10939	eok:G2583_3690
ko:K01638	eok:G2583_3694
ko:K11473	eok:G2583_3696
ko:K11472	eok:G2583_3697
ko:K11474	eok:G2583_3699
ko:K02039	eok:G2583_4514
ko:K02036	eok:G2583_4515
ko:K02038	eok:G2583_4516
ko:K02037	eok:G2583_4517
ko:K02040	eok:G2583_4518
ko:K07345	eok:G2583_4524
ko:K00820	eok:G2583_4525
ko:K04042	eok:G2583_4526
ko:K02114	eok:G2583_4527
ko:K02112	eok:G2583_4528
ko:K02115	eok:G2583_4529
ko:K02111	eok:G2583_4530
ko:K02113	eok:G2583_4531
ko:K02109	eok:G2583_4532
ko:K02110	eok:G2583_4533
ko:K02108	eok:G2583_4534
ko:K03501	eok:G2583_4536
ko:K03495	eok:G2583_4537
ko:K06205	eok:G2583_4538
ko:K01914	eok:G2583_4540
ko:K03924	eok:G2583_4542
ko:K03549	eok:G2583_4543
ko:K06726	eok:G2583_4544
ko:K10441	eok:G2583_4545
ko:K02529	eok:G2583_4549
ko:K09897	eok:G2583_4559
ko:K07391	eok:G2583_4560
ko:K01652	eok:G2583_4562
ko:K11258	eok:G2583_4563
ko:K00826	eok:G2583_4564
ko:K01687	eok:G2583_4565
ko:K01754	eok:G2583_4566
ko:K09807	eok:G2583_3576
ko:K06895	eok:G2583_3577
ko:K01624	eok:G2583_3579
ko:K00927	eok:G2583_3580
ko:K03472	eok:G2583_3581
ko:K03221	eok:G2583_4407
ko:K03220	eok:G2583_4413
ko:K03225	eok:G2583_4420
ko:K03224	eok:G2583_4423
ko:K03230	eok:G2583_4424
ko:K03222	eok:G2583_4428
ko:K03219	eok:G2583_4430
ko:K03229	eok:G2583_4435
ko:K03228	eok:G2583_4436
ko:K03226	eok:G2583_4438
ko:K02073	eok:G2583_4449
ko:K01486	eok:G2583_4456
ko:K02452	eok:G2583_pO550053
ko:K02453	eok:G2583_pO550055
ko:K02456	eok:G2583_pO550060
ko:K02457	eok:G2583_pO550062
ko:K02458	eok:G2583_pO550063
ko:K02459	eok:G2583_pO550064
ko:K02460	eok:G2583_pO550065
ko:K02461	eok:G2583_pO550066
ko:K00782	eok:G2583_0407
ko:K02167	eok:G2583_0417
ko:K02168	eok:G2583_0418
ko:K00926	eok:G2583_0428
ko:K03329	eok:G2583_0439
ko:K02688	eok:G2583_0441
ko:K01720	eok:G2583_0444
ko:K01908	eok:G2583_0445
ko:K10974	eok:G2583_0447
ko:K11921	eok:G2583_0449
ko:K01673	eok:G2583_0450
ko:K01725	eok:G2583_0451
ko:K03449	eok:G2583_0452
ko:K02532	eok:G2583_0454
ko:K05818	eok:G2583_0459
ko:K02003	eok:G2583_1283
ko:K01666	eok:G2583_0465
ko:K05819	eok:G2583_0466
ko:K09912	eok:G2583_0467
ko:K01070	eok:G2583_0468
ko:K02011	eok:G2583_0472
ko:K02012	eok:G2583_0473
ko:K07786	eok:G2583_2900
ko:K07797	eok:G2583_2901
ko:K07483	eok:G2583_1568
ko:K13654	eok:G2583_1811
ko:K13771	eok:G2583_5005
ko:K11177	eok:G2583_0376
ko:K11178	eok:G2583_0377
ko:K13483	eok:G2583_0378
ko:K08996	eok:G2583_0379
ko:K06940	eok:G2583_0380
ko:K02919	eok:G2583_0389
ko:K02909	eok:G2583_0390
ko:K00645	eok:G2583_1288
ko:K12972	eok:G2583_1291
ko:K06214	eok:G2583_1295
ko:K04338	eok:G2583_1296
ko:K04337	eok:G2583_1297
ko:K04335	eok:G2583_1300
ko:K04334	eok:G2583_1301
ko:K04336	eok:G2583_1302
ko:K11941	eok:G2583_1306
ko:K03670	eok:G2583_1307
ko:K03669	eok:G2583_1308
ko:K12147	eok:G2583_1310
ko:K02517	eok:G2583_1313
ko:K07146	eok:G2583_1314
ko:K02846	eok:G2583_1318
ko:K12148	eok:G2583_1319
ko:K12149	eok:G2583_1320
ko:K01465	eok:G2583_1321
ko:K03675	eok:G2583_1323
ko:K08162	eok:G2583_1324
ko:K03790	eok:G2583_1325
ko:K09915	eok:G2583_1326
ko:K03980	eok:G2583_1328
ko:K02399	eok:G2583_1329
ko:K02398	eok:G2583_1330
ko:K02386	eok:G2583_1331
ko:K02387	eok:G2583_1332
ko:K02388	eok:G2583_1333
ko:K02389	eok:G2583_1334
ko:K02390	eok:G2583_1335
ko:K02391	eok:G2583_1336
ko:K02392	eok:G2583_1337
ko:K07345	eok:G2583_1870
ko:K07154	eok:G2583_1872
ko:K11216	eok:G2583_1876
ko:K11531	eok:G2583_1877
ko:K10558	eok:G2583_1878
ko:K10556	eok:G2583_1879
ko:K10557	eok:G2583_1880
ko:K10555	eok:G2583_1881
ko:K08321	eok:G2583_1882
ko:K00041	eok:G2583_1886
ko:K01425	eok:G2583_1889
ko:K08159	eok:G2583_1893
ko:K01284	eok:G2583_1905
ko:K07685	eok:G2583_2734
ko:K11930	eok:G2583_1228
ko:K03532	eok:G2583_1230
ko:K07811	eok:G2583_1231
ko:K03533	eok:G2583_1232
ko:K05516	eok:G2583_1234
ko:K01085	eok:G2583_1236
ko:K03809	eok:G2583_1238
ko:K09016	eok:G2583_1239
ko:K09024	eok:G2583_1240
ko:K09019	eok:G2583_1241
ko:K09023	eok:G2583_1242
ko:K09021	eok:G2583_1243
ko:K09018	eok:G2583_1245
ko:K07243	eok:G2583_1252
ko:K07224	eok:G2583_1253
ko:K11936	eok:G2583_1257
ko:K11935	eok:G2583_1259
ko:K07347	eok:G2583_1267
ko:K07345	eok:G2583_1269
ko:K00997	eok:G2583_1275
ko:K02078	eok:G2583_1278
ko:K01821	eok:G2583_1823
ko:K00675	eok:G2583_1825
ko:K02575	eok:G2583_1831
ko:K08349	eok:G2583_1838
ko:K02972	eok:G2583_1843
ko:K02034	eok:G2583_1848
ko:K08641	eok:G2583_1851
ko:K13069	eok:G2583_1853
ko:K02471	eok:G2583_1859
ko:K06871	eok:G2583_1860
ko:K07347	eok:G2583_1868
ko:K00450	eok:G2583_2681
ko:K08195	eok:G2583_2682
ko:K10542	eok:G2583_2692
ko:K02529	eok:G2583_2694
ko:K07148	eok:G2583_2695
ko:K01495	eok:G2583_2696
ko:K01070	eok:G2583_2697
ko:K11733	eok:G2583_2699
ko:K01151	eok:G2583_2702
ko:K10213	eok:G2583_2705
ko:K02769	eok:G2583_2710
ko:K02770	eok:G2583_2710
ko:K02768	eok:G2583_2712
ko:K11183	eok:G2583_2712
ko:K03291	eok:G2583_2713
ko:K02356	eok:G2583_2714
ko:K07552	eok:G2583_2725
ko:K02897	eok:G2583_2728
ko:K06899	eok:G2583_2729
ko:K09904	eok:G2583_2730
ko:K07014	eok:G2583_2731
ko:K06901	eok:G2583_3538
ko:K04567	eok:G2583_3543
ko:K07462	eok:G2583_3545
ko:K03981	eok:G2583_3546
ko:K03840	eok:G2583_3548
ko:K09159	eok:G2583_3550
ko:K06980	eok:G2583_3551
ko:K11068	eok:G2583_3552
ko:K09900	eok:G2583_3553
ko:K01223	eok:G2583_3554
ko:K00281	eok:G2583_3555
ko:K02437	eok:G2583_3556
ko:K00605	eok:G2583_3557
ko:K03185	eok:G2583_3559
ko:K09895	eok:G2583_3561
ko:K09888	eok:G2583_3562
ko:K01807	eok:G2583_3569
ko:K05596	eok:G2583_3570
ko:K11264	eok:G2583_3573
ko:K03772	eok:G2583_4052
ko:K08992	eok:G2583_1620
ko:K11907	eok:G2583_0230
ko:K11892	eok:G2583_0231
ko:K11893	eok:G2583_0232
ko:K11906	eok:G2583_0233
ko:K11895	eok:G2583_0235
ko:K11896	eok:G2583_0236
ko:K07140	eok:G2583_1182
ko:K12297	eok:G2583_1183
ko:K03808	eok:G2583_1185
ko:K06192	eok:G2583_1186
ko:K09857	eok:G2583_1187
ko:K03812	eok:G2583_1188
ko:K01716	eok:G2583_1189
ko:K04770	eok:G2583_1190
ko:K09911	eok:G2583_1191
ko:K03658	eok:G2583_1197
ko:K01734	eok:G2583_1198
ko:K06929	eok:G2583_1200
ko:K11940	eok:G2583_1201
ko:K06969	eok:G2583_1202
ko:K01512	eok:G2583_1203
ko:K03620	eok:G2583_1209
ko:K03619	eok:G2583_1211
ko:K03618	eok:G2583_1212
ko:K00425	eok:G2583_1213
ko:K00426	eok:G2583_1214
ko:K01093	eok:G2583_1215
ko:K01991	eok:G2583_1218
ko:K03704	eok:G2583_1223
ko:K03704	eok:G2583_1224
ko:K07647	eok:G2583_1227
ko:K00981	eok:G2583_1767
ko:K01118	eok:G2583_1770
ko:K03578	eok:G2583_1771
ko:K07248	eok:G2583_1777
ko:K00134	eok:G2583_1778
ko:K05876	eok:G2583_1783
ko:K09794	eok:G2583_1788
ko:K03304	eok:G2583_1791
ko:K05782	eok:G2583_1794
ko:K08303	eok:G2583_1796
ko:K00137	eok:G2583_1805
ko:K09936	eok:G2583_1808
ko:K03823	eok:G2583_1809
ko:K11738	eok:G2583_1814
ko:K11208	eok:G2583_1815
ko:K00878	eok:G2583_2636
ko:K01874	eok:G2583_2650
ko:K02478	eok:G2583_2663
ko:K05846	eok:G2583_2665
ko:K05846	eok:G2583_2667
ko:K05845	eok:G2583_2668
ko:K05349	eok:G2583_2669
ko:K03777	eok:G2583_2670
ko:K07262	eok:G2583_2671
ko:K05541	eok:G2583_2677
ko:K08484	eok:G2583_3483
ko:K08311	eok:G2583_3484
ko:K03573	eok:G2583_3486
ko:K08227	eok:G2583_3490
ko:K05939	eok:G2583_3491
ko:K02529	eok:G2583_3494
ko:K01586	eok:G2583_3495
ko:K01815	eok:G2583_3500
ko:K03230	eok:G2583_3512
ko:K01751	eok:G2583_3525
ko:K01464	eok:G2583_3527
ko:K00926	eok:G2583_3528
ko:K07402	eok:G2583_3529
ko:K07141	eok:G2583_3531
ko:K12527	eok:G2583_3532
ko:K12529	eok:G2583_3534
ko:K12528	eok:G2583_3535
ko:K00057	eok:G2583_4347
ko:K03071	eok:G2583_4348
ko:K09798	eok:G2583_4353
ko:K00060	eok:G2583_4355
ko:K03274	eok:G2583_4358
ko:K02841	eok:G2583_4360
ko:K02847	eok:G2583_4361
ko:K02850	eok:G2583_4364
ko:K02848	eok:G2583_4366
ko:K02844	eok:G2583_4367
ko:K02527	eok:G2583_4369
ko:K00954	eok:G2583_4370
ko:K02913	eok:G2583_4372
ko:K02902	eok:G2583_4373
ko:K03630	eok:G2583_4374
ko:K13038	eok:G2583_4375
ko:K05501	eok:G2583_4377
ko:K00762	eok:G2583_4378
ko:K00989	eok:G2583_4379
ko:K01972	eok:G2583_4383
ko:K00942	eok:G2583_4384
ko:K03060	eok:G2583_4385
ko:K00556	eok:G2583_4387
ko:K03655	eok:G2583_4388
ko:K03312	eok:G2583_4390
ko:K01811	eok:G2583_4393
ko:K02837	eok:G2583_5235
ko:K03424	eok:G2583_5238
ko:K01839	eok:G2583_5243
ko:K04485	eok:G2583_5248
ko:K06211	eok:G2583_5249
ko:K08309	eok:G2583_5251
ko:K03720	eok:G2583_5252
ko:K05804	eok:G2583_5255
ko:K05805	eok:G2583_5256
ko:K07663	eok:G2583_5257
ko:K07641	eok:G2583_5258
ko:K06143	eok:G2583_5259
ko:K07773	eok:G2583_5260
ko:K00713	eok:G2583_4362
ko:K00633	eok:G2583_0453
ko:K03292	eok:G2583_4394
ko:K02838	eok:G2583_0175
ko:K00099	eok:G2583_0176
ko:K00806	eok:G2583_0177
ko:K00981	eok:G2583_0178
ko:K11749	eok:G2583_0179
ko:K07277	eok:G2583_0180
ko:K06142	eok:G2583_0181
ko:K02536	eok:G2583_0182
ko:K02372	eok:G2583_0183
ko:K00677	eok:G2583_0184
ko:K00748	eok:G2583_0185
ko:K03470	eok:G2583_0186
ko:K02337	eok:G2583_0187
ko:K01962	eok:G2583_0188
ko:K04075	eok:G2583_0191
ko:K06079	eok:G2583_0196
ko:K01881	eok:G2583_0198
ko:K06080	eok:G2583_0200
ko:K02073	eok:G2583_0201
ko:K02072	eok:G2583_0202
ko:K02071	eok:G2583_0203
ko:K03273	eok:G2583_0204
ko:K06222	eok:G2583_0211
ko:K08307	eok:G2583_0215
ko:K11911	eok:G2583_0226
ko:K11891	eok:G2583_0227
ko:K11910	eok:G2583_0228
ko:K11909	eok:G2583_0229
ko:K11534	eok:G2583_1070
ko:K08160	eok:G2583_1072
ko:K07085	eok:G2583_1078
ko:K11073	eok:G2583_1085
ko:K11076	eok:G2583_1086
ko:K11075	eok:G2583_1087
ko:K11074	eok:G2583_1088
ko:K03212	eok:G2583_1090
ko:K09996	eok:G2583_1094
ko:K09999	eok:G2583_1096
ko:K09997	eok:G2583_1097
ko:K11066	eok:G2583_1104
ko:K01620	eok:G2583_1107
ko:K00156	eok:G2583_1108
ko:K11933	eok:G2583_1109
ko:K06188	eok:G2583_1112
ko:K09824	eok:G2583_1114
ko:K03704	eok:G2583_1117
ko:K06891	eok:G2583_1118
ko:K03694	eok:G2583_1119
ko:K08990	eok:G2583_1669
ko:K03721	eok:G2583_1670
ko:K11065	eok:G2583_1671
ko:K12941	eok:G2583_1685
ko:K12940	eok:G2583_1686
ko:K05591	eok:G2583_1693
ko:K09802	eok:G2583_2527
ko:K07470	eok:G2583_2529
ko:K11901	eok:G2583_0240
ko:K11903	eok:G2583_0242
ko:K03271	eok:G2583_0258
ko:K02400	eok:G2583_0265
ko:K02557	eok:G2583_0266
ko:K02346	eok:G2583_0267
ko:K02839	eok:G2583_0272
ko:K11750	eok:G2583_0275
ko:K11926	eok:G2583_0276
ko:K00931	eok:G2583_0278
ko:K00147	eok:G2583_0279
ko:K02518	eok:G2583_1121
ko:K00684	eok:G2583_1122
ko:K00384	eok:G2583_1125
ko:K03466	eok:G2583_1127
ko:K03634	eok:G2583_1128
ko:K07478	eok:G2583_1129
ko:K01875	eok:G2583_1130
ko:K07306	eok:G2583_1131
ko:K08219	eok:G2583_1135
ko:K04069	eok:G2583_1137
ko:K00656	eok:G2583_1138
ko:K09136	eok:G2583_1140
ko:K00831	eok:G2583_1142
ko:K00800	eok:G2583_1143
ko:K07387	eok:G2583_1144
ko:K00945	eok:G2583_1145
ko:K02945	eok:G2583_1146
ko:K05788	eok:G2583_1147
ko:K00912	eok:G2583_1150
ko:K09927	eok:G2583_1151
ko:K09791	eok:G2583_1152
ko:K00979	eok:G2583_1153
ko:K06219	eok:G2583_1156
ko:K03633	eok:G2583_1157
ko:K03804	eok:G2583_1158
ko:K03632	eok:G2583_1159
ko:K01893	eok:G2583_1165
ko:K00763	eok:G2583_1166
ko:K01256	eok:G2583_1167
ko:K00299	eok:G2583_1172
ko:K03737	eok:G2583_1754
ko:K03778	eok:G2583_1757
ko:K09978	eok:G2583_1760
ko:K03208	eok:G2583_2573
ko:K03207	eok:G2583_2574
ko:K02377	eok:G2583_2575
ko:K01711	eok:G2583_2576
ko:K03818	eok:G2583_2577
ko:K03819	eok:G2583_2581
ko:K01991	eok:G2583_2585
ko:K07289	eok:G2583_2589
ko:K01494	eok:G2583_2590
ko:K00876	eok:G2583_2591
ko:K01247	eok:G2583_2593
ko:K04046	eok:G2583_2594
ko:K07799	eok:G2583_2600
ko:K07788	eok:G2583_2601
ko:K07789	eok:G2583_2602
ko:K07642	eok:G2583_2604
ko:K07664	eok:G2583_2605
ko:K09946	eok:G2583_2606
ko:K08303	eok:G2583_2609
ko:K02774	eok:G2583_2625
ko:K02773	eok:G2583_2626
ko:K06872	eok:G2583_3428
ko:K06872	eok:G2583_3429
ko:K06872	eok:G2583_3430
ko:K01689	eok:G2583_3431
ko:K01937	eok:G2583_3432
ko:K03215	eok:G2583_3437
ko:K01706	eok:G2583_3439
ko:K06175	eok:G2583_3443
ko:K06879	eok:G2583_3447
ko:K06966	eok:G2583_3448
ko:K03837	eok:G2583_3449
ko:K01752	eok:G2583_3450
ko:K00048	eok:G2583_3452
ko:K01628	eok:G2583_3453
ko:K02429	eok:G2583_3454
ko:K01818	eok:G2583_3455
ko:K02431	eok:G2583_3457
ko:K02430	eok:G2583_3458
ko:K06968	eok:G2583_3459
ko:K02426	eok:G2583_3465
ko:K08304	eok:G2583_3467
ko:K01448	eok:G2583_3471
ko:K03581	eok:G2583_3473
ko:K03582	eok:G2583_3474
ko:K01407	eok:G2583_3475
ko:K03583	eok:G2583_3476
ko:K02680	eok:G2583_3479
ko:K02679	eok:G2583_3480
ko:K13292	eok:G2583_3482
ko:K03704	eok:G2583_4298
ko:K01879	eok:G2583_4300
ko:K01878	eok:G2583_4301
ko:K01805	eok:G2583_4307
ko:K10543	eok:G2583_4308
ko:K10545	eok:G2583_4309
ko:K02529	eok:G2583_4311
ko:K09955	eok:G2583_4318
ko:K00138	eok:G2583_4323
ko:K03833	eok:G2583_4326
ko:K01042	eok:G2583_4327
ko:K00009	eok:G2583_4336
ko:K02562	eok:G2583_4337
ko:K00427	eok:G2583_4342
ko:K03216	eok:G2583_4345
ko:K00640	eok:G2583_4346
ko:K02344	eok:G2583_5173
ko:K03789	eok:G2583_5174
ko:K08723	eok:G2583_5175
ko:K03704	eok:G2583_5196
ko:K03704	eok:G2583_5197
ko:K03704	eok:G2583_5203
ko:K14234	eok:G2583_5264
ko:K03605	eok:G2583_1210
ko:K01977	eok:G2583_0205
ko:K01977	eok:G2583_4825
ko:K01977	eok:G2583_3997
ko:K01977	eok:G2583_4783
ko:K01977	eok:G2583_4552
ko:K01977	eok:G2583_4649
ko:K01977	eok:G2583_3174
ko:K00941	eok:G2583_2635
ko:K14230	eok:G2583_5267
ko:K14230	eok:G2583_5276
ko:K14230	eok:G2583_5269
ko:K14230	eok:G2583_5273
ko:K05847	eok:G2583_2666
ko:K07474	eok:G2583_3122
ko:K07232	eok:G2583_1490
ko:K07250	eok:G2583_3308
ko:K14187	eok:G2583_3182
ko:K17247	eok:G2583_2422
ko:K07496	eok:G2583_5035
ko:K14230	eok:G2583_0829
ko:K14230	eok:G2583_0834
ko:K14233	eok:G2583_2484
ko:K01990	eok:G2583_1022
ko:K14347	eok:G2583_2941
ko:K14392	eok:G2583_3977
ko:K14233	eok:G2583_1206
ko:K14236	eok:G2583_1503
ko:K14236	eok:G2583_1505
ko:K14236	eok:G2583_4792
ko:K14260	eok:G2583_2827
ko:K14228	eok:G2583_4593
ko:K14228	eok:G2583_5171
ko:K14228	eok:G2583_5278
ko:K14228	eok:G2583_5277
ko:K19162	eok:G2583_0573
ko:K21901	eok:G2583_4233
ko:K07771	eok:G2583_4939
ko:K07791	eok:G2583_4965
ko:K14220	eok:G2583_5263
ko:K21907	eok:G2583_4247
ko:K05499	eok:G2583_4741
ko:K14232	eok:G2583_2732
ko:K14230	eok:G2583_3303
ko:K14230	eok:G2583_3793
ko:K14234	eok:G2583_4794
ko:K14234	eok:G2583_3992
ko:K14224	eok:G2583_3173
ko:K14224	eok:G2583_4553
ko:K14224	eok:G2583_4826
ko:K14224	eok:G2583_4784
ko:K14223	eok:G2583_0827
ko:K14223	eok:G2583_0828
ko:K14228	eok:G2583_2360
ko:K14233	eok:G2583_1120
ko:K13244	eok:G2583_0420
ko:K06221	eok:G2583_0396
ko:K14218	eok:G2583_0207
ko:K14218	eok:G2583_4651
ko:K14218	eok:G2583_3995
ko:K14348	eok:G2583_4343
ko:K02055	eok:G2583_1801
ko:K14219	eok:G2583_5271
ko:K14219	eok:G2583_5272
ko:K14219	eok:G2583_5268
ko:K14219	eok:G2583_5274
ko:K21908	eok:G2583_4246
ko:K07480	eok:G2583_4747
ko:K14219	eok:G2583_4591
ko:K14393	eok:G2583_4892
ko:K14155	eok:G2583_2016
ko:K14223	eok:G2583_0831
ko:K14223	eok:G2583_0832
ko:K02010	eok:G2583_0471
ko:K09810	eok:G2583_1377
ko:K02053	eok:G2583_1804
ko:K14287	eok:G2583_0764
ko:K15034	eok:G2583_0195
ko:K06946	eok:G2583_2513
ko:K14415	eok:G2583_4120
ko:K08279	eok:G2583_0037
ko:K07491	eok:G2583_0264
ko:K07491	eok:G2583_2933
ko:K03293	eok:G2583_4590
ko:K06858	eok:G2583_0162
ko:K01985	eok:G2583_4786
ko:K01985	eok:G2583_0209
ko:K01985	eok:G2583_4555
ko:K01985	eok:G2583_3171
ko:K01985	eok:G2583_4828
ko:K01985	eok:G2583_4653
ko:K01985	eok:G2583_3993
ko:K01985	eok:G2583_3991
ko:K14414	eok:G2583_4121
ko:K14744	eok:G2583_0689
ko:K01160	eok:G2583_2464
ko:K14235	eok:G2583_4557
ko:K14234	eok:G2583_0280
ko:K14234	eok:G2583_4791
ko:K15396	eok:G2583_3062
ko:K14231	eok:G2583_3626
ko:K14231	eok:G2583_4961
ko:K14441	eok:G2583_1065
ko:K14225	eok:G2583_3518
ko:K00674	eok:G2583_0168
ko:K12139	eok:G2583_3007
ko:K03435	eok:G2583_2619
ko:K07497	eok:G2583_1569
ko:K21906	eok:G2583_4250
ko:K07733	eok:G2583_3297
ko:K14623	eok:G2583_4381
ko:K08172	eok:G2583_2490
ko:K15035	eok:G2583_3202
ko:K03307	eok:G2583_4474
ko:K14227	eok:G2583_0206
ko:K14227	eok:G2583_4650
ko:K14227	eok:G2583_3996
ko:K01760	eok:G2583_3732
ko:K02052	eok:G2583_1802
ko:K14226	eok:G2583_4592
ko:K01978	eok:G2583_3845
