ko:K22220	mavr:LA63_17535
ko:K03719	mavr:LA63_19770
ko:K00128	mavr:LA63_19780
ko:K03724	mavr:LA63_19790
ko:K05522	mavr:LA63_19795
ko:K03932	mavr:LA63_19800
ko:K06177	mavr:LA63_19830
ko:K00111	mavr:LA63_19835
ko:K01142	mavr:LA63_22040
ko:K03147	mavr:LA63_22060
ko:K00941	mavr:LA63_22065
ko:K07020	mavr:LA63_22070
ko:K03149	mavr:LA63_22125
ko:K03154	mavr:LA63_22130
ko:K03153	mavr:LA63_22135
ko:K00788	mavr:LA63_22140
ko:K03574	mavr:LA63_22145
ko:K02030	mavr:LA63_22155
ko:K14949	mavr:LA63_22160
ko:K06994	mavr:LA63_24465
ko:K00970	mavr:LA63_24510
ko:K03980	mavr:LA63_24540
ko:K03088	mavr:LA63_24545
ko:K01980	mavr:LA63_06900
ko:K18687	mavr:LA63_02765
ko:K02493	mavr:LA63_02030
ko:K01990	mavr:LA63_01165
ko:K21672	mavr:LA63_07990
ko:K01992	mavr:LA63_01155
ko:K21672	mavr:LA63_11330
ko:K21672	mavr:LA63_04645
ko:K01214	mavr:LA63_18955
ko:K18851	mavr:LA63_23985
ko:K14237	mavr:LA63_16170
ko:K18917	mavr:LA63_19185
ko:K14221	mavr:LA63_03665
ko:K14233	mavr:LA63_01190
ko:K18955	mavr:LA63_02130
ko:K18955	mavr:LA63_20245
ko:K18913	mavr:LA63_01910
ko:K01985	mavr:LA63_06905
ko:K14218	mavr:LA63_18330
ko:K00632	mavr:LA63_03990
ko:K00632	mavr:LA63_05785
ko:K18955	mavr:LA63_19300
ko:K14222	mavr:LA63_16165
ko:K14225	mavr:LA63_16160
ko:K18851	mavr:LA63_01045
ko:K18851	mavr:LA63_12700
ko:K10747	mavr:LA63_18160
ko:K01971	mavr:LA63_04695
ko:K18911	mavr:LA63_01905
ko:K18912	mavr:LA63_01895
ko:K03111	mavr:LA63_07685
ko:K03111	mavr:LA63_00370
ko:K03822	mavr:LA63_14015
ko:K02113	mavr:LA63_06855
ko:K02109	mavr:LA63_06855
ko:K01768	mavr:LA63_06940
ko:K00336	mavr:LA63_18650
ko:K05898	mavr:LA63_02885
ko:K01436	mavr:LA63_19850
ko:K00335	mavr:LA63_18645
ko:K13572	mavr:LA63_11075
ko:K02483	mavr:LA63_03280
ko:K02483	mavr:LA63_01415
ko:K00249	mavr:LA63_23935
ko:K01768	mavr:LA63_06470
ko:K00529	mavr:LA63_12860
ko:K01768	mavr:LA63_14370
ko:K01768	mavr:LA63_02370
ko:K00020	mavr:LA63_20500
ko:K14215	mavr:LA63_09325
ko:K16048	mavr:LA63_02735
ko:K00344	mavr:LA63_15155
ko:K08095	mavr:LA63_12335
ko:K08095	mavr:LA63_12425
ko:K08095	mavr:LA63_20380
ko:K03497	mavr:LA63_24575
ko:K03496	mavr:LA63_24580
ko:K04565	mavr:LA63_20250
ko:K03496	mavr:LA63_13910
ko:K03496	mavr:LA63_19270
ko:K04565	mavr:LA63_22015
ko:K03526	mavr:LA63_17130
ko:K06912	mavr:LA63_01150
ko:K07746	mavr:LA63_21175
ko:K00273	mavr:LA63_12605
ko:K05375	mavr:LA63_09235
ko:K07448	mavr:LA63_02095
ko:K06893	mavr:LA63_23840
ko:K01822	mavr:LA63_05450
ko:K00798	mavr:LA63_06885
ko:K01239	mavr:LA63_20150
ko:K01710	mavr:LA63_20435
ko:K01710	mavr:LA63_18875
ko:K00128	mavr:LA63_11830
ko:K05898	mavr:LA63_13355
ko:K01621	mavr:LA63_12890
ko:K08095	mavr:LA63_07630
ko:K08095	mavr:LA63_19860
ko:K08095	mavr:LA63_20385
ko:K01990	mavr:LA63_23975
ko:K12466	mavr:LA63_03925
ko:K12952	mavr:LA63_04585
ko:K03722	mavr:LA63_06985
ko:K07497	mavr:LA63_06730
ko:K07497	mavr:LA63_07615
ko:K07497	mavr:LA63_07670
ko:K07497	mavr:LA63_08535
ko:K07497	mavr:LA63_09925
ko:K07497	mavr:LA63_02260
ko:K07497	mavr:LA63_23590
ko:K07497	mavr:LA63_23615
ko:K07497	mavr:LA63_11490
ko:K07497	mavr:LA63_12095
ko:K07497	mavr:LA63_12125
ko:K01992	mavr:LA63_14000
ko:K01822	mavr:LA63_03295
ko:K21672	mavr:LA63_08335
ko:K07068	mavr:LA63_14345
ko:K01066	mavr:LA63_13700
ko:K01267	mavr:LA63_03480
ko:K07068	mavr:LA63_02860
ko:K19302	mavr:LA63_14640
ko:K15868	mavr:LA63_07360
ko:K01822	mavr:LA63_06610
ko:K20074	mavr:LA63_00110
ko:K16444	mavr:LA63_16775
ko:K07098	mavr:LA63_02120
ko:K14237	mavr:LA63_16155
ko:K19710	mavr:LA63_15965
ko:K19777	mavr:LA63_00680
ko:K07119	mavr:LA63_22640
ko:K08744	mavr:LA63_13075
ko:K00059	mavr:LA63_14075
ko:K15510	mavr:LA63_22205
ko:K13775	mavr:LA63_19325
ko:K07535	mavr:LA63_22230
ko:K03379	mavr:LA63_23660
ko:K03379	mavr:LA63_24095
ko:K05770	mavr:LA63_17960
ko:K12132	mavr:LA63_00090
ko:K12132	mavr:LA63_00095
ko:K12132	mavr:LA63_06480
ko:K12132	mavr:LA63_15835
ko:K02314	mavr:LA63_00385
ko:K20497	mavr:LA63_09990
ko:K00525	mavr:LA63_18070
ko:K20469	mavr:LA63_23275
ko:K20497	mavr:LA63_08875
ko:K07695	mavr:LA63_19005
ko:K20466	mavr:LA63_23290
ko:K20467	mavr:LA63_23285
ko:K20468	mavr:LA63_23280
ko:K16227	mavr:LA63_14775
ko:K14230	mavr:LA63_09620
ko:K14228	mavr:LA63_14360
ko:K14236	mavr:LA63_21270
ko:K01179	mavr:LA63_01525
ko:K05977	mavr:LA63_17530
ko:K01214	mavr:LA63_14610
ko:K07100	mavr:LA63_10780
ko:K20814	mavr:LA63_11050
ko:K14219	mavr:LA63_06775
ko:K21071	mavr:LA63_17775
ko:K21014	mavr:LA63_09445
ko:K00821	mavr:LA63_14145
ko:K21119	mavr:LA63_06420
ko:K21147	mavr:LA63_19230
ko:K14228	mavr:LA63_05305
ko:K00632	mavr:LA63_19390
ko:K00526	mavr:LA63_18045
ko:K00526	mavr:LA63_23115
ko:K02335	mavr:LA63_14340
ko:K06217	mavr:LA63_09280
ko:K02316	mavr:LA63_09375
ko:K06191	mavr:LA63_18080
ko:K07465	mavr:LA63_11020
ko:K01520	mavr:LA63_16450
ko:K03553	mavr:LA63_16640
ko:K03465	mavr:LA63_16735
ko:K00287	mavr:LA63_16760
ko:K00560	mavr:LA63_16765
ko:K05364	mavr:LA63_00100
ko:K00108	mavr:LA63_23325
ko:K00091	mavr:LA63_23850
ko:K21302	mavr:LA63_19880
ko:K08884	mavr:LA63_10645
ko:K05375	mavr:LA63_10875
ko:K20938	mavr:LA63_18755
ko:K22468	mavr:LA63_19440
ko:K08884	mavr:LA63_19645
ko:K00091	mavr:LA63_08420
ko:K03272	mavr:LA63_18900
ko:K00249	mavr:LA63_23785
ko:K00249	mavr:LA63_04860
ko:K00249	mavr:LA63_18555
ko:K00249	mavr:LA63_23125
ko:K03636	mavr:LA63_04410
ko:K00249	mavr:LA63_12155
ko:K21200	mavr:LA63_00055
ko:K21310	mavr:LA63_19465
ko:K07005	mavr:LA63_14635
ko:K07027	mavr:LA63_21195
ko:K00632	mavr:LA63_16905
ko:K07054	mavr:LA63_22085
ko:K21397	mavr:LA63_13630
ko:K21397	mavr:LA63_09550
ko:K00146	mavr:LA63_09640
ko:K21397	mavr:LA63_14295
ko:K21416	mavr:LA63_13325
ko:K21417	mavr:LA63_13330
ko:K21473	mavr:LA63_15035
ko:K21474	mavr:LA63_15030
ko:K21401	mavr:LA63_21310
ko:K21481	mavr:LA63_02575
ko:K21397	mavr:LA63_20065
ko:K21397	mavr:LA63_20070
ko:K21600	mavr:LA63_23365
ko:K10914	mavr:LA63_02160
ko:K21672	mavr:LA63_01660
ko:K21672	mavr:LA63_23750
ko:K21672	mavr:LA63_10000
ko:K21686	mavr:LA63_01630
ko:K10914	mavr:LA63_00445
ko:K21672	mavr:LA63_23420
ko:K21689	mavr:LA63_12710
ko:K00344	mavr:LA63_01435
ko:K14234	mavr:LA63_02380
ko:K14237	mavr:LA63_10120
ko:K21929	mavr:LA63_06435
ko:K21929	mavr:LA63_18925
ko:K14220	mavr:LA63_09385
ko:K14230	mavr:LA63_19145
ko:K14225	mavr:LA63_07765
ko:K14228	mavr:LA63_07045
ko:K14218	mavr:LA63_00045
ko:K21961	mavr:LA63_00845
ko:K21992	mavr:LA63_12995
ko:K21962	mavr:LA63_15050
ko:K21992	mavr:LA63_18355
ko:K21993	mavr:LA63_11480
ko:K14234	mavr:LA63_21050
ko:K14219	mavr:LA63_07640
ko:K00936	mavr:LA63_19305
ko:K22010	mavr:LA63_14355
ko:K14232	mavr:LA63_07770
ko:K14229	mavr:LA63_07500
ko:K00257	mavr:LA63_12990
ko:K22044	mavr:LA63_18485
ko:K14223	mavr:LA63_17695
ko:K14223	mavr:LA63_05185
ko:K14227	mavr:LA63_00040
ko:K14231	mavr:LA63_03670
ko:K22107	mavr:LA63_02690
ko:K05275	mavr:LA63_15990
ko:K05275	mavr:LA63_21370
ko:K14224	mavr:LA63_17690
ko:K14224	mavr:LA63_03660
ko:K03595	mavr:LA63_09300
ko:K14233	mavr:LA63_01230
ko:K14238	mavr:LA63_01990
ko:K14228	mavr:LA63_00125
ko:K22108	mavr:LA63_02780
ko:K14232	mavr:LA63_02110
ko:K14232	mavr:LA63_13880
ko:K00467	mavr:LA63_20160
ko:K22219	mavr:LA63_17525
ko:K14233	mavr:LA63_01795
ko:K14235	mavr:LA63_21020
ko:K14218	mavr:LA63_04940
ko:K22209	mavr:LA63_21530
ko:K14230	mavr:LA63_21045
ko:K12436	mavr:LA63_11275
ko:K17758	mavr:LA63_20310
ko:K17759	mavr:LA63_20310
ko:K01585	mavr:LA63_09310
ko:K22297	mavr:LA63_12390
ko:K22306	mavr:LA63_07965
ko:K02257	mavr:LA63_15160
ko:K22316	mavr:LA63_10180
ko:K01563	mavr:LA63_09775
ko:K01934	mavr:LA63_04915
ko:K01066	mavr:LA63_17560
ko:K00721	mavr:LA63_11260
ko:K22295	mavr:LA63_20200
ko:K22298	mavr:LA63_09340
ko:K01551	mavr:LA63_10610
ko:K22303	mavr:LA63_20205
ko:K11206	mavr:LA63_21755
ko:K00728	mavr:LA63_05025
ko:K08300	mavr:LA63_07845
ko:K08301	mavr:LA63_07845
ko:K07566	mavr:LA63_06825
ko:K22476	mavr:LA63_22035
