ko:K00130	bsut:BSUB_03320
ko:K00215	bsut:BSUB_02416
ko:K03888	bsut:BSUB_02421
ko:K03887	bsut:BSUB_02422
ko:K03886	bsut:BSUB_02423
ko:K00800	bsut:BSUB_02427
ko:K04517	bsut:BSUB_02428
ko:K00817	bsut:BSUB_02429
ko:K01695	bsut:BSUB_02430
ko:K01696	bsut:BSUB_02431
ko:K01817	bsut:BSUB_02432
ko:K01609	bsut:BSUB_02433
ko:K00766	bsut:BSUB_02434
ko:K01657	bsut:BSUB_02435
ko:K06208	bsut:BSUB_02436
ko:K01735	bsut:BSUB_02437
ko:K01736	bsut:BSUB_02438
ko:K00575	bsut:BSUB_02439
ko:K00940	bsut:BSUB_02440
ko:K00805	bsut:BSUB_02441
ko:K03183	bsut:BSUB_02442
ko:K00805	bsut:BSUB_02443
ko:K06285	bsut:BSUB_02444
ko:K01495	bsut:BSUB_02445
ko:K03530	bsut:BSUB_02446
ko:K06398	bsut:BSUB_02447
ko:K00057	bsut:BSUB_02450
ko:K03977	bsut:BSUB_02451
ko:K05739	bsut:BSUB_02453
ko:K01823	bsut:BSUB_02456
ko:K02945	bsut:BSUB_02457
ko:K00945	bsut:BSUB_02458
ko:K06313	bsut:BSUB_02461
ko:K01449	bsut:BSUB_02462
ko:K00384	bsut:BSUB_02464
ko:K00260	bsut:BSUB_02465
ko:K16511	bsut:BSUB_02466
ko:K11629	bsut:BSUB_03228
ko:K11630	bsut:BSUB_03229
ko:K16918	bsut:BSUB_03230
ko:K16920	bsut:BSUB_03231
ko:K16919	bsut:BSUB_03232
ko:K16919	bsut:BSUB_03233
ko:K07979	bsut:BSUB_03235
ko:K07139	bsut:BSUB_03238
ko:K16188	bsut:BSUB_03240
ko:K01048	bsut:BSUB_03241
ko:K01953	bsut:BSUB_03244
ko:K00789	bsut:BSUB_03245
ko:K01610	bsut:BSUB_03246
ko:K02051	bsut:BSUB_03249
ko:K02049	bsut:BSUB_03250
ko:K02050	bsut:BSUB_03251
ko:K04047	bsut:BSUB_03254
ko:K07173	bsut:BSUB_03257
ko:K08998	bsut:BSUB_03258
ko:K01673	bsut:BSUB_03259
ko:K02909	bsut:BSUB_03260
ko:K00425	bsut:BSUB_03261
ko:K00426	bsut:BSUB_03262
ko:K11709	bsut:BSUB_03264
ko:K11708	bsut:BSUB_03265
ko:K11710	bsut:BSUB_03266
ko:K11707	bsut:BSUB_03267
ko:K02549	bsut:BSUB_03268
ko:K01911	bsut:BSUB_03269
ko:K01661	bsut:BSUB_03270
ko:K08680	bsut:BSUB_03271
ko:K02551	bsut:BSUB_03272
ko:K02552	bsut:BSUB_03273
ko:K00963	bsut:BSUB_03275
ko:K00012	bsut:BSUB_03276
ko:K00868	bsut:BSUB_04038
ko:K01193	bsut:BSUB_04040
ko:K02809	bsut:BSUB_04041
ko:K02810	bsut:BSUB_04041
ko:K02598	bsut:BSUB_04042
ko:K03488	bsut:BSUB_04043
ko:K14647	bsut:BSUB_04045
ko:K05837	bsut:BSUB_04048
ko:K02829	bsut:BSUB_04050
ko:K02828	bsut:BSUB_04051
ko:K02827	bsut:BSUB_04052
ko:K02826	bsut:BSUB_04053
ko:K00965	bsut:BSUB_04055
ko:K00849	bsut:BSUB_04056
ko:K16301	bsut:BSUB_04064
ko:K07224	bsut:BSUB_04065
ko:K07243	bsut:BSUB_04066
ko:K00788	bsut:BSUB_04067
ko:K00878	bsut:BSUB_04068
ko:K06518	bsut:BSUB_04070
ko:K05820	bsut:BSUB_04072
ko:K06969	bsut:BSUB_04074
ko:K01759	bsut:BSUB_04075
ko:K02761	bsut:BSUB_04077
ko:K02809	bsut:BSUB_04079
ko:K02810	bsut:BSUB_04079
ko:K03488	bsut:BSUB_04080
ko:K01866	bsut:BSUB_04084
ko:K02548	bsut:BSUB_04087
ko:K03367	bsut:BSUB_04089
ko:K03739	bsut:BSUB_04090
ko:K14188	bsut:BSUB_04091
ko:K01588	bsut:BSUB_00711
ko:K01589	bsut:BSUB_00712
ko:K01756	bsut:BSUB_00713
ko:K01923	bsut:BSUB_00714
ko:K01952	bsut:BSUB_00715
ko:K01952	bsut:BSUB_00716
ko:K01952	bsut:BSUB_00717
ko:K00764	bsut:BSUB_00718
ko:K01933	bsut:BSUB_00719
ko:K11175	bsut:BSUB_00720
ko:K00602	bsut:BSUB_00721
ko:K01945	bsut:BSUB_00722
ko:K16263	bsut:BSUB_00724
ko:K01486	bsut:BSUB_00726
ko:K07094	bsut:BSUB_00731
ko:K03657	bsut:BSUB_00732
ko:K01972	bsut:BSUB_00733
ko:K07507	bsut:BSUB_00736
ko:K03307	bsut:BSUB_00737
ko:K02435	bsut:BSUB_00738
ko:K02433	bsut:BSUB_00739
ko:K02434	bsut:BSUB_00740
ko:K03215	bsut:BSUB_00744
ko:K06366	bsut:BSUB_00755
ko:K16137	bsut:BSUB_00759
ko:K06332	bsut:BSUB_00762
ko:K06333	bsut:BSUB_00763
ko:K06334	bsut:BSUB_00764
ko:K01486	bsut:BSUB_01579
ko:K12574	bsut:BSUB_01580
ko:K01462	bsut:BSUB_01583
ko:K00161	bsut:BSUB_01586
ko:K00162	bsut:BSUB_01587
ko:K00627	bsut:BSUB_01588
ko:K00382	bsut:BSUB_01589
ko:K01092	bsut:BSUB_01596
ko:K03088	bsut:BSUB_01602
ko:K06207	bsut:BSUB_01606
ko:K07175	bsut:BSUB_01610
ko:K01425	bsut:BSUB_01612
ko:K03588	bsut:BSUB_01614
ko:K01958	bsut:BSUB_01615
ko:K02259	bsut:BSUB_01616
ko:K02275	bsut:BSUB_01618
ko:K02274	bsut:BSUB_01619
ko:K02276	bsut:BSUB_01620
ko:K02862	bsut:BSUB_01622
ko:K00954	bsut:BSUB_01631
ko:K07001	bsut:BSUB_01633
ko:K07177	bsut:BSUB_01634
ko:K07040	bsut:BSUB_01637
ko:K02911	bsut:BSUB_01638
ko:K07052	bsut:BSUB_02470
ko:K03654	bsut:BSUB_02471
ko:K05337	bsut:BSUB_02473
ko:K00058	bsut:BSUB_02476
ko:K03785	bsut:BSUB_02477
ko:K03088	bsut:BSUB_02479
ko:K07651	bsut:BSUB_02480
ko:K07775	bsut:BSUB_02481
ko:K07399	bsut:BSUB_02483
ko:K06178	bsut:BSUB_02485
ko:K06374	bsut:BSUB_02486
ko:K06373	bsut:BSUB_02487
ko:K06024	bsut:BSUB_02490
ko:K05896	bsut:BSUB_02491
ko:K09763	bsut:BSUB_02492
ko:K02859	bsut:BSUB_02493
ko:K00794	bsut:BSUB_02494
ko:K14652	bsut:BSUB_02495
ko:K00793	bsut:BSUB_02496
ko:K11752	bsut:BSUB_02497
ko:K03100	bsut:BSUB_02500
ko:K07069	bsut:BSUB_02502
ko:K03768	bsut:BSUB_02506
ko:K01586	bsut:BSUB_02508
ko:K06408	bsut:BSUB_02509
ko:K06407	bsut:BSUB_02510
ko:K06407	bsut:BSUB_02511
ko:K06406	bsut:BSUB_02512
ko:K06405	bsut:BSUB_02513
ko:K06404	bsut:BSUB_02514
ko:K06403	bsut:BSUB_02515
ko:K03091	bsut:BSUB_02516
ko:K06379	bsut:BSUB_02517
ko:K07258	bsut:BSUB_02519
ko:K03783	bsut:BSUB_02520
ko:K00688	bsut:BSUB_03284
ko:K00703	bsut:BSUB_03285
ko:K00975	bsut:BSUB_03286
ko:K00975	bsut:BSUB_03287
ko:K00700	bsut:BSUB_03288
ko:K16789	bsut:BSUB_03313
ko:K07192	bsut:BSUB_03315
ko:K11440	bsut:BSUB_03319
ko:K03499	bsut:BSUB_03323
ko:K03498	bsut:BSUB_03324
ko:K06153	bsut:BSUB_03330
ko:K01813	bsut:BSUB_03333
ko:K03534	bsut:BSUB_03334
ko:K00848	bsut:BSUB_03335
ko:K03406	bsut:BSUB_03338
ko:K03406	bsut:BSUB_03339
ko:K03740	bsut:BSUB_04092
ko:K14189	bsut:BSUB_04093
ko:K00826	bsut:BSUB_04094
ko:K01222	bsut:BSUB_04095
ko:K02759	bsut:BSUB_04096
ko:K02761	bsut:BSUB_04097
ko:K02760	bsut:BSUB_04098
ko:K03491	bsut:BSUB_04099
ko:K03652	bsut:BSUB_04101
ko:K03781	bsut:BSUB_04102
ko:K01992	bsut:BSUB_04104
ko:K01990	bsut:BSUB_04105
ko:K03088	bsut:BSUB_04109
ko:K03457	bsut:BSUB_04110
ko:K17758	bsut:BSUB_04111
ko:K16012	bsut:BSUB_04112
ko:K16013	bsut:BSUB_04113
ko:K00426	bsut:BSUB_04114
ko:K00425	bsut:BSUB_04115
ko:K10112	bsut:BSUB_04120
ko:K00128	bsut:BSUB_04122
ko:K01784	bsut:BSUB_04125
ko:K06910	bsut:BSUB_04126
ko:K01258	bsut:BSUB_04131
ko:K00549	bsut:BSUB_04136
ko:K00019	bsut:BSUB_04137
ko:K01029	bsut:BSUB_04138
ko:K01028	bsut:BSUB_04139
ko:K00563	bsut:BSUB_04141
ko:K16323	bsut:BSUB_04142
ko:K07718	bsut:BSUB_00768
ko:K07720	bsut:BSUB_00769
ko:K02027	bsut:BSUB_00770
ko:K02025	bsut:BSUB_00771
ko:K02026	bsut:BSUB_00772
ko:K15532	bsut:BSUB_00773
ko:K01190	bsut:BSUB_00781
ko:K17318	bsut:BSUB_00783
ko:K17319	bsut:BSUB_00784
ko:K17320	bsut:BSUB_00785
ko:K07406	bsut:BSUB_00786
ko:K07145	bsut:BSUB_00788
ko:K06890	bsut:BSUB_00794
ko:K14338	bsut:BSUB_00799
ko:K00978	bsut:BSUB_00801
ko:K01709	bsut:BSUB_00802
ko:K08223	bsut:BSUB_00806
ko:K01560	bsut:BSUB_00807
ko:K03294	bsut:BSUB_00808
ko:K15738	bsut:BSUB_00811
ko:K02013	bsut:BSUB_00823
ko:K02015	bsut:BSUB_00824
ko:K00077	bsut:BSUB_01641
ko:K03925	bsut:BSUB_01643
ko:K03438	bsut:BSUB_01644
ko:K08724	bsut:BSUB_01646
ko:K08384	bsut:BSUB_01647
ko:K01928	bsut:BSUB_01648
ko:K01000	bsut:BSUB_01649
ko:K01925	bsut:BSUB_01650
ko:K03588	bsut:BSUB_01651
ko:K02563	bsut:BSUB_01652
ko:K00075	bsut:BSUB_01653
ko:K03589	bsut:BSUB_01654
ko:K03590	bsut:BSUB_01658
ko:K03531	bsut:BSUB_01659
ko:K13276	bsut:BSUB_01660
ko:K06383	bsut:BSUB_01661
ko:K03091	bsut:BSUB_01662
ko:K03091	bsut:BSUB_01663
ko:K02013	bsut:BSUB_01664
ko:K05810	bsut:BSUB_01667
ko:K06997	bsut:BSUB_01668
ko:K09772	bsut:BSUB_01669
ko:K02221	bsut:BSUB_01670
ko:K04074	bsut:BSUB_01672
ko:K01870	bsut:BSUB_01673
ko:K03101	bsut:BSUB_01675
ko:K06180	bsut:BSUB_01676
ko:K02825	bsut:BSUB_01677
ko:K02824	bsut:BSUB_01678
ko:K00609	bsut:BSUB_01679
ko:K01465	bsut:BSUB_01680
ko:K01956	bsut:BSUB_01681
ko:K01955	bsut:BSUB_01682
ko:K02823	bsut:BSUB_01683
ko:K17828	bsut:BSUB_01684
ko:K01591	bsut:BSUB_01685
ko:K00762	bsut:BSUB_01686
ko:K00390	bsut:BSUB_01688
ko:K16331	bsut:BSUB_01689
ko:K00958	bsut:BSUB_01690
ko:K00860	bsut:BSUB_01691
ko:K02303	bsut:BSUB_01692
ko:K03794	bsut:BSUB_01693
ko:K01839	bsut:BSUB_02521
ko:K04763	bsut:BSUB_02522
ko:K03711	bsut:BSUB_02524
ko:K06384	bsut:BSUB_02525
ko:K00027	bsut:BSUB_02527
ko:K03315	bsut:BSUB_02528
ko:K01744	bsut:BSUB_02529
ko:K01424	bsut:BSUB_02530
ko:K01515	bsut:BSUB_02533
ko:K06889	bsut:BSUB_02537
ko:K02346	bsut:BSUB_02544
ko:K00867	bsut:BSUB_02549
ko:K01753	bsut:BSUB_02550
ko:K07124	bsut:BSUB_02551
ko:K00286	bsut:BSUB_02553
ko:K00784	bsut:BSUB_02557
ko:K00036	bsut:BSUB_02558
ko:K00033	bsut:BSUB_02559
ko:K02346	bsut:BSUB_02560
ko:K03217	bsut:BSUB_02562
ko:K09166	bsut:BSUB_02563
ko:K01966	bsut:BSUB_02565
ko:K05606	bsut:BSUB_02566
ko:K02028	bsut:BSUB_02570
ko:K02029	bsut:BSUB_02571
ko:K02030	bsut:BSUB_02572
ko:K09699	bsut:BSUB_02577
ko:K03406	bsut:BSUB_03340
ko:K03406	bsut:BSUB_03341
ko:K00686	bsut:BSUB_03342
ko:K01187	bsut:BSUB_03345
ko:K06973	bsut:BSUB_03347
ko:K10716	bsut:BSUB_03350
ko:K01810	bsut:BSUB_03353
ko:K09779	bsut:BSUB_03356
ko:K07570	bsut:BSUB_03357
ko:K10907	bsut:BSUB_03358
ko:K14155	bsut:BSUB_03362
ko:K07697	bsut:BSUB_03363
ko:K06347	bsut:BSUB_03364
ko:K06348	bsut:BSUB_03365
ko:K18770	bsut:BSUB_03368
ko:K11614	bsut:BSUB_03371
ko:K07335	bsut:BSUB_03373
ko:K02056	bsut:BSUB_03374
ko:K02057	bsut:BSUB_03375
ko:K02057	bsut:BSUB_03376
ko:K11616	bsut:BSUB_03377
ko:K05565	bsut:BSUB_03379
ko:K05566	bsut:BSUB_03380
ko:K05567	bsut:BSUB_03381
ko:K05568	bsut:BSUB_03382
ko:K05569	bsut:BSUB_03383
ko:K05570	bsut:BSUB_03384
ko:K05571	bsut:BSUB_03385
ko:K07691	bsut:BSUB_03387
ko:K07680	bsut:BSUB_03388
ko:K02251	bsut:BSUB_03390
ko:K00763	bsut:BSUB_03394
ko:K03781	bsut:BSUB_04145
ko:K03300	bsut:BSUB_04146
ko:K03488	bsut:BSUB_04148
ko:K06902	bsut:BSUB_04150
ko:K01223	bsut:BSUB_04167
ko:K02755	bsut:BSUB_04168
ko:K02756	bsut:BSUB_04168
ko:K02757	bsut:BSUB_04168
ko:K06113	bsut:BSUB_04174
ko:K09683	bsut:BSUB_04176
ko:K01745	bsut:BSUB_04177
ko:K01712	bsut:BSUB_04178
ko:K01468	bsut:BSUB_04179
ko:K01479	bsut:BSUB_04180
ko:K00756	bsut:BSUB_04182
ko:K11535	bsut:BSUB_04183
ko:K01619	bsut:BSUB_04184
ko:K05346	bsut:BSUB_04185
ko:K04023	bsut:BSUB_04187
ko:K16963	bsut:BSUB_04190
ko:K16962	bsut:BSUB_04191
ko:K16961	bsut:BSUB_04192
ko:K01442	bsut:BSUB_04196
ko:K02015	bsut:BSUB_00825
ko:K02016	bsut:BSUB_00826
ko:K01728	bsut:BSUB_00830
ko:K03319	bsut:BSUB_00831
ko:K11637	bsut:BSUB_00832
ko:K00491	bsut:BSUB_00838
ko:K01512	bsut:BSUB_00839
ko:K01265	bsut:BSUB_00844
ko:K02803	bsut:BSUB_00845
ko:K02804	bsut:BSUB_00845
ko:K03310	bsut:BSUB_00849
ko:K06295	bsut:BSUB_00853
ko:K02818	bsut:BSUB_00854
ko:K02819	bsut:BSUB_00854
ko:K01226	bsut:BSUB_00855
ko:K03486	bsut:BSUB_00856
ko:K08693	bsut:BSUB_00858
ko:K05520	bsut:BSUB_00859
ko:K01104	bsut:BSUB_00862
ko:K07058	bsut:BSUB_00864
ko:K07300	bsut:BSUB_00867
ko:K03284	bsut:BSUB_00874
ko:K01247	bsut:BSUB_00875
ko:K03215	bsut:BSUB_00876
ko:K02304	bsut:BSUB_01694
ko:K01537	bsut:BSUB_01696
ko:K09777	bsut:BSUB_01698
ko:K00942	bsut:BSUB_01699
ko:K03060	bsut:BSUB_01700
ko:K13038	bsut:BSUB_01701
ko:K04066	bsut:BSUB_01702
ko:K01462	bsut:BSUB_01703
ko:K00604	bsut:BSUB_01704
ko:K03500	bsut:BSUB_01705
ko:K06941	bsut:BSUB_01706
ko:K06949	bsut:BSUB_01709
ko:K01783	bsut:BSUB_01710
ko:K00949	bsut:BSUB_01711
ko:K06414	bsut:BSUB_01712
ko:K02902	bsut:BSUB_01713
ko:K07030	bsut:BSUB_01715
ko:K01752	bsut:BSUB_01716
ko:K01752	bsut:BSUB_01717
ko:K03655	bsut:BSUB_01718
ko:K03621	bsut:BSUB_01720
ko:K00645	bsut:BSUB_01721
ko:K00059	bsut:BSUB_01722
ko:K02078	bsut:BSUB_01723
ko:K03685	bsut:BSUB_01724
ko:K03529	bsut:BSUB_01725
ko:K03110	bsut:BSUB_01726
ko:K09787	bsut:BSUB_01728
ko:K03106	bsut:BSUB_01729
ko:K02959	bsut:BSUB_01730
ko:K06960	bsut:BSUB_01731
ko:K02860	bsut:BSUB_01733
ko:K00554	bsut:BSUB_01734
ko:K02884	bsut:BSUB_01735
ko:K14540	bsut:BSUB_01736
ko:K03470	bsut:BSUB_01737
ko:K04061	bsut:BSUB_01739
ko:K01903	bsut:BSUB_01740
ko:K01902	bsut:BSUB_01741
ko:K04096	bsut:BSUB_01742
ko:K03168	bsut:BSUB_01743
ko:K04094	bsut:BSUB_01744
ko:K03733	bsut:BSUB_01745
ko:K01419	bsut:BSUB_01746
ko:K03667	bsut:BSUB_01747
ko:K03706	bsut:BSUB_01748
ko:K00167	bsut:BSUB_02578
ko:K00166	bsut:BSUB_02579
ko:K00382	bsut:BSUB_02580
ko:K00929	bsut:BSUB_02581
ko:K00263	bsut:BSUB_02582
ko:K03417	bsut:BSUB_02586
ko:K01720	bsut:BSUB_02587
ko:K01647	bsut:BSUB_02588
ko:K00074	bsut:BSUB_02590
ko:K00626	bsut:BSUB_02591
ko:K01126	bsut:BSUB_02592
ko:K01448	bsut:BSUB_02593
ko:K07699	bsut:BSUB_02597
ko:K06399	bsut:BSUB_02598
ko:K03631	bsut:BSUB_02599
ko:K03402	bsut:BSUB_02600
ko:K06442	bsut:BSUB_02601
ko:K01662	bsut:BSUB_02602
ko:K13789	bsut:BSUB_02603
ko:K03602	bsut:BSUB_02604
ko:K03601	bsut:BSUB_02605
ko:K01491	bsut:BSUB_02606
ko:K03625	bsut:BSUB_02607
ko:K01961	bsut:BSUB_02609
ko:K02160	bsut:BSUB_02610
ko:K06397	bsut:BSUB_02611
ko:K06396	bsut:BSUB_02612
ko:K06395	bsut:BSUB_02613
ko:K06394	bsut:BSUB_02614
ko:K06393	bsut:BSUB_02615
ko:K06392	bsut:BSUB_02616
ko:K06391	bsut:BSUB_02617
ko:K06390	bsut:BSUB_02618
ko:K02356	bsut:BSUB_02620
ko:K01262	bsut:BSUB_02621
ko:K03786	bsut:BSUB_02622
ko:K07001	bsut:BSUB_02626
ko:K03800	bsut:BSUB_02628
ko:K06950	bsut:BSUB_03402
ko:K16216	bsut:BSUB_03403
ko:K03466	bsut:BSUB_03406
ko:K00259	bsut:BSUB_03411
ko:K04780	bsut:BSUB_03414
ko:K01252	bsut:BSUB_03415
ko:K02363	bsut:BSUB_03416
ko:K02361	bsut:BSUB_03417
ko:K00216	bsut:BSUB_03418
ko:K07017	bsut:BSUB_03419
ko:K03523	bsut:BSUB_03421
ko:K07084	bsut:BSUB_03422
ko:K01255	bsut:BSUB_03423
ko:K09775	bsut:BSUB_03424
ko:K03885	bsut:BSUB_03428
ko:K00364	bsut:BSUB_03431
ko:K07734	bsut:BSUB_03432
ko:K13628	bsut:BSUB_03434
ko:K01778	bsut:BSUB_03435
ko:K03317	bsut:BSUB_03436
ko:K03885	bsut:BSUB_03438
ko:K00872	bsut:BSUB_03442
ko:K01733	bsut:BSUB_03443
ko:K00003	bsut:BSUB_03444
ko:K02016	bsut:BSUB_04203
ko:K11636	bsut:BSUB_04205
ko:K11635	bsut:BSUB_04206
ko:K06606	bsut:BSUB_04210
ko:K06605	bsut:BSUB_04211
ko:K00010	bsut:BSUB_04212
ko:K06610	bsut:BSUB_04213
ko:K03335	bsut:BSUB_04214
ko:K03336	bsut:BSUB_04215
ko:K03338	bsut:BSUB_04216
ko:K03337	bsut:BSUB_04217
ko:K00140	bsut:BSUB_04218
ko:K06608	bsut:BSUB_04219
ko:K04079	bsut:BSUB_04224
ko:K00128	bsut:BSUB_04228
ko:K01953	bsut:BSUB_04234
ko:K07148	bsut:BSUB_04239
ko:K06518	bsut:BSUB_04244
ko:K00865	bsut:BSUB_04247
ko:K11476	bsut:BSUB_04248
ko:K00851	bsut:BSUB_04249
ko:K03299	bsut:BSUB_04250
ko:K00033	bsut:BSUB_04251
ko:K03386	bsut:BSUB_04252
ko:K03387	bsut:BSUB_04253
ko:K01223	bsut:BSUB_04254
ko:K02313	bsut:BSUB_00001
ko:K02338	bsut:BSUB_00002
ko:K03629	bsut:BSUB_00004
ko:K02470	bsut:BSUB_00006
ko:K02469	bsut:BSUB_00007
ko:K00088	bsut:BSUB_00014
ko:K07258	bsut:BSUB_00015
ko:K06215	bsut:BSUB_00016
ko:K08681	bsut:BSUB_00017
ko:K01875	bsut:BSUB_00018
ko:K15519	bsut:BSUB_00020
ko:K15518	bsut:BSUB_00021
ko:K06306	bsut:BSUB_00022
ko:K11991	bsut:BSUB_00024
ko:K02343	bsut:BSUB_00025
ko:K09747	bsut:BSUB_00026
ko:K18929	bsut:BSUB_03632
ko:K14230	bsut:BSUB_00654
ko:K14230	bsut:BSUB_00957
ko:K14230	bsut:BSUB_03297
ko:K01977	bsut:BSUB_00651
ko:K01977	bsut:BSUB_00096
ko:K01977	bsut:BSUB_00008
ko:K01977	bsut:BSUB_03312
ko:K01977	bsut:BSUB_00108
ko:K18928	bsut:BSUB_03633
ko:K18925	bsut:BSUB_01427
ko:K18907	bsut:BSUB_00592
ko:K10747	bsut:BSUB_02207
ko:K06147	bsut:BSUB_00896
ko:K06147	bsut:BSUB_00897
ko:K09692	bsut:BSUB_03804
ko:K11814	bsut:BSUB_01861
ko:K11815	bsut:BSUB_01860
ko:K14219	bsut:BSUB_00105
ko:K14219	bsut:BSUB_00193
ko:K14219	bsut:BSUB_03303
ko:K14219	bsut:BSUB_00649
ko:K14219	bsut:BSUB_01977
ko:K14236	bsut:BSUB_00220
ko:K14236	bsut:BSUB_00961
ko:K14233	bsut:BSUB_00524
ko:K14233	bsut:BSUB_03290
ko:K14228	bsut:BSUB_00529
ko:K14228	bsut:BSUB_00967
ko:K14228	bsut:BSUB_00104
ko:K14228	bsut:BSUB_03304
ko:K14228	bsut:BSUB_03306
ko:K14235	bsut:BSUB_00962
ko:K14226	bsut:BSUB_00963
ko:K14226	bsut:BSUB_03294
ko:K14233	bsut:BSUB_00019
ko:K14233	bsut:BSUB_03298
ko:K14225	bsut:BSUB_00103
ko:K14225	bsut:BSUB_00192
ko:K14225	bsut:BSUB_03305
ko:K14225	bsut:BSUB_00965
ko:K01980	bsut:BSUB_00011
ko:K01980	bsut:BSUB_00200
ko:K01980	bsut:BSUB_00197
ko:K01980	bsut:BSUB_00188
ko:K01980	bsut:BSUB_00652
ko:K01980	bsut:BSUB_00097
ko:K01980	bsut:BSUB_00109
ko:K01980	bsut:BSUB_00033
ko:K01980	bsut:BSUB_03311
ko:K01980	bsut:BSUB_00951
ko:K14225	bsut:BSUB_00650
ko:K14225	bsut:BSUB_00985
ko:K14225	bsut:BSUB_03293
ko:K14237	bsut:BSUB_00099
ko:K14237	bsut:BSUB_00956
ko:K14237	bsut:BSUB_00218
ko:K14237	bsut:BSUB_03309
ko:K14237	bsut:BSUB_01294
ko:K14230	bsut:BSUB_00075
ko:K14230	bsut:BSUB_03300
ko:K14230	bsut:BSUB_03299
ko:K14220	bsut:BSUB_00523
ko:K14220	bsut:BSUB_03291
ko:K14220	bsut:BSUB_00953
ko:K14220	bsut:BSUB_00190
ko:K14234	bsut:BSUB_00191
ko:K14219	bsut:BSUB_03682
ko:K01977	bsut:BSUB_00187
ko:K01985	bsut:BSUB_00012
ko:K01985	bsut:BSUB_00110
ko:K01985	bsut:BSUB_00653
ko:K01985	bsut:BSUB_00201
ko:K01985	bsut:BSUB_00198
ko:K01985	bsut:BSUB_03310
ko:K01985	bsut:BSUB_00189
ko:K01985	bsut:BSUB_00098
ko:K01985	bsut:BSUB_00034
ko:K14231	bsut:BSUB_00959
ko:K14231	bsut:BSUB_03295
ko:K14231	bsut:BSUB_04289
ko:K14218	bsut:BSUB_00010
ko:K14218	bsut:BSUB_00032
ko:K14218	bsut:BSUB_00195
ko:K14218	bsut:BSUB_00107
ko:K14218	bsut:BSUB_03301
ko:K07171	bsut:BSUB_00509
ko:K14224	bsut:BSUB_00217
ko:K14224	bsut:BSUB_00955
ko:K14224	bsut:BSUB_00076
ko:K14224	bsut:BSUB_04291
ko:K14224	bsut:BSUB_03289
ko:K14224	bsut:BSUB_00525
ko:K13611	bsut:BSUB_01849
ko:K01971	bsut:BSUB_01458
ko:K14229	bsut:BSUB_00101
ko:K14229	bsut:BSUB_00527
ko:K14229	bsut:BSUB_04292
ko:K14229	bsut:BSUB_03307
ko:K01977	bsut:BSUB_00030
ko:K01977	bsut:BSUB_00199
ko:K01977	bsut:BSUB_00950
ko:K01977	bsut:BSUB_00196
ko:K01985	bsut:BSUB_00952
ko:K18967	bsut:BSUB_01008
ko:K03790	bsut:BSUB_01992
ko:K06321	bsut:BSUB_02131
ko:K06320	bsut:BSUB_02133
ko:K06343	bsut:BSUB_01277
ko:K06340	bsut:BSUB_01280
ko:K02538	bsut:BSUB_01307
ko:K08191	bsut:BSUB_01345
ko:K06352	bsut:BSUB_01353
ko:K06326	bsut:BSUB_01905
ko:K06420	bsut:BSUB_02149
ko:K06378	bsut:BSUB_02518
ko:K16247	bsut:BSUB_00681
ko:K00634	bsut:BSUB_02583
ko:K06372	bsut:BSUB_02635
ko:K06400	bsut:BSUB_02755
ko:K06354	bsut:BSUB_02762
ko:K16960	bsut:BSUB_03124
ko:K16956	bsut:BSUB_03128
ko:K16593	bsut:BSUB_03208
ko:K18198	bsut:BSUB_00779
ko:K13274	bsut:BSUB_01174
ko:K06344	bsut:BSUB_01276
ko:K19005	bsut:BSUB_00800
ko:K06376	bsut:BSUB_01484
ko:K06437	bsut:BSUB_01552
ko:K13613	bsut:BSUB_01851
ko:K13615	bsut:BSUB_01853
ko:K15468	bsut:BSUB_01854
ko:K09681	bsut:BSUB_01985
ko:K15327	bsut:BSUB_01841
ko:K06369	bsut:BSUB_02037
ko:K06358	bsut:BSUB_02038
ko:K06323	bsut:BSUB_02129
ko:K16170	bsut:BSUB_03461
ko:K03526	bsut:BSUB_02684
ko:K14742	bsut:BSUB_00658
ko:K19005	bsut:BSUB_00846
ko:K06289	bsut:BSUB_03531
ko:K18979	bsut:BSUB_00987
ko:K13052	bsut:BSUB_00073
ko:K06979	bsut:BSUB_00300
ko:K04565	bsut:BSUB_02087
ko:K03111	bsut:BSUB_03865
ko:K07467	bsut:BSUB_00538
ko:K03502	bsut:BSUB_02313
ko:K00662	bsut:BSUB_02327
ko:K18231	bsut:BSUB_00619
ko:K08168	bsut:BSUB_04331
ko:K03111	bsut:BSUB_04344
ko:K03497	bsut:BSUB_04351
ko:K03496	bsut:BSUB_04352
ko:K03497	bsut:BSUB_04354
ko:K18652	bsut:BSUB_01150
ko:K05593	bsut:BSUB_02859
ko:K01233	bsut:BSUB_02870
ko:K18197	bsut:BSUB_00778
ko:K11639	bsut:BSUB_00836
ko:K06309	bsut:BSUB_00850
ko:K06609	bsut:BSUB_00901
ko:K06609	bsut:BSUB_01895
ko:K01174	bsut:BSUB_02325
ko:K07816	bsut:BSUB_04086
ko:K03741	bsut:BSUB_02756
ko:K11641	bsut:BSUB_00323
ko:K06368	bsut:BSUB_00331
ko:K03429	bsut:BSUB_02357
ko:K15655	bsut:BSUB_00399
ko:K06361	bsut:BSUB_00427
ko:K06353	bsut:BSUB_00428
ko:K06367	bsut:BSUB_00552
ko:K06357	bsut:BSUB_00553
ko:K11624	bsut:BSUB_00598
ko:K06595	bsut:BSUB_01135
