ko:K01991	bmw:BMNI_II0380
ko:K07054	bmw:BMNI_I1433
ko:K02348	bmw:BMNI_I0130
ko:K00121	bmw:BMNI_I0131
ko:K02806	bmw:BMNI_I0161
ko:K00769	bmw:BMNI_I1019
ko:K01011	bmw:BMNI_I1028
ko:K13953	bmw:BMNI_I1034
ko:K01784	bmw:BMNI_I1038
ko:K04765	bmw:BMNI_I1039
ko:K01496	bmw:BMNI_I1049
ko:K03769	bmw:BMNI_I1846
ko:K02030	bmw:BMNI_I1856
ko:K01480	bmw:BMNI_I1860
ko:K01424	bmw:BMNI_I1863
ko:K01424	bmw:BMNI_I1865
ko:K02433	bmw:BMNI_II0559
ko:K02342	bmw:BMNI_II0587
ko:K01607	bmw:BMNI_II0598
ko:K07025	bmw:BMNI_II0968
ko:K00674	bmw:BMNI_II0970
ko:K01439	bmw:BMNI_II0972
ko:K00059	bmw:BMNI_II0957
ko:K02428	bmw:BMNI_I0174
ko:K00567	bmw:BMNI_I0184
ko:K00548	bmw:BMNI_I0187
ko:K01082	bmw:BMNI_I0192
ko:K13953	bmw:BMNI_I0200
ko:K06147	bmw:BMNI_I0203
ko:K06147	bmw:BMNI_I0204
ko:K03153	bmw:BMNI_I0213
ko:K05595	bmw:BMNI_I1073
ko:K03499	bmw:BMNI_I1085
ko:K03743	bmw:BMNI_I1092
ko:K01885	bmw:BMNI_I1117
ko:K09949	bmw:BMNI_I1120
ko:K07232	bmw:BMNI_I1894
ko:K01507	bmw:BMNI_I1896
ko:K05814	bmw:BMNI_II0611
ko:K05815	bmw:BMNI_II0612
ko:K05816	bmw:BMNI_II0613
ko:K07077	bmw:BMNI_II0624
ko:K01469	bmw:BMNI_II0633
ko:K02427	bmw:BMNI_II0638
ko:K02010	bmw:BMNI_II0651
ko:K03386	bmw:BMNI_II0659
ko:K00010	bmw:BMNI_II0662
ko:K01560	bmw:BMNI_I0575
ko:K02433	bmw:BMNI_I0583
ko:K02200	bmw:BMNI_I0611
ko:K02200	bmw:BMNI_I0614
ko:K03498	bmw:BMNI_I1447
ko:K00970	bmw:BMNI_I1498
ko:K01679	bmw:BMNI_II0186
ko:K03455	bmw:BMNI_II0201
ko:K01092	bmw:BMNI_II0203
ko:K00380	bmw:BMNI_II0222
ko:K00799	bmw:BMNI_II0985
ko:K00845	bmw:BMNI_II0990
ko:K06147	bmw:BMNI_II0991
ko:K07304	bmw:BMNI_II1012
ko:K00135	bmw:BMNI_II1017
ko:K02033	bmw:BMNI_II1022
ko:K02035	bmw:BMNI_II1025
ko:K02035	bmw:BMNI_II1032
ko:K02033	bmw:BMNI_II1033
ko:K02025	bmw:BMNI_I0231
ko:K01966	bmw:BMNI_I1155
ko:K01965	bmw:BMNI_I1156
ko:K01847	bmw:BMNI_I1157
ko:K02533	bmw:BMNI_I1163
ko:K01077	bmw:BMNI_I1168
ko:K04763	bmw:BMNI_I1930
ko:K04085	bmw:BMNI_I1933
ko:K00059	bmw:BMNI_I1938
ko:K01989	bmw:BMNI_I1952
ko:K05832	bmw:BMNI_I1953
ko:K05833	bmw:BMNI_I1954
ko:K02342	bmw:BMNI_I1972
ko:K01092	bmw:BMNI_II0668
ko:K02010	bmw:BMNI_II0669
ko:K09471	bmw:BMNI_II0714
ko:K07126	bmw:BMNI_I0633
ko:K07393	bmw:BMNI_I1506
ko:K04748	bmw:BMNI_II0237
ko:K00368	bmw:BMNI_II0247
ko:K02051	bmw:BMNI_II0272
ko:K02050	bmw:BMNI_II0273
ko:K02049	bmw:BMNI_II0274
ko:K03769	bmw:BMNI_II0283
ko:K00374	bmw:BMNI_II0284
ko:K02035	bmw:BMNI_II1038
ko:K02033	bmw:BMNI_II1039
ko:K01426	bmw:BMNI_II1045
ko:K09815	bmw:BMNI_II1063
ko:K03635	bmw:BMNI_I0692
ko:K00799	bmw:BMNI_I0699
ko:K01784	bmw:BMNI_I0710
ko:K00939	bmw:BMNI_I0720
ko:K00076	bmw:BMNI_I1556
ko:K00135	bmw:BMNI_I1578
ko:K03711	bmw:BMNI_I1589
ko:K03647	bmw:BMNI_II0301
ko:K02055	bmw:BMNI_II0309
ko:K02052	bmw:BMNI_II0310
ko:K01580	bmw:BMNI_II0319
ko:K01580	bmw:BMNI_II0320
ko:K00088	bmw:BMNI_II0333
ko:K01243	bmw:BMNI_II0342
ko:K02510	bmw:BMNI_II1100
ko:K01826	bmw:BMNI_II1105
ko:K07025	bmw:BMNI_II110
ko:K02025	bmw:BMNI_II1127
ko:K02049	bmw:BMNI_II1132
ko:K00939	bmw:BMNI_I1180
ko:K01523	bmw:BMNI_I1988
ko:K00867	bmw:BMNI_I1989
ko:K02793	bmw:BMNI_I1995
ko:K11189	bmw:BMNI_I1996
ko:K00059	bmw:BMNI_II0721
ko:K02033	bmw:BMNI_II0732
ko:K02035	bmw:BMNI_II0733
ko:K01782	bmw:BMNI_II0740
ko:K00626	bmw:BMNI_II0741
ko:K01708	bmw:BMNI_II0754
ko:K01785	bmw:BMNI_I0844
ko:K07126	bmw:BMNI_I0858
ko:K00949	bmw:BMNI_I1684
ko:K05524	bmw:BMNI_I1693
ko:K00626	bmw:BMNI_I1696
ko:K01958	bmw:BMNI_I1706
ko:K07305	bmw:BMNI_II0414
ko:K02055	bmw:BMNI_II0758
ko:K02052	bmw:BMNI_II0757
ko:K01760	bmw:BMNI_I0737
ko:K00626	bmw:BMNI_II0416
ko:K00058	bmw:BMNI_II0422
ko:K02050	bmw:BMNI_II0435
ko:K02049	bmw:BMNI_II0436
ko:K02051	bmw:BMNI_II0437
ko:K01259	bmw:BMNI_I0341
ko:K01759	bmw:BMNI_I1231
ko:K00595	bmw:BMNI_I1246
ko:K08978	bmw:BMNI_I1267
ko:K07657	bmw:BMNI_I2042
ko:K03177	bmw:BMNI_I2063
ko:K00564	bmw:BMNI_I2066
ko:K00564	bmw:BMNI_I2067
ko:K00647	bmw:BMNI_I2069
ko:K10563	bmw:BMNI_I2080
ko:K01692	bmw:BMNI_I2081
ko:K00852	bmw:BMNI_II0004
ko:K02056	bmw:BMNI_II0008
ko:K09137	bmw:BMNI_II0768
ko:K01480	bmw:BMNI_I0781
ko:K00058	bmw:BMNI_I1621
ko:K03560	bmw:BMNI_I1633
ko:K07126	bmw:BMNI_I1642
ko:K01092	bmw:BMNI_I1645
ko:K06147	bmw:BMNI_I1648
ko:K01934	bmw:BMNI_I1656
ko:K00059	bmw:BMNI_II0359
ko:K00135	bmw:BMNI_II0362
ko:K02033	bmw:BMNI_II0371
ko:K02035	bmw:BMNI_II0372
ko:K02050	bmw:BMNI_II1133
ko:K02510	bmw:BMNI_I0832
ko:K01907	bmw:BMNI_I0020
ko:K01907	bmw:BMNI_I0021
ko:K04518	bmw:BMNI_I0036
ko:K08738	bmw:BMNI_I0038
ko:K01759	bmw:BMNI_I0054
ko:K03593	bmw:BMNI_I0055
ko:K01835	bmw:BMNI_I0056
ko:K13628	bmw:BMNI_I0924
ko:K07213	bmw:BMNI_I0926
ko:K00616	bmw:BMNI_I1727
ko:K06902	bmw:BMNI_I1739
ko:K07273	bmw:BMNI_II0453
ko:K00652	bmw:BMNI_II0460
ko:K16013	bmw:BMNI_II0474
ko:K02116	bmw:BMNI_I0402
ko:K03455	bmw:BMNI_I1286
ko:K07027	bmw:BMNI_I1287
ko:K02056	bmw:BMNI_I1299
ko:K00059	bmw:BMNI_II0030
ko:K00101	bmw:BMNI_II0856
ko:K01479	bmw:BMNI_II0870
ko:K07104	bmw:BMNI_I0834
ko:K16012	bmw:BMNI_II0475
ko:K15582	bmw:BMNI_II0499
ko:K14232	bmw:BMNI_It02
ko:K16053	bmw:BMNI_I1016
ko:K09971	bmw:BMNI_I0741
ko:K14230	bmw:BMNI_It26
ko:K00102	bmw:BMNI_I1364
ko:K02480	bmw:BMNI_I0364
ko:K14231	bmw:BMNI_It03
ko:K14225	bmw:BMNI_It17
ko:K14226	bmw:BMNI_It28
ko:K14218	bmw:BMNI_It37
ko:K14227	bmw:BMNI_IIt15
ko:K14227	bmw:BMNI_It35
ko:K14227	bmw:BMNI_It31
ko:K01977	bmw:BMNI_IIr03
ko:K01977	bmw:BMNI_Ir03
ko:K01977	bmw:BMNI_Ir06
ko:K14219	bmw:BMNI_It38
ko:K14237	bmw:BMNI_IIt01
ko:K15580	bmw:BMNI_II0502
ko:K00971	bmw:BMNI_I0547
ko:K01271	bmw:BMNI_I1476
ko:K02055	bmw:BMNI_II0111
ko:K11080	bmw:BMNI_II1049
ko:K16165	bmw:BMNI_I0060
ko:K01048	bmw:BMNI_II0047
ko:K01840	bmw:BMNI_II0330
ko:K01840	bmw:BMNI_I0546
ko:K03202	bmw:BMNI_II0060
ko:K06221	bmw:BMNI_II0175
ko:K09386	bmw:BMNI_I0311
ko:K07782	bmw:BMNI_I0188
ko:K01069	bmw:BMNI_I1840
ko:K02054	bmw:BMNI_II0311
ko:K14218	bmw:BMNI_IIt14
ko:K14218	bmw:BMNI_It34
ko:K14218	bmw:BMNI_It30
ko:K00104	bmw:BMNI_II0172
ko:K11077	bmw:BMNI_II1046
ko:K11078	bmw:BMNI_II1047
ko:K11079	bmw:BMNI_II1048
ko:K10804	bmw:BMNI_I0083
ko:K12262	bmw:BMNI_II0194
ko:K14218	bmw:BMNI_It01
ko:K14234	bmw:BMNI_It04
ko:K14234	bmw:BMNI_It14
ko:K14219	bmw:BMNI_It05
ko:K14219	bmw:BMNI_It09
ko:K14219	bmw:BMNI_It16
ko:K14233	bmw:BMNI_It07
ko:K14233	bmw:BMNI_It33
ko:K14237	bmw:BMNI_It11
ko:K14228	bmw:BMNI_It13
ko:K14228	bmw:BMNI_It18
ko:K14228	bmw:BMNI_It20
ko:K14228	bmw:BMNI_It19
ko:K14228	bmw:BMNI_It36
ko:K14224	bmw:BMNI_It24
ko:K14224	bmw:BMNI_It32
ko:K14229	bmw:BMNI_It25
ko:K14223	bmw:BMNI_It29
ko:K01985	bmw:BMNI_IIr01
ko:K01985	bmw:BMNI_Ir01
ko:K01985	bmw:BMNI_Ir04
ko:K01980	bmw:BMNI_Ir05
ko:K01980	bmw:BMNI_IIr02
ko:K01980	bmw:BMNI_Ir02
ko:K14222	bmw:BMNI_IIt06
ko:K14220	bmw:BMNI_IIt07
ko:K14234	bmw:BMNI_IIt08
ko:K14225	bmw:BMNI_IIt09
ko:K14225	bmw:BMNI_IIt10
ko:K14228	bmw:BMNI_IIt11
ko:K14233	bmw:BMNI_IIt12
ko:K14221	bmw:BMNI_IIt03
ko:K14221	bmw:BMNI_It12
ko:K02054	bmw:BMNI_II0110
ko:K05799	bmw:BMNI_II0170
ko:K02051	bmw:BMNI_II1131
ko:K14233	bmw:BMNI_IIt04
ko:K02062	bmw:BMNI_I1687
ko:K14236	bmw:BMNI_It23
ko:K10544	bmw:BMNI_II1096
ko:K16264	bmw:BMNI_I0509
ko:K01487	bmw:BMNI_I0376
ko:K10237	bmw:BMNI_II0292
ko:K10236	bmw:BMNI_II0291
ko:K02031	bmw:BMNI_II0368
ko:K10238	bmw:BMNI_II0293
ko:K10440	bmw:BMNI_II0935
ko:K01166	bmw:BMNI_I0700
ko:K10117	bmw:BMNI_II0482
ko:K10118	bmw:BMNI_II0484
ko:K19231	bmw:BMNI_II1092
ko:K10440	bmw:BMNI_II0936
ko:K02032	bmw:BMNI_II0367
ko:K02034	bmw:BMNI_II1034
ko:K10543	bmw:BMNI_II0251
ko:K19233	bmw:BMNI_I1766
ko:K15583	bmw:BMNI_II0498
ko:K10823	bmw:BMNI_II0498
ko:K19232	bmw:BMNI_I0071
ko:K10441	bmw:BMNI_II0938
ko:K10119	bmw:BMNI_II0485
ko:K15599	bmw:BMNI_I0207
ko:K10544	bmw:BMNI_II0253
ko:K10545	bmw:BMNI_II0252
ko:K02851	bmw:BMNI_II0393
ko:K00336	bmw:BMNI_I0800
ko:K14998	bmw:BMNI_II0493
ko:K00128	bmw:BMNI_II0845
ko:K02030	bmw:BMNI_I0321
ko:K02008	bmw:BMNI_I1323
ko:K02030	bmw:BMNI_I0849
ko:K02030	bmw:BMNI_I0935
ko:K10565	bmw:BMNI_II1084
ko:K16915	bmw:BMNI_I1322
ko:K01834	bmw:BMNI_II0993
ko:K06075	bmw:BMNI_I1718
ko:K02009	bmw:BMNI_I1320
ko:K03559	bmw:BMNI_I1603
ko:K06075	bmw:BMNI_II0704
ko:K00265	bmw:BMNI_II0051
ko:K16871	bmw:BMNI_I0189
ko:K02303	bmw:BMNI_I1260
ko:K09810	bmw:BMNI_I0814
ko:K02006	bmw:BMNI_I1324
ko:K02196	bmw:BMNI_I0095
ko:K18334	bmw:BMNI_I0240
ko:K14998	bmw:BMNI_I0486
ko:K13786	bmw:BMNI_I1255
ko:K02488	bmw:BMNI_II0575
ko:K10439	bmw:BMNI_II0939
ko:K08316	bmw:BMNI_II0197
ko:K17317	bmw:BMNI_II0642
ko:K17316	bmw:BMNI_II0643
ko:K02058	bmw:BMNI_I1301
ko:K17202	bmw:BMNI_II0800
ko:K17206	bmw:BMNI_I1571
ko:K17247	bmw:BMNI_II0933
ko:K02028	bmw:BMNI_I1859
ko:K02058	bmw:BMNI_II0531
ko:K11209	bmw:BMNI_I0630
ko:K00480	bmw:BMNI_I0744
ko:K03457	bmw:BMNI_I1815
ko:K00040	bmw:BMNI_II0759
ko:K00151	bmw:BMNI_II1104
ko:K02484	bmw:BMNI_II0218
ko:K17203	bmw:BMNI_II0801
ko:K17315	bmw:BMNI_II0644
ko:K17204	bmw:BMNI_II0802
ko:K17205	bmw:BMNI_I1570
ko:K17207	bmw:BMNI_I1572
ko:K10112	bmw:BMNI_II0641
ko:K03574	bmw:BMNI_I1843
ko:K11532	bmw:BMNI_I1235
ko:K01990	bmw:BMNI_II0432
ko:K02054	bmw:BMNI_II0756
ko:K10112	bmw:BMNI_I0233
ko:K10111	bmw:BMNI_II0487
ko:K01897	bmw:BMNI_I0316
ko:K09472	bmw:BMNI_II1114
ko:K10112	bmw:BMNI_II1128
ko:K10112	bmw:BMNI_II0692
ko:K10111	bmw:BMNI_II0294
ko:K02026	bmw:BMNI_I0232
ko:K02027	bmw:BMNI_I0230
ko:K02027	bmw:BMNI_II0694
ko:K17662	bmw:BMNI_I0768
ko:K17675	bmw:BMNI_I1695
ko:K17723	bmw:BMNI_I0309
ko:K00537	bmw:BMNI_I0967
ko:K06518	bmw:BMNI_I0352
ko:K07263	bmw:BMNI_II0198
ko:K07263	bmw:BMNI_II0199
ko:K02026	bmw:BMNI_II1126
ko:K02027	bmw:BMNI_II1125
ko:K00128	bmw:BMNI_II0627
ko:K00128	bmw:BMNI_II0958
ko:K12574	bmw:BMNI_I0809
ko:K00254	bmw:BMNI_I0338
ko:K00249	bmw:BMNI_I0427
ko:K00065	bmw:BMNI_II0920
ko:K00076	bmw:BMNI_I1557
ko:K01144	bmw:BMNI_I1341
ko:K00329	bmw:BMNI_II0982
ko:K00356	bmw:BMNI_II0982
ko:K13010	bmw:BMNI_I0529
ko:K00108	bmw:BMNI_I0563
ko:K17938	bmw:BMNI_I0395
ko:K01239	bmw:BMNI_II0005
ko:K04771	bmw:BMNI_I0615
ko:K01286	bmw:BMNI_I1045
ko:K09017	bmw:BMNI_I0307
ko:K07483	bmw:BMNI_II0522
ko:K01139	bmw:BMNI_I0653
ko:K18138	bmw:BMNI_I1062
ko:K09017	bmw:BMNI_I0306
ko:K03585	bmw:BMNI_I1063
ko:K03719	bmw:BMNI_II0673
ko:K03719	bmw:BMNI_I1514
ko:K19270	bmw:BMNI_I0848
ko:K00001	bmw:BMNI_II0364
ko:K01286	bmw:BMNI_I1044
ko:K01286	bmw:BMNI_I1140
ko:K01286	bmw:BMNI_I1935
ko:K17948	bmw:BMNI_II0375
ko:K18118	bmw:BMNI_I1031
ko:K09709	bmw:BMNI_II0159
ko:K21686	bmw:BMNI_I1154
ko:K01895	bmw:BMNI_II0419
ko:K01462	bmw:BMNI_II0423
ko:K13766	bmw:BMNI_I0014
ko:K07273	bmw:BMNI_II0454
ko:K10117	bmw:BMNI_II0481
ko:K03457	bmw:BMNI_I1814
ko:K01070	bmw:BMNI_I0126
ko:K03579	bmw:BMNI_I0134
ko:K02030	bmw:BMNI_I1855
ko:K01055	bmw:BMNI_II0597
ko:K07077	bmw:BMNI_II0625
ko:K06888	bmw:BMNI_I1963
ko:K02026	bmw:BMNI_II0695
ko:K15586	bmw:BMNI_II0749
ko:K11381	bmw:BMNI_II0034
ko:K07007	bmw:BMNI_I1347
ko:K00808	bmw:BMNI_II0077
ko:K02410	bmw:BMNI_II0118
ko:K10546	bmw:BMNI_II0878
ko:K10441	bmw:BMNI_I0550
ko:K01955	bmw:BMNI_I1437
ko:K10441	bmw:BMNI_II0937
ko:K02433	bmw:BMNI_II0950
ko:K00154	bmw:BMNI_II1001
ko:K01434	bmw:BMNI_II1031
ko:K02049	bmw:BMNI_II0275
ko:K03303	bmw:BMNI_I0715
ko:K07090	bmw:BMNI_II1123
ko:K01995	bmw:BMNI_II0357
ko:K01998	bmw:BMNI_II0357
ko:K09458	bmw:BMNI_I0841
ko:K00446	bmw:BMNI_II1103
ko:K18138	bmw:BMNI_I0319
ko:K00138	bmw:BMNI_I0199
ko:K07492	bmw:BMNI_I0539
ko:K03446	bmw:BMNI_II0112
ko:K18480	bmw:BMNI_I0998
ko:K18588	bmw:BMNI_I1094
ko:K00862	bmw:BMNI_II0804
ko:K18676	bmw:BMNI_II0480
ko:K18676	bmw:BMNI_II1060
ko:K18707	bmw:BMNI_I1837
ko:K05366	bmw:BMNI_I0118
ko:K01161	bmw:BMNI_II0583
ko:K18954	bmw:BMNI_II0594
ko:K18893	bmw:BMNI_I1490
ko:K03111	bmw:BMNI_I1076
ko:K04565	bmw:BMNI_II0654
ko:K03497	bmw:BMNI_I1956
ko:K03496	bmw:BMNI_I1957
ko:K03196	bmw:BMNI_II0056
ko:K03204	bmw:BMNI_II0058
ko:K03203	bmw:BMNI_II0059
ko:K03201	bmw:BMNI_II0061
ko:K03194	bmw:BMNI_II0067
ko:K16898	bmw:BMNI_I2002
ko:K03497	bmw:BMNI_II1148
ko:K03761	bmw:BMNI_I1406
ko:K03496	bmw:BMNI_II1147
ko:K07483	bmw:BMNI_II1015
ko:K07483	bmw:BMNI_II1058
ko:K19055	bmw:BMNI_II0833
ko:K00335	bmw:BMNI_I0799
ko:K00020	bmw:BMNI_I1276
ko:K07484	bmw:BMNI_II0521
ko:K18979	bmw:BMNI_II0986
ko:K03526	bmw:BMNI_I1702
ko:K07335	bmw:BMNI_II0009
ko:K02483	bmw:BMNI_II0219
ko:K16899	bmw:BMNI_I2001
ko:K02483	bmw:BMNI_I0616
ko:K00611	bmw:BMNI_I0328
ko:K18996	bmw:BMNI_II0001
ko:K08678	bmw:BMNI_II0504
ko:K02032	bmw:BMNI_II0952
ko:K13581	bmw:BMNI_I0502
ko:K13642	bmw:BMNI_II0289
ko:K00875	bmw:BMNI_II0255
ko:K07497	bmw:BMNI_II1014
ko:K02032	bmw:BMNI_II1019
ko:K00020	bmw:BMNI_I0933
ko:K12448	bmw:BMNI_II0505
ko:K04747	bmw:BMNI_II0234
ko:K00529	bmw:BMNI_II0678
ko:K00798	bmw:BMNI_I1879
ko:K19181	bmw:BMNI_I1948
ko:K01710	bmw:BMNI_II0795
ko:K01621	bmw:BMNI_II0349
ko:K22468	bmw:BMNI_I0324
ko:K02032	bmw:BMNI_II0727
ko:K00344	bmw:BMNI_II0355
ko:K19221	bmw:BMNI_I1268
ko:K01992	bmw:BMNI_I1307
ko:K01992	bmw:BMNI_II0433
ko:K07497	bmw:BMNI_I0524
ko:K07497	bmw:BMNI_II0136
ko:K07497	bmw:BMNI_II1059
ko:K19342	bmw:BMNI_II0266
ko:K06041	bmw:BMNI_II0071
ko:K02032	bmw:BMNI_II1036
ko:K04771	bmw:BMNI_I1349
ko:K07498	bmw:BMNI_I1771
ko:K19339	bmw:BMNI_II0260
ko:K19340	bmw:BMNI_II0264
ko:K19341	bmw:BMNI_II0265
ko:K02032	bmw:BMNI_II1043
ko:K02031	bmw:BMNI_II1035
ko:K02031	bmw:BMNI_II1020
ko:K02031	bmw:BMNI_II0953
ko:K09690	bmw:BMNI_I0528
ko:K00525	bmw:BMNI_II0302
ko:K17686	bmw:BMNI_I0216
ko:K19713	bmw:BMNI_II0334
ko:K07102	bmw:BMNI_I1999
ko:K19689	bmw:BMNI_I2045
ko:K00992	bmw:BMNI_I2000
ko:K17722	bmw:BMNI_I0310
ko:K19777	bmw:BMNI_II0324
ko:K00799	bmw:BMNI_I0934
ko:K08744	bmw:BMNI_I0694
ko:K07147	bmw:BMNI_II0932
ko:K07497	bmw:BMNI_I0540
ko:K19802	bmw:BMNI_I0994
ko:K07483	bmw:BMNI_I0544
ko:K09796	bmw:BMNI_I0052
ko:K20265	bmw:BMNI_II0321
ko:K02483	bmw:BMNI_II0444
ko:K00526	bmw:BMNI_II0303
ko:K20539	bmw:BMNI_I1577
ko:K03200	bmw:BMNI_II0062
ko:K03198	bmw:BMNI_II0064
ko:K03197	bmw:BMNI_II0065
ko:K03296	bmw:BMNI_I0303
ko:K00302	bmw:BMNI_I0226
ko:K00304	bmw:BMNI_I0225
ko:K03199	bmw:BMNI_II0063
ko:K03195	bmw:BMNI_II0057
ko:K11529	bmw:BMNI_I0377
ko:K16011	bmw:BMNI_II0329
ko:K21054	bmw:BMNI_II0805
ko:K21062	bmw:BMNI_II0228
ko:K21137	bmw:BMNI_II0852
ko:K00821	bmw:BMNI_I0327
ko:K21136	bmw:BMNI_II0853
ko:K13609	bmw:BMNI_II0229
ko:K21134	bmw:BMNI_II0851
ko:K03676	bmw:BMNI_I1786
ko:K09882	bmw:BMNI_I1923
ko:K03553	bmw:BMNI_I1170
ko:K06217	bmw:BMNI_I2051
ko:K02314	bmw:BMNI_I0463
ko:K00287	bmw:BMNI_I1353
ko:K00560	bmw:BMNI_I1354
ko:K02316	bmw:BMNI_I1429
ko:K06191	bmw:BMNI_II0300
ko:K06952	bmw:BMNI_I0666
ko:K01520	bmw:BMNI_I1610
ko:K02004	bmw:BMNI_I1606
ko:K02483	bmw:BMNI_I0608
ko:K01740	bmw:BMNI_I0785
ko:K01738	bmw:BMNI_I0785
ko:K07497	bmw:BMNI_I0533
ko:K01802	bmw:BMNI_I1068
ko:K09806	bmw:BMNI_I1472
ko:K02031	bmw:BMNI_II0728
ko:K02031	bmw:BMNI_II0729
ko:K02031	bmw:BMNI_II0730
ko:K00525	bmw:BMNI_I1017
ko:K02335	bmw:BMNI_I0123
ko:K00015	bmw:BMNI_I2074
ko:K07497	bmw:BMNI_I0725
ko:K21420	bmw:BMNI_I0752
ko:K21470	bmw:BMNI_I0759
ko:K21470	bmw:BMNI_I0944
ko:K01420	bmw:BMNI_I0655
ko:K21603	bmw:BMNI_II1082
ko:K21564	bmw:BMNI_II0269
ko:K21697	bmw:BMNI_II0115
ko:K21564	bmw:BMNI_II0249
ko:K00344	bmw:BMNI_II0536
ko:K21832	bmw:BMNI_I1413
ko:K21910	bmw:BMNI_II0809
ko:K21948	bmw:BMNI_II0142
ko:K21929	bmw:BMNI_I0650
ko:K19591	bmw:BMNI_I0217
ko:K21929	bmw:BMNI_I0624
ko:K05802	bmw:BMNI_I1283
ko:K22025	bmw:BMNI_II0139
ko:K08319	bmw:BMNI_II0143
ko:K22131	bmw:BMNI_II0141
ko:K22130	bmw:BMNI_II0138
ko:K03595	bmw:BMNI_I0663
ko:K22187	bmw:BMNI_I0205
ko:K22310	bmw:BMNI_I0148
ko:K11991	bmw:BMNI_II0195
ko:K02257	bmw:BMNI_I0481
ko:K11206	bmw:BMNI_I1785
ko:K00424	bmw:BMNI_II0478
ko:K22548	bmw:BMNI_I0361
