ko:K19296	ppb:PPUBIRD1_4283
ko:K03609	ppb:PPUBIRD1_3884
ko:K03608	ppb:PPUBIRD1_3885
ko:K02053	ppb:PPUBIRD1_3894
ko:K03797	ppb:PPUBIRD1_3898
ko:K03773	ppb:PPUBIRD1_3903
ko:K02623	ppb:PPUBIRD1_3904
ko:K00612	ppb:PPUBIRD1_4727
ko:K07115	ppb:PPUBIRD1_4728
ko:K13821	ppb:PPUBIRD1_4730
ko:K05591	ppb:PPUBIRD1_4736
ko:K07007	ppb:PPUBIRD1_4737
ko:K07043	ppb:PPUBIRD1_4742
ko:K01624	ppb:PPUBIRD1_4744
ko:K00927	ppb:PPUBIRD1_4747
ko:K03472	ppb:PPUBIRD1_4748
ko:K00615	ppb:PPUBIRD1_4749
ko:K00789	ppb:PPUBIRD1_4751
ko:K01972	ppb:PPUBIRD1_4752
ko:K08304	ppb:PPUBIRD1_4756
ko:K01251	ppb:PPUBIRD1_4761
ko:K00297	ppb:PPUBIRD1_4762
ko:K11927	ppb:PPUBIRD1_4766
ko:K00833	ppb:PPUBIRD1_4771
ko:K09761	ppb:PPUBIRD1_4772
ko:K11068	ppb:PPUBIRD1_4773
ko:K06598	ppb:PPUBIRD1_4774
ko:K01920	ppb:PPUBIRD1_4781
ko:K06942	ppb:PPUBIRD1_0765
ko:K01056	ppb:PPUBIRD1_0766
ko:K02897	ppb:PPUBIRD1_0767
ko:K00948	ppb:PPUBIRD1_0768
ko:K00919	ppb:PPUBIRD1_0769
ko:K02494	ppb:PPUBIRD1_0770
ko:K07010	ppb:PPUBIRD1_0773
ko:K02492	ppb:PPUBIRD1_0778
ko:K02835	ppb:PPUBIRD1_0779
ko:K02493	ppb:PPUBIRD1_0780
ko:K01776	ppb:PPUBIRD1_0782
ko:K01669	ppb:PPUBIRD1_0785
ko:K06955	ppb:PPUBIRD1_0788
ko:K07071	ppb:PPUBIRD1_0789
ko:K01772	ppb:PPUBIRD1_0790
ko:K00761	ppb:PPUBIRD1_0792
ko:K00760	ppb:PPUBIRD1_0793
ko:K00116	ppb:PPUBIRD1_0797
ko:K07286	ppb:PPUBIRD1_0799
ko:K03556	ppb:PPUBIRD1_0813
ko:K05685	ppb:PPUBIRD1_1640
ko:K13888	ppb:PPUBIRD1_1641
ko:K03088	ppb:PPUBIRD1_1642
ko:K13651	ppb:PPUBIRD1_1645
ko:K13655	ppb:PPUBIRD1_1646
ko:K00311	ppb:PPUBIRD1_1647
ko:K03521	ppb:PPUBIRD1_1649
ko:K03522	ppb:PPUBIRD1_1650
ko:K06940	ppb:PPUBIRD1_1656
ko:K01647	ppb:PPUBIRD1_1658
ko:K00242	ppb:PPUBIRD1_1660
ko:K00239	ppb:PPUBIRD1_1661
ko:K00240	ppb:PPUBIRD1_1662
ko:K00164	ppb:PPUBIRD1_1663
ko:K00658	ppb:PPUBIRD1_1664
ko:K00382	ppb:PPUBIRD1_1665
ko:K01903	ppb:PPUBIRD1_1666
ko:K01902	ppb:PPUBIRD1_1667
ko:K03311	ppb:PPUBIRD1_1668
ko:K04079	ppb:PPUBIRD1_1673
ko:K06911	ppb:PPUBIRD1_1675
ko:K01716	ppb:PPUBIRD1_1678
ko:K00057	ppb:PPUBIRD1_1682
ko:K08296	ppb:PPUBIRD1_1684
ko:K01546	ppb:PPUBIRD1_1690
ko:K01547	ppb:PPUBIRD1_1692
ko:K01548	ppb:PPUBIRD1_1693
ko:K10979	ppb:PPUBIRD1_2520
ko:K06048	ppb:PPUBIRD1_2522
ko:K07223	ppb:PPUBIRD1_2529
ko:K03453	ppb:PPUBIRD1_2530
ko:K15746	ppb:PPUBIRD1_2531
ko:K07507	ppb:PPUBIRD1_2532
ko:K08995	ppb:PPUBIRD1_2535
ko:K01754	ppb:PPUBIRD1_2547
ko:K10974	ppb:PPUBIRD1_2551
ko:K03707	ppb:PPUBIRD1_2552
ko:K03707	ppb:PPUBIRD1_2553
ko:K00865	ppb:PPUBIRD1_2558
ko:K02647	ppb:PPUBIRD1_2559
ko:K05782	ppb:PPUBIRD1_2566
ko:K03381	ppb:PPUBIRD1_2567
ko:K05548	ppb:PPUBIRD1_2568
ko:K05783	ppb:PPUBIRD1_2569
ko:K05784	ppb:PPUBIRD1_2570
ko:K05550	ppb:PPUBIRD1_2571
ko:K05549	ppb:PPUBIRD1_2572
ko:K11103	ppb:PPUBIRD1_3399
ko:K07090	ppb:PPUBIRD1_3410
ko:K02471	ppb:PPUBIRD1_3413
ko:K11939	ppb:PPUBIRD1_3414
ko:K05559	ppb:PPUBIRD1_3424
ko:K05560	ppb:PPUBIRD1_3425
ko:K05561	ppb:PPUBIRD1_3426
ko:K05562	ppb:PPUBIRD1_3427
ko:K05563	ppb:PPUBIRD1_3428
ko:K05564	ppb:PPUBIRD1_3429
ko:K06204	ppb:PPUBIRD1_3433
ko:K01895	ppb:PPUBIRD1_3438
ko:K03438	ppb:PPUBIRD1_4234
ko:K03925	ppb:PPUBIRD1_4235
ko:K07056	ppb:PPUBIRD1_4236
ko:K07121	ppb:PPUBIRD1_4237
ko:K07460	ppb:PPUBIRD1_4238
ko:K03271	ppb:PPUBIRD1_4239
ko:K03600	ppb:PPUBIRD1_4241
ko:K03599	ppb:PPUBIRD1_4242
ko:K00413	ppb:PPUBIRD1_4243
ko:K00412	ppb:PPUBIRD1_4244
ko:K00411	ppb:PPUBIRD1_4245
ko:K02996	ppb:PPUBIRD1_4246
ko:K02871	ppb:PPUBIRD1_4247
ko:K06916	ppb:PPUBIRD1_4250
ko:K01867	ppb:PPUBIRD1_4251
ko:K07018	ppb:PPUBIRD1_4252
ko:K09908	ppb:PPUBIRD1_4253
ko:K01761	ppb:PPUBIRD1_4254
ko:K00955	ppb:PPUBIRD1_4256
ko:K07638	ppb:PPUBIRD1_0274
ko:K04762	ppb:PPUBIRD1_0277
ko:K04083	ppb:PPUBIRD1_0279
ko:K01610	ppb:PPUBIRD1_0280
ko:K07107	ppb:PPUBIRD1_0281
ko:K02379	ppb:PPUBIRD1_0284
ko:K08312	ppb:PPUBIRD1_0287
ko:K10126	ppb:PPUBIRD1_0290
ko:K10125	ppb:PPUBIRD1_0291
ko:K01790	ppb:PPUBIRD1_0292
ko:K10536	ppb:PPUBIRD1_0293
ko:K03575	ppb:PPUBIRD1_0315
ko:K07289	ppb:PPUBIRD1_0316
ko:K01693	ppb:PPUBIRD1_0318
ko:K02501	ppb:PPUBIRD1_0319
ko:K01814	ppb:PPUBIRD1_0321
ko:K02500	ppb:PPUBIRD1_0322
ko:K02000	ppb:PPUBIRD1_0323
ko:K02001	ppb:PPUBIRD1_0324
ko:K02002	ppb:PPUBIRD1_0325
ko:K01752	ppb:PPUBIRD1_0326
ko:K01874	ppb:PPUBIRD1_1147
ko:K03704	ppb:PPUBIRD1_1149
ko:K01494	ppb:PPUBIRD1_1150
ko:K03724	ppb:PPUBIRD1_1153
ko:K06987	ppb:PPUBIRD1_1154
ko:K00957	ppb:PPUBIRD1_4257
ko:K04691	ppb:PPUBIRD1_4259
ko:K09972	ppb:PPUBIRD1_4260
ko:K09971	ppb:PPUBIRD1_4261
ko:K09970	ppb:PPUBIRD1_4262
ko:K09969	ppb:PPUBIRD1_4263
ko:K06999	ppb:PPUBIRD1_4265
ko:K03732	ppb:PPUBIRD1_4266
ko:K03636	ppb:PPUBIRD1_4268
ko:K03637	ppb:PPUBIRD1_4269
ko:K07175	ppb:PPUBIRD1_4270
ko:K09861	ppb:PPUBIRD1_4272
ko:K03543	ppb:PPUBIRD1_4289
ko:K02039	ppb:PPUBIRD1_5117
ko:K02036	ppb:PPUBIRD1_5118
ko:K02038	ppb:PPUBIRD1_5119
ko:K02037	ppb:PPUBIRD1_5120
ko:K02040	ppb:PPUBIRD1_5121
ko:K10806	ppb:PPUBIRD1_5123
ko:K01792	ppb:PPUBIRD1_5124
ko:K00640	ppb:PPUBIRD1_1159
ko:K09858	ppb:PPUBIRD1_1165
ko:K08993	ppb:PPUBIRD1_1169
ko:K00275	ppb:PPUBIRD1_1175
ko:K06077	ppb:PPUBIRD1_1177
ko:K03313	ppb:PPUBIRD1_1178
ko:K07137	ppb:PPUBIRD1_1179
ko:K08985	ppb:PPUBIRD1_1180
ko:K01996	ppb:PPUBIRD1_1181
ko:K01995	ppb:PPUBIRD1_1182
ko:K01998	ppb:PPUBIRD1_1183
ko:K01997	ppb:PPUBIRD1_1184
ko:K01999	ppb:PPUBIRD1_1185
ko:K03580	ppb:PPUBIRD1_1188
ko:K02003	ppb:PPUBIRD1_2027
ko:K02205	ppb:PPUBIRD1_2035
ko:K15866	ppb:PPUBIRD1_2036
ko:K01775	ppb:PPUBIRD1_2040
ko:K03464	ppb:PPUBIRD1_2052
ko:K03381	ppb:PPUBIRD1_2053
ko:K06222	ppb:PPUBIRD1_2056
ko:K03782	ppb:PPUBIRD1_2060
ko:K08688	ppb:PPUBIRD1_2061
ko:K03762	ppb:PPUBIRD1_2062
ko:K00998	ppb:PPUBIRD1_2064
ko:K06966	ppb:PPUBIRD1_2066
ko:K08368	ppb:PPUBIRD1_2076
ko:K07107	ppb:PPUBIRD1_2081
ko:K13795	ppb:PPUBIRD1_2926
ko:K13796	ppb:PPUBIRD1_2927
ko:K13794	ppb:PPUBIRD1_2928
ko:K00948	ppb:PPUBIRD1_2930
ko:K09701	ppb:PPUBIRD1_2939
ko:K00574	ppb:PPUBIRD1_2940
ko:K06876	ppb:PPUBIRD1_2942
ko:K05520	ppb:PPUBIRD1_2949
ko:K03893	ppb:PPUBIRD1_2955
ko:K05592	ppb:PPUBIRD1_3747
ko:K01626	ppb:PPUBIRD1_3749
ko:K07090	ppb:PPUBIRD1_3752
ko:K02356	ppb:PPUBIRD1_3756
ko:K00655	ppb:PPUBIRD1_3767
ko:K03284	ppb:PPUBIRD1_3768
ko:K07238	ppb:PPUBIRD1_3775
ko:K08967	ppb:PPUBIRD1_3780
ko:K05820	ppb:PPUBIRD1_3781
ko:K01736	ppb:PPUBIRD1_3782
ko:K07320	ppb:PPUBIRD1_3785
ko:K01495	ppb:PPUBIRD1_3789
ko:K05782	ppb:PPUBIRD1_3792
ko:K01591	ppb:PPUBIRD1_3797
ko:K02237	ppb:PPUBIRD1_3799
ko:K02229	ppb:PPUBIRD1_4616
ko:K02188	ppb:PPUBIRD1_4618
ko:K05895	ppb:PPUBIRD1_4619
ko:K07340	ppb:PPUBIRD1_4620
ko:K11737	ppb:PPUBIRD1_4627
ko:K03823	ppb:PPUBIRD1_4633
ko:K05516	ppb:PPUBIRD1_4635
ko:K04046	ppb:PPUBIRD1_4636
ko:K04064	ppb:PPUBIRD1_4642
ko:K03594	ppb:PPUBIRD1_4643
ko:K07290	ppb:PPUBIRD1_4644
ko:K01996	ppb:PPUBIRD1_4650
ko:K01995	ppb:PPUBIRD1_4651
ko:K01998	ppb:PPUBIRD1_4652
ko:K01997	ppb:PPUBIRD1_4653
ko:K01999	ppb:PPUBIRD1_4654
ko:K00763	ppb:PPUBIRD1_4656
ko:K06966	ppb:PPUBIRD1_4659
ko:K02939	ppb:PPUBIRD1_4664
ko:K02963	ppb:PPUBIRD1_4666
ko:K02990	ppb:PPUBIRD1_4667
ko:K03218	ppb:PPUBIRD1_4668
ko:K12573	ppb:PPUBIRD1_4669
ko:K03774	ppb:PPUBIRD1_0656
ko:K03527	ppb:PPUBIRD1_0657
ko:K08084	ppb:PPUBIRD1_0658
ko:K02671	ppb:PPUBIRD1_0659
ko:K02672	ppb:PPUBIRD1_0660
ko:K02673	ppb:PPUBIRD1_0661
ko:K02655	ppb:PPUBIRD1_0662
ko:K01996	ppb:PPUBIRD1_0666
ko:K01995	ppb:PPUBIRD1_0667
ko:K01998	ppb:PPUBIRD1_0668
ko:K01997	ppb:PPUBIRD1_0669
ko:K01999	ppb:PPUBIRD1_0670
ko:K06950	ppb:PPUBIRD1_0672
ko:K05807	ppb:PPUBIRD1_0673
ko:K06180	ppb:PPUBIRD1_0674
ko:K05810	ppb:PPUBIRD1_0675
ko:K03695	ppb:PPUBIRD1_0677
ko:K03885	ppb:PPUBIRD1_0678
ko:K09862	ppb:PPUBIRD1_0683
ko:K00859	ppb:PPUBIRD1_0684
ko:K02654	ppb:PPUBIRD1_0685
ko:K00024	ppb:PPUBIRD1_0698
ko:K02029	ppb:PPUBIRD1_0699
ko:K01733	ppb:PPUBIRD1_0705
ko:K00003	ppb:PPUBIRD1_0707
ko:K02197	ppb:PPUBIRD1_1528
ko:K02198	ppb:PPUBIRD1_1529
ko:K02199	ppb:PPUBIRD1_1530
ko:K00285	ppb:PPUBIRD1_1540
ko:K06969	ppb:PPUBIRD1_1546
ko:K02048	ppb:PPUBIRD1_1552
ko:K08717	ppb:PPUBIRD1_1554
ko:K00873	ppb:PPUBIRD1_1555
ko:K01608	ppb:PPUBIRD1_1559
ko:K09781	ppb:PPUBIRD1_1562
ko:K01483	ppb:PPUBIRD1_1567
ko:K07127	ppb:PPUBIRD1_1570
ko:K06901	ppb:PPUBIRD1_1571
ko:K06188	ppb:PPUBIRD1_1573
ko:K07402	ppb:PPUBIRD1_1575
ko:K13482	ppb:PPUBIRD1_1576
ko:K13481	ppb:PPUBIRD1_1577
ko:K03529	ppb:PPUBIRD1_1579
ko:K03528	ppb:PPUBIRD1_1580
ko:K01972	ppb:PPUBIRD1_1581
ko:K07018	ppb:PPUBIRD1_2413
ko:K06991	ppb:PPUBIRD1_2429
ko:K09007	ppb:PPUBIRD1_2433
ko:K15866	ppb:PPUBIRD1_2447
ko:K00074	ppb:PPUBIRD1_2451
ko:K11177	ppb:PPUBIRD1_2455
ko:K11178	ppb:PPUBIRD1_2456
ko:K13483	ppb:PPUBIRD1_2457
ko:K07552	ppb:PPUBIRD1_2460
ko:K09458	ppb:PPUBIRD1_2461
ko:K02336	ppb:PPUBIRD1_3291
ko:K09190	ppb:PPUBIRD1_3295
ko:K07152	ppb:PPUBIRD1_3306
ko:K07400	ppb:PPUBIRD1_3307
ko:K00381	ppb:PPUBIRD1_3315
ko:K06222	ppb:PPUBIRD1_3318
ko:K08223	ppb:PPUBIRD1_3321
ko:K07347	ppb:PPUBIRD1_3325
ko:K09794	ppb:PPUBIRD1_3334
ko:K06916	ppb:PPUBIRD1_3335
ko:K01908	ppb:PPUBIRD1_3336
ko:K07168	ppb:PPUBIRD1_3338
ko:K03685	ppb:PPUBIRD1_4123
ko:K03100	ppb:PPUBIRD1_4124
ko:K03596	ppb:PPUBIRD1_4125
ko:K03598	ppb:PPUBIRD1_4127
ko:K03597	ppb:PPUBIRD1_4128
ko:K03088	ppb:PPUBIRD1_4129
ko:K00278	ppb:PPUBIRD1_4131
ko:K09159	ppb:PPUBIRD1_4133
ko:K06980	ppb:PPUBIRD1_4134
ko:K07649	ppb:PPUBIRD1_4136
ko:K07774	ppb:PPUBIRD1_4137
ko:K07795	ppb:PPUBIRD1_4139
ko:K03648	ppb:PPUBIRD1_4144
ko:K08988	ppb:PPUBIRD1_4155
ko:K05349	ppb:PPUBIRD1_4156
ko:K10125	ppb:PPUBIRD1_4157
ko:K10126	ppb:PPUBIRD1_4158
ko:K01652	ppb:PPUBIRD1_4166
ko:K07118	ppb:PPUBIRD1_4168
ko:K03577	ppb:PPUBIRD1_4173
ko:K03585	ppb:PPUBIRD1_4174
ko:K02415	ppb:PPUBIRD1_5005
ko:K03182	ppb:PPUBIRD1_5009
ko:K03628	ppb:PPUBIRD1_5010
ko:K03671	ppb:PPUBIRD1_5011
ko:K01524	ppb:PPUBIRD1_5012
ko:K00937	ppb:PPUBIRD1_5013
ko:K09768	ppb:PPUBIRD1_5016
ko:K05851	ppb:PPUBIRD1_5017
ko:K06140	ppb:PPUBIRD1_5018
ko:K06202	ppb:PPUBIRD1_5020
ko:K01586	ppb:PPUBIRD1_5022
ko:K01778	ppb:PPUBIRD1_5023
ko:K09921	ppb:PPUBIRD1_5024
ko:K03733	ppb:PPUBIRD1_5025
ko:K03320	ppb:PPUBIRD1_5028
ko:K04752	ppb:PPUBIRD1_5029
ko:K07391	ppb:PPUBIRD1_5033
ko:K03327	ppb:PPUBIRD1_5056
ko:K03656	ppb:PPUBIRD1_5058
ko:K02065	ppb:PPUBIRD1_0170
ko:K02066	ppb:PPUBIRD1_0171
ko:K03324	ppb:PPUBIRD1_0174
ko:K03300	ppb:PPUBIRD1_0176
ko:K00325	ppb:PPUBIRD1_0184
ko:K00324	ppb:PPUBIRD1_0185
ko:K00324	ppb:PPUBIRD1_0186
ko:K00252	ppb:PPUBIRD1_0188
ko:K03088	ppb:PPUBIRD1_0192
ko:K12542	ppb:PPUBIRD1_0196
ko:K12541	ppb:PPUBIRD1_0197
ko:K07243	ppb:PPUBIRD1_0209
ko:K01755	ppb:PPUBIRD1_0213
ko:K08083	ppb:PPUBIRD1_0215
ko:K09930	ppb:PPUBIRD1_1042
ko:K03088	ppb:PPUBIRD1_1044
ko:K03312	ppb:PPUBIRD1_1046
ko:K00926	ppb:PPUBIRD1_1049
ko:K00611	ppb:PPUBIRD1_1050
ko:K03758	ppb:PPUBIRD1_1052
ko:K03758	ppb:PPUBIRD1_1053
ko:K09790	ppb:PPUBIRD1_1054
ko:K00134	ppb:PPUBIRD1_1059
ko:K01690	ppb:PPUBIRD1_1060
ko:K07267	ppb:PPUBIRD1_1069
ko:K00036	ppb:PPUBIRD1_1072
ko:K01057	ppb:PPUBIRD1_1073
ko:K01625	ppb:PPUBIRD1_1074
ko:K01649	ppb:PPUBIRD1_1075
ko:K03601	ppb:PPUBIRD1_1077
ko:K07090	ppb:PPUBIRD1_1079
ko:K01951	ppb:PPUBIRD1_1082
ko:K01952	ppb:PPUBIRD1_1087
ko:K03118	ppb:PPUBIRD1_1089
ko:K03117	ppb:PPUBIRD1_1090
ko:K03116	ppb:PPUBIRD1_1091
ko:K02460	ppb:PPUBIRD1_1092
ko:K08482	ppb:PPUBIRD1_1946
ko:K03563	ppb:PPUBIRD1_1948
ko:K03168	ppb:PPUBIRD1_1949
ko:K02018	ppb:PPUBIRD1_1951
ko:K02020	ppb:PPUBIRD1_1952
ko:K00459	ppb:PPUBIRD1_1953
ko:K00963	ppb:PPUBIRD1_1959
ko:K02040	ppb:PPUBIRD1_1961
ko:K02053	ppb:PPUBIRD1_1963
ko:K14652	ppb:PPUBIRD1_1966
ko:K13747	ppb:PPUBIRD1_2806
ko:K00012	ppb:PPUBIRD1_2809
ko:K00116	ppb:PPUBIRD1_2810
ko:K07160	ppb:PPUBIRD1_2815
ko:K00793	ppb:PPUBIRD1_2818
ko:K03762	ppb:PPUBIRD1_2820
ko:K01698	ppb:PPUBIRD1_2821
ko:K07178	ppb:PPUBIRD1_2823
ko:K15736	ppb:PPUBIRD1_2826
ko:K15737	ppb:PPUBIRD1_2827
ko:K15735	ppb:PPUBIRD1_2828
ko:K01883	ppb:PPUBIRD1_2831
ko:K01886	ppb:PPUBIRD1_2832
ko:K03269	ppb:PPUBIRD1_2834
ko:K09800	ppb:PPUBIRD1_2842
ko:K07278	ppb:PPUBIRD1_2843
ko:K01142	ppb:PPUBIRD1_2845
ko:K03088	ppb:PPUBIRD1_2847
ko:K03781	ppb:PPUBIRD1_2848
ko:K07677	ppb:PPUBIRD1_3658
ko:K07677	ppb:PPUBIRD1_3660
ko:K07687	ppb:PPUBIRD1_3661
ko:K07345	ppb:PPUBIRD1_3662
ko:K07347	ppb:PPUBIRD1_3664
ko:K10764	ppb:PPUBIRD1_3669
ko:K00764	ppb:PPUBIRD1_3670
ko:K03558	ppb:PPUBIRD1_3671
ko:K03749	ppb:PPUBIRD1_3672
ko:K11754	ppb:PPUBIRD1_3673
ko:K01963	ppb:PPUBIRD1_3674
ko:K01817	ppb:PPUBIRD1_3675
ko:K06173	ppb:PPUBIRD1_3676
ko:K00133	ppb:PPUBIRD1_3679
ko:K00052	ppb:PPUBIRD1_3680
ko:K01704	ppb:PPUBIRD1_3682
ko:K01703	ppb:PPUBIRD1_3683
ko:K04080	ppb:PPUBIRD1_3686
ko:K05541	ppb:PPUBIRD1_3687
ko:K07107	ppb:PPUBIRD1_3688
ko:K03543	ppb:PPUBIRD1_3693
ko:K03446	ppb:PPUBIRD1_3694
ko:K03702	ppb:PPUBIRD1_3695
ko:K00832	ppb:PPUBIRD1_3696
ko:K09986	ppb:PPUBIRD1_3698
ko:K01706	ppb:PPUBIRD1_4510
ko:K10805	ppb:PPUBIRD1_4516
ko:K07007	ppb:PPUBIRD1_4521
ko:K09945	ppb:PPUBIRD1_4526
ko:K03579	ppb:PPUBIRD1_4529
ko:K03579	ppb:PPUBIRD1_4548
ko:K01031	ppb:PPUBIRD1_0053
ko:K01032	ppb:PPUBIRD1_0054
ko:K00820	ppb:PPUBIRD1_0055
ko:K04042	ppb:PPUBIRD1_0057
ko:K02114	ppb:PPUBIRD1_0058
ko:K02112	ppb:PPUBIRD1_0059
ko:K02115	ppb:PPUBIRD1_0060
ko:K02111	ppb:PPUBIRD1_0061
ko:K02113	ppb:PPUBIRD1_0062
ko:K02109	ppb:PPUBIRD1_0063
ko:K02108	ppb:PPUBIRD1_0064
ko:K03501	ppb:PPUBIRD1_0068
ko:K03495	ppb:PPUBIRD1_0069
ko:K03650	ppb:PPUBIRD1_0070
ko:K03217	ppb:PPUBIRD1_0071
ko:K03536	ppb:PPUBIRD1_0072
ko:K02914	ppb:PPUBIRD1_0073
ko:K02313	ppb:PPUBIRD1_0074
ko:K02338	ppb:PPUBIRD1_0075
ko:K03629	ppb:PPUBIRD1_0076
ko:K02470	ppb:PPUBIRD1_0077
ko:K07090	ppb:PPUBIRD1_0083
ko:K00655	ppb:PPUBIRD1_0087
ko:K03273	ppb:PPUBIRD1_0088
ko:K01879	ppb:PPUBIRD1_0089
ko:K01878	ppb:PPUBIRD1_0090
ko:K01246	ppb:PPUBIRD1_0091
ko:K02517	ppb:PPUBIRD1_0092
ko:K03500	ppb:PPUBIRD1_0095
ko:K00604	ppb:PPUBIRD1_0096
ko:K01462	ppb:PPUBIRD1_0097
ko:K04096	ppb:PPUBIRD1_0098
ko:K07566	ppb:PPUBIRD1_0099
ko:K00228	ppb:PPUBIRD1_0102
ko:K00014	ppb:PPUBIRD1_0103
ko:K02002	ppb:PPUBIRD1_0105
ko:K12371	ppb:PPUBIRD1_0930
ko:K12370	ppb:PPUBIRD1_0931
ko:K12369	ppb:PPUBIRD1_0932
ko:K12368	ppb:PPUBIRD1_0935
ko:K12368	ppb:PPUBIRD1_0936
ko:K15011	ppb:PPUBIRD1_0938
ko:K15012	ppb:PPUBIRD1_0939
ko:K05520	ppb:PPUBIRD1_0944
ko:K01676	ppb:PPUBIRD1_0948
ko:K09947	ppb:PPUBIRD1_0959
ko:K07231	ppb:PPUBIRD1_0964
ko:K04564	ppb:PPUBIRD1_0966
ko:K06895	ppb:PPUBIRD1_0967
ko:K05596	ppb:PPUBIRD1_0968
ko:K07088	ppb:PPUBIRD1_0977
ko:K07301	ppb:PPUBIRD1_0979
ko:K03642	ppb:PPUBIRD1_0980
ko:K02434	ppb:PPUBIRD1_0981
ko:K00031	ppb:PPUBIRD1_1802
ko:K03771	ppb:PPUBIRD1_0441
ko:K04744	ppb:PPUBIRD1_0442
ko:K07102	ppb:PPUBIRD1_0443
ko:K05801	ppb:PPUBIRD1_0445
ko:K02053	ppb:PPUBIRD1_0452
ko:K01783	ppb:PPUBIRD1_0453
ko:K01091	ppb:PPUBIRD1_0454
ko:K01657	ppb:PPUBIRD1_0455
ko:K12686	ppb:PPUBIRD1_0456
ko:K00766	ppb:PPUBIRD1_0458
ko:K01609	ppb:PPUBIRD1_0459
ko:K07397	ppb:PPUBIRD1_0462
ko:K06134	ppb:PPUBIRD1_0464
ko:K02503	ppb:PPUBIRD1_0465
ko:K07124	ppb:PPUBIRD1_0466
ko:K00459	ppb:PPUBIRD1_0467
ko:K08973	ppb:PPUBIRD1_0468
ko:K00145	ppb:PPUBIRD1_0469
ko:K15724	ppb:PPUBIRD1_0470
ko:K09001	ppb:PPUBIRD1_0471
ko:K01866	ppb:PPUBIRD1_0473
ko:K03524	ppb:PPUBIRD1_0474
ko:K03525	ppb:PPUBIRD1_0475
ko:K02358	ppb:PPUBIRD1_0477
ko:K03073	ppb:PPUBIRD1_0478
ko:K02601	ppb:PPUBIRD1_0479
ko:K02867	ppb:PPUBIRD1_0480
ko:K02863	ppb:PPUBIRD1_0481
ko:K02864	ppb:PPUBIRD1_0482
ko:K02935	ppb:PPUBIRD1_0483
ko:K03043	ppb:PPUBIRD1_0484
ko:K03046	ppb:PPUBIRD1_0485
ko:K02950	ppb:PPUBIRD1_0486
ko:K02992	ppb:PPUBIRD1_0487
ko:K02355	ppb:PPUBIRD1_0488
ko:K02358	ppb:PPUBIRD1_0489
ko:K09794	ppb:PPUBIRD1_1305
ko:K03760	ppb:PPUBIRD1_1306
ko:K03684	ppb:PPUBIRD1_1307
ko:K09902	ppb:PPUBIRD1_1308
ko:K09160	ppb:PPUBIRD1_1311
ko:K00031	ppb:PPUBIRD1_1803
ko:K03704	ppb:PPUBIRD1_1804
ko:K06891	ppb:PPUBIRD1_1805
ko:K03694	ppb:PPUBIRD1_1806
ko:K02518	ppb:PPUBIRD1_1807
ko:K00684	ppb:PPUBIRD1_1809
ko:K03466	ppb:PPUBIRD1_1810
ko:K03634	ppb:PPUBIRD1_1811
ko:K07478	ppb:PPUBIRD1_1812
ko:K06199	ppb:PPUBIRD1_1813
ko:K01875	ppb:PPUBIRD1_1814
ko:K02302	ppb:PPUBIRD1_1815
ko:K07237	ppb:PPUBIRD1_1819
ko:K07236	ppb:PPUBIRD1_1820
ko:K07235	ppb:PPUBIRD1_1821
ko:K03313	ppb:PPUBIRD1_1835
ko:K02168	ppb:PPUBIRD1_1836
ko:K07080	ppb:PPUBIRD1_1839
ko:K01032	ppb:PPUBIRD1_1841
ko:K01031	ppb:PPUBIRD1_1842
ko:K02034	ppb:PPUBIRD1_1851
ko:K03088	ppb:PPUBIRD1_2681
ko:K03786	ppb:PPUBIRD1_2684
ko:K00014	ppb:PPUBIRD1_2685
ko:K00077	ppb:PPUBIRD1_2689
ko:K03088	ppb:PPUBIRD1_2695
ko:K07124	ppb:PPUBIRD1_2698
ko:K03284	ppb:PPUBIRD1_2712
ko:K09958	ppb:PPUBIRD1_2717
ko:K06886	ppb:PPUBIRD1_2721
ko:K01721	ppb:PPUBIRD1_2723
ko:K15034	ppb:PPUBIRD1_2729
ko:K00428	ppb:PPUBIRD1_2732
ko:K01129	ppb:PPUBIRD1_3549
ko:K01129	ppb:PPUBIRD1_3550
ko:K07690	ppb:PPUBIRD1_3551
ko:K07679	ppb:PPUBIRD1_3552
ko:K09923	ppb:PPUBIRD1_3553
ko:K07259	ppb:PPUBIRD1_3554
ko:K12297	ppb:PPUBIRD1_3556
ko:K02575	ppb:PPUBIRD1_3560
ko:K03088	ppb:PPUBIRD1_3564
ko:K02553	ppb:PPUBIRD1_3568
ko:K09773	ppb:PPUBIRD1_3573
ko:K15371	ppb:PPUBIRD1_3574
ko:K01586	ppb:PPUBIRD1_3577
ko:K03088	ppb:PPUBIRD1_3578
ko:K03827	ppb:PPUBIRD1_3582
ko:K03543	ppb:PPUBIRD1_3585
ko:K13639	ppb:PPUBIRD1_3590
ko:K03300	ppb:PPUBIRD1_3593
ko:K06204	ppb:PPUBIRD1_4393
ko:K01894	ppb:PPUBIRD1_4394
ko:K00950	ppb:PPUBIRD1_4399
ko:K00606	ppb:PPUBIRD1_4400
ko:K01918	ppb:PPUBIRD1_4401
ko:K01810	ppb:PPUBIRD1_4402
ko:K01895	ppb:PPUBIRD1_4403
ko:K00962	ppb:PPUBIRD1_4409
ko:K02956	ppb:PPUBIRD1_4410
ko:K02834	ppb:PPUBIRD1_4412
