ko:K07489	ypw:CH59_896
ko:K07491	ypw:CH59_2995
ko:K07491	ypw:CH59_2996
ko:K10763	ypw:CH59_2997
ko:K00537	ypw:CH59_2998
ko:K03548	ypw:CH59_3000
ko:K03564	ypw:CH59_3003
ko:K03567	ypw:CH59_3004
ko:K01714	ypw:CH59_3005
ko:K07287	ypw:CH59_3006
ko:K07491	ypw:CH59_3007
ko:K01923	ypw:CH59_3008
ko:K07054	ypw:CH59_3009
ko:K06957	ypw:CH59_3011
ko:K01439	ypw:CH59_3014
ko:K02012	ypw:CH59_3017
ko:K02012	ypw:CH59_3020
ko:K02011	ypw:CH59_3021
ko:K02010	ypw:CH59_3022
ko:K06871	ypw:CH59_3024
ko:K07038	ypw:CH59_3025
ko:K18324	ypw:CH59_3027
ko:K07685	ypw:CH59_3029
ko:K02572	ypw:CH59_3030
ko:K02570	ypw:CH59_3031
ko:K02567	ypw:CH59_3032
ko:K02568	ypw:CH59_3033
ko:K02569	ypw:CH59_3034
ko:K00029	ypw:CH59_3036
ko:K09768	ypw:CH59_3037
ko:K00228	ypw:CH59_3038
ko:K07223	ypw:CH59_3045
ko:K01639	ypw:CH59_3046
ko:K01788	ypw:CH59_3047
ko:K00885	ypw:CH59_3049
ko:K03290	ypw:CH59_3052
ko:K02048	ypw:CH59_3053
ko:K02046	ypw:CH59_3054
ko:K02047	ypw:CH59_3055
ko:K02045	ypw:CH59_3056
ko:K12339	ypw:CH59_3057
ko:K07114	ypw:CH59_3061
ko:K14155	ypw:CH59_3062
ko:K03307	ypw:CH59_3066
ko:K05685	ypw:CH59_3068
ko:K13888	ypw:CH59_3069
ko:K02484	ypw:CH59_3071
ko:K07491	ypw:CH59_3073
ko:K02777	ypw:CH59_3074
ko:K08483	ypw:CH59_3075
ko:K02784	ypw:CH59_3076
ko:K01738	ypw:CH59_3077
ko:K06203	ypw:CH59_3078
ko:K03528	ypw:CH59_3079
ko:K01972	ypw:CH59_3080
ko:K09954	ypw:CH59_3081
ko:K09962	ypw:CH59_3083
ko:K07491	ypw:CH59_3087
ko:K01885	ypw:CH59_3088
ko:K11535	ypw:CH59_3093
ko:K03322	ypw:CH59_3094
ko:K00845	ypw:CH59_3099
ko:K14261	ypw:CH59_3101
ko:K18843	ypw:CH59_3103
ko:K07308	ypw:CH59_3109
ko:K07307	ypw:CH59_3110
ko:K07306	ypw:CH59_3111
ko:K06887	ypw:CH59_3113
ko:K02010	ypw:CH59_3115
ko:K02011	ypw:CH59_3116
ko:K02012	ypw:CH59_3117
ko:K08305	ypw:CH59_3118
ko:K11902	ypw:CH59_3125
ko:K11895	ypw:CH59_3126
ko:K11896	ypw:CH59_3127
ko:K11907	ypw:CH59_3128
ko:K07345	ypw:CH59_3129
ko:K07347	ypw:CH59_3131
ko:K11901	ypw:CH59_3135
ko:K11900	ypw:CH59_3136
ko:K11903	ypw:CH59_3137
ko:K11906	ypw:CH59_3138
ko:K11893	ypw:CH59_3139
ko:K03474	ypw:CH59_3143
ko:K00997	ypw:CH59_3144
ko:K07491	ypw:CH59_3145
ko:K07106	ypw:CH59_3148
ko:K18697	ypw:CH59_3149
ko:K11991	ypw:CH59_3150
ko:K18691	ypw:CH59_3151
ko:K01952	ypw:CH59_3152
ko:K07491	ypw:CH59_3156
ko:K07491	ypw:CH59_3157
ko:K07711	ypw:CH59_3158
ko:K07715	ypw:CH59_3160
ko:K01950	ypw:CH59_3161
ko:K04751	ypw:CH59_3162
ko:K05916	ypw:CH59_3165
ko:K00600	ypw:CH59_3166
ko:K16078	ypw:CH59_3167
ko:K05820	ypw:CH59_3169
ko:K07491	ypw:CH59_3172
ko:K01092	ypw:CH59_3173
ko:K15396	ypw:CH59_3174
ko:K13643	ypw:CH59_3175
ko:K04487	ypw:CH59_3176
ko:K04488	ypw:CH59_3177
ko:K13628	ypw:CH59_3178
ko:K04082	ypw:CH59_3179
ko:K04044	ypw:CH59_3180
ko:K04755	ypw:CH59_3181
ko:K07751	ypw:CH59_3183
ko:K00940	ypw:CH59_3189
ko:K06941	ypw:CH59_3190
ko:K02656	ypw:CH59_3191
ko:K15539	ypw:CH59_3192
ko:K03526	ypw:CH59_3193
ko:K01892	ypw:CH59_3194
ko:K17713	ypw:CH59_3196
ko:K03977	ypw:CH59_3197
ko:K07088	ypw:CH59_3198
ko:K03601	ypw:CH59_3200
ko:K00088	ypw:CH59_3201
ko:K01951	ypw:CH59_3202
ko:K07491	ypw:CH59_3203
ko:K06887	ypw:CH59_3204
ko:K00941	ypw:CH59_3213
ko:K02396	ypw:CH59_1130
ko:K02395	ypw:CH59_1131
ko:K02394	ypw:CH59_1132
ko:K02393	ypw:CH59_1133
ko:K02392	ypw:CH59_1134
ko:K02391	ypw:CH59_1135
ko:K07491	ypw:CH59_1136
ko:K02390	ypw:CH59_1138
ko:K02389	ypw:CH59_1139
ko:K02388	ypw:CH59_1140
ko:K02387	ypw:CH59_1141
ko:K02386	ypw:CH59_1142
ko:K02398	ypw:CH59_1143
ko:K02399	ypw:CH59_1144
ko:K02412	ypw:CH59_1146
ko:K02411	ypw:CH59_1147
ko:K02410	ypw:CH59_1148
ko:K02409	ypw:CH59_1149
ko:K02408	ypw:CH59_1150
ko:K02416	ypw:CH59_1152
ko:K02417	ypw:CH59_1153
ko:K02419	ypw:CH59_1154
ko:K02420	ypw:CH59_1155
ko:K02421	ypw:CH59_1156
ko:K02401	ypw:CH59_1157
ko:K02400	ypw:CH59_1158
ko:K02400	ypw:CH59_1159
ko:K02016	ypw:CH59_1162
ko:K07491	ypw:CH59_1166
ko:K07491	ypw:CH59_1167
ko:K02278	ypw:CH59_1168
ko:K02279	ypw:CH59_1169
ko:K02280	ypw:CH59_1170
ko:K02282	ypw:CH59_1173
ko:K02283	ypw:CH59_1174
ko:K12510	ypw:CH59_1175
ko:K12511	ypw:CH59_1176
ko:K12512	ypw:CH59_1177
ko:K12513	ypw:CH59_1178
ko:K12514	ypw:CH59_1179
ko:K12515	ypw:CH59_1180
ko:K03559	ypw:CH59_1181
ko:K03561	ypw:CH59_1183
ko:K01760	ypw:CH59_1184
ko:K08325	ypw:CH59_1187
ko:K06221	ypw:CH59_1188
ko:K00655	ypw:CH59_1192
ko:K03150	ypw:CH59_1667
ko:K07491	ypw:CH59_1668
ko:K03046	ypw:CH59_1669
ko:K03043	ypw:CH59_1670
ko:K02935	ypw:CH59_1672
ko:K02864	ypw:CH59_1673
ko:K02863	ypw:CH59_1674
ko:K02867	ypw:CH59_1675
ko:K02601	ypw:CH59_1676
ko:K03073	ypw:CH59_1677
ko:K02358	ypw:CH59_1678
ko:K00867	ypw:CH59_1686
ko:K03524	ypw:CH59_1687
ko:K00075	ypw:CH59_1688
ko:K00230	ypw:CH59_1694
ko:K03498	ypw:CH59_1695
ko:K02621	ypw:CH59_1193
ko:K03923	ypw:CH59_1194
ko:K02622	ypw:CH59_1196
ko:K07000	ypw:CH59_1197
ko:K03651	ypw:CH59_1198
ko:K09920	ypw:CH59_1199
ko:K01515	ypw:CH59_1200
ko:K12340	ypw:CH59_1201
ko:K02858	ypw:CH59_1206
ko:K09806	ypw:CH59_1208
ko:K16263	ypw:CH59_1209
ko:K03272	ypw:CH59_1210
ko:K00982	ypw:CH59_1211
ko:K18446	ypw:CH59_1212
ko:K07184	ypw:CH59_1213
ko:K00974	ypw:CH59_1214
ko:K06153	ypw:CH59_1215
ko:K01633	ypw:CH59_1216
ko:K08591	ypw:CH59_1217
ko:K01409	ypw:CH59_1218
ko:K02970	ypw:CH59_1219
ko:K03086	ypw:CH59_1221
ko:K07396	ypw:CH59_1235
ko:K07491	ypw:CH59_1697
ko:K01825	ypw:CH59_1700
ko:K05368	ypw:CH59_1702
ko:K03182	ypw:CH59_1703
ko:K05785	ypw:CH59_1704
ko:K01698	ypw:CH59_1705
ko:K03424	ypw:CH59_1710
ko:K03118	ypw:CH59_1711
ko:K03117	ypw:CH59_1712
ko:K03116	ypw:CH59_1713
ko:K03688	ypw:CH59_1714
ko:K03690	ypw:CH59_1715
ko:K03183	ypw:CH59_1716
ko:K09760	ypw:CH59_1717
ko:K06200	ypw:CH59_1719
ko:K00053	ypw:CH59_1830
ko:K02521	ypw:CH59_1831
ko:K01754	ypw:CH59_1838
ko:K01687	ypw:CH59_1839
ko:K00826	ypw:CH59_1840
ko:K11258	ypw:CH59_1841
ko:K01652	ypw:CH59_1842
ko:K07391	ypw:CH59_1843
ko:K09897	ypw:CH59_1844
ko:K02057	ypw:CH59_1845
ko:K02057	ypw:CH59_1847
ko:K02056	ypw:CH59_1848
ko:K02058	ypw:CH59_1849
ko:K01776	ypw:CH59_1856
ko:K16092	ypw:CH59_1857
ko:K00557	ypw:CH59_1858
ko:K00322	ypw:CH59_1862
ko:K04761	ypw:CH59_1861
ko:K00382	ypw:CH59_1864
ko:K03832	ypw:CH59_1865
ko:K12537	ypw:CH59_1866
ko:K12536	ypw:CH59_1867
ko:K12545	ypw:CH59_1868
ko:K16152	ypw:CH59_1869
ko:K01755	ypw:CH59_1871
ko:K00930	ypw:CH59_1872
ko:K00145	ypw:CH59_1873
ko:K01438	ypw:CH59_1874
ko:K01595	ypw:CH59_1875
ko:K07483	ypw:CH59_1876
ko:K07058	ypw:CH59_1933
ko:K01521	ypw:CH59_1935
ko:K07290	ypw:CH59_1934
ko:K01821	ypw:CH59_1937
ko:K00874	ypw:CH59_1938
ko:K11103	ypw:CH59_1941
ko:K01728	ypw:CH59_1943
ko:K12372	ypw:CH59_1947
ko:K12371	ypw:CH59_1948
ko:K12370	ypw:CH59_1949
ko:K12369	ypw:CH59_1950
ko:K12368	ypw:CH59_1951
ko:K07783	ypw:CH59_1957
ko:K07675	ypw:CH59_1958
ko:K07675	ypw:CH59_1963
ko:K12975	ypw:CH59_1965
ko:K16234	ypw:CH59_1967
ko:K01745	ypw:CH59_1968
ko:K01712	ypw:CH59_1969
ko:K01738	ypw:CH59_1970
ko:K00759	ypw:CH59_1971
ko:K02016	ypw:CH59_1974
ko:K02015	ypw:CH59_1975
ko:K02015	ypw:CH59_1976
ko:K02013	ypw:CH59_1978
ko:K01775	ypw:CH59_151
ko:K03414	ypw:CH59_157
ko:K03413	ypw:CH59_158
ko:K03412	ypw:CH59_159
ko:K00575	ypw:CH59_160
ko:K03408	ypw:CH59_171
ko:K03407	ypw:CH59_172
ko:K02557	ypw:CH59_173
ko:K02556	ypw:CH59_174
ko:K02402	ypw:CH59_175
ko:K02403	ypw:CH59_176
ko:K01531	ypw:CH59_177
ko:K07507	ypw:CH59_178
ko:K05876	ypw:CH59_179
ko:K05876	ypw:CH59_180
ko:K03704	ypw:CH59_182
ko:K01190	ypw:CH59_183
ko:K03719	ypw:CH59_186
ko:K01093	ypw:CH59_189
ko:K03776	ypw:CH59_193
ko:K00031	ypw:CH59_196
ko:K06181	ypw:CH59_197
ko:K12152	ypw:CH59_198
ko:K00566	ypw:CH59_199
ko:K07491	ypw:CH59_1243
ko:K15549	ypw:CH59_1246
ko:K15547	ypw:CH59_1247
ko:K05349	ypw:CH59_1249
ko:K02026	ypw:CH59_1251
ko:K02025	ypw:CH59_1252
ko:K02027	ypw:CH59_1253
ko:K02529	ypw:CH59_1254
ko:K10112	ypw:CH59_1256
ko:K00219	ypw:CH59_1274
ko:K07043	ypw:CH59_1277
ko:K07862	ypw:CH59_1279
ko:K07491	ypw:CH59_1281
ko:K01685	ypw:CH59_1283
ko:K00041	ypw:CH59_1284
ko:K01812	ypw:CH59_1285
ko:K08191	ypw:CH59_1286
ko:K15977	ypw:CH59_1295
ko:K03574	ypw:CH59_1299
ko:K03070	ypw:CH59_1300
ko:K13301	ypw:CH59_1301
ko:K02535	ypw:CH59_1303
ko:K03531	ypw:CH59_1304
ko:K03590	ypw:CH59_1305
ko:K03589	ypw:CH59_1306
ko:K01921	ypw:CH59_1307
ko:K01924	ypw:CH59_1308
ko:K02563	ypw:CH59_1309
ko:K03588	ypw:CH59_1310
ko:K01925	ypw:CH59_1311
ko:K01000	ypw:CH59_1312
ko:K01929	ypw:CH59_1313
ko:K01928	ypw:CH59_1314
ko:K03587	ypw:CH59_1315
ko:K03586	ypw:CH59_1316
ko:K03438	ypw:CH59_1317
ko:K03925	ypw:CH59_1318
ko:K03435	ypw:CH59_1320
ko:K07491	ypw:CH59_1321
ko:K01653	ypw:CH59_1322
ko:K01652	ypw:CH59_1323
ko:K01897	ypw:CH59_1324
ko:K05798	ypw:CH59_1325
ko:K07491	ypw:CH59_1327
ko:K01649	ypw:CH59_1328
ko:K00052	ypw:CH59_1329
ko:K01703	ypw:CH59_1330
ko:K01704	ypw:CH59_1331
ko:K03291	ypw:CH59_1332
ko:K03291	ypw:CH59_1335
ko:K11925	ypw:CH59_1336
ko:K02064	ypw:CH59_1338
ko:K02063	ypw:CH59_1339
ko:K02062	ypw:CH59_1340
ko:K02336	ypw:CH59_1342
ko:K03580	ypw:CH59_1343
ko:K11891	ypw:CH59_1345
ko:K11892	ypw:CH59_1346
ko:K11893	ypw:CH59_1347
ko:K11906	ypw:CH59_1348
ko:K11904	ypw:CH59_1354
ko:K11907	ypw:CH59_1355
ko:K11895	ypw:CH59_1356
ko:K11896	ypw:CH59_1357
ko:K11897	ypw:CH59_1358
ko:K11903	ypw:CH59_1359
ko:K11900	ypw:CH59_1360
ko:K11901	ypw:CH59_1361
ko:K11902	ypw:CH59_1362
ko:K06177	ypw:CH59_1364
ko:K05801	ypw:CH59_1365
ko:K04744	ypw:CH59_1366
ko:K03771	ypw:CH59_1367
ko:K00097	ypw:CH59_1368
ko:K02528	ypw:CH59_1369
ko:K06195	ypw:CH59_1370
ko:K01525	ypw:CH59_1371
ko:K07491	ypw:CH59_1373
ko:K01955	ypw:CH59_1378
ko:K01956	ypw:CH59_1379
ko:K00215	ypw:CH59_1380
ko:K07491	ypw:CH59_1381
ko:K03527	ypw:CH59_1382
ko:K03774	ypw:CH59_1383
ko:K03101	ypw:CH59_1384
ko:K01870	ypw:CH59_1385
ko:K11753	ypw:CH59_1386
ko:K02968	ypw:CH59_1387
ko:K03717	ypw:CH59_1388
ko:K03313	ypw:CH59_1389
ko:K03686	ypw:CH59_1390
ko:K04043	ypw:CH59_1391
ko:K07034	ypw:CH59_1392
ko:K03831	ypw:CH59_1395
ko:K00616	ypw:CH59_1396
ko:K09861	ypw:CH59_1397
ko:K01733	ypw:CH59_1399
ko:K00872	ypw:CH59_1400
ko:K12524	ypw:CH59_1401
ko:K07773	ypw:CH59_1403
ko:K05805	ypw:CH59_1404
ko:K05804	ypw:CH59_1407
ko:K03720	ypw:CH59_1408
ko:K08309	ypw:CH59_1410
ko:K06211	ypw:CH59_1418
ko:K04485	ypw:CH59_1419
ko:K01079	ypw:CH59_1420
ko:K07186	ypw:CH59_1421
ko:K03784	ypw:CH59_1422
ko:K01839	ypw:CH59_1423
ko:K00758	ypw:CH59_1424
ko:K00758	ypw:CH59_1425
ko:K01619	ypw:CH59_1426
ko:K03317	ypw:CH59_1427
ko:K03424	ypw:CH59_1428
ko:K04065	ypw:CH59_1431
ko:K02837	ypw:CH59_1432
ko:K03789	ypw:CH59_1433
ko:K02344	ypw:CH59_1434
ko:K00564	ypw:CH59_1435
ko:K01051	ypw:CH59_1439
ko:K02849	ypw:CH59_1445
ko:K11216	ypw:CH59_1446
ko:K11531	ypw:CH59_1447
ko:K10558	ypw:CH59_1449
ko:K10556	ypw:CH59_1450
ko:K10557	ypw:CH59_1451
ko:K10555	ypw:CH59_1452
ko:K08321	ypw:CH59_1453
ko:K11530	ypw:CH59_1454
ko:K08483	ypw:CH59_1456
ko:K11189	ypw:CH59_1456
ko:K11201	ypw:CH59_1456
ko:K11203	ypw:CH59_1457
ko:K11202	ypw:CH59_1458
ko:K11202	ypw:CH59_1460
ko:K19147	ypw:CH59_1473
ko:K07452	ypw:CH59_1474
ko:K09456	ypw:CH59_1479
ko:K03218	ypw:CH59_1480
ko:K12573	ypw:CH59_1481
ko:K13771	ypw:CH59_1482
ko:K01939	ypw:CH59_1483
ko:K09937	ypw:CH59_1484
ko:K04087	ypw:CH59_1485
ko:K04088	ypw:CH59_1486
ko:K03665	ypw:CH59_1487
ko:K03666	ypw:CH59_1488
ko:K00791	ypw:CH59_1489
ko:K03572	ypw:CH59_1490
ko:K01448	ypw:CH59_1491
ko:K06925	ypw:CH59_1492
ko:K17758	ypw:CH59_1493
ko:K17759	ypw:CH59_1493
ko:K18979	ypw:CH59_1494
ko:K13288	ypw:CH59_1497
ko:K06949	ypw:CH59_1498
ko:K01613	ypw:CH59_1499
ko:K04568	ypw:CH59_1501
ko:K00244	ypw:CH59_1502
ko:K00245	ypw:CH59_1503
ko:K00246	ypw:CH59_1504
ko:K05795	ypw:CH59_1562
ko:K05795	ypw:CH59_1563
ko:K05794	ypw:CH59_1564
ko:K05793	ypw:CH59_1565
ko:K05792	ypw:CH59_1566
ko:K05791	ypw:CH59_1567
ko:K00297	ypw:CH59_1574
ko:K07227	ypw:CH59_1576
ko:K16087	ypw:CH59_1578
ko:K07225	ypw:CH59_1579
ko:K02016	ypw:CH59_1580
ko:K02015	ypw:CH59_1581
ko:K02013	ypw:CH59_1582
ko:K01760	ypw:CH59_1583
ko:K07112	ypw:CH59_1587
ko:K03229	ypw:CH59_1588
ko:K03228	ypw:CH59_1589
ko:K03227	ypw:CH59_1590
ko:K03226	ypw:CH59_1591
ko:K03225	ypw:CH59_1592
ko:K03224	ypw:CH59_1595
ko:K03230	ypw:CH59_1596
ko:K03222	ypw:CH59_1599
ko:K03221	ypw:CH59_1602
ko:K18984	ypw:CH59_1604
ko:K03220	ypw:CH59_1605
ko:K03219	ypw:CH59_1606
ko:K14978	ypw:CH59_1607
ko:K14979	ypw:CH59_1608
ko:K11102	ypw:CH59_1609
ko:K01895	ypw:CH59_1610
ko:K00757	ypw:CH59_1721
ko:K01061	ypw:CH59_1722
ko:K00549	ypw:CH59_1723
ko:K03576	ypw:CH59_1725
ko:K07088	ypw:CH59_1726
ko:K01126	ypw:CH59_1727
ko:K05816	ypw:CH59_1728
ko:K05815	ypw:CH59_1729
ko:K05814	ypw:CH59_1730
ko:K05813	ypw:CH59_1731
ko:K01996	ypw:CH59_1739
ko:K01995	ypw:CH59_1740
ko:K01998	ypw:CH59_1741
ko:K01997	ypw:CH59_1742
ko:K01999	ypw:CH59_1743
ko:K07491	ypw:CH59_1745
ko:K03089	ypw:CH59_1746
ko:K09811	ypw:CH59_1747
ko:K09812	ypw:CH59_1748
ko:K03110	ypw:CH59_1749
ko:K08316	ypw:CH59_1750
ko:K08993	ypw:CH59_1751
ko:K01534	ypw:CH59_1755
ko:K04085	ypw:CH59_1756
ko:K09125	ypw:CH59_1757
ko:K00113	ypw:CH59_1759
ko:K00112	ypw:CH59_1760
ko:K00111	ypw:CH59_1761
ko:K01126	ypw:CH59_1762
ko:K01048	ypw:CH59_1765
ko:K05834	ypw:CH59_1766
ko:K05835	ypw:CH59_1767
ko:K03654	ypw:CH59_1768
ko:K01058	ypw:CH59_1769
ko:K13745	ypw:CH59_309
ko:K13255	ypw:CH59_310
ko:K07289	ypw:CH59_312
ko:K01494	ypw:CH59_313
ko:K00876	ypw:CH59_314
ko:K03593	ypw:CH59_315
ko:K01874	ypw:CH59_316
ko:K07491	ypw:CH59_317
ko:K02058	ypw:CH59_321
ko:K06518	ypw:CH59_324
ko:K01489	ypw:CH59_326
ko:K00027	ypw:CH59_327
ko:K03748	ypw:CH59_328
ko:K10541	ypw:CH59_329
ko:K10542	ypw:CH59_330
ko:K10540	ypw:CH59_331
ko:K07148	ypw:CH59_332
ko:K01495	ypw:CH59_333
ko:K00121	ypw:CH59_336
ko:K01070	ypw:CH59_337
ko:K02004	ypw:CH59_339
ko:K02005	ypw:CH59_340
ko:K02003	ypw:CH59_341
ko:K06871	ypw:CH59_342
ko:K03750	ypw:CH59_343
ko:K11911	ypw:CH59_349
ko:K11905	ypw:CH59_350
ko:K11906	ypw:CH59_351
ko:K11895	ypw:CH59_352
ko:K11896	ypw:CH59_353
ko:K11910	ypw:CH59_356
ko:K11891	ypw:CH59_357
ko:K11907	ypw:CH59_366
ko:K11903	ypw:CH59_367
ko:K11892	ypw:CH59_369
ko:K11893	ypw:CH59_370
ko:K11893	ypw:CH59_371
ko:K11893	ypw:CH59_372
ko:K11900	ypw:CH59_373
ko:K11901	ypw:CH59_374
ko:K00645	ypw:CH59_376
ko:K01641	ypw:CH59_382
ko:K00059	ypw:CH59_383
ko:K00647	ypw:CH59_384
ko:K02372	ypw:CH59_385
ko:K11179	ypw:CH59_394
ko:K01512	ypw:CH59_395
ko:K06969	ypw:CH59_396
ko:K11940	ypw:CH59_397
ko:K06929	ypw:CH59_398
ko:K09909	ypw:CH59_399
ko:K01734	ypw:CH59_400
ko:K03658	ypw:CH59_401
ko:K07343	ypw:CH59_404
ko:K13053	ypw:CH59_405
ko:K03286	ypw:CH59_406
ko:K07491	ypw:CH59_407
ko:K09911	ypw:CH59_408
ko:K04770	ypw:CH59_409
ko:K01716	ypw:CH59_410
ko:K09458	ypw:CH59_416
ko:K07491	ypw:CH59_417
ko:K09857	ypw:CH59_418
ko:K06192	ypw:CH59_419
ko:K03808	ypw:CH59_420
ko:K15738	ypw:CH59_421
ko:K12297	ypw:CH59_422
ko:K07140	ypw:CH59_423
ko:K18657	ypw:CH59_424
ko:K00254	ypw:CH59_425
ko:K01256	ypw:CH59_426
ko:K00763	ypw:CH59_427
ko:K01893	ypw:CH59_428
ko:K09476	ypw:CH59_429
ko:K00813	ypw:CH59_430
ko:K07491	ypw:CH59_434
ko:K03632	ypw:CH59_435
ko:K03804	ypw:CH59_436
ko:K03633	ypw:CH59_437
ko:K06219	ypw:CH59_438
ko:K00979	ypw:CH59_440
ko:K09791	ypw:CH59_441
ko:K03704	ypw:CH59_442
ko:K00912	ypw:CH59_444
ko:K11085	ypw:CH59_445
ko:K02238	ypw:CH59_446
ko:K05788	ypw:CH59_447
ko:K02945	ypw:CH59_449
ko:K00945	ypw:CH59_450
ko:K00800	ypw:CH59_451
ko:K00831	ypw:CH59_452
ko:K12342	ypw:CH59_453
ko:K12342	ypw:CH59_454
ko:K01424	ypw:CH59_455
ko:K09136	ypw:CH59_456
ko:K06212	ypw:CH59_457
ko:K00656	ypw:CH59_458
ko:K07270	ypw:CH59_459
ko:K04069	ypw:CH59_460
ko:K08219	ypw:CH59_461
ko:K01875	ypw:CH59_462
ko:K07478	ypw:CH59_463
ko:K03634	ypw:CH59_465
ko:K03466	ypw:CH59_466
ko:K03719	ypw:CH59_467
ko:K00384	ypw:CH59_468
ko:K16013	ypw:CH59_469
ko:K16012	ypw:CH59_470
ko:K00684	ypw:CH59_471
ko:K02518	ypw:CH59_472
ko:K07491	ypw:CH59_473
ko:K03694	ypw:CH59_474
ko:K06891	ypw:CH59_475
ko:K03704	ypw:CH59_476
ko:K05685	ypw:CH59_477
ko:K13888	ypw:CH59_478
ko:K09824	ypw:CH59_479
ko:K07459	ypw:CH59_480
ko:K05601	ypw:CH59_482
ko:K11933	ypw:CH59_483
ko:K00156	ypw:CH59_484
ko:K01620	ypw:CH59_485
ko:K04093	ypw:CH59_489
ko:K10000	ypw:CH59_490
ko:K09997	ypw:CH59_491
ko:K09999	ypw:CH59_492
ko:K09998	ypw:CH59_493
ko:K02013	ypw:CH59_497
ko:K02015	ypw:CH59_498
ko:K09996	ypw:CH59_503
ko:K09996	ypw:CH59_507
ko:K03212	ypw:CH59_508
ko:K11074	ypw:CH59_510
ko:K11075	ypw:CH59_511
ko:K11076	ypw:CH59_512
ko:K11073	ypw:CH59_513
ko:K03674	ypw:CH59_516
ko:K07085	ypw:CH59_517
ko:K01619	ypw:CH59_520
ko:K11534	ypw:CH59_521
ko:K03837	ypw:CH59_522
ko:K07258	ypw:CH59_523
ko:K02072	ypw:CH59_524
ko:K02071	ypw:CH59_525
ko:K02073	ypw:CH59_526
ko:K16089	ypw:CH59_530
ko:K02013	ypw:CH59_531
ko:K02015	ypw:CH59_532
ko:K02016	ypw:CH59_533
ko:K11733	ypw:CH59_534
ko:K01151	ypw:CH59_538
ko:K07347	ypw:CH59_539
ko:K02769	ypw:CH59_544
ko:K02770	ypw:CH59_544
ko:K00882	ypw:CH59_545
ko:K02768	ypw:CH59_546
ko:K11183	ypw:CH59_546
ko:K02057	ypw:CH59_548
ko:K02056	ypw:CH59_549
ko:K02058	ypw:CH59_550
ko:K01807	ypw:CH59_551
ko:K00854	ypw:CH59_552
ko:K00135	ypw:CH59_553
ko:K00058	ypw:CH59_555
ko:K06940	ypw:CH59_557
ko:K03835	ypw:CH59_558
ko:K02356	ypw:CH59_559
ko:K01686	ypw:CH59_560
ko:K00040	ypw:CH59_561
ko:K13637	ypw:CH59_562
ko:K13694	ypw:CH59_566
ko:K13893	ypw:CH59_569
ko:K13894	ypw:CH59_570
ko:K13895	ypw:CH59_571
ko:K13896	ypw:CH59_572
ko:K07552	ypw:CH59_574
ko:K06183	ypw:CH59_575
ko:K02897	ypw:CH59_577
ko:K07491	ypw:CH59_578
ko:K06899	ypw:CH59_579
ko:K09904	ypw:CH59_580
ko:K07014	ypw:CH59_581
ko:K01223	ypw:CH59_588
ko:K03406	ypw:CH59_614
ko:K16210	ypw:CH59_616
ko:K18988	ypw:CH59_617
ko:K07491	ypw:CH59_620
ko:K09475	ypw:CH59_621
ko:K07676	ypw:CH59_624
ko:K07676	ypw:CH59_625
ko:K07687	ypw:CH59_626
ko:K07677	ypw:CH59_627
ko:K02469	ypw:CH59_628
ko:K00568	ypw:CH59_629
ko:K11107	ypw:CH59_632
ko:K08276	ypw:CH59_633
ko:K03834	ypw:CH59_635
ko:K03781	ypw:CH59_637
ko:K01584	ypw:CH59_642
ko:K03759	ypw:CH59_643
ko:K05846	ypw:CH59_644
ko:K05847	ypw:CH59_645
ko:K05846	ypw:CH59_646
ko:K01011	ypw:CH59_649
ko:K11963	ypw:CH59_652
ko:K11962	ypw:CH59_653
ko:K11961	ypw:CH59_654
ko:K11960	ypw:CH59_655
ko:K11959	ypw:CH59_656
ko:K02042	ypw:CH59_658
ko:K02042	ypw:CH59_659
ko:K02044	ypw:CH59_660
ko:K02041	ypw:CH59_661
ko:K05873	ypw:CH59_665
ko:K03777	ypw:CH59_666
ko:K07262	ypw:CH59_667
ko:K05541	ypw:CH59_669
ko:K07491	ypw:CH59_671
ko:K11537	ypw:CH59_672
ko:K03815	ypw:CH59_673
ko:K02168	ypw:CH59_676
ko:K02167	ypw:CH59_677
ko:K07491	ypw:CH59_680
ko:K07491	ypw:CH59_681
ko:K06890	ypw:CH59_682
ko:K03635	ypw:CH59_683
ko:K03636	ypw:CH59_684
ko:K03637	ypw:CH59_685
ko:K03639	ypw:CH59_686
ko:K04080	ypw:CH59_2041
ko:K01754	ypw:CH59_2045
ko:K07483	ypw:CH59_2047
ko:K02470	ypw:CH59_2051
ko:K03629	ypw:CH59_2052
ko:K02338	ypw:CH59_2053
ko:K02313	ypw:CH59_2054
ko:K02914	ypw:CH59_2056
ko:K03536	ypw:CH59_2057
ko:K08998	ypw:CH59_2058
ko:K03217	ypw:CH59_2059
ko:K03650	ypw:CH59_2060
ko:K00209	ypw:CH59_2061
ko:K06901	ypw:CH59_2064
ko:K02029	ypw:CH59_2066
ko:K02029	ypw:CH59_2067
ko:K02030	ypw:CH59_2068
ko:K02039	ypw:CH59_2070
ko:K02036	ypw:CH59_2071
ko:K02038	ypw:CH59_2072
ko:K02037	ypw:CH59_2073
ko:K02040	ypw:CH59_2074
ko:K00820	ypw:CH59_2075
ko:K04042	ypw:CH59_2076
ko:K02114	ypw:CH59_2077
ko:K02112	ypw:CH59_2078
ko:K02115	ypw:CH59_2079
ko:K02111	ypw:CH59_2080
