ko:K12132	bthu:YBT1518_21170
ko:K01779	bthu:YBT1518_12120
ko:K07727	bthu:YBT1518_12140
ko:K01990	bthu:YBT1518_12155
ko:K01992	bthu:YBT1518_12160
ko:K01091	bthu:YBT1518_12170
ko:K01118	bthu:YBT1518_12205
ko:K00655	bthu:YBT1518_12210
ko:K11068	bthu:YBT1518_12215
ko:K03116	bthu:YBT1518_12220
ko:K03118	bthu:YBT1518_12225
ko:K07152	bthu:YBT1518_12245
ko:K01953	bthu:YBT1518_12255
ko:K01448	bthu:YBT1518_12270
ko:K02016	bthu:YBT1518_12275
ko:K00824	bthu:YBT1518_12280
ko:K02480	bthu:YBT1518_12315
ko:K01759	bthu:YBT1518_16535
ko:K03924	bthu:YBT1518_16560
ko:K03762	bthu:YBT1518_16575
ko:K03781	bthu:YBT1518_16585
ko:K01387	bthu:YBT1518_16590
ko:K01486	bthu:YBT1518_16600
ko:K02003	bthu:YBT1518_16660
ko:K02004	bthu:YBT1518_16665
ko:K02004	bthu:YBT1518_16670
ko:K13652	bthu:YBT1518_16685
ko:K03574	bthu:YBT1518_16700
ko:K09768	bthu:YBT1518_16715
ko:K00876	bthu:YBT1518_16730
ko:K07090	bthu:YBT1518_16750
ko:K11733	bthu:YBT1518_16760
ko:K03707	bthu:YBT1518_04640
ko:K15600	bthu:YBT1518_04645
ko:K15599	bthu:YBT1518_04650
ko:K15598	bthu:YBT1518_04655
ko:K10810	bthu:YBT1518_04660
ko:K03153	bthu:YBT1518_04665
ko:K03154	bthu:YBT1518_04670
ko:K03149	bthu:YBT1518_04675
ko:K00941	bthu:YBT1518_04685
ko:K01546	bthu:YBT1518_04710
ko:K01547	bthu:YBT1518_04715
ko:K01548	bthu:YBT1518_04720
ko:K07646	bthu:YBT1518_04725
ko:K06901	bthu:YBT1518_04750
ko:K07775	bthu:YBT1518_08405
ko:K07651	bthu:YBT1518_08410
ko:K05337	bthu:YBT1518_08435
ko:K03654	bthu:YBT1518_08445
ko:K07052	bthu:YBT1518_08450
ko:K16511	bthu:YBT1518_08470
ko:K00260	bthu:YBT1518_08475
ko:K00384	bthu:YBT1518_08495
ko:K01424	bthu:YBT1518_08500
ko:K00945	bthu:YBT1518_08510
ko:K02945	bthu:YBT1518_08515
ko:K01823	bthu:YBT1518_08520
ko:K05739	bthu:YBT1518_08540
ko:K03977	bthu:YBT1518_08550
ko:K00057	bthu:YBT1518_08555
ko:K06398	bthu:YBT1518_08575
ko:K03530	bthu:YBT1518_08580
ko:K01495	bthu:YBT1518_08585
ko:K00805	bthu:YBT1518_08590
ko:K03183	bthu:YBT1518_08595
ko:K00805	bthu:YBT1518_08600
ko:K00940	bthu:YBT1518_08605
ko:K01736	bthu:YBT1518_08610
ko:K01735	bthu:YBT1518_08615
ko:K00817	bthu:YBT1518_08620
ko:K03886	bthu:YBT1518_08640
ko:K03887	bthu:YBT1518_08645
ko:K13953	bthu:YBT1518_12335
ko:K00851	bthu:YBT1518_12350
ko:K03299	bthu:YBT1518_12355
ko:K00033	bthu:YBT1518_12360
ko:K05847	bthu:YBT1518_12395
ko:K05845	bthu:YBT1518_12400
ko:K05846	bthu:YBT1518_12400
ko:K03758	bthu:YBT1518_12405
ko:K11686	bthu:YBT1518_12430
ko:K01985	bthu:YBT1518_r31018
ko:K01985	bthu:YBT1518_r31002
ko:K01977	bthu:YBT1518_r31024
ko:K01977	bthu:YBT1518_r31042
ko:K01977	bthu:YBT1518_r31028
ko:K01977	bthu:YBT1518_r31030
ko:K01977	bthu:YBT1518_r31026
ko:K01977	bthu:YBT1518_r31048
ko:K01977	bthu:YBT1518_r31050
ko:K01977	bthu:YBT1518_r31036
ko:K01977	bthu:YBT1518_r31044
ko:K01977	bthu:YBT1518_r31040
ko:K01977	bthu:YBT1518_r31046
ko:K01977	bthu:YBT1518_r31038
ko:K01977	bthu:YBT1518_r31032
ko:K01977	bthu:YBT1518_r31034
ko:K01034	bthu:YBT1518_12465
ko:K01438	bthu:YBT1518_12475
ko:K06714	bthu:YBT1518_12485
ko:K06377	bthu:YBT1518_12525
ko:K02004	bthu:YBT1518_16790
ko:K02003	bthu:YBT1518_16795
ko:K03574	bthu:YBT1518_16815
ko:K03100	bthu:YBT1518_16825
ko:K01304	bthu:YBT1518_16845
ko:K07160	bthu:YBT1518_16860
ko:K06350	bthu:YBT1518_16865
ko:K06351	bthu:YBT1518_16870
ko:K03100	bthu:YBT1518_16880
ko:K06201	bthu:YBT1518_16885
ko:K09607	bthu:YBT1518_16965
ko:K00121	bthu:YBT1518_16995
ko:K07217	bthu:YBT1518_17000
ko:K12574	bthu:YBT1518_17015
ko:K03611	bthu:YBT1518_04780
ko:K03324	bthu:YBT1518_04930
ko:K09963	bthu:YBT1518_04950
ko:K03491	bthu:YBT1518_04955
ko:K02759	bthu:YBT1518_04960
ko:K02760	bthu:YBT1518_04965
ko:K02761	bthu:YBT1518_04970
ko:K02004	bthu:YBT1518_04990
ko:K02003	bthu:YBT1518_04995
ko:K02005	bthu:YBT1518_05000
ko:K02034	bthu:YBT1518_05020
ko:K03311	bthu:YBT1518_05025
ko:K06334	bthu:YBT1518_05030
ko:K06333	bthu:YBT1518_05035
ko:K03888	bthu:YBT1518_08650
ko:K06973	bthu:YBT1518_08670
ko:K00215	bthu:YBT1518_08690
ko:K01734	bthu:YBT1518_08695
ko:K00974	bthu:YBT1518_08710
ko:K03524	bthu:YBT1518_08715
ko:K00606	bthu:YBT1518_08730
ko:K01918	bthu:YBT1518_08735
ko:K01579	bthu:YBT1518_08740
ko:K00812	bthu:YBT1518_08760
ko:K02086	bthu:YBT1518_08765
ko:K10773	bthu:YBT1518_08770
ko:K05366	bthu:YBT1518_08780
ko:K03700	bthu:YBT1518_08785
ko:K06327	bthu:YBT1518_08820
ko:K07444	bthu:YBT1518_08835
ko:K01299	bthu:YBT1518_08850
ko:K01265	bthu:YBT1518_08860
ko:K03816	bthu:YBT1518_08865
ko:K16169	bthu:YBT1518_08870
ko:K07148	bthu:YBT1518_08875
ko:K07533	bthu:YBT1518_12590
ko:K06304	bthu:YBT1518_12615
ko:K05366	bthu:YBT1518_12660
ko:K01647	bthu:YBT1518_12680
ko:K01720	bthu:YBT1518_12685
ko:K00140	bthu:YBT1518_12705
ko:K03547	bthu:YBT1518_12730
ko:K08177	bthu:YBT1518_12755
ko:K00216	bthu:YBT1518_12760
ko:K02361	bthu:YBT1518_12765
ko:K02363	bthu:YBT1518_12770
ko:K01252	bthu:YBT1518_12775
ko:K04780	bthu:YBT1518_12780
ko:K06133	bthu:YBT1518_12805
ko:K03530	bthu:YBT1518_12815
ko:K03310	bthu:YBT1518_12835
ko:K09932	bthu:YBT1518_17070
ko:K15973	bthu:YBT1518_17090
ko:K01669	bthu:YBT1518_17180
ko:K09822	bthu:YBT1518_17190
ko:K05577	bthu:YBT1518_17195
ko:K02548	bthu:YBT1518_17215
ko:K03325	bthu:YBT1518_17250
ko:K00657	bthu:YBT1518_17300
ko:K06332	bthu:YBT1518_05040
ko:K10979	bthu:YBT1518_05055
ko:K03294	bthu:YBT1518_05100
ko:K07106	bthu:YBT1518_05120
ko:K09963	bthu:YBT1518_05130
ko:K00619	bthu:YBT1518_05160
ko:K07124	bthu:YBT1518_05165
ko:K08153	bthu:YBT1518_05190
ko:K03923	bthu:YBT1518_05210
ko:K08152	bthu:YBT1518_05220
ko:K05520	bthu:YBT1518_05230
ko:K03781	bthu:YBT1518_05235
ko:K01992	bthu:YBT1518_05240
ko:K03758	bthu:YBT1518_05245
ko:K00131	bthu:YBT1518_05265
ko:K02424	bthu:YBT1518_05280
ko:K10009	bthu:YBT1518_05285
ko:K10010	bthu:YBT1518_05290
ko:K01011	bthu:YBT1518_08905
ko:K08989	bthu:YBT1518_08925
ko:K01868	bthu:YBT1518_12860
ko:K06182	bthu:YBT1518_12855
ko:K02003	bthu:YBT1518_12865
ko:K02004	bthu:YBT1518_12870
ko:K02033	bthu:YBT1518_12880
ko:K02034	bthu:YBT1518_12885
ko:K00158	bthu:YBT1518_12890
ko:K07238	bthu:YBT1518_12895
ko:K09936	bthu:YBT1518_12930
ko:K09936	bthu:YBT1518_12940
ko:K06994	bthu:YBT1518_12970
ko:K03825	bthu:YBT1518_12995
ko:K00231	bthu:YBT1518_13020
ko:K03704	bthu:YBT1518_13040
ko:K07052	bthu:YBT1518_13045
ko:K00133	bthu:YBT1518_13065
ko:K09702	bthu:YBT1518_13105
ko:K01759	bthu:YBT1518_17375
ko:K03837	bthu:YBT1518_17450
ko:K07680	bthu:YBT1518_05330
ko:K07691	bthu:YBT1518_05335
ko:K01652	bthu:YBT1518_05380
ko:K01575	bthu:YBT1518_05385
ko:K03652	bthu:YBT1518_05400
ko:K03321	bthu:YBT1518_05440
ko:K01448	bthu:YBT1518_05490
ko:K02035	bthu:YBT1518_05540
ko:K02033	bthu:YBT1518_05545
ko:K02034	bthu:YBT1518_05550
ko:K03469	bthu:YBT1518_09285
ko:K03469	bthu:YBT1518_09300
ko:K03704	bthu:YBT1518_09315
ko:K09190	bthu:YBT1518_09320
ko:K14393	bthu:YBT1518_09345
ko:K03088	bthu:YBT1518_09400
ko:K06147	bthu:YBT1518_13115
ko:K03088	bthu:YBT1518_13280
ko:K02760	bthu:YBT1518_13310
ko:K02761	bthu:YBT1518_13315
ko:K09001	bthu:YBT1518_13325
ko:K01754	bthu:YBT1518_13345
ko:K14338	bthu:YBT1518_17610
ko:K02003	bthu:YBT1518_17685
ko:K02004	bthu:YBT1518_17690
ko:K00058	bthu:YBT1518_17750
ko:K00831	bthu:YBT1518_17755
ko:K01434	bthu:YBT1518_17780
ko:K07282	bthu:YBT1518_17820
ko:K07396	bthu:YBT1518_05600
ko:K11637	bthu:YBT1518_05645
ko:K07090	bthu:YBT1518_05725
ko:K03790	bthu:YBT1518_05775
ko:K06889	bthu:YBT1518_05800
ko:K03666	bthu:YBT1518_09445
ko:K07023	bthu:YBT1518_09450
ko:K02556	bthu:YBT1518_09455
ko:K02557	bthu:YBT1518_09460
ko:K03413	bthu:YBT1518_09465
ko:K03407	bthu:YBT1518_09470
ko:K02417	bthu:YBT1518_09475
ko:K00575	bthu:YBT1518_09490
ko:K09770	bthu:YBT1518_09500
ko:K02397	bthu:YBT1518_09520
ko:K02407	bthu:YBT1518_09525
ko:K02422	bthu:YBT1518_09530
ko:K02387	bthu:YBT1518_09540
ko:K02388	bthu:YBT1518_09545
ko:K02408	bthu:YBT1518_09550
ko:K02409	bthu:YBT1518_09555
ko:K02410	bthu:YBT1518_09560
ko:K02411	bthu:YBT1518_09565
ko:K02412	bthu:YBT1518_09570
ko:K02389	bthu:YBT1518_09585
ko:K02390	bthu:YBT1518_09590
ko:K02406	bthu:YBT1518_09620
ko:K02406	bthu:YBT1518_09625
ko:K02417	bthu:YBT1518_09635
ko:K02416	bthu:YBT1518_09640
ko:K02417	bthu:YBT1518_09650
ko:K02419	bthu:YBT1518_09660
ko:K02420	bthu:YBT1518_09665
ko:K02421	bthu:YBT1518_09670
ko:K02401	bthu:YBT1518_09675
ko:K02400	bthu:YBT1518_09680
ko:K02404	bthu:YBT1518_09685
ko:K02392	bthu:YBT1518_09690
ko:K05592	bthu:YBT1518_13375
ko:K01834	bthu:YBT1518_13450
ko:K01270	bthu:YBT1518_13475
ko:K07090	bthu:YBT1518_13520
ko:K07258	bthu:YBT1518_13530
ko:K06133	bthu:YBT1518_13565
ko:K11626	bthu:YBT1518_13580
ko:K01425	bthu:YBT1518_13590
ko:K07717	bthu:YBT1518_13595
ko:K06310	bthu:YBT1518_13610
ko:K06311	bthu:YBT1518_13630
ko:K06312	bthu:YBT1518_13635
ko:K01992	bthu:YBT1518_17860
ko:K01990	bthu:YBT1518_17865
ko:K02106	bthu:YBT1518_17885
ko:K00355	bthu:YBT1518_17890
ko:K16927	bthu:YBT1518_17915
ko:K16786	bthu:YBT1518_17920
ko:K16787	bthu:YBT1518_17920
ko:K16785	bthu:YBT1518_17925
ko:K02553	bthu:YBT1518_17940
ko:K06889	bthu:YBT1518_17960
ko:K03976	bthu:YBT1518_17980
ko:K01892	bthu:YBT1518_17985
ko:K00873	bthu:YBT1518_18015
ko:K00059	bthu:YBT1518_18035
ko:K01992	bthu:YBT1518_18040
ko:K01990	bthu:YBT1518_18045
ko:K01560	bthu:YBT1518_18075
ko:K01104	bthu:YBT1518_18080
ko:K17103	bthu:YBT1518_05850
ko:K04757	bthu:YBT1518_06040
ko:K03090	bthu:YBT1518_06045
ko:K03594	bthu:YBT1518_06050
ko:K00575	bthu:YBT1518_06060
ko:K03407	bthu:YBT1518_06065
ko:K00694	bthu:YBT1518_09735
ko:K06425	bthu:YBT1518_09740
ko:K02010	bthu:YBT1518_09765
ko:K02012	bthu:YBT1518_09770
ko:K02011	bthu:YBT1518_09775
ko:K01834	bthu:YBT1518_09810
ko:K01953	bthu:YBT1518_09840
ko:K03088	bthu:YBT1518_09845
ko:K16264	bthu:YBT1518_09860
ko:K03315	bthu:YBT1518_09910
ko:K01679	bthu:YBT1518_09925
ko:K05995	bthu:YBT1518_09950
ko:K00286	bthu:YBT1518_13640
ko:K03294	bthu:YBT1518_13645
ko:K11035	bthu:YBT1518_13690
ko:K11035	bthu:YBT1518_13695
ko:K02491	bthu:YBT1518_13700
ko:K07001	bthu:YBT1518_13770
ko:K01752	bthu:YBT1518_13780
ko:K01752	bthu:YBT1518_13785
ko:K03837	bthu:YBT1518_13790
ko:K03406	bthu:YBT1518_13800
ko:K01387	bthu:YBT1518_13825
ko:K00657	bthu:YBT1518_13830
ko:K03704	bthu:YBT1518_13860
ko:K03921	bthu:YBT1518_13875
ko:K07736	bthu:YBT1518_13885
ko:K01759	bthu:YBT1518_18105
ko:K00661	bthu:YBT1518_18135
ko:K01867	bthu:YBT1518_18140
ko:K00099	bthu:YBT1518_18145
ko:K02116	bthu:YBT1518_18205
ko:K00978	bthu:YBT1518_18225
ko:K01709	bthu:YBT1518_18230
ko:K09984	bthu:YBT1518_18270
ko:K07404	bthu:YBT1518_18275
ko:K00851	bthu:YBT1518_18280
ko:K00616	bthu:YBT1518_18290
ko:K00033	bthu:YBT1518_18295
ko:K00615	bthu:YBT1518_18300
ko:K00036	bthu:YBT1518_18305
ko:K00059	bthu:YBT1518_18335
ko:K03406	bthu:YBT1518_18350
ko:K01442	bthu:YBT1518_06110
ko:K03698	bthu:YBT1518_06135
ko:K15975	bthu:YBT1518_06150
ko:K15975	bthu:YBT1518_06155
ko:K01569	bthu:YBT1518_06195
ko:K02443	bthu:YBT1518_06205
ko:K02440	bthu:YBT1518_06210
ko:K00864	bthu:YBT1518_06215
ko:K00111	bthu:YBT1518_06220
ko:K03088	bthu:YBT1518_06230
ko:K03657	bthu:YBT1518_06255
ko:K07533	bthu:YBT1518_06265
ko:K09682	bthu:YBT1518_06280
ko:K02503	bthu:YBT1518_06290
ko:K01990	bthu:YBT1518_06295
ko:K01992	bthu:YBT1518_06300
ko:K06196	bthu:YBT1518_09970
ko:K01753	bthu:YBT1518_10005
ko:K01992	bthu:YBT1518_10050
ko:K06131	bthu:YBT1518_10060
ko:K09903	bthu:YBT1518_10065
ko:K11102	bthu:YBT1518_10070
ko:K01744	bthu:YBT1518_10075
ko:K00027	bthu:YBT1518_10085
ko:K07717	bthu:YBT1518_10090
ko:K07719	bthu:YBT1518_10095
ko:K01914	bthu:YBT1518_10120
ko:K00928	bthu:YBT1518_10135
ko:K00648	bthu:YBT1518_10180
ko:K03665	bthu:YBT1518_10195
ko:K08223	bthu:YBT1518_10200
ko:K03088	bthu:YBT1518_13945
ko:K07098	bthu:YBT1518_13970
ko:K01992	bthu:YBT1518_13985
ko:K01961	bthu:YBT1518_14010
ko:K02160	bthu:YBT1518_14015
ko:K01640	bthu:YBT1518_14020
ko:K01895	bthu:YBT1518_14035
ko:K01243	bthu:YBT1518_14105
ko:K05967	bthu:YBT1518_18365
ko:K11752	bthu:YBT1518_18370
ko:K01497	bthu:YBT1518_18375
ko:K07078	bthu:YBT1518_18385
ko:K08987	bthu:YBT1518_18415
ko:K06193	bthu:YBT1518_18425
ko:K03321	bthu:YBT1518_18430
ko:K03837	bthu:YBT1518_18450
ko:K16509	bthu:YBT1518_18480
ko:K00574	bthu:YBT1518_18500
ko:K00064	bthu:YBT1518_18515
ko:K09167	bthu:YBT1518_06380
ko:K08981	bthu:YBT1518_06385
ko:K09167	bthu:YBT1518_06450
ko:K08981	bthu:YBT1518_06455
ko:K01599	bthu:YBT1518_06470
ko:K01772	bthu:YBT1518_06475
ko:K00231	bthu:YBT1518_06480
ko:K07004	bthu:YBT1518_06490
ko:K01421	bthu:YBT1518_06525
ko:K03800	bthu:YBT1518_06565
ko:K01897	bthu:YBT1518_06580
ko:K02048	bthu:YBT1518_06590
ko:K02046	bthu:YBT1518_06595
ko:K02047	bthu:YBT1518_06600
ko:K02045	bthu:YBT1518_06605
ko:K11032	bthu:YBT1518_06610
ko:K07098	bthu:YBT1518_06615
ko:K06885	bthu:YBT1518_06620
ko:K03088	bthu:YBT1518_06630
ko:K01738	bthu:YBT1518_10205
ko:K03308	bthu:YBT1518_10225
ko:K07304	bthu:YBT1518_10265
ko:K00826	bthu:YBT1518_10275
ko:K01652	bthu:YBT1518_10280
ko:K01653	bthu:YBT1518_10285
ko:K00053	bthu:YBT1518_10290
ko:K01687	bthu:YBT1518_10295
ko:K01754	bthu:YBT1518_10300
ko:K07282	bthu:YBT1518_10310
ko:K07150	bthu:YBT1518_10315
ko:K01243	bthu:YBT1518_10340
ko:K12960	bthu:YBT1518_10365
ko:K15580	bthu:YBT1518_10395
ko:K03322	bthu:YBT1518_10465
ko:K07146	bthu:YBT1518_10470
ko:K08602	bthu:YBT1518_14210
ko:K00483	bthu:YBT1518_14245
ko:K04566	bthu:YBT1518_14290
ko:K01449	bthu:YBT1518_14295
ko:K01426	bthu:YBT1518_14300
ko:K11635	bthu:YBT1518_14355
ko:K11636	bthu:YBT1518_14360
ko:K00003	bthu:YBT1518_14385
ko:K01921	bthu:YBT1518_14395
ko:K03707	bthu:YBT1518_14400
ko:K03093	bthu:YBT1518_18610
ko:K01992	bthu:YBT1518_18655
ko:K01990	bthu:YBT1518_18660
ko:K05601	bthu:YBT1518_18680
ko:K07273	bthu:YBT1518_18695
ko:K09936	bthu:YBT1518_18745
ko:K02016	bthu:YBT1518_18835
ko:K02015	bthu:YBT1518_18840
ko:K02015	bthu:YBT1518_18845
ko:K13653	bthu:YBT1518_06635
ko:K07052	bthu:YBT1518_06655
ko:K03406	bthu:YBT1518_06680
ko:K01638	bthu:YBT1518_06695
ko:K01637	bthu:YBT1518_06700
ko:K03704	bthu:YBT1518_06715
ko:K02250	bthu:YBT1518_06735
ko:K03100	bthu:YBT1518_06745
ko:K16899	bthu:YBT1518_06750
ko:K16898	bthu:YBT1518_06755
ko:K06304	bthu:YBT1518_06765
ko:K06303	bthu:YBT1518_06770
ko:K06302	bthu:YBT1518_06775
ko:K06301	bthu:YBT1518_06780
ko:K06300	bthu:YBT1518_06785
ko:K06299	bthu:YBT1518_06790
ko:K00819	bthu:YBT1518_06805
ko:K01953	bthu:YBT1518_06820
ko:K01772	bthu:YBT1518_06825
ko:K03781	bthu:YBT1518_06830
ko:K03320	bthu:YBT1518_06835
ko:K09767	bthu:YBT1518_06850
ko:K00243	bthu:YBT1518_06855
ko:K07533	bthu:YBT1518_06860
ko:K00077	bthu:YBT1518_10480
ko:K11033	bthu:YBT1518_10495
ko:K11034	bthu:YBT1518_10500
ko:K11034	bthu:YBT1518_10505
ko:K07052	bthu:YBT1518_10545
ko:K05346	bthu:YBT1518_10555
ko:K01619	bthu:YBT1518_10560
ko:K11535	bthu:YBT1518_10565
ko:K00756	bthu:YBT1518_10570
ko:K01489	bthu:YBT1518_10575
ko:K01262	bthu:YBT1518_10620
ko:K01118	bthu:YBT1518_10655
ko:K03311	bthu:YBT1518_10660
ko:K05606	bthu:YBT1518_10665
ko:K14166	bthu:YBT1518_10670
ko:K01426	bthu:YBT1518_10710
ko:K00016	bthu:YBT1518_10720
ko:K00274	bthu:YBT1518_10725
ko:K03100	bthu:YBT1518_14525
ko:K01779	bthu:YBT1518_14535
ko:K16924	bthu:YBT1518_14540
ko:K16786	bthu:YBT1518_14545
ko:K16787	bthu:YBT1518_14545
ko:K16785	bthu:YBT1518_14550
ko:K07697	bthu:YBT1518_14560
ko:K13955	bthu:YBT1518_14675
ko:K03695	bthu:YBT1518_06895
ko:K02254	bthu:YBT1518_06915
ko:K00648	bthu:YBT1518_06925
ko:K09458	bthu:YBT1518_06930
ko:K01867	bthu:YBT1518_06945
ko:K02035	bthu:YBT1518_06955
ko:K15581	bthu:YBT1518_06960
ko:K15582	bthu:YBT1518_06965
ko:K15583	bthu:YBT1518_06970
ko:K10823	bthu:YBT1518_06975
ko:K02035	bthu:YBT1518_06985
ko:K16509	bthu:YBT1518_06990
ko:K16511	bthu:YBT1518_07000
ko:K06131	bthu:YBT1518_07005
ko:K08602	bthu:YBT1518_07015
ko:K06886	bthu:YBT1518_07025
ko:K07816	bthu:YBT1518_07040
ko:K00858	bthu:YBT1518_07045
ko:K06180	bthu:YBT1518_07050
ko:K00973	bthu:YBT1518_07120
ko:K01790	bthu:YBT1518_07125
ko:K00067	bthu:YBT1518_07135
ko:K00208	bthu:YBT1518_07140
ko:K01999	bthu:YBT1518_10735
ko:K01995	bthu:YBT1518_10740
ko:K01996	bthu:YBT1518_10745
ko:K01997	bthu:YBT1518_10750
ko:K01998	bthu:YBT1518_10755
ko:K01607	bthu:YBT1518_10780
ko:K00425	bthu:YBT1518_10800
ko:K00426	bthu:YBT1518_10805
ko:K16013	bthu:YBT1518_10810
ko:K16012	bthu:YBT1518_10815
ko:K07078	bthu:YBT1518_10870
ko:K00059	bthu:YBT1518_10915
ko:K07006	bthu:YBT1518_10945
ko:K00003	bthu:YBT1518_10955
ko:K01733	bthu:YBT1518_10960
ko:K00872	bthu:YBT1518_10965
ko:K01126	bthu:YBT1518_14760
ko:K00657	bthu:YBT1518_14805
ko:K08177	bthu:YBT1518_14835
ko:K02338	bthu:YBT1518_14850
ko:K06153	bthu:YBT1518_14940
ko:K08310	bthu:YBT1518_14985
ko:K00285	bthu:YBT1518_14990
ko:K00675	bthu:YBT1518_15000
ko:K03657	bthu:YBT1518_07175
ko:K11928	bthu:YBT1518_07215
ko:K01657	bthu:YBT1518_07225
ko:K01658	bthu:YBT1518_07230
ko:K00766	bthu:YBT1518_07235
ko:K01609	bthu:YBT1518_07240
ko:K01817	bthu:YBT1518_07245
ko:K01696	bthu:YBT1518_07250
ko:K01695	bthu:YBT1518_07255
ko:K03303	bthu:YBT1518_07265
ko:K09136	bthu:YBT1518_07315
ko:K00658	bthu:YBT1518_07325
ko:K00164	bthu:YBT1518_07330
ko:K07729	bthu:YBT1518_07335
ko:K07507	bthu:YBT1518_11010
ko:K00666	bthu:YBT1518_11030
ko:K15652	bthu:YBT1518_11045
ko:K08221	bthu:YBT1518_11055
ko:K06895	bthu:YBT1518_11060
ko:K07001	bthu:YBT1518_11075
ko:K01916	bthu:YBT1518_11110
ko:K11636	bthu:YBT1518_11115
ko:K13275	bthu:YBT1518_11125
ko:K06949	bthu:YBT1518_11160
ko:K03406	bthu:YBT1518_11165
ko:K04047	bthu:YBT1518_11190
ko:K00274	bthu:YBT1518_11220
ko:K00657	bthu:YBT1518_11240
ko:K09815	bthu:YBT1518_11245
ko:K00567	bthu:YBT1518_11265
ko:K07025	bthu:YBT1518_15015
ko:K09984	bthu:YBT1518_15040
ko:K02003	bthu:YBT1518_15060
ko:K02004	bthu:YBT1518_15065
ko:K01119	bthu:YBT1518_15090
ko:K03076	bthu:YBT1518_15105
ko:K06313	bthu:YBT1518_15175
ko:K01449	bthu:YBT1518_15180
ko:K00453	bthu:YBT1518_15200
ko:K07130	bthu:YBT1518_15205
ko:K01556	bthu:YBT1518_15210
ko:K13280	bthu:YBT1518_07405
ko:K09607	bthu:YBT1518_07435
ko:K11072	bthu:YBT1518_07445
ko:K11071	bthu:YBT1518_07450
ko:K11070	bthu:YBT1518_07455
ko:K11069	bthu:YBT1518_07460
ko:K06994	bthu:YBT1518_07470
ko:K06180	bthu:YBT1518_07480
ko:K11473	bthu:YBT1518_07495
ko:K02647	bthu:YBT1518_07505
ko:K00782	bthu:YBT1518_07540
ko:K02236	bthu:YBT1518_07545
ko:K02598	bthu:YBT1518_07555
ko:K06421	bthu:YBT1518_07570
ko:K00023	bthu:YBT1518_07595
ko:K03821	bthu:YBT1518_07600
ko:K02012	bthu:YBT1518_07625
ko:K02010	bthu:YBT1518_07630
ko:K02011	bthu:YBT1518_07635
ko:K05306	bthu:YBT1518_07640
ko:K15580	bthu:YBT1518_11275
ko:K11210	bthu:YBT1518_11280
ko:K06330	bthu:YBT1518_11295
ko:K03284	bthu:YBT1518_11315
ko:K07089	bthu:YBT1518_11320
ko:K08986	bthu:YBT1518_11325
ko:K06131	bthu:YBT1518_11340
ko:K09793	bthu:YBT1518_11360
ko:K03311	bthu:YBT1518_11390
ko:K06878	bthu:YBT1518_11395
ko:K06385	bthu:YBT1518_11415
ko:K01426	bthu:YBT1518_11435
ko:K06385	bthu:YBT1518_11455
ko:K01834	bthu:YBT1518_11465
ko:K01775	bthu:YBT1518_11490
ko:K00375	bthu:YBT1518_11520
ko:K00382	bthu:YBT1518_15300
ko:K00627	bthu:YBT1518_15305
ko:K02001	bthu:YBT1518_15360
ko:K02000	bthu:YBT1518_15365
ko:K02002	bthu:YBT1518_15370
ko:K01358	bthu:YBT1518_15375
ko:K03088	bthu:YBT1518_15380
ko:K01807	bthu:YBT1518_15390
ko:K03823	bthu:YBT1518_15480
ko:K03657	bthu:YBT1518_15510
ko:K03430	bthu:YBT1518_07645
ko:K09798	bthu:YBT1518_07680
ko:K13532	bthu:YBT1518_07690
ko:K15973	bthu:YBT1518_07695
ko:K07697	bthu:YBT1518_07715
ko:K06920	bthu:YBT1518_07730
ko:K01737	bthu:YBT1518_07735
ko:K10026	bthu:YBT1518_07740
ko:K09457	bthu:YBT1518_07745
ko:K03647	bthu:YBT1518_07780
ko:K01990	bthu:YBT1518_07800
ko:K07052	bthu:YBT1518_07820
ko:K01297	bthu:YBT1518_07860
ko:K00459	bthu:YBT1518_07865
ko:K03740	bthu:YBT1518_07870
ko:K14188	bthu:YBT1518_07875
ko:K03739	bthu:YBT1518_07880
ko:K03367	bthu:YBT1518_07885
ko:K03839	bthu:YBT1518_07905
ko:K06976	bthu:YBT1518_11600
ko:K00943	bthu:YBT1518_00125
ko:K01875	bthu:YBT1518_00060
ko:K08681	bthu:YBT1518_00055
ko:K15518	bthu:YBT1518_00075
ko:K02341	bthu:YBT1518_00130
ko:K11991	bthu:YBT1518_00085
ko:K09747	bthu:YBT1518_00095
ko:K03704	bthu:YBT1518_19420
ko:K06317	bthu:YBT1518_00110
ko:K00014	bthu:YBT1518_32355
ko:K01938	bthu:YBT1518_11635
ko:K01759	bthu:YBT1518_11655
ko:K03088	bthu:YBT1518_11670
ko:K00432	bthu:YBT1518_11695
ko:K03924	bthu:YBT1518_11710
ko:K00370	bthu:YBT1518_11715
ko:K00371	bthu:YBT1518_11720
ko:K00373	bthu:YBT1518_11725
ko:K00374	bthu:YBT1518_11730
ko:K03639	bthu:YBT1518_11740
ko:K03750	bthu:YBT1518_11750
ko:K03635	bthu:YBT1518_11755
ko:K03636	bthu:YBT1518_11760
ko:K02575	bthu:YBT1518_11765
ko:K07088	bthu:YBT1518_11770
ko:K02304	bthu:YBT1518_11780
ko:K03654	bthu:YBT1518_15530
ko:K01448	bthu:YBT1518_15560
ko:K15986	bthu:YBT1518_15580
ko:K03310	bthu:YBT1518_15610
ko:K01714	bthu:YBT1518_15620
