ko:K02495	eld:i02_4409
ko:K00930	eld:i02_4509
ko:K01755	eld:i02_4510
ko:K04761	eld:i02_4513
ko:K00322	eld:i02_4514
ko:K01776	eld:i02_4521
ko:K00075	eld:i02_4523
ko:K03524	eld:i02_4524
ko:K02358	eld:i02_4527
ko:K03073	eld:i02_4528
ko:K02601	eld:i02_4529
ko:K02867	eld:i02_4530
ko:K02863	eld:i02_4531
ko:K02864	eld:i02_4532
ko:K02935	eld:i02_4533
ko:K03043	eld:i02_4534
ko:K03046	eld:i02_4535
ko:K03150	eld:i02_4536
ko:K03149	eld:i02_4537
ko:K03154	eld:i02_4538
ko:K00788	eld:i02_4540
ko:K03147	eld:i02_4541
ko:K07740	eld:i02_4542
ko:K02034	eld:i02_4663
ko:K15550	eld:i02_4668
ko:K15547	eld:i02_4669
ko:K15549	eld:i02_4670
ko:K00881	eld:i02_4673
ko:K10549	eld:i02_4677
ko:K01808	eld:i02_4679
ko:K06167	eld:i02_4681
ko:K09994	eld:i02_4682
ko:K05774	eld:i02_4683
ko:K06162	eld:i02_4684
ko:K05780	eld:i02_4685
ko:K05781	eld:i02_4686
ko:K06163	eld:i02_4687
ko:K06164	eld:i02_4689
ko:K06165	eld:i02_4690
ko:K06166	eld:i02_4691
ko:K02043	eld:i02_4692
ko:K02042	eld:i02_4693
ko:K02044	eld:i02_4694
ko:K02041	eld:i02_4695
ko:K06193	eld:i02_4698
ko:K03762	eld:i02_4701
ko:K07643	eld:i02_4702
ko:K03760	eld:i02_4704
ko:K03759	eld:i02_4705
ko:K03755	eld:i02_4706
ko:K01584	eld:i02_4707
ko:K07406	eld:i02_4709
ko:K08984	eld:i02_4711
ko:K01676	eld:i02_4712
ko:K07703	eld:i02_4715
ko:K12687	eld:i02_4885a
ko:K07001	eld:i02_4885d
ko:K07357	eld:i02_4909
ko:K07345	eld:i02_4911
ko:K07351	eld:i02_4912
ko:K07347	eld:i02_4914
ko:K07348	eld:i02_4915
ko:K07349	eld:i02_4916
ko:K07350	eld:i02_4917
ko:K01686	eld:i02_4919
ko:K01305	eld:i02_4925
ko:K07559	eld:i02_4929
ko:K03427	eld:i02_4941
ko:K14744	eld:i02_1398
ko:K13979	eld:i02_0431
ko:K03329	eld:i02_0432
ko:K02688	eld:i02_0434
ko:K01720	eld:i02_0437
ko:K01908	eld:i02_0438
ko:K10974	eld:i02_0439
ko:K02532	eld:i02_0442
ko:K09912	eld:i02_0445
ko:K01070	eld:i02_0446
ko:K15551	eld:i02_0454
ko:K15552	eld:i02_0457
ko:K03119	eld:i02_0458
ko:K01698	eld:i02_0459
ko:K01921	eld:i02_0469
ko:K00286	eld:i02_0475
ko:K09768	eld:i02_0476
ko:K00891	eld:i02_0477
ko:K14591	eld:i02_0480
ko:K09913	eld:i02_0481
ko:K03554	eld:i02_0484
ko:K00847	eld:i02_0485
ko:K03547	eld:i02_0488
ko:K07636	eld:i02_0491
ko:K07637	eld:i02_1351
ko:K01756	eld:i02_1353
ko:K07153	eld:i02_1354
ko:K00566	eld:i02_1355
ko:K12152	eld:i02_1356
ko:K06181	eld:i02_1357
ko:K00031	eld:i02_1359
ko:K00645	eld:i02_2273
ko:K00074	eld:i02_2276
ko:K06133	eld:i02_2280
ko:K00768	eld:i02_2287
ko:K02233	eld:i02_2288
ko:K02231	eld:i02_2289
ko:K09936	eld:i02_2302
ko:K07001	eld:i02_2326
ko:K06901	eld:i02_3181
ko:K04567	eld:i02_3187
ko:K02836	eld:i02_3189
ko:K07462	eld:i02_3192
ko:K03981	eld:i02_3193
ko:K03840	eld:i02_3195
ko:K09159	eld:i02_3197
ko:K06980	eld:i02_3199
ko:K11068	eld:i02_3200
ko:K09900	eld:i02_3201
ko:K01223	eld:i02_3202
ko:K00281	eld:i02_3203
ko:K02437	eld:i02_3204
ko:K00605	eld:i02_3205
ko:K03185	eld:i02_3209
ko:K09895	eld:i02_3211
ko:K09888	eld:i02_3212
ko:K01807	eld:i02_3215
ko:K05596	eld:i02_3218
ko:K09807	eld:i02_3221
ko:K06895	eld:i02_3222
ko:K01624	eld:i02_3224
ko:K00927	eld:i02_3225
ko:K03472	eld:i02_3226
ko:K15633	eld:i02_4101
ko:K09798	eld:i02_4103
ko:K00060	eld:i02_4105
ko:K03274	eld:i02_4107
ko:K02841	eld:i02_4109
ko:K02847	eld:i02_4110
ko:K02850	eld:i02_4113
ko:K02848	eld:i02_4116
ko:K02844	eld:i02_4117
ko:K07443	eld:i02_0550
ko:K03577	eld:i02_0559
ko:K05802	eld:i02_0560
ko:K09790	eld:i02_0563
ko:K00759	eld:i02_0564
ko:K02343	eld:i02_0565
ko:K09747	eld:i02_0566
ko:K06187	eld:i02_0567
ko:K04079	eld:i02_0568
ko:K01772	eld:i02_0570
ko:K00892	eld:i02_0572
ko:K08223	eld:i02_0574
ko:K09973	eld:i02_0577
ko:K01425	eld:i02_0581
ko:K07340	eld:i02_0585
ko:K02068	eld:i02_0587
ko:K02069	eld:i02_0588
ko:K05838	eld:i02_0589
ko:K10804	eld:i02_0591
ko:K02003	eld:i02_0592
ko:K06917	eld:i02_0594
ko:K10972	eld:i02_0595
ko:K01483	eld:i02_0596
ko:K10973	eld:i02_0597
ko:K01608	eld:i02_0598
ko:K10975	eld:i02_0601
ko:K00865	eld:i02_0604
ko:K14977	eld:i02_0605
ko:K02083	eld:i02_0606
ko:K00285	eld:i02_1469
ko:K01775	eld:i02_1470
ko:K08308	eld:i02_1473
ko:K03813	eld:i02_1477
ko:K02013	eld:i02_1479
ko:K02015	eld:i02_1480
ko:K02016	eld:i02_1481
ko:K01194	eld:i02_1483
ko:K05881	eld:i02_1486
ko:K05879	eld:i02_1487
ko:K05878	eld:i02_1488
ko:K05880	eld:i02_1489
ko:K06942	eld:i02_1491
ko:K01056	eld:i02_1492
ko:K03321	eld:i02_1494
ko:K00948	eld:i02_1495
ko:K00919	eld:i02_1496
ko:K02494	eld:i02_1497
ko:K02492	eld:i02_1498
ko:K02835	eld:i02_1499
ko:K02493	eld:i02_1500
ko:K01627	eld:i02_1503
ko:K07300	eld:i02_1506
ko:K07673	eld:i02_1512
ko:K02575	eld:i02_1514
ko:K00370	eld:i02_1515
ko:K00371	eld:i02_1516
ko:K00373	eld:i02_1517
ko:K00648	eld:i02_1519
ko:K07289	eld:i02_2389
ko:K01494	eld:i02_2390
ko:K00876	eld:i02_2391
ko:K02527	eld:i02_4119
ko:K00954	eld:i02_4120
ko:K02913	eld:i02_4122
ko:K02902	eld:i02_4123
ko:K03630	eld:i02_4124
ko:K13038	eld:i02_4125
ko:K05501	eld:i02_4127
ko:K00762	eld:i02_4128
ko:K00989	eld:i02_4129
ko:K01972	eld:i02_4133
ko:K00942	eld:i02_4135
ko:K03060	eld:i02_4136
ko:K00556	eld:i02_4138
ko:K03655	eld:i02_4139
ko:K03312	eld:i02_4140
ko:K09988	eld:i02_4143
ko:K00847	eld:i02_4144
ko:K01624	eld:i02_4145
ko:K01624	eld:i02_4146
ko:K01811	eld:i02_4152
ko:K01247	eld:i02_2393
ko:K04046	eld:i02_2394
ko:K07799	eld:i02_2399
ko:K07788	eld:i02_2400
ko:K07789	eld:i02_2401
ko:K07642	eld:i02_2403
ko:K07664	eld:i02_2404
ko:K09946	eld:i02_2405
ko:K08303	eld:i02_2411
ko:K02774	eld:i02_2419
ko:K02773	eld:i02_2420
ko:K00941	eld:i02_2430
ko:K00878	eld:i02_2431
ko:K01874	eld:i02_2441
ko:K03897	eld:i02_3317
ko:K00885	eld:i02_3333
ko:K06946	eld:i02_3350
ko:K12687	eld:i02_3351
ko:K02470	eld:i02_4214
ko:K03629	eld:i02_4215
ko:K02338	eld:i02_4216
ko:K02313	eld:i02_4217
ko:K02914	eld:i02_4219
ko:K03536	eld:i02_4220
ko:K03217	eld:i02_4221
ko:K03650	eld:i02_4222
ko:K01667	eld:i02_4224
ko:K03836	eld:i02_4225
ko:K08163	eld:i02_4226
ko:K06901	eld:i02_4230
ko:K10124	eld:i02_4235
ko:K01223	eld:i02_4236
ko:K02039	eld:i02_4241
ko:K02036	eld:i02_4242
ko:K02038	eld:i02_4243
ko:K02037	eld:i02_4244
ko:K02040	eld:i02_4245
ko:K00820	eld:i02_4246
ko:K04042	eld:i02_4247
ko:K02114	eld:i02_4249
ko:K02112	eld:i02_4250
ko:K02115	eld:i02_4251
ko:K02111	eld:i02_4252
ko:K02113	eld:i02_4253
ko:K02109	eld:i02_4255
ko:K02110	eld:i02_4256
ko:K02108	eld:i02_4257
ko:K03501	eld:i02_4259
ko:K03495	eld:i02_4260
ko:K06205	eld:i02_4261
ko:K01914	eld:i02_4263
ko:K03924	eld:i02_4265
ko:K03549	eld:i02_4266
ko:K06726	eld:i02_4267
ko:K10441	eld:i02_4268
ko:K11534	eld:i02_0318
ko:K02429	eld:i02_0320
ko:K15125	eld:i02_0331
ko:K12543	eld:i02_0339
ko:K12541	eld:i02_0340
ko:K12542	eld:i02_0341
ko:K03271	eld:i02_0352
ko:K02400	eld:i02_0356
ko:K02557	eld:i02_0357
ko:K02346	eld:i02_0358
ko:K02839	eld:i02_0361
ko:K11750	eld:i02_0365
ko:K11926	eld:i02_0366
ko:K00931	eld:i02_0368
ko:K00147	eld:i02_0369
ko:K02396	eld:i02_1235
ko:K02397	eld:i02_1236
ko:K08300	eld:i02_1237
ko:K07040	eld:i02_1242
ko:K02911	eld:i02_1243
ko:K03621	eld:i02_1244
ko:K00648	eld:i02_1245
ko:K00645	eld:i02_1246
ko:K02078	eld:i02_1248
ko:K09458	eld:i02_1249
ko:K07082	eld:i02_1251
ko:K00943	eld:i02_1252
ko:K02341	eld:i02_1253
ko:K03424	eld:i02_1254
ko:K07337	eld:i02_1260
ko:K07251	eld:i02_1261
ko:K01207	eld:i02_1262
ko:K07000	eld:i02_1263
ko:K03885	eld:i02_1264
ko:K12151	eld:i02_1267
ko:K03723	eld:i02_1269
ko:K09808	eld:i02_1272
ko:K09808	eld:i02_1274
ko:K12410	eld:i02_1276
ko:K02406	eld:i02_2154
ko:K02407	eld:i02_2155
ko:K02422	eld:i02_2156
ko:K02423	eld:i02_2157
ko:K07112	eld:i02_2160
ko:K02408	eld:i02_2168
ko:K02409	eld:i02_2169
ko:K02410	eld:i02_2170
ko:K02411	eld:i02_2172
ko:K02412	eld:i02_2173
ko:K02413	eld:i02_2174
ko:K02415	eld:i02_2176
ko:K02416	eld:i02_2177
ko:K02417	eld:i02_2178
ko:K02418	eld:i02_2179
ko:K02419	eld:i02_2180
ko:K02420	eld:i02_2181
ko:K02421	eld:i02_2182
ko:K07781	eld:i02_2183
ko:K07026	eld:i02_2186
ko:K09781	eld:i02_2190
ko:K07458	eld:i02_2192
ko:K06950	eld:i02_2194
ko:K05523	eld:i02_2198
ko:K07127	eld:i02_2201
ko:K06872	eld:i02_3065
ko:K06872	eld:i02_3067
ko:K06872	eld:i02_3068
ko:K01689	eld:i02_3069
ko:K01937	eld:i02_3070
ko:K03215	eld:i02_3073
ko:K07678	eld:i02_3074
ko:K01706	eld:i02_3076
ko:K13918	eld:i02_3077
ko:K06175	eld:i02_3082
ko:K15723	eld:i02_3084
ko:K06879	eld:i02_3085
ko:K06966	eld:i02_3086
ko:K03837	eld:i02_3088
ko:K01752	eld:i02_3089
ko:K01146	eld:i02_3090
ko:K00048	eld:i02_3091
ko:K01628	eld:i02_3092
ko:K02429	eld:i02_3094
ko:K01818	eld:i02_3095
ko:K02431	eld:i02_3097
ko:K02430	eld:i02_3098
ko:K06968	eld:i02_3099
ko:K01766	eld:i02_3103
ko:K02426	eld:i02_3104
ko:K08304	eld:i02_3106
ko:K11901	eld:i02_3107
ko:K11900	eld:i02_3108
ko:K11893	eld:i02_3109
ko:K11892	eld:i02_3110
ko:K11903	eld:i02_3112
ko:K11907	eld:i02_3113
ko:K11891	eld:i02_3119
ko:K11910	eld:i02_3120
ko:K11896	eld:i02_3121
ko:K11895	eld:i02_3122
ko:K11906	eld:i02_3123
ko:K02015	eld:i02_3985
ko:K02013	eld:i02_3986
ko:K07507	eld:i02_3987
ko:K00428	eld:i02_3998
ko:K01194	eld:i02_3999
ko:K07058	eld:i02_4003
ko:K07290	eld:i02_4005
ko:K00874	eld:i02_4007
ko:K11103	eld:i02_4009
ko:K00694	eld:i02_4014
ko:K12372	eld:i02_4026
ko:K12371	eld:i02_4027
ko:K12370	eld:i02_4028
ko:K12369	eld:i02_4029
ko:K12368	eld:i02_4030
ko:K12975	eld:i02_4032
ko:K08177	eld:i02_4033
ko:K01246	eld:i02_4035
ko:K03826	eld:i02_4036
ko:K01778	eld:i02_4323
ko:K09921	eld:i02_4324
ko:K03733	eld:i02_4325
ko:K03657	eld:i02_4327
ko:K03284	eld:i02_4331
ko:K05786	eld:i02_4334
ko:K01058	eld:i02_4336
ko:K03654	eld:i02_4338
ko:K05835	eld:i02_4339
ko:K05834	eld:i02_4340
ko:K03576	eld:i02_4344
ko:K00549	eld:i02_4346
ko:K08094	eld:i02_4352
ko:K00615	eld:i02_4354
ko:K00926	eld:i02_4359
ko:K01061	eld:i02_4366
ko:K00757	eld:i02_4367
ko:K01631	eld:i02_4371
ko:K00883	eld:i02_4373
ko:K09760	eld:i02_4375
ko:K03183	eld:i02_4376
ko:K03690	eld:i02_4377
ko:K03688	eld:i02_4378
ko:K03116	eld:i02_4379
ko:K01175	eld:i02_0742
ko:K02357	eld:i02_0190
ko:K09903	eld:i02_0191
ko:K02838	eld:i02_0192
ko:K00099	eld:i02_0193
ko:K00806	eld:i02_0194
ko:K00981	eld:i02_0195
ko:K11749	eld:i02_0196
ko:K07277	eld:i02_0197
ko:K06142	eld:i02_0198
ko:K02536	eld:i02_0199
ko:K02372	eld:i02_0200
ko:K00677	eld:i02_0201
ko:K00748	eld:i02_0202
ko:K03470	eld:i02_0203
ko:K02337	eld:i02_0204
ko:K01962	eld:i02_0205
ko:K04075	eld:i02_0208
ko:K15034	eld:i02_0212
ko:K06079	eld:i02_0213
ko:K01881	eld:i02_0217
ko:K06080	eld:i02_0219
ko:K02073	eld:i02_0220
ko:K02072	eld:i02_0221
ko:K02071	eld:i02_0222
ko:K03273	eld:i02_0223
ko:K06222	eld:i02_0226
ko:K08307	eld:i02_0230
ko:K13408	eld:i02_1122
ko:K13409	eld:i02_1123
ko:K06946	eld:i02_1165
ko:K12687	eld:i02_1166
ko:K00563	eld:i02_2047
ko:K03704	eld:i02_2048
ko:K08169	eld:i02_2055
ko:K03799	eld:i02_2056
ko:K03797	eld:i02_2057
ko:K03607	eld:i02_2058
ko:K03808	eld:i02_2060
ko:K07156	eld:i02_2069
ko:K10857	eld:i02_2072
ko:K09918	eld:i02_2077
ko:K08289	eld:i02_2078
ko:K01625	eld:i02_2079
ko:K01690	eld:i02_2080
ko:K00036	eld:i02_2081
ko:K00873	eld:i02_2084
ko:K02560	eld:i02_2085
ko:K09817	eld:i02_2088
ko:K09816	eld:i02_2089
ko:K03551	eld:i02_2090
ko:K03550	eld:i02_2091
ko:K01159	eld:i02_2093
ko:K08310	eld:i02_2095
ko:K01876	eld:i02_2096
ko:K07136	eld:i02_2099
ko:K02000	eld:i02_2960
ko:K02001	eld:i02_2961
ko:K02002	eld:i02_2962
ko:K15974	eld:i02_2967
ko:K03543	eld:i02_2968
ko:K03446	eld:i02_2969
ko:K07173	eld:i02_2974
ko:K01919	eld:i02_2975
ko:K03563	eld:i02_2979
ko:K01872	eld:i02_2981
ko:K03565	eld:i02_2983
ko:K02781	eld:i02_2989
ko:K10108	eld:i02_4589
ko:K16052	eld:i02_1630
ko:K14228	eld:i02_t051
ko:K14237	eld:i02_t008
ko:K14237	eld:i02_t010
ko:K14237	eld:i02_t024
ko:K14237	eld:i02_t025
ko:K14229	eld:i02_t007
ko:K14229	eld:i02_t012
ko:K14229	eld:i02_t009
ko:K14229	eld:i02_t011
ko:K14229	eld:i02_t026
ko:K14229	eld:i02_t013
ko:K14228	eld:i02_t076
ko:K14227	eld:i02_t001
ko:K14227	eld:i02_t057
ko:K14227	eld:i02_t041
ko:K00104	eld:i02_3400
ko:K14238	eld:i02_t032
ko:K14234	eld:i02_t043
ko:K03767	eld:i02_3810
ko:K03111	eld:i02_4633
ko:K14225	eld:i02_t045
ko:K14237	eld:i02_t018
ko:K14237	eld:i02_t019
ko:K14230	eld:i02_t015
ko:K14222	eld:i02_t075
ko:K16087	eld:i02_3977
ko:K14225	eld:i02_t048
ko:K14225	eld:i02_t050
ko:K14225	eld:i02_t049
ko:K14225	eld:i02_t074
ko:K14233	eld:i02_t079
ko:K14233	eld:i02_t081
ko:K14230	eld:i02_t082
ko:K14230	eld:i02_t086
ko:K16087	eld:i02_2292
ko:K14223	eld:i02_t087
ko:K14223	eld:i02_t088
ko:K14234	eld:i02_t005
ko:K14221	eld:i02_t003
ko:K14221	eld:i02_t034
ko:K14221	eld:i02_t004
ko:K14218	eld:i02_t002
ko:K14218	eld:i02_t042
ko:K14218	eld:i02_t058
ko:K07279	eld:i02_2573
ko:K12516	eld:i02_1656
ko:K07645	eld:i02_3457
ko:K04065	eld:i02_4971
ko:K10110	eld:i02_4587
ko:K16053	eld:i02_0637
ko:K14223	eld:i02_t084
ko:K14223	eld:i02_t085
ko:K14228	eld:i02_t038
ko:K14228	eld:i02_t054
ko:K14228	eld:i02_t052
ko:K14228	eld:i02_t053
ko:K07347	eld:i02_2436
ko:K07666	eld:i02_3456
ko:K14219	eld:i02_t006
ko:K14232	eld:i02_t039
ko:K16076	eld:i02_2163
ko:K16076	eld:i02_1395
ko:K14233	eld:i02_t073
ko:K16066	eld:i02_1788
ko:K16074	eld:i02_1641
ko:K14235	eld:i02_t035
ko:K04477	eld:i02_1182
ko:K08161	eld:i02_1204
ko:K03810	eld:i02_1220
ko:K06201	eld:i02_2106
ko:K00575	eld:i02_2116
ko:K04652	eld:i02_3016
ko:K04655	eld:i02_3019
ko:K03299	eld:i02_3030
ko:K03087	eld:i02_3034
ko:K00380	eld:i02_3050
ko:K04085	eld:i02_3933
ko:K02775	eld:i02_3949
ko:K11189	eld:i02_3952
ko:K06149	eld:i02_3962
ko:K00383	eld:i02_3968
ko:K01730	eld:i02_0308
ko:K00046	eld:i02_0309
ko:K00852	eld:i02_0319
ko:K03475	eld:i02_0322
ko:K02822	eld:i02_0323
ko:K02821	eld:i02_0324
ko:K06445	eld:i02_0351
ko:K03830	eld:i02_0359
ko:K00769	eld:i02_0363
ko:K06179	eld:i02_1239
ko:K00059	eld:i02_1247
ko:K02619	eld:i02_1250
ko:K11069	eld:i02_1279
ko:K01176	eld:i02_2158
ko:K06910	eld:i02_2165
ko:K02414	eld:i02_2175
ko:K04765	eld:i02_3071
ko:K07227	eld:i02_3983
ko:K01580	eld:i02_3997
ko:K00956	eld:i02_3045
ko:K11929	eld:i02_0367
ko:K01250	eld:i02_0704
ko:K06858	eld:i02_0179
ko:K02381	eld:i02_0608
ko:K03768	eld:i02_0616
ko:K07665	eld:i02_0631
ko:K00508	eld:i02_1525
ko:K15582	eld:i02_1542
ko:K04774	eld:i02_1568
ko:K08992	eld:i02_1578
ko:K01489	eld:i02_2474
ko:K03748	eld:i02_2476
ko:K10541	eld:i02_2481
ko:K10540	eld:i02_2483
ko:K00882	eld:i02_2503
ko:K02454	eld:i02_3387
ko:K00666	eld:i02_3403
ko:K00652	eld:i02_3406
ko:K11209	eld:i02_3417
ko:K10440	eld:i02_4269
ko:K00852	eld:i02_4271
ko:K03769	eld:i02_4288
ko:K02851	eld:i02_4297
ko:K02852	eld:i02_4309
ko:K01719	eld:i02_4316
ko:K03498	eld:i02_4390
ko:K00230	eld:i02_4391
ko:K08314	eld:i02_4497
ko:K00867	eld:i02_4525
ko:K03148	eld:i02_4539
ko:K07126	eld:i02_4660
ko:K02033	eld:i02_4664
ko:K04750	eld:i02_4696
ko:K07792	eld:i02_4713
ko:K01156	eld:i02_4892
ko:K07316	eld:i02_4893
ko:K13637	eld:i02_4921
ko:K00884	eld:i02_1275
ko:K00568	eld:i02_2572
ko:K07346	eld:i02_1757
ko:K07346	eld:i02_3884
ko:K06889	eld:i02_0392
ko:K11071	eld:i02_1346
ko:K11072	eld:i02_1347
ko:K01258	eld:i02_1349
ko:K06147	eld:i02_2238
ko:K06147	eld:i02_2239
ko:K01426	eld:i02_2267
ko:K00058	eld:i02_3127
ko:K03488	eld:i02_3131
ko:K02100	eld:i02_3157
ko:K00626	eld:i02_3160
ko:K12943	eld:i02_3162
ko:K00854	eld:i02_4051
ko:K03796	eld:i02_4057
ko:K01176	eld:i02_4059
ko:K02798	eld:i02_4081
ko:K02799	eld:i02_4081
ko:K02800	eld:i02_4081
ko:K00101	eld:i02_4091
ko:K07771	eld:i02_4703
ko:K07345	eld:i02_1132
ko:K07675	eld:i02_4184
ko:K03386	eld:i02_0667
ko:K05966	eld:i02_0673
ko:K03326	eld:i02_0680
ko:K07258	eld:i02_0690
ko:K02025	eld:i02_1610
ko:K04844	eld:i02_1615
ko:K06889	eld:i02_1627
ko:K00567	eld:i02_1634
ko:K06183	eld:i02_2520
ko:K02200	eld:i02_2532
ko:K02193	eld:i02_2539
ko:K02569	eld:i02_2540
ko:K02574	eld:i02_2542
ko:K00626	eld:i02_2565
ko:K06281	eld:i02_3422
ko:K06282	eld:i02_3425
ko:K01760	eld:i02_3434
ko:K06887	eld:i02_3460
ko:K02014	eld:i02_3469
ko:K01515	eld:i02_3474
ko:K00127	eld:i02_4437
ko:K00124	eld:i02_4438
ko:K01629	eld:i02_4445
ko:K01813	eld:i02_4446
ko:K02855	eld:i02_4449
ko:K07640	eld:i02_4457
ko:K13283	eld:i02_4460
ko:K02446	eld:i02_4470
ko:K07709	eld:i02_4551
ko:K13641	eld:i02_4564
ko:K00548	eld:i02_4565
ko:K00068	eld:i02_4575
ko:K03757	eld:i02_4726
ko:K00247	eld:i02_4747
ko:K00245	eld:i02_4749
ko:K00244	eld:i02_4750
ko:K03316	eld:i02_4951
ko:K00564	eld:i02_4966
ko:K01619	eld:i02_4978
ko:K00758	eld:i02_4979
ko:K03784	eld:i02_4981
ko:K07186	eld:i02_4984
ko:K00121	eld:i02_0447
ko:K01077	eld:i02_0472
ko:K07657	eld:i02_0490
ko:K07660	eld:i02_1352
ko:K07729	eld:i02_1384
ko:K07048	eld:i02_2303
ko:K02014	eld:i02_2322
ko:K01823	eld:i02_3186
ko:K04763	eld:i02_3194
ko:K01262	eld:i02_3210
ko:K01934	eld:i02_3213
ko:K00058	eld:i02_3214
ko:K03442	eld:i02_3223
ko:K06934	eld:i02_3227
ko:K02173	eld:i02_3232
ko:K02799	eld:i02_3236
ko:K02800	eld:i02_3236
ko:K00639	eld:i02_4106
ko:K02843	eld:i02_4108
ko:K10563	eld:i02_4121
ko:K02566	eld:i02_0719
ko:K02564	eld:i02_0722
ko:K03711	eld:i02_0739
ko:K01835	eld:i02_0744
ko:K03756	eld:i02_0745
ko:K05522	eld:i02_0764
ko:K07120	eld:i02_0765
ko:K00241	eld:i02_0769
ko:K14061	eld:i02_1646
ko:K14062	eld:i02_1647
ko:K02549	eld:i02_2603
ko:K08680	eld:i02_2606
ko:K02552	eld:i02_2608
ko:K02348	eld:i02_2610
ko:K00784	eld:i02_2611
ko:K07114	eld:i02_2612
ko:K02858	eld:i02_3489
ko:K09806	eld:i02_3490
ko:K07491	eld:i02_3497
ko:K00974	eld:i02_3501
ko:K01409	eld:i02_3510
ko:K03649	eld:i02_3516
ko:K09251	eld:i02_3520
ko:K00219	eld:i02_3530
ko:K00016	eld:i02_4624
ko:K03316	eld:i02_4641
ko:K04018	eld:i02_4656
ko:K06889	eld:i02_4782
ko:K03476	eld:i02_4784
ko:K03475	eld:i02_4785
ko:K02822	eld:i02_4786
ko:K02821	eld:i02_4787
ko:K01119	eld:i02_4815
ko:K01082	eld:i02_4816
ko:K07304	eld:i02_4820
ko:K07126	eld:i02_4824
ko:K01507	eld:i02_4826
ko:K02056	eld:i02_4829
ko:K15773	eld:i02_1762
ko:K02485	eld:i02_1530
ko:K01834	eld:i02_0798
ko:K01838	eld:i02_1616
ko:K03560	eld:i02_0787
ko:K01785	eld:i02_0799
ko:K01784	eld:i02_0802
ko:K02017	eld:i02_0809
ko:K07404	eld:i02_0811
ko:K06910	eld:i02_0817
ko:K00652	eld:i02_0822
ko:K02014	eld:i02_1701
ko:K08350	eld:i02_1731
ko:K13953	eld:i02_1734
ko:K00027	eld:i02_1735
ko:K04063	eld:i02_1739
ko:K01580	eld:i02_1744
ko:K07263	eld:i02_1745
ko:K00647	eld:i02_2666
ko:K07393	eld:i02_3551
ko:K02745	eld:i02_3578
ko:K02744	eld:i02_3581
ko:K01226	eld:i02_4842
ko:K09022	eld:i02_4847
ko:K01478	eld:i02_4855
ko:K00046	eld:i02_4870
ko:K00851	eld:i02_4872
ko:K11607	eld:i02_1429
ko:K11604	eld:i02_1430
ko:K07258	eld:i02_2339
ko:K00033	eld:i02_2356
ko:K01784	eld:i02_2360
ko:K03606	eld:i02_2371
ko:K01104	eld:i02_2386
ko:K02798	eld:i02_3237
ko:K01480	eld:i02_3241
ko:K01585	eld:i02_3243
ko:K02428	eld:i02_3258
ko:K01424	eld:i02_3261
ko:K03289	eld:i02_3269
ko:K07784	eld:i02_4182
ko:K00389	eld:i02_4193
ko:K03307	eld:i02_4195
ko:K01659	eld:i02_0436
ko:K01270	eld:i02_0362
ko:K03635	eld:i02_0833
ko:K07027	eld:i02_0837
ko:K07757	eld:i02_0871
ko:K06889	eld:i02_1760
ko:K00598	eld:i02_1763
ko:K05595	eld:i02_1773
ko:K00657	eld:i02_1797
ko:K07312	eld:i02_1803
ko:K01782	eld:i02_2683
ko:K13636	eld:i02_2697
ko:K01577	eld:i02_2707
ko:K00845	eld:i02_2724
ko:K01885	eld:i02_2732
ko:K12961	eld:i02_3593
ko:K03177	eld:i02_3610
ko:K02427	eld:i02_3623
ko:K02067	eld:i02_3637
ko:K01185	eld:i02_1397
ko:K08278	eld:i02_5004
ko:K00616	eld:i02_0008
ko:K07034	eld:i02_0010
ko:K07258	eld:i02_0888
ko:K05844	eld:i02_0901
ko:K09998	eld:i02_0910
ko:K10000	eld:i02_0913
ko:K16012	eld:i02_0937
ko:K16013	eld:i02_0938
ko:K01679	eld:i02_1823
ko:K00076	eld:i02_1831
ko:K01488	eld:i02_1835
ko:K03617	eld:i02_1840
ko:K03616	eld:i02_1841
ko:K03615	eld:i02_1842
ko:K03614	eld:i02_1843
ko:K03612	eld:i02_1844
ko:K03613	eld:i02_1845
ko:K00799	eld:i02_1849
ko:K01759	eld:i02_1866
ko:K02784	eld:i02_2748
ko:K08483	eld:i02_2749
ko:K00616	eld:i02_2786
ko:K02806	eld:i02_3648
ko:K01788	eld:i02_3661
ko:K01639	eld:i02_3663
ko:K10440	eld:i02_3697
ko:K10439	eld:i02_3699
ko:K01185	eld:i02_1313
ko:K08299	eld:i02_0038
ko:K03855	eld:i02_0046
ko:K01525	eld:i02_0053
ko:K06177	eld:i02_0060
ko:K00853	eld:i02_0065
ko:K07307	eld:i02_0946
ko:K07308	eld:i02_0947
ko:K06212	eld:i02_0954
ko:K02238	eld:i02_0963
ko:K11085	eld:i02_0964
ko:K09476	eld:i02_0980
ko:K06078	eld:i02_1894
ko:K08997	eld:i02_1924
ko:K01439	eld:i02_2795
ko:K07054	eld:i02_2799
ko:K03548	eld:i02_2805
ko:K02824	eld:i02_2810
ko:K00088	eld:i02_2823
ko:K01011	eld:i02_2839
ko:K03747	eld:i02_3727
ko:K03499	eld:i02_3732
ko:K15583	eld:i02_1543
ko:K00073	eld:i02_0607
ko:K12944	eld:i02_2592
ko:K05806	eld:i02_0082
ko:K03286	eld:i02_1001
ko:K07343	eld:i02_1004
ko:K09909	eld:i02_1009
