ko:K19744	paem:U769_05545
ko:K00208	paem:U769_16645
ko:K03770	paem:U769_16650
ko:K03530	paem:U769_16660
ko:K01338	paem:U769_16665
ko:K03544	paem:U769_16670
ko:K01358	paem:U769_16675
ko:K03545	paem:U769_16680
ko:K01491	paem:U769_16730
ko:K01883	paem:U769_16735
ko:K01886	paem:U769_16740
ko:K03768	paem:U769_16745
ko:K03269	paem:U769_16750
ko:K06169	paem:U769_16760
ko:K06938	paem:U769_16775
ko:K01682	paem:U769_16780
ko:K02575	paem:U769_16800
ko:K00362	paem:U769_16810
ko:K00363	paem:U769_16815
ko:K00372	paem:U769_16820
ko:K02303	paem:U769_16825
ko:K03286	paem:U769_16830
ko:K03088	paem:U769_16835
ko:K16074	paem:U769_16850
ko:K02553	paem:U769_16855
ko:K09773	paem:U769_16870
ko:K03556	paem:U769_16915
ko:K03556	paem:U769_16920
ko:K01665	paem:U769_16925
ko:K02203	paem:U769_16930
ko:K00390	paem:U769_16935
ko:K13634	paem:U769_16945
ko:K00077	paem:U769_16955
ko:K01626	paem:U769_16970
ko:K06975	paem:U769_16975
ko:K01692	paem:U769_16980
ko:K01782	paem:U769_17035
ko:K00626	paem:U769_17040
ko:K07088	paem:U769_17050
ko:K07395	paem:U769_17060
ko:K05349	paem:U769_17095
ko:K03223	paem:U769_17100
ko:K03222	paem:U769_17110
ko:K03221	paem:U769_17130
ko:K03220	paem:U769_17140
ko:K03219	paem:U769_17145
ko:K03230	paem:U769_17210
ko:K04058	paem:U769_17235
ko:K03224	paem:U769_17240
ko:K03225	paem:U769_17255
ko:K03226	paem:U769_17260
ko:K03227	paem:U769_17265
ko:K03228	paem:U769_17270
ko:K03229	paem:U769_17275
ko:K00797	paem:U769_17290
ko:K01247	paem:U769_17295
ko:K09880	paem:U769_17305
ko:K08967	paem:U769_17310
ko:K08964	paem:U769_17315
ko:K05820	paem:U769_17320
ko:K01736	paem:U769_17325
ko:K06889	paem:U769_17330
ko:K07320	paem:U769_17340
ko:K01495	paem:U769_17360
ko:K06996	paem:U769_17370
ko:K11915	paem:U769_17380
ko:K11891	paem:U769_17385
ko:K11892	paem:U769_17390
ko:K11893	paem:U769_17395
ko:K11906	paem:U769_17400
ko:K11907	paem:U769_17425
ko:K11895	paem:U769_17430
ko:K11896	paem:U769_17435
ko:K11905	paem:U769_17445
ko:K11900	paem:U769_17450
ko:K11901	paem:U769_17455
ko:K11910	paem:U769_17460
ko:K00799	paem:U769_17465
ko:K05782	paem:U769_17485
ko:K03453	paem:U769_17490
ko:K03406	paem:U769_17510
ko:K06917	paem:U769_17530
ko:K01008	paem:U769_17535
ko:K07001	paem:U769_17545
ko:K01425	paem:U769_17555
ko:K07667	paem:U769_17560
ko:K07646	paem:U769_17565
ko:K01548	paem:U769_17570
ko:K01547	paem:U769_17575
ko:K01546	paem:U769_17580
ko:K01545	paem:U769_17585
ko:K06446	paem:U769_17590
ko:K00074	paem:U769_17605
ko:K03449	paem:U769_17615
ko:K08296	paem:U769_17665
ko:K00057	paem:U769_17675
ko:K02014	paem:U769_17680
ko:K01716	paem:U769_17695
ko:K00647	paem:U769_17700
ko:K03406	paem:U769_17705
ko:K00606	paem:U769_17755
ko:K04079	paem:U769_17765
ko:K03311	paem:U769_17790
ko:K01902	paem:U769_17795
ko:K01903	paem:U769_17800
ko:K00382	paem:U769_17805
ko:K00658	paem:U769_17810
ko:K00164	paem:U769_17815
ko:K00240	paem:U769_17820
ko:K00239	paem:U769_17825
ko:K00242	paem:U769_17830
ko:K00241	paem:U769_17835
ko:K01647	paem:U769_17840
ko:K06940	paem:U769_17850
ko:K09922	paem:U769_17860
ko:K09913	paem:U769_17875
ko:K09974	paem:U769_17880
ko:K01915	paem:U769_17925
ko:K04085	paem:U769_17935
ko:K06968	paem:U769_17940
ko:K01681	paem:U769_17945
ko:K03776	paem:U769_17950
ko:K07020	paem:U769_17960
ko:K00404	paem:U769_17965
ko:K00405	paem:U769_17970
ko:K00407	paem:U769_17975
ko:K00406	paem:U769_17980
ko:K00404	paem:U769_17985
ko:K00405	paem:U769_17990
ko:K00407	paem:U769_17995
ko:K00406	paem:U769_18000
ko:K09926	paem:U769_18010
ko:K09792	paem:U769_18025
ko:K00759	paem:U769_18045
ko:K07044	paem:U769_18050
ko:K11743	paem:U769_18055
ko:K11742	paem:U769_18060
ko:K09925	paem:U769_18080
ko:K06187	paem:U769_18090
ko:K09747	paem:U769_18095
ko:K02343	paem:U769_18100
ko:K01972	paem:U769_18115
ko:K03528	paem:U769_18120
ko:K03529	paem:U769_18125
ko:K00496	paem:U769_18135
ko:K13481	paem:U769_18140
ko:K13482	paem:U769_18145
ko:K07402	paem:U769_18150
ko:K06901	paem:U769_18165
ko:K03381	paem:U769_12690
ko:K03449	paem:U769_12725
ko:K04084	paem:U769_12835
ko:K03805	paem:U769_12845
ko:K08195	paem:U769_12865
ko:K16165	paem:U769_12870
ko:K00450	paem:U769_12875
ko:K03088	paem:U769_12885
ko:K02014	paem:U769_12895
ko:K15125	paem:U769_12915
ko:K07214	paem:U769_12970
ko:K01658	paem:U769_03305
ko:K00766	paem:U769_03310
ko:K01609	paem:U769_03315
ko:K10914	paem:U769_03320
ko:K07397	paem:U769_03325
ko:K01611	paem:U769_03330
ko:K06134	paem:U769_03335
ko:K02503	paem:U769_03340
ko:K07124	paem:U769_03350
ko:K00459	paem:U769_03360
ko:K08973	paem:U769_03365
ko:K00145	paem:U769_03370
ko:K15724	paem:U769_03385
ko:K09001	paem:U769_03390
ko:K01866	paem:U769_03400
ko:K03524	paem:U769_03430
ko:K03525	paem:U769_03435
ko:K02358	paem:U769_03460
ko:K03073	paem:U769_03470
ko:K02601	paem:U769_03475
ko:K02867	paem:U769_03480
ko:K02863	paem:U769_03485
ko:K02864	paem:U769_03490
ko:K02935	paem:U769_03495
ko:K03043	paem:U769_03500
ko:K03046	paem:U769_03505
ko:K02950	paem:U769_03510
ko:K02992	paem:U769_03515
ko:K02355	paem:U769_03520
ko:K02358	paem:U769_03525
ko:K02946	paem:U769_03530
ko:K02906	paem:U769_03535
ko:K02926	paem:U769_03540
ko:K02892	paem:U769_03545
ko:K02886	paem:U769_03550
ko:K02965	paem:U769_03555
ko:K02890	paem:U769_03560
ko:K02982	paem:U769_03565
ko:K02878	paem:U769_03570
ko:K02961	paem:U769_03580
ko:K02874	paem:U769_03585
ko:K02895	paem:U769_03590
ko:K02931	paem:U769_03595
ko:K02954	paem:U769_03600
ko:K02994	paem:U769_03605
ko:K02933	paem:U769_03610
ko:K02881	paem:U769_03615
ko:K02988	paem:U769_03620
ko:K02907	paem:U769_03625
ko:K02876	paem:U769_03630
ko:K03076	paem:U769_03635
ko:K02919	paem:U769_03640
ko:K02952	paem:U769_03645
ko:K02948	paem:U769_03650
ko:K02986	paem:U769_03655
ko:K03040	paem:U769_03660
ko:K02879	paem:U769_03665
ko:K03781	paem:U769_03670
ko:K03594	paem:U769_03675
ko:K03701	paem:U769_03680
ko:K04782	paem:U769_03700
ko:K12243	paem:U769_03715
ko:K06147	paem:U769_03740
ko:K16088	paem:U769_03745
ko:K13063	paem:U769_03780
ko:K01626	paem:U769_03790
ko:K00459	paem:U769_03840
ko:K01921	paem:U769_03845
ko:K02904	paem:U769_03575
ko:K01714	paem:U769_03885
ko:K08368	paem:U769_03890
ko:K07734	paem:U769_03915
ko:K01652	paem:U769_03925
ko:K07787	paem:U769_03945
ko:K07798	paem:U769_03950
ko:K03769	paem:U769_03970
ko:K01142	paem:U769_03990
ko:K05520	paem:U769_03995
ko:K16088	paem:U769_04010
ko:K06222	paem:U769_04015
ko:K00375	paem:U769_04025
ko:K01426	paem:U769_04035
ko:K02015	paem:U769_04040
ko:K02015	paem:U769_04045
ko:K02016	paem:U769_04050
ko:K02013	paem:U769_04055
ko:K07184	paem:U769_04075
ko:K00627	paem:U769_04085
ko:K12340	paem:U769_04125
ko:K13409	paem:U769_04130
ko:K00666	paem:U769_03860
ko:K01866	paem:U769_04155
ko:K07552	paem:U769_04165
ko:K00404	paem:U769_04180
ko:K00381	paem:U769_04195
ko:K02510	paem:U769_04205
ko:K02509	paem:U769_04210
ko:K01826	paem:U769_04220
ko:K00455	paem:U769_04225
ko:K00151	paem:U769_04230
ko:K05921	paem:U769_04235
ko:K05921	paem:U769_04240
ko:K02508	paem:U769_04245
ko:K06966	paem:U769_04270
ko:K00657	paem:U769_04275
ko:K08159	paem:U769_04280
ko:K07267	paem:U769_04330
ko:K00484	paem:U769_04380
ko:K00483	paem:U769_04385
ko:K09956	paem:U769_04390
ko:K00059	paem:U769_04395
ko:K01845	paem:U769_04400
ko:K13408	paem:U769_04135
ko:K07347	paem:U769_04420
ko:K07687	paem:U769_04440
ko:K07729	paem:U769_04455
ko:K00067	paem:U769_04495
ko:K01784	paem:U769_04500
ko:K07275	paem:U769_04510
ko:K09950	paem:U769_04515
ko:K02004	paem:U769_04520
ko:K02003	paem:U769_04525
ko:K05838	paem:U769_04540
ko:K07738	paem:U769_04555
ko:K11752	paem:U769_04560
ko:K00793	paem:U769_04565
ko:K14652	paem:U769_04570
ko:K00794	paem:U769_04575
ko:K03625	paem:U769_04580
ko:K00946	paem:U769_04585
ko:K01095	paem:U769_04590
ko:K06985	paem:U769_04600
ko:K01497	paem:U769_04605
ko:K01662	paem:U769_04620
ko:K07127	paem:U769_18170
ko:K01477	paem:U769_18185
ko:K01483	paem:U769_18190
ko:K11903	paem:U769_18200
ko:K03639	paem:U769_18235
ko:K01608	paem:U769_18250
ko:K00873	paem:U769_18270
ko:K08717	paem:U769_18275
ko:K10716	paem:U769_18280
ko:K02048	paem:U769_18295
ko:K04023	paem:U769_18305
ko:K02444	paem:U769_18310
ko:K00111	paem:U769_18315
ko:K00864	paem:U769_18325
ko:K01266	paem:U769_18330
ko:K02200	paem:U769_18350
ko:K02200	paem:U769_18355
ko:K02199	paem:U769_18360
ko:K02198	paem:U769_18365
ko:K02197	paem:U769_18370
ko:K02196	paem:U769_18375
ko:K02195	paem:U769_18380
ko:K02194	paem:U769_18385
ko:K02193	paem:U769_18390
ko:K04061	paem:U769_18400
ko:K00059	paem:U769_18410
ko:K05810	paem:U769_18415
ko:K00799	paem:U769_18430
ko:K03408	paem:U769_18440
ko:K03408	paem:U769_18445
ko:K02557	paem:U769_18455
ko:K02556	paem:U769_18460
ko:K03412	paem:U769_18465
ko:K03407	paem:U769_18470
ko:K03414	paem:U769_18475
ko:K03413	paem:U769_18480
ko:K02405	paem:U769_18485
ko:K04562	paem:U769_18490
ko:K02404	paem:U769_18495
ko:K02400	paem:U769_18500
ko:K06872	paem:U769_18505
ko:K06872	paem:U769_18510
ko:K02401	paem:U769_18515
ko:K02421	paem:U769_18520
ko:K02420	paem:U769_18525
ko:K02419	paem:U769_18530
ko:K02418	paem:U769_18535
ko:K02417	paem:U769_18540
ko:K02416	paem:U769_18545
ko:K02415	paem:U769_18550
ko:K02414	paem:U769_18555
ko:K07039	paem:U769_18560
ko:K09790	paem:U769_18565
ko:K07644	paem:U769_18570
ko:K07665	paem:U769_18575
ko:K03827	paem:U769_18620
ko:K03406	paem:U769_18645
ko:K12255	paem:U769_18655
ko:K03307	paem:U769_18670
ko:K01652	paem:U769_18675
ko:K11073	paem:U769_18710
ko:K06969	paem:U769_18725
ko:K00860	paem:U769_18795
ko:K01784	paem:U769_18840
ko:K02453	paem:U769_18850
ko:K03825	paem:U769_18885
ko:K00906	paem:U769_18890
ko:K03473	paem:U769_18895
ko:K09458	paem:U769_18905
ko:K02014	paem:U769_18925
ko:K03088	paem:U769_18935
ko:K03327	paem:U769_18945
ko:K11939	paem:U769_18950
ko:K04750	paem:U769_18985
ko:K03088	paem:U769_18995
ko:K10001	paem:U769_19040
ko:K10003	paem:U769_19045
ko:K10002	paem:U769_19050
ko:K10004	paem:U769_19055
ko:K05597	paem:U769_19065
ko:K17060	paem:U769_19070
ko:K17061	paem:U769_19075
ko:K10680	paem:U769_19080
ko:K01173	paem:U769_19112
ko:K13789	paem:U769_04625
ko:K03602	paem:U769_04630
ko:K01992	paem:U769_04650
ko:K01990	paem:U769_04655
ko:K06188	paem:U769_04670
ko:K01507	paem:U769_04685
ko:K07345	paem:U769_04410
ko:K03975	paem:U769_04695
ko:K02030	paem:U769_04705
ko:K03736	paem:U769_04715
ko:K03735	paem:U769_04720
ko:K02558	paem:U769_04740
ko:K03186	paem:U769_04745
ko:K07157	paem:U769_04780
ko:K03652	paem:U769_04790
ko:K00147	paem:U769_04805
ko:K00969	paem:U769_04810
ko:K09710	paem:U769_04815
ko:K00783	paem:U769_04820
ko:K05515	paem:U769_04825
ko:K05837	paem:U769_04830
ko:K08305	paem:U769_04835
ko:K03642	paem:U769_04840
ko:K07258	paem:U769_04845
ko:K09158	paem:U769_04850
ko:K03801	paem:U769_04855
ko:K03644	paem:U769_04860
ko:K09890	paem:U769_04885
ko:K02340	paem:U769_04890
ko:K03643	paem:U769_04895
ko:K01869	paem:U769_04900
ko:K03820	paem:U769_04915
ko:K06189	paem:U769_04920
ko:K07042	paem:U769_04925
ko:K06168	paem:U769_04935
ko:K07126	paem:U769_04945
ko:K01845	paem:U769_04950
ko:K00788	paem:U769_04955
ko:K09933	paem:U769_04690
ko:K09456	paem:U769_04975
ko:K01241	paem:U769_04985
ko:K06181	paem:U769_05000
ko:K03579	paem:U769_05035
ko:K17228	paem:U769_05070
ko:K09945	paem:U769_05080
ko:K07007	paem:U769_05095
ko:K07690	paem:U769_05100
ko:K07679	paem:U769_05110
ko:K10805	paem:U769_05130
ko:K03530	paem:U769_05140
ko:K15551	paem:U769_05150
ko:K10831	paem:U769_05155
ko:K15552	paem:U769_05160
ko:K03119	paem:U769_05165
ko:K02168	paem:U769_05175
ko:K02073	paem:U769_05185
ko:K00425	paem:U769_05190
ko:K00426	paem:U769_05195
ko:K00626	paem:U769_05215
ko:K00666	paem:U769_05220
ko:K00941	paem:U769_04960
ko:K17686	paem:U769_05240
ko:K07175	paem:U769_05245
ko:K03637	paem:U769_05265
ko:K03636	paem:U769_05270
ko:K03635	paem:U769_05275
ko:K03638	paem:U769_05280
ko:K03750	paem:U769_05285
ko:K08303	paem:U769_05290
ko:K01113	paem:U769_05305
ko:K07004	paem:U769_05310
ko:K02837	paem:U769_05340
ko:K16091	paem:U769_05350
ko:K03088	paem:U769_05360
ko:K00090	paem:U769_05375
ko:K05847	paem:U769_05405
ko:K05846	paem:U769_05410
ko:K05845	paem:U769_05415
ko:K05846	paem:U769_05420
ko:K03316	paem:U769_05425
ko:K07684	paem:U769_05470
ko:K07673	paem:U769_05475
ko:K02575	paem:U769_05480
ko:K02575	paem:U769_05485
ko:K00370	paem:U769_05490
ko:K00371	paem:U769_05495
ko:K00373	paem:U769_05500
ko:K03556	paem:U769_05235
ko:K03769	paem:U769_05510
ko:K03639	paem:U769_05515
ko:K02014	paem:U769_05525
ko:K10022	paem:U769_05530
ko:K03732	paem:U769_05550
ko:K00666	paem:U769_05555
ko:K06999	paem:U769_05560
ko:K09969	paem:U769_05565
ko:K01004	paem:U769_05570
ko:K07461	paem:U769_05585
ko:K06899	paem:U769_05610
ko:K03566	paem:U769_05630
ko:K06970	paem:U769_05660
ko:K05833	paem:U769_05670
ko:K05832	paem:U769_05675
ko:K01989	paem:U769_05680
ko:K01873	paem:U769_05695
ko:K02339	paem:U769_05705
ko:K01255	paem:U769_05710
ko:K06889	paem:U769_05720
ko:K07091	paem:U769_05725
ko:K11720	paem:U769_05730
ko:K07568	paem:U769_05750
ko:K00773	paem:U769_05755
ko:K03210	paem:U769_05760
ko:K03072	paem:U769_05765
ko:K03074	paem:U769_05770
ko:K00374	paem:U769_05505
ko:K01952	paem:U769_06060
ko:K02803	paem:U769_06070
ko:K02804	paem:U769_06070
ko:K11189	paem:U769_06075
ko:K00820	paem:U769_06080
ko:K01443	paem:U769_06085
ko:K03710	paem:U769_06090
ko:K06938	paem:U769_06115
ko:K08289	paem:U769_06120
ko:K03106	paem:U769_06145
ko:K02959	paem:U769_06150
ko:K02860	paem:U769_06155
ko:K00554	paem:U769_06160
ko:K02884	paem:U769_06165
ko:K04763	paem:U769_06185
ko:K03981	paem:U769_06190
ko:K00003	paem:U769_06195
ko:K01733	paem:U769_06200
ko:K09980	paem:U769_06220
ko:K07462	paem:U769_06255
ko:K07687	paem:U769_06315
ko:K00316	paem:U769_06320
ko:K02109	paem:U769_30485
ko:K02110	paem:U769_30490
ko:K02108	paem:U769_30495
ko:K02116	paem:U769_30500
ko:K03501	paem:U769_30515
ko:K03495	paem:U769_30520
ko:K03650	paem:U769_30530
ko:K03217	paem:U769_30535
ko:K03536	paem:U769_30540
ko:K02313	paem:U769_00005
ko:K02338	paem:U769_00010
ko:K03629	paem:U769_00015
ko:K02470	paem:U769_00020
ko:K00655	paem:U769_00025
ko:K03273	paem:U769_00030
ko:K01879	paem:U769_00040
ko:K01878	paem:U769_00045
ko:K01246	paem:U769_00050
ko:K02517	paem:U769_00055
ko:K09125	paem:U769_00065
ko:K03499	paem:U769_00080
ko:K03500	paem:U769_00085
ko:K00604	paem:U769_00090
ko:K01462	paem:U769_00095
ko:K04096	paem:U769_00105
ko:K07566	paem:U769_00110
ko:K00228	paem:U769_00120
ko:K00014	paem:U769_00125
ko:K03321	paem:U769_00145
ko:K02002	paem:U769_00150
ko:K10253	paem:U769_00165
ko:K07690	paem:U769_00175
ko:K01695	paem:U769_00180
ko:K01696	paem:U769_00185
ko:K09165	paem:U769_00195
ko:K15125	paem:U769_00210
ko:K07491	paem:U769_00225
ko:K01953	paem:U769_00285
ko:K07559	paem:U769_00295
ko:K09983	paem:U769_00300
ko:K07396	paem:U769_00315
ko:K04063	paem:U769_00320
ko:K01091	paem:U769_00350
ko:K01414	paem:U769_00360
ko:K07070	paem:U769_00365
ko:K02004	paem:U769_00385
ko:K02003	paem:U769_00390
ko:K11890	paem:U769_00405
ko:K11891	paem:U769_00410
ko:K11892	paem:U769_00415
ko:K11893	paem:U769_00420
ko:K11906	paem:U769_00425
ko:K11902	paem:U769_00435
ko:K11901	paem:U769_00440
ko:K11900	paem:U769_00445
ko:K11903	paem:U769_00450
ko:K11898	paem:U769_00455
ko:K11896	paem:U769_00465
ko:K11895	paem:U769_00470
ko:K11907	paem:U769_00475
ko:K00647	paem:U769_00520
ko:K01673	paem:U769_00540
ko:K02275	paem:U769_00555
ko:K02274	paem:U769_00560
ko:K02258	paem:U769_00565
ko:K02276	paem:U769_00570
ko:K02259	paem:U769_00590
ko:K07152	paem:U769_00600
ko:K02348	paem:U769_00605
ko:K11103	paem:U769_00625
ko:K06193	paem:U769_00670
ko:K11735	paem:U769_00675
ko:K00140	paem:U769_00680
ko:K00822	paem:U769_00690
ko:K02056	paem:U769_00705
ko:K02057	paem:U769_00710
ko:K02057	paem:U769_00715
ko:K03386	paem:U769_00720
ko:K03387	paem:U769_00725
ko:K05517	paem:U769_00745
ko:K11897	paem:U769_00460
ko:K03088	paem:U769_00775
ko:K02014	paem:U769_00785
ko:K02623	paem:U769_00790
ko:K00449	paem:U769_00795
ko:K00448	paem:U769_00800
ko:K02624	paem:U769_00805
ko:K16345	paem:U769_00855
ko:K03412	paem:U769_00890
ko:K03411	paem:U769_00895
ko:K00575	paem:U769_00900
ko:K03406	paem:U769_00905
ko:K03408	paem:U769_00910
ko:K03407	paem:U769_00915
ko:K03413	paem:U769_00920
ko:K03406	paem:U769_00925
ko:K00059	paem:U769_00935
ko:K01130	paem:U769_00940
ko:K15555	paem:U769_00945
ko:K15554	paem:U769_00950
ko:K15553	paem:U769_00955
ko:K02014	paem:U769_00975
ko:K00324	paem:U769_00990
ko:K00324	paem:U769_00995
ko:K00325	paem:U769_01000
ko:K03832	paem:U769_01005
ko:K03561	paem:U769_01010
ko:K07002	paem:U769_01030
ko:K13929	paem:U769_01035
ko:K13931	paem:U769_01045
ko:K13932	paem:U769_01050
ko:K13933	paem:U769_01055
ko:K13934	paem:U769_01060
ko:K13935	paem:U769_01065
ko:K13928	paem:U769_01080
ko:K02055	paem:U769_01110
ko:K01714	paem:U769_01115
ko:K01628	paem:U769_01120
ko:K01039	paem:U769_01130
ko:K01040	paem:U769_01135
ko:K07823	paem:U769_01140
ko:K01857	paem:U769_01150
ko:K01055	paem:U769_01155
ko:K01607	paem:U769_01160
ko:K08195	paem:U769_01175
ko:K08191	paem:U769_01205
ko:K00457	paem:U769_01215
ko:K00014	paem:U769_01225
ko:K03786	paem:U769_01230
ko:K00481	paem:U769_01240
ko:K03827	paem:U769_01250
ko:K03182	paem:U769_01275
ko:K13930	paem:U769_01040
ko:K00135	paem:U769_01360
ko:K14268	paem:U769_01365
ko:K00375	paem:U769_01375
ko:K07387	paem:U769_01420
ko:K07090	paem:U769_01425
ko:K02045	paem:U769_01435
ko:K02047	paem:U769_01440
ko:K02046	paem:U769_01445
ko:K02048	paem:U769_01450
ko:K03307	paem:U769_01470
ko:K10536	paem:U769_01495
ko:K12251	paem:U769_01500
ko:K01915	paem:U769_01515
ko:K07010	paem:U769_01520
ko:K01915	paem:U769_01525
ko:K12256	paem:U769_01530
ko:K11073	paem:U769_01535
ko:K11073	paem:U769_01540
ko:K11076	paem:U769_01545
ko:K11075	paem:U769_01550
ko:K11074	paem:U769_01555
ko:K01434	paem:U769_01560
ko:K07394	paem:U769_01590
ko:K10009	paem:U769_01610
ko:K02424	paem:U769_01615
ko:K00058	paem:U769_01625
ko:K11069	paem:U769_01660
ko:K11070	paem:U769_01665
ko:K11071	paem:U769_01670
ko:K11072	paem:U769_01675
ko:K09946	paem:U769_01690
ko:K01807	paem:U769_01695
ko:K01754	paem:U769_01700
ko:K08311	paem:U769_01730
ko:K08484	paem:U769_01735
ko:K07090	paem:U769_01750
ko:K13292	paem:U769_01755
ko:K01126	paem:U769_01785
ko:K07095	paem:U769_01805
ko:K16345	paem:U769_01810
ko:K01687	paem:U769_01815
ko:K06969	paem:U769_01820
ko:K05520	paem:U769_01825
ko:K10563	paem:U769_01835
ko:K07126	paem:U769_01850
ko:K00954	paem:U769_01870
ko:K00154	paem:U769_01885
ko:K07019	paem:U769_01900
ko:K08316	paem:U769_01910
ko:K07263	paem:U769_01915
ko:K07263	paem:U769_01920
ko:K03110	paem:U769_01925
ko:K09812	paem:U769_01930
ko:K09811	paem:U769_01935
ko:K03089	paem:U769_01940
ko:K03814	paem:U769_01950
ko:K03154	paem:U769_01960
ko:K03149	paem:U769_01965
ko:K03439	paem:U769_01970
ko:K02428	paem:U769_01995
ko:K00641	paem:U769_02010
ko:K09131	paem:U769_02020
ko:K02221	paem:U769_02025
ko:K00286	paem:U769_02030
ko:K06997	paem:U769_02035
ko:K02669	paem:U769_02040
ko:K02670	paem:U769_02045
ko:K16264	paem:U769_02050
ko:K01697	paem:U769_02060
ko:K01465	paem:U769_02070
ko:K00609	paem:U769_02075
ko:K02825	paem:U769_02080
ko:K07447	paem:U769_02085
ko:K07735	paem:U769_02090
ko:K03832	paem:U769_02095
ko:K01920	paem:U769_02100
ko:K02657	paem:U769_02105
ko:K02658	paem:U769_02110
ko:K02659	paem:U769_02115
ko:K02660	paem:U769_02120
ko:K02487	paem:U769_02130
ko:K06596	paem:U769_02130
ko:K06597	paem:U769_02135
ko:K06598	paem:U769_02140
ko:K09761	paem:U769_02160
ko:K00833	paem:U769_02165
ko:K00274	paem:U769_02170
ko:K03585	paem:U769_02190
ko:K11927	paem:U769_02205
ko:K00297	paem:U769_02215
ko:K01251	paem:U769_02225
ko:K02014	paem:U769_02235
ko:K10974	paem:U769_02255
ko:K17723	paem:U769_02260
ko:K01464	paem:U769_02270
ko:K03457	paem:U769_02275
ko:K06016	paem:U769_02280
ko:K00252	paem:U769_02290
ko:K03306	paem:U769_02305
ko:K07403	paem:U769_02310
ko:K02030	paem:U769_02320
ko:K05591	paem:U769_02330
ko:K03704	paem:U769_02335
ko:K03696	paem:U769_02350
ko:K07663	paem:U769_02370
ko:K07641	paem:U769_02375
ko:K06143	paem:U769_02380
ko:K02014	paem:U769_02410
ko:K03088	paem:U769_02420
ko:K06872	paem:U769_02740
ko:K03744	paem:U769_02745
ko:K03611	paem:U769_02750
ko:K03932	paem:U769_02775
ko:K00789	paem:U769_02790
ko:K00615	paem:U769_02800
ko:K03472	paem:U769_02815
ko:K00927	paem:U769_02820
ko:K01624	paem:U769_02835
ko:K07007	paem:U769_02855
ko:K07043	paem:U769_02860
ko:K03086	paem:U769_02950
ko:K09117	paem:U769_02960
ko:K02970	paem:U769_02965
ko:K01409	paem:U769_02970
ko:K08591	paem:U769_02975
ko:K01633	paem:U769_02980
ko:K00950	paem:U769_02985
ko:K00974	paem:U769_02990
ko:K01092	paem:U769_05780
ko:K15396	paem:U769_05785
ko:K00640	paem:U769_05790
ko:K13643	paem:U769_05795
ko:K04487	paem:U769_05800
ko:K04488	paem:U769_05805
ko:K13628	paem:U769_05810
ko:K04082	paem:U769_05815
ko:K04044	paem:U769_05820
ko:K04755	paem:U769_05825
ko:K00940	paem:U769_05835
ko:K06941	paem:U769_05840
ko:K02656	paem:U769_05845
ko:K15539	paem:U769_05850
ko:K01892	paem:U769_05860
ko:K17713	paem:U769_05870
ko:K03977	paem:U769_05875
ko:K14287	paem:U769_05880
ko:K01649	paem:U769_05910
ko:K02014	paem:U769_05920
ko:K08641	paem:U769_05965
ko:K03601	paem:U769_05990
ko:K07090	paem:U769_06002
ko:K00088	paem:U769_06025
ko:K01951	paem:U769_06030
ko:K09965	paem:U769_06050
ko:K13487	paem:U769_06345
ko:K13488	paem:U769_06350
ko:K13486	paem:U769_06355
ko:K13489	paem:U769_06360
ko:K13490	paem:U769_06365
ko:K13491	paem:U769_06370
ko:K11444	paem:U769_06375
ko:K02836	paem:U769_06385
ko:K04567	paem:U769_06390
ko:K06889	paem:U769_06415
ko:K01534	paem:U769_06440
ko:K01595	paem:U769_06455
ko:K00939	paem:U769_06460
ko:K15984	paem:U769_06490
ko:K09914	paem:U769_06520
ko:K00631	paem:U769_06525
ko:K01990	paem:U769_06530
ko:K01992	paem:U769_06535
ko:K02426	paem:U769_06550
ko:K01766	paem:U769_06555
ko:K00674	paem:U769_06560
ko:K06940	paem:U769_06575
ko:K03316	paem:U769_06590
ko:K14267	paem:U769_06595
ko:K00990	paem:U769_06600
ko:K01265	paem:U769_06605
ko:K02967	paem:U769_06610
ko:K09903	paem:U769_06620
ko:K02838	paem:U769_06625
ko:K00806	paem:U769_06630
ko:K00981	paem:U769_06635
ko:K00099	paem:U769_06640
ko:K11749	paem:U769_06645
ko:K07277	paem:U769_06650
ko:K06142	paem:U769_06655
ko:K02536	paem:U769_06660
ko:K02372	paem:U769_06665
ko:K00677	paem:U769_06670
ko:K00748	paem:U769_06675
ko:K03470	paem:U769_06680
ko:K03310	paem:U769_06685
ko:K02337	paem:U769_06690
ko:K01962	paem:U769_06695
ko:K04075	paem:U769_06700
ko:K01937	paem:U769_06705
ko:K01627	paem:U769_06710
ko:K01689	paem:U769_06715
ko:K05589	paem:U769_06720
ko:K00991	paem:U769_06725
ko:K07112	paem:U769_06735
ko:K00121	paem:U769_06745
ko:K01070	paem:U769_06750
ko:K01770	paem:U769_06755
ko:K06176	paem:U769_06760
ko:K03787	paem:U769_06765
ko:K00573	paem:U769_06770
ko:K06194	paem:U769_06775
ko:K03087	paem:U769_06780
ko:K05524	paem:U769_06785
ko:K03555	paem:U769_06790
ko:K03743	paem:U769_06800
ko:K03565	paem:U769_06810
ko:K06966	paem:U769_06815
ko:K07576	paem:U769_06820
ko:K09954	paem:U769_06830
ko:K11069	paem:U769_06840
ko:K11070	paem:U769_06845
ko:K11071	paem:U769_06850
ko:K11072	paem:U769_06855
ko:K05812	paem:U769_06860
ko:K00901	paem:U769_06875
ko:K02909	paem:U769_06885
