ko:K09476	yph:YPC_2755
ko:K07404	yph:YPC_1205
ko:K00833	yph:YPC_1206
ko:K01012	yph:YPC_1207
ko:K00652	yph:YPC_1208
ko:K02169	yph:YPC_1209
ko:K01935	yph:YPC_1210
ko:K03702	yph:YPC_1212
ko:K03639	yph:YPC_1216
ko:K03637	yph:YPC_1217
ko:K03636	yph:YPC_1218
ko:K03635	yph:YPC_1219
ko:K06890	yph:YPC_1220
ko:K02167	yph:YPC_1227
ko:K02168	yph:YPC_1228
ko:K03815	yph:YPC_1232
ko:K07803	yph:YPC_1236
ko:K07709	yph:YPC_1237
ko:K01993	yph:YPC_1247
ko:K11927	yph:YPC_1249
ko:K02887	yph:YPC_2067
ko:K02916	yph:YPC_2068
ko:K02520	yph:YPC_2069
ko:K01868	yph:YPC_2070
ko:K05595	yph:YPC_2078
ko:K08308	yph:YPC_2079
ko:K11604	yph:YPC_2080
ko:K11607	yph:YPC_2081
ko:K01815	yph:YPC_2091
ko:K10195	yph:YPC_2096
ko:K10192	yph:YPC_2097
ko:K07038	yph:YPC_2099
ko:K06956	yph:YPC_2100
ko:K11066	yph:YPC_2102
ko:K01730	yph:YPC_2104
ko:K08169	yph:YPC_2105
ko:K07345	yph:YPC_2107
ko:K07347	yph:YPC_2108
ko:K15540	yph:YPC_2109
ko:K07345	yph:YPC_2110
ko:K03799	yph:YPC_2111
ko:K03797	yph:YPC_2112
ko:K03607	yph:YPC_2113
ko:K03808	yph:YPC_2116
ko:K07347	yph:YPC_2123
ko:K09904	yph:YPC_2939
ko:K07014	yph:YPC_2940
ko:K01223	yph:YPC_2947
ko:K03406	yph:YPC_2975
ko:K09475	yph:YPC_2985
ko:K07676	yph:YPC_2988
ko:K07676	yph:YPC_2989
ko:K07687	yph:YPC_2990
ko:K07677	yph:YPC_2991
ko:K02469	yph:YPC_2993
ko:K05780	yph:YPC_3801
ko:K06162	yph:YPC_3802
ko:K05774	yph:YPC_3803
ko:K06167	yph:YPC_3804
ko:K09979	yph:YPC_3806
ko:K02025	yph:YPC_3810
ko:K07461	yph:YPC_3814
ko:K03824	yph:YPC_3815
ko:K08303	yph:YPC_3818
ko:K05592	yph:YPC_3830
ko:K05803	yph:YPC_3831
ko:K00962	yph:YPC_3832
ko:K02406	yph:YPC_3835
ko:K02397	yph:YPC_3840
ko:K02396	yph:YPC_3841
ko:K02395	yph:YPC_3842
ko:K02394	yph:YPC_3843
ko:K02393	yph:YPC_3844
ko:K02392	yph:YPC_3845
ko:K02391	yph:YPC_3846
ko:K02390	yph:YPC_3847
ko:K02389	yph:YPC_3848
ko:K02388	yph:YPC_3849
ko:K02387	yph:YPC_3850
ko:K06205	yph:YPC_0001
ko:K03718	yph:YPC_0002
ko:K01914	yph:YPC_0003
ko:K03924	yph:YPC_0005
ko:K03549	yph:YPC_0006
ko:K06726	yph:YPC_0007
ko:K00852	yph:YPC_0008
ko:K10440	yph:YPC_0842
ko:K02014	yph:YPC_0843
ko:K02016	yph:YPC_0844
ko:K08306	yph:YPC_0845
ko:K03575	yph:YPC_0847
ko:K03439	yph:YPC_0848
ko:K09923	yph:YPC_0849
ko:K01425	yph:YPC_0850
ko:K02428	yph:YPC_0855
ko:K09131	yph:YPC_0856
ko:K02221	yph:YPC_0857
ko:K00286	yph:YPC_0858
ko:K06997	yph:YPC_0859
ko:K02669	yph:YPC_0860
ko:K10536	yph:YPC_0861
ko:K12251	yph:YPC_0862
ko:K07447	yph:YPC_0863
ko:K07735	yph:YPC_0864
ko:K01920	yph:YPC_0865
ko:K09761	yph:YPC_0866
ko:K01150	yph:YPC_0869
ko:K02742	yph:YPC_0870
ko:K00789	yph:YPC_0871
ko:K01585	yph:YPC_0873
ko:K07387	yph:YPC_0876
ko:K00615	yph:YPC_0877
ko:K03472	yph:YPC_0880
ko:K00927	yph:YPC_0881
ko:K01624	yph:YPC_0882
ko:K03442	yph:YPC_0884
ko:K06895	yph:YPC_0885
ko:K09807	yph:YPC_0886
ko:K05596	yph:YPC_0887
ko:K01807	yph:YPC_0888
ko:K00058	yph:YPC_0889
ko:K01934	yph:YPC_0891
ko:K09888	yph:YPC_0893
ko:K09895	yph:YPC_0894
ko:K01262	yph:YPC_0895
ko:K03185	yph:YPC_0896
ko:K00605	yph:YPC_0898
ko:K09808	yph:YPC_1726
ko:K09808	yph:YPC_1728
ko:K12410	yph:YPC_1732
ko:K01258	yph:YPC_1733
ko:K07637	yph:YPC_1735
ko:K07660	yph:YPC_1736
ko:K01756	yph:YPC_1738
ko:K07153	yph:YPC_1739
ko:K00566	yph:YPC_1740
ko:K12152	yph:YPC_1741
ko:K06181	yph:YPC_1742
ko:K00031	yph:YPC_1743
ko:K03776	yph:YPC_1746
ko:K02386	yph:YPC_3851
ko:K02398	yph:YPC_3852
ko:K02399	yph:YPC_3853
ko:K02412	yph:YPC_3855
ko:K02411	yph:YPC_3856
ko:K02410	yph:YPC_3857
ko:K03221	yph:YPC_4722
ko:K03222	yph:YPC_4726
ko:K03704	yph:YPC_1762
ko:K07507	yph:YPC_1766
ko:K01531	yph:YPC_1768
ko:K02402	yph:YPC_1771
ko:K02556	yph:YPC_1772
ko:K02557	yph:YPC_1773
ko:K03407	yph:YPC_1774
ko:K03408	yph:YPC_1775
ko:K08317	yph:YPC_2594
ko:K02056	yph:YPC_2595
ko:K02056	yph:YPC_2596
ko:K02057	yph:YPC_2597
ko:K00765	yph:YPC_2601
ko:K00013	yph:YPC_2602
ko:K01093	yph:YPC_1753
ko:K00817	yph:YPC_2603
ko:K01089	yph:YPC_2604
ko:K02501	yph:YPC_2605
ko:K01814	yph:YPC_2606
ko:K02500	yph:YPC_2607
ko:K11755	yph:YPC_2608
ko:K00033	yph:YPC_2609
ko:K00963	yph:YPC_2610
ko:K00963	yph:YPC_2611
ko:K02016	yph:YPC_2615
ko:K02015	yph:YPC_2618
ko:K02013	yph:YPC_2619
ko:K13745	yph:YPC_2623
ko:K13255	yph:YPC_2624
ko:K07289	yph:YPC_2626
ko:K01494	yph:YPC_2627
ko:K00876	yph:YPC_2628
ko:K03593	yph:YPC_2629
ko:K01874	yph:YPC_2630
ko:K01489	yph:YPC_2641
ko:K00027	yph:YPC_2642
ko:K03748	yph:YPC_2643
ko:K10541	yph:YPC_2644
ko:K10542	yph:YPC_2645
ko:K10540	yph:YPC_2646
ko:K07148	yph:YPC_2648
ko:K01495	yph:YPC_2649
ko:K03602	yph:YPC_3460
ko:K00795	yph:YPC_3461
ko:K01662	yph:YPC_3462
ko:K01095	yph:YPC_3465
ko:K00946	yph:YPC_3466
ko:K03625	yph:YPC_3467
ko:K00794	yph:YPC_3468
ko:K11752	yph:YPC_3469
ko:K07738	yph:YPC_3470
ko:K03074	yph:YPC_3475
ko:K03072	yph:YPC_3476
ko:K03210	yph:YPC_3477
ko:K00773	yph:YPC_3478
ko:K07568	yph:YPC_3479
ko:K08682	yph:YPC_3480
ko:K03386	yph:YPC_3481
ko:K03311	yph:YPC_3488
ko:K02040	yph:YPC_3489
ko:K07636	yph:YPC_3490
ko:K07657	yph:YPC_3491
ko:K03547	yph:YPC_3493
ko:K00847	yph:YPC_3495
ko:K03554	yph:YPC_3498
ko:K09913	yph:YPC_3499
ko:K00891	yph:YPC_3500
ko:K00147	yph:YPC_3511
ko:K00931	yph:YPC_3512
ko:K11926	yph:YPC_3513
ko:K11750	yph:YPC_3514
ko:K02853	yph:YPC_0366
ko:K02852	yph:YPC_0367
ko:K02498	yph:YPC_0376
ko:K02496	yph:YPC_0377
ko:K01719	yph:YPC_0378
ko:K01749	yph:YPC_0379
ko:K05851	yph:YPC_0382
ko:K06202	yph:YPC_0384
ko:K01778	yph:YPC_0386
ko:K09921	yph:YPC_0387
ko:K03733	yph:YPC_0388
ko:K03657	yph:YPC_0390
ko:K03284	yph:YPC_0395
ko:K05786	yph:YPC_0396
ko:K03654	yph:YPC_0400
ko:K05835	yph:YPC_0401
ko:K05834	yph:YPC_0402
ko:K01126	yph:YPC_0406
ko:K09125	yph:YPC_0412
ko:K04085	yph:YPC_0413
ko:K01534	yph:YPC_0414
ko:K08993	yph:YPC_0419
ko:K03110	yph:YPC_0421
ko:K09812	yph:YPC_0422
ko:K09811	yph:YPC_0423
ko:K03089	yph:YPC_0425
ko:K00941	yph:YPC_1261
ko:K08303	yph:YPC_1267
ko:K09946	yph:YPC_1268
ko:K07664	yph:YPC_1269
ko:K07642	yph:YPC_1270
ko:K07799	yph:YPC_1274
ko:K00375	yph:YPC_1276
ko:K00823	yph:YPC_1277
ko:K02053	yph:YPC_1280
ko:K04046	yph:YPC_1281
ko:K06213	yph:YPC_1282
ko:K01524	yph:YPC_1284
ko:K00937	yph:YPC_1285
ko:K02036	yph:YPC_1289
ko:K00657	yph:YPC_1293
ko:K11175	yph:YPC_1294
ko:K01933	yph:YPC_1295
ko:K00761	yph:YPC_1296
ko:K10763	yph:YPC_1299
ko:K03548	yph:YPC_1302
ko:K03564	yph:YPC_1307
ko:K03567	yph:YPC_1308
ko:K01714	yph:YPC_1309
ko:K07287	yph:YPC_1310
ko:K01923	yph:YPC_1313
ko:K07054	yph:YPC_1314
ko:K06957	yph:YPC_1316
ko:K09858	yph:YPC_2137
ko:K01433	yph:YPC_2138
ko:K01142	yph:YPC_2143
ko:K08320	yph:YPC_2144
ko:K01008	yph:YPC_2148
ko:K01424	yph:YPC_2153
ko:K08281	yph:YPC_2154
ko:K09916	yph:YPC_2155
ko:K07305	yph:YPC_2156
ko:K11021	yph:YPC_4332
ko:K11021	yph:YPC_4333
ko:K03568	yph:YPC_4335
ko:K00769	yph:YPC_3515
ko:K08301	yph:YPC_4338
ko:K06287	yph:YPC_4339
ko:K03571	yph:YPC_4340
ko:K03570	yph:YPC_4341
ko:K03569	yph:YPC_4342
ko:K03786	yph:YPC_4347
ko:K02160	yph:YPC_4348
ko:K01961	yph:YPC_4349
ko:K14392	yph:YPC_4353
ko:K02687	yph:YPC_4354
ko:K03557	yph:YPC_4357
ko:K01607	yph:YPC_4362
ko:K03704	yph:YPC_4367
ko:K03704	yph:YPC_4368
ko:K11209	yph:YPC_4373
ko:K02057	yph:YPC_4376
ko:K02057	yph:YPC_4377
ko:K02056	yph:YPC_4378
ko:K00651	yph:YPC_0019
ko:K01638	yph:YPC_0021
ko:K01637	yph:YPC_0022
ko:K00906	yph:YPC_0024
ko:K00548	yph:YPC_0027
ko:K11016	yph:YPC_0028
ko:K11017	yph:YPC_0029
ko:K00928	yph:YPC_0032
ko:K01810	yph:YPC_0033
ko:K13256	yph:YPC_0034
ko:K02024	yph:YPC_0040
ko:K05775	yph:YPC_0041
ko:K11903	yph:YPC_0044
ko:K11901	yph:YPC_0045
ko:K11900	yph:YPC_0046
ko:K11905	yph:YPC_0047
ko:K11896	yph:YPC_0051
ko:K02444	yph:YPC_0054
ko:K02441	yph:YPC_0055
ko:K02439	yph:YPC_0056
ko:K03556	yph:YPC_0057
ko:K00705	yph:YPC_0060
ko:K07400	yph:YPC_0062
ko:K02170	yph:YPC_0064
ko:K07490	yph:YPC_0066
ko:K04759	yph:YPC_0067
ko:K04758	yph:YPC_0068
ko:K06959	yph:YPC_0070
ko:K04760	yph:YPC_0071
ko:K07659	yph:YPC_0072
ko:K07638	yph:YPC_0073
ko:K01610	yph:YPC_0074
ko:K02437	yph:YPC_0899
ko:K00281	yph:YPC_0900
ko:K11068	yph:YPC_0907
ko:K06980	yph:YPC_0909
ko:K09159	yph:YPC_0910
ko:K07663	yph:YPC_0912
ko:K07641	yph:YPC_0913
ko:K06143	yph:YPC_0914
ko:K03840	yph:YPC_0915
ko:K04763	yph:YPC_0916
ko:K03981	yph:YPC_0917
ko:K07462	yph:YPC_0918
ko:K02836	yph:YPC_0919
ko:K04567	yph:YPC_0920
ko:K13651	yph:YPC_0927
ko:K13655	yph:YPC_0928
ko:K00134	yph:YPC_2157
ko:K01792	yph:YPC_2158
ko:K07180	yph:YPC_2160
ko:K09786	yph:YPC_2161
ko:K06911	yph:YPC_2164
ko:K07552	yph:YPC_2166
ko:K00285	yph:YPC_2167
ko:K03603	yph:YPC_2169
ko:K03314	yph:YPC_2170
ko:K03611	yph:YPC_2171
ko:K04487	yph:YPC_2174
ko:K11107	yph:YPC_2997
ko:K08276	yph:YPC_2999
ko:K03834	yph:YPC_3002
ko:K03781	yph:YPC_3004
ko:K01584	yph:YPC_3009
ko:K03759	yph:YPC_3010
ko:K05846	yph:YPC_3012
ko:K05847	yph:YPC_3013
ko:K05846	yph:YPC_3014
ko:K05845	yph:YPC_3015
ko:K05845	yph:YPC_3016
ko:K01011	yph:YPC_3017
ko:K02042	yph:YPC_3026
ko:K02042	yph:YPC_3028
ko:K02044	yph:YPC_3029
ko:K02041	yph:YPC_3030
ko:K05873	yph:YPC_3035
ko:K03777	yph:YPC_3037
ko:K07262	yph:YPC_3038
ko:K05541	yph:YPC_3041
ko:K11927	yph:YPC_3045
ko:K02409	yph:YPC_3858
ko:K02408	yph:YPC_3859
ko:K02416	yph:YPC_3861
ko:K02417	yph:YPC_3862
ko:K02419	yph:YPC_3863
ko:K02420	yph:YPC_3864
ko:K02421	yph:YPC_3865
ko:K02401	yph:YPC_3866
ko:K02400	yph:YPC_3867
ko:K02016	yph:YPC_3873
ko:K02278	yph:YPC_3879
ko:K02279	yph:YPC_3880
ko:K02280	yph:YPC_3881
ko:K02282	yph:YPC_3883
ko:K02283	yph:YPC_3884
ko:K12510	yph:YPC_3885
ko:K12511	yph:YPC_3886
ko:K12512	yph:YPC_3887
ko:K12513	yph:YPC_3888
ko:K12514	yph:YPC_3889
ko:K12515	yph:YPC_3890
ko:K03561	yph:YPC_3892
ko:K01760	yph:YPC_3893
ko:K08325	yph:YPC_3896
ko:K00655	yph:YPC_3902
ko:K02621	yph:YPC_3903
ko:K03923	yph:YPC_3904
ko:K02622	yph:YPC_3906
ko:K07000	yph:YPC_3907
ko:K03651	yph:YPC_3908
ko:K09920	yph:YPC_3910
ko:K01515	yph:YPC_3911
ko:K12340	yph:YPC_3912
ko:K07733	yph:YPC_0932
ko:K15770	yph:YPC_0957
ko:K15771	yph:YPC_0958
ko:K15772	yph:YPC_0959
ko:K05877	yph:YPC_1784
ko:K00575	yph:YPC_1785
ko:K03412	yph:YPC_1786
ko:K03413	yph:YPC_1787
ko:K03414	yph:YPC_1788
ko:K01775	yph:YPC_1795
ko:K04072	yph:YPC_1802
ko:K15580	yph:YPC_1804
ko:K15581	yph:YPC_1805
ko:K15582	yph:YPC_1806
ko:K09901	yph:YPC_1810
ko:K06131	yph:YPC_1811
ko:K09981	yph:YPC_1817
ko:K09780	yph:YPC_1818
ko:K03832	yph:YPC_1819
ko:K10806	yph:YPC_1821
ko:K06190	yph:YPC_1822
ko:K07275	yph:YPC_1828
ko:K01695	yph:YPC_1831
ko:K01696	yph:YPC_1832
ko:K13498	yph:YPC_1833
ko:K00766	yph:YPC_1834
ko:K01657	yph:YPC_1836
ko:K00121	yph:YPC_2652
ko:K01070	yph:YPC_2653
ko:K02004	yph:YPC_2655
ko:K02005	yph:YPC_2656
ko:K02003	yph:YPC_2657
ko:K06871	yph:YPC_2658
ko:K03750	yph:YPC_2659
ko:K11911	yph:YPC_2665
ko:K11905	yph:YPC_2666
ko:K11906	yph:YPC_2667
ko:K11895	yph:YPC_2668
ko:K11896	yph:YPC_2669
ko:K11910	yph:YPC_2672
ko:K11891	yph:YPC_2673
ko:K11907	yph:YPC_2686
ko:K00645	yph:YPC_2693
ko:K01641	yph:YPC_2700
ko:K00059	yph:YPC_2701
ko:K00647	yph:YPC_2702
ko:K02372	yph:YPC_2703
ko:K02346	yph:YPC_3524
ko:K05952	yph:YPC_3526
ko:K03734	yph:YPC_3527
ko:K00351	yph:YPC_3528
ko:K00350	yph:YPC_3529
ko:K00349	yph:YPC_3530
ko:K00348	yph:YPC_3531
ko:K00347	yph:YPC_3532
ko:K00346	yph:YPC_3533
ko:K03271	yph:YPC_3537
ko:K06445	yph:YPC_3538
ko:K02083	yph:YPC_3548
ko:K01999	yph:YPC_0430
ko:K01997	yph:YPC_0431
ko:K01998	yph:YPC_0432
ko:K01995	yph:YPC_0433
ko:K01996	yph:YPC_0434
ko:K05813	yph:YPC_0443
ko:K05814	yph:YPC_0444
ko:K05815	yph:YPC_0445
ko:K05816	yph:YPC_0446
ko:K01126	yph:YPC_0447
ko:K07088	yph:YPC_0448
ko:K03576	yph:YPC_0450
ko:K00549	yph:YPC_0451
ko:K01061	yph:YPC_0452
ko:K00757	yph:YPC_0453
ko:K06200	yph:YPC_0455
ko:K03688	yph:YPC_0460
ko:K03116	yph:YPC_0461
ko:K03117	yph:YPC_0462
ko:K03118	yph:YPC_0463
ko:K03424	yph:YPC_0464
ko:K09760	yph:YPC_0457
ko:K03183	yph:YPC_0458
ko:K03690	yph:YPC_0459
ko:K01698	yph:YPC_0469
ko:K03182	yph:YPC_0471
ko:K05368	yph:YPC_0472
ko:K01825	yph:YPC_0474
ko:K03498	yph:YPC_0479
ko:K00230	yph:YPC_0480
ko:K01439	yph:YPC_1319
ko:K02012	yph:YPC_1323
ko:K02011	yph:YPC_1324
ko:K02010	yph:YPC_1325
ko:K06871	yph:YPC_1327
ko:K07038	yph:YPC_1329
ko:K07685	yph:YPC_1336
ko:K02572	yph:YPC_1337
ko:K02570	yph:YPC_1338
ko:K02567	yph:YPC_1339
ko:K02568	yph:YPC_1341
ko:K02569	yph:YPC_1342
ko:K00029	yph:YPC_1344
ko:K09768	yph:YPC_1345
ko:K00228	yph:YPC_1346
ko:K07223	yph:YPC_1354
ko:K01639	yph:YPC_1355
ko:K01788	yph:YPC_1356
ko:K00885	yph:YPC_1358
ko:K03290	yph:YPC_1362
ko:K02048	yph:YPC_1364
ko:K02046	yph:YPC_1365
ko:K02047	yph:YPC_1366
ko:K02045	yph:YPC_1367
ko:K12339	yph:YPC_1368
ko:K07114	yph:YPC_1373
ko:K09160	yph:YPC_2228
ko:K08305	yph:YPC_2230
ko:K09902	yph:YPC_2233
ko:K03610	yph:YPC_2234
ko:K03609	yph:YPC_2235
ko:K03608	yph:YPC_2236
ko:K03684	yph:YPC_2237
ko:K07285	yph:YPC_2240
ko:K01951	yph:YPC_3056
ko:K00088	yph:YPC_3058
ko:K03601	yph:YPC_3059
ko:K07088	yph:YPC_3061
ko:K03977	yph:YPC_3064
ko:K01892	yph:YPC_3067
ko:K15539	yph:YPC_3070
ko:K02656	yph:YPC_3071
ko:K06941	yph:YPC_3072
ko:K00940	yph:YPC_3073
ko:K07751	yph:YPC_3084
ko:K04755	yph:YPC_3087
ko:K04044	yph:YPC_3088
ko:K04082	yph:YPC_3089
ko:K13628	yph:YPC_3090
ko:K04488	yph:YPC_3091
ko:K04487	yph:YPC_3092
ko:K13643	yph:YPC_3093
ko:K15396	yph:YPC_3094
ko:K01092	yph:YPC_3095
ko:K05820	yph:YPC_3101
ko:K00600	yph:YPC_3105
ko:K05916	yph:YPC_3106
ko:K04751	yph:YPC_3108
ko:K02858	yph:YPC_3918
ko:K09806	yph:YPC_3919
ko:K02029	yph:YPC_3552
ko:K15974	yph:YPC_3563
ko:K03543	yph:YPC_3564
ko:K03446	yph:YPC_3565
ko:K03214	yph:YPC_3566
ko:K03672	yph:YPC_3567
ko:K00998	yph:YPC_3571
ko:K02029	yph:YPC_3551
ko:K05811	yph:YPC_3572
ko:K12974	yph:YPC_4380
ko:K03316	yph:YPC_4382
ko:K06901	yph:YPC_4383
ko:K15554	yph:YPC_4388
ko:K15553	yph:YPC_4390
ko:K00299	yph:YPC_4391
ko:K01619	yph:YPC_4393
ko:K00852	yph:YPC_4395
ko:K02057	yph:YPC_4396
ko:K11911	yph:YPC_4416
ko:K11911	yph:YPC_4417
ko:K11891	yph:YPC_4418
ko:K11910	yph:YPC_4419
ko:K11909	yph:YPC_4420
ko:K11907	yph:YPC_4422
ko:K11892	yph:YPC_4423
ko:K11893	yph:YPC_4424
ko:K11906	yph:YPC_4425
ko:K11895	yph:YPC_4428
ko:K11896	yph:YPC_4429
ko:K00111	yph:YPC_4435
ko:K00688	yph:YPC_4436
ko:K00703	yph:YPC_4437
ko:K04083	yph:YPC_0075
ko:K04762	yph:YPC_0076
ko:K03086	yph:YPC_3935
ko:K07396	yph:YPC_3949
ko:K15549	yph:YPC_3960
ko:K15547	yph:YPC_3961
ko:K05349	yph:YPC_3963
ko:K02025	yph:YPC_3966
ko:K02529	yph:YPC_3968
ko:K02337	yph:YPC_4831
ko:K03272	yph:YPC_3922
ko:K00982	yph:YPC_3923
ko:K07184	yph:YPC_3926
ko:K00974	yph:YPC_3927
ko:K06153	yph:YPC_3928
ko:K01633	yph:YPC_3929
ko:K08591	yph:YPC_3930
ko:K01409	yph:YPC_3931
ko:K02970	yph:YPC_3933
ko:K10108	yph:YPC_0037
ko:K10109	yph:YPC_0036
ko:K10110	yph:YPC_0035
ko:K03111	yph:YPC_0679
ko:K16053	yph:YPC_1658
ko:K14219	yph:YPC_3347
ko:K14232	yph:YPC_0372
ko:K14232	yph:YPC_4518
ko:K14236	yph:YPC_0495
ko:K14236	yph:YPC_2140
ko:K14233	yph:YPC_2287
ko:K14233	yph:YPC_2295
ko:K16078	yph:YPC_3103
ko:K00971	yph:YPC_3381
ko:K16074	yph:YPC_1968
ko:K14235	yph:YPC_0314
ko:K02051	yph:YPC_1907
ko:K04753	yph:YPC_3901
ko:K06887	yph:YPC_2386
ko:K06887	yph:YPC_3053
ko:K06887	yph:YPC_3314
ko:K00956	yph:YPC_3684
ko:K07346	yph:YPC_0343
ko:K07346	yph:YPC_2106
ko:K07346	yph:YPC_2122
ko:K11736	yph:YPC_3487
ko:K00568	yph:YPC_2994
ko:K02485	yph:YPC_2136
ko:K01270	yph:YPC_3522
ko:K01271	yph:YPC_0475
ko:K04055	yph:YPC_4729
ko:K13000	yph:YPC_3387
ko:K03668	yph:YPC_1959
ko:K00884	yph:YPC_1729
ko:K15583	yph:YPC_1807
ko:K02031	yph:YPC_3789
ko:K11906	yph:YPC_1462
ko:K04048	yph:YPC_4716
ko:K08566	yph:YPC_4887
ko:K13002	yph:YPC_3380
ko:K08961	yph:YPC_0996
ko:K02464	yph:YPC_1016
ko:K06221	yph:YPC_3328
ko:K06221	yph:YPC_3898
ko:K01139	yph:YPC_0198
ko:K01069	yph:YPC_1125
ko:K12530	yph:YPC_1880
ko:K03892	yph:YPC_3664
ko:K16210	yph:YPC_2977
ko:K11748	yph:YPC_0127
ko:K00209	yph:YPC_4625
ko:K02049	yph:YPC_1909
ko:K16321	yph:YPC_0779
ko:K02054	yph:YPC_1279
ko:K02055	yph:YPC_1278
ko:K01840	yph:YPC_1649
ko:K01840	yph:YPC_3379
ko:K01739	yph:YPC_0280
ko:K20542	yph:YPC_4507
ko:K12341	yph:YPC_4753
ko:K11009	yph:YPC_4869
ko:K13001	yph:YPC_3385
ko:K07771	yph:YPC_0573
ko:K12532	yph:YPC_1882
ko:K13053	yph:YPC_2725
ko:K12532	yph:YPC_1881
ko:K16515	yph:YPC_0245
ko:K16516	yph:YPC_0246
ko:K05874	yph:YPC_1783
ko:K10831	yph:YPC_0120
ko:K04053	yph:YPC_4725
ko:K06858	yph:YPC_3711
ko:K11747	yph:YPC_0128
ko:K04049	yph:YPC_4717
ko:K01048	yph:YPC_0403
ko:K03299	yph:YPC_4487
ko:K07713	yph:YPC_1238
ko:K02099	yph:YPC_1889
ko:K02054	yph:YPC_2291
ko:K16322	yph:YPC_4472
ko:K01834	yph:YPC_1188
ko:K11734	yph:YPC_3757
ko:K11734	yph:YPC_2538
ko:K05799	yph:YPC_3756
ko:K12262	yph:YPC_3637
ko:K03566	yph:YPC_1063
ko:K02062	yph:YPC_4034
ko:K10823	yph:YPC_1808
ko:K16263	yph:YPC_3921
ko:K16264	yph:YPC_1186
ko:K11959	yph:YPC_3024
ko:K11960	yph:YPC_3023
ko:K00537	yph:YPC_1300
ko:K16693	yph:YPC_0364
ko:K02071	yph:YPC_2872
ko:K14742	yph:YPC_2241
ko:K00090	yph:YPC_4599
ko:K03574	yph:YPC_4078
ko:K14761	yph:YPC_3349
ko:K03896	yph:YPC_0801
ko:K16704	yph:YPC_0362
ko:K08598	yph:YPC_4737
ko:K11894	yph:YPC_4427
ko:K00065	yph:YPC_2092
ko:K01190	yph:YPC_1761
ko:K08351	yph:YPC_1029
ko:K02484	yph:YPC_1383
ko:K05812	yph:YPC_3569
ko:K00483	yph:YPC_2512
ko:K07274	yph:YPC_2159
ko:K10111	yph:YPC_0039
ko:K04771	yph:YPC_3708
ko:K07662	yph:YPC_0234
ko:K11962	yph:YPC_3021
ko:K11963	yph:YPC_3020
ko:K12453	yph:YPC_3391
ko:K02058	yph:YPC_0315
ko:K01096	yph:YPC_1853
ko:K01664	yph:YPC_0107
ko:K02081	yph:YPC_0988
ko:K05499	yph:YPC_0272
ko:K03719	yph:YPC_2801
ko:K03973	yph:YPC_1981
ko:K05540	yph:YPC_4356
ko:K02055	yph:YPC_2293
ko:K02778	yph:YPC_1707
ko:K02779	yph:YPC_1707
ko:K02849	yph:YPC_4184
ko:K15460	yph:YPC_3141
ko:K00557	yph:YPC_0304
ko:K02030	yph:YPC_3553
ko:K01593	yph:YPC_3018
ko:K09810	yph:YPC_1727
ko:K08302	yph:YPC_0973
ko:K08313	yph:YPC_1862
ko:K03559	yph:YPC_3891
ko:K00151	yph:YPC_2519
ko:K01420	yph:YPC_1924
ko:K00951	yph:YPC_3704
ko:K01485	yph:YPC_0100
ko:K19227	yph:YPC_1988
ko:K03772	yph:YPC_0133
ko:K18138	yph:YPC_3414
ko:K00008	yph:YPC_1623
ko:K18334	yph:YPC_2580
ko:K15841	yph:YPC_3115
ko:K06075	yph:YPC_2005
ko:K15035	yph:YPC_1153
ko:K02503	yph:YPC_1711
ko:K01983	yph:YPC_3420
ko:K17202	yph:YPC_3634
ko:K02058	yph:YPC_4379
ko:K17206	yph:YPC_0954
ko:K17210	yph:YPC_3295
ko:K17209	yph:YPC_3294
ko:K10439	yph:YPC_1624
ko:K17247	yph:YPC_4346
ko:K03457	yph:YPC_1130
ko:K04091	yph:YPC_4389
ko:K02052	yph:YPC_1275
ko:K00265	yph:YPC_4270
ko:K01897	yph:YPC_2238
ko:K10038	yph:YPC_1609
ko:K00040	yph:YPC_2913
ko:K01897	yph:YPC_4050
ko:K17713	yph:YPC_3065
ko:K08316	yph:YPC_0420
ko:K17203	yph:YPC_3631
ko:K17204	yph:YPC_3632
ko:K17205	yph:YPC_0953
ko:K15555	yph:YPC_4387
ko:K02028	yph:YPC_3550
ko:K17207	yph:YPC_0955
ko:K17208	yph:YPC_3296
ko:K02011	yph:YPC_1438
ko:K01990	yph:YPC_3736
ko:K05601	yph:YPC_2824
ko:K01992	yph:YPC_3735
ko:K07245	yph:YPC_2493
ko:K00813	yph:YPC_2756
ko:K10112	yph:YPC_3970
ko:K10111	yph:YPC_1648
ko:K10112	yph:YPC_3808
ko:K07497	yph:YPC_4749
ko:K07497	yph:YPC_4673
ko:K17686	yph:YPC_3366
ko:K02027	yph:YPC_2363
ko:K02027	yph:YPC_3811
ko:K20866	yph:YPC_4224
ko:K02495	yph:YPC_4229
ko:K10111	yph:YPC_0956
ko:K10111	yph:YPC_2359
ko:K10111	yph:YPC_2360
ko:K19789	yph:YPC_2934
ko:K01138	yph:YPC_1326
ko:K02027	yph:YPC_1651
ko:K02778	yph:YPC_0962
ko:K06518	yph:YPC_2638
ko:K00839	yph:YPC_3549
ko:K01187	yph:YPC_3486
ko:K07459	yph:YPC_2822
ko:K01791	yph:YPC_0358
ko:K02026	yph:YPC_1653
ko:K02026	yph:YPC_3809
ko:K02026	yph:YPC_3965
ko:K02058	yph:YPC_3645
ko:K02477	yph:YPC_3592
